id,st_x,st_y
1738376,-3.49516267221587,36.9916667698006
1704909,-2.65731986159674,37.0500001010477
1656820,-2.91633773271914,37.1333334314009
1721704,-2.75545397591752,37.0208334354241
1647197,-2.99539379794542,37.1500000974715
1712016,-3.17364325816469,37.0375001014948
1704873,-2.84526386737263,37.0500001010477
1760002,-3.45172825421314,36.9541667711417
1699986,-3.2789392733436,37.058333434083
1707295,-2.74070007485191,37.0458334345301
1707208,-3.19487315610936,37.0458334345301
1726355,-3.55351953718893,37.0125001023888
1714494,-2.7767855389016,37.0333334349771
1704792,-3.26813788036838,37.0500001010477
1738547,-2.60311380559028,36.9916667698006
1656860,-2.70728129647333,37.1333334314009
1692744,-3.46747526331517,37.070833433636
1688099,-2.63745110029241,37.0791667666713
1731335,-2.63484686624359,37.0041667693535
1699977,-3.32593043487268,37.058333434083
1692794,-3.20637023194516,37.070833433636
1678431,-2.9514605207511,37.0958334327419
1750419,-3.32210312981451,36.9708334372123
1712031,-3.0953461493249,37.0375001014948
1748045,-3.17625052085475,36.9750001037299
1661577,-3.16163088333939,37.1250000983655
1724130,-2.63006185872473,37.0166667689065
1728807,-3.29243455321072,37.0083334358712
1661657,-2.74356404878752,37.1250000983655
1659137,-3.36039762567433,37.1291667648832
1690341,-3.47288817736251,37.0750001001537
1620736,-3.20120998309918,37.1958334291657
1731234,-3.16181615022644,37.0041667693535
1752818,-3.33756612920033,36.9666667706946
1678424,-2.9880272827284,37.0958334327419
1762396,-3.49324987454805,36.950000104624
1647194,-3.01107648564571,37.1500000974715
1747999,-3.4161643196003,36.9750001037299
1673526,-3.47944937104561,37.1041667657773
1752813,-3.36364086109948,36.9666667706946
1671170,-3.23930526785352,37.1083334322949
1640015,-2.87040683498774,37.1625000970244
1673591,-3.1398635150872,37.1041667657773
1668833,-2.89986027621877,37.1125000988126
1700001,-3.20062067079514,37.058333434083
1760023,-3.3422323569749,36.9541667711417
1728830,-3.1724250691256,37.0083334358712
1685576,-3.2695744191565,37.083333433189
1736096,-2.85888677462587,36.9958334363182
1704911,-2.64687852794252,37.0500001010477
1697559,-3.4096575319254,37.0625001006007
1676037,-2.90982995761692,37.1000000992596
1719278,-2.88085986181226,37.0250001019418
1690425,-3.03420762191621,37.0750001001537
1767221,-3.38338985621986,36.9416667715887
1690424,-3.03943000948105,37.0750001001537
1678417,-3.0245940447057,37.0958334327419
1675997,-3.11879437490407,37.1000000992596
1608724,-3.21255818127818,37.216666761754
1738409,-3.32301289093725,36.9916667698006
1716917,-2.66702927791673,37.0291667684595
1728853,-3.05241558504048,37.0083334358712
1743222,-3.27570407673219,36.9833334367652
1726356,-3.54830144748142,37.0125001023888
1714491,-2.79244410145273,37.0333334349771
1661579,-3.15117921247559,37.1250000983655
1699984,-3.2893817536834,37.058333434083
1716776,-3.40294134295218,37.0291667684595
1762404,-3.4515394336103,36.950000104624
1702365,-3.39884115491422,37.0541667675654
1721692,-2.81807791976957,37.0208334354241
1736012,-3.29711022641605,36.9958334363182
1745615,-3.32246692176848,36.9791667702476
1697531,-3.55586028596382,37.0625001006007
1666366,-3.23966176782354,37.1166667653302
1707202,-3.22619543757539,37.0458334345301
1736020,-3.25537465957889,36.9958334363182
1723968,-3.4754387412568,37.0166667689065
1735998,-3.37014746838108,36.9958334363182
1733569,-3.51119740022981,37.0000001028359
1673547,-3.36973701758213,37.1041667657773
1654420,-2.9060449422542,37.1375000979185
1704847,-2.98100120487744,37.0500001010477
1738373,-3.51081265233211,36.9916667698006
1649620,-2.88545600569858,37.1458334309538
1675945,-3.39044811737737,37.1000000992596
1757608,-3.41020210868548,36.9583334376593
1671273,-2.70116269276668,37.1083334322949
1659183,-3.11999596126374,37.1291667648832
1704726,-3.61270189095752,37.0500001010477
1709709,-2.67790852523565,37.0416667680124
1680890,-2.65355668722966,37.0916667662243
1654355,-3.24578035985144,37.1375000979185
1699959,-3.41991275793085,37.058333434083
1688029,-3.00303831959248,37.0791667666713
1675936,-3.43746511126698,37.1000000992596
1714377,-3.38746947839578,37.0333334349771
1683262,-2.81010826470748,37.0875000997066
1690327,-3.54600160327023,37.0750001001537
1723977,-3.42847335889391,37.0166667689065
1707206,-3.20531391659804,37.0458334345301
1651909,-3.47594654793209,37.1416667644362
1685693,-2.65848790994517,37.083333433189
1760027,-3.32137599559618,36.9541667711417
1687987,-3.22239065117252,37.0791667666713
1716785,-3.355968232418,37.0291667684595
1707292,-2.75636121558493,37.0458334345301
1733628,-3.20338072819181,37.0000001028359
1721713,-2.70848601802848,37.0208334354241
1728886,-2.88022806439661,37.0083334358712
1707239,-3.03304136853487,37.0458334345301
1714513,-2.67761464274442,37.0333334349771
1748023,-3.29099190286349,36.9750001037299
1695281,-2.76233991997429,37.0666667671184
1740774,-3.51583671212985,36.9875001032829
1668732,-3.42758251541593,37.1125000988126
1647159,-3.19404117548252,37.1500000974715
1666380,-3.16650812509508,37.1166667653302
1755190,-3.49382329998566,36.962500104177
1678373,-3.25444226284876,37.0958334327419
1671265,-2.74296017432682,37.1083334322949
1692833,-3.00270830747655,37.070833433636
1711986,-3.33023747584427,37.0375001014948
1772027,-3.37259456827536,36.9333334385534
1623116,-3.31610313357533,37.191666762648
1683242,-2.91457323935015,37.0875000997066
1680811,-3.06621602382504,37.0916667662243
1690460,-2.85142405714691,37.0750001001537
1757631,-3.2902714691742,36.9583334376593
1649632,-2.82272871094782,37.1458334309538
1673666,-2.74803368128903,37.1041667657773
1726504,-2.77602417077074,37.0125001023888
1731284,-2.90094026706661,37.0041667693535
1738444,-3.14042978958113,36.9916667698006
1673567,-3.26524906190262,37.1041667657773
1714467,-2.91771260186179,37.0333334349771
1688046,-2.91425285204817,37.0791667666713
1615924,-3.24341390628791,37.204166762201
1707199,-3.24185657830841,37.0458334345301
1685674,-2.7577241806718,37.083333433189
1699958,-3.42513399810074,37.058333434083
1642362,-3.15779625425838,37.1583334305068
1688022,-3.03959704152248,37.0791667666713
1692773,-3.31603434512056,37.070833433636
1728759,-3.5428891286927,37.0083334358712
