"sen.slope";"sen.slope.pct";"p.value";"S";"varS";"miss";"tau";"nie_malla_modi_id"
0;0;0.51244;-12;282;0;-0.132;"1589498"
0;0;0.28177;-19;279.67;0;-0.209;"1591900"
0;0;0.38859;-15;263.67;0;-0.165;"1591901"
0;0;0.19165;-22;258.67;0;-0.242;"1591914"
0;0;0.19165;-22;258.67;0;-0.242;"1591915"
0;0;0.90613;3;287.67;0;0.033;"1594301"
0;0;0.38382;-16;296.67;0;-0.176;"1594302"
0;0;0.592;-10;282;0;-0.11;"1594303"
0;0;0.72352;-7;287.67;0;-0.077;"1594310"
0;0;0.71976;-7;279.67;0;-0.077;"1594311"
0;0;0.81726;-5;299.67;0;-0.055;"1594312"
0;0;0.63716;-9;287.67;0;-0.099;"1594315"
0;0;0.33638;-17;277;0;-0.187;"1594316"
0;0;0.60846;-10;308.67;0;-0.11;"1596703"
0;0;0.25787;-20;282;0;-0.22;"1596704"
0;0;0.52306;-12;296.67;0;-0.132;"1596705"
0;0;0.31703;-18;288.67;0;-0.198;"1596711"
0;0;0.3455;-17;287.67;0;-0.187;"1596712"
0;0;0.23172;-21;279.67;0;-0.231;"1596713"
0;0;0.34993;-17;293;0;-0.187;"1596714"
0;0;0.28632;-19;285;0;-0.209;"1596715"
0;0;0.39566;-15;271.67;0;-0.165;"1596716"
0;0;0.49401;-12;258.67;0;-0.132;"1596717"
0;0;0.33638;-17;277;0;-0.187;"1596718"
0;0;0.17327;-23;261;0;-0.253;"1596719"
0;0;0.95461;2;308.67;0;0.022;"1599103"
0;0;1;-1;315.67;0;-0.011;"1599104"
0;0;0.38221;-16;294.67;0;-0.176;"1599105"
0;0;0.41553;-15;295.67;0;-0.165;"1599106"
0;0;0.72713;-7;295.67;0;-0.077;"1599107"
0;0;0.73061;7;303.67;0;0.077;"1599108"
0;0;0.52306;-12;296.67;0;-0.132;"1599114"
0;0;0.51687;-12;288;0;-0.132;"1599115"
0;0;0.34993;-17;293;0;-0.187;"1599116"
0;0;0.15513;-25;285;0;-0.275;"1599117"
0;0;0.15513;-25;285;0;-0.275;"1599118"
0;0;0.15513;-25;285;0;-0.275;"1599119"
0;0;0.12353;-27;285;0;-0.297;"1599120"
0;0;0.17327;-23;261;0;-0.253;"1599121"
0;0;0.86499;4;311.33;0;0.044;"1601504"
0;0;0.91018;3;314.33;0;0.033;"1601505"
0;0;0.86264;-4;300.67;0;-0.044;"1601506"
-0.1;-5.38;0.33686;-18;313.33;0;-0.198;"1601507"
-0.111;-5.98;0.19383;-24;313.33;0;-0.264;"1601508"
0;0;0.31365;-18;284.67;0;-0.198;"1601509"
