"sen.slope";"sen.slope.pct";"p.value";"S";"varS";"miss";"tau";"nie_malla_modi_id"
-0.889;-0.65;0.78249;-6;328;0;-0.066;"1606312"
-3.2;-2.35;0.10932;-30;328;0;-0.33;"1606313"
-3.636;-2.68;0.08824;-32;330.67;0;-0.352;"1606314"
0;0;0.82494;-5;327;0;-0.055;"1606315"
1.333;1.08;0.65622;9;323;0;0.099;"1606320"
0;0;0.73849;-7;323;0;-0.077;"1606321"
0;0;0.8675;-4;323.33;0;-0.044;"1606322"
0;0;0.95583;-2;326;0;-0.022;"1606323"
0;0;1;0;326;0;0;"1606324"
0;0;1;0;326;0;0;"1606325"
0;0;1;-1;327;0;-0.011;"1606326"
-2;-2.07;0.50256;-13;320.33;0;-0.143;"1606327"
0;0;0.3891;-16;303.33;0;-0.176;"1606328"
-16.5;-20.1;0.04525;-35;288.33;0;-0.385;"1606329"
-1;-1.35;0.24952;-21;301.67;0;-0.231;"1606330"
-1.5;-0.93;0.15829;-26;314;0;-0.286;"1608708"
-1.5;-0.93;0.15829;-26;314;0;-0.286;"1608709"
0;0;0.53475;-12;314;0;-0.132;"1608710"
0;0;0.53475;-12;314;0;-0.132;"1608711"
0;0;0.95509;-2;315.33;0;-0.022;"1608712"
0;0;0.65522;-9;321;0;-0.099;"1608713"
-1.333;-0.96;0.34345;-18;322;0;-0.198;"1608714"
-2.909;-2.09;0.07559;-33;324.33;0;-0.363;"1608715"
-2.909;-2.12;0.09712;-31;327;0;-0.341;"1608716"
-0.889;-0.73;0.74004;-7;327;0;-0.077;"1608717"
0;0;1;-1;327;0;-0.011;"1608718"
0;0;0.82423;-5;324.33;0;-0.055;"1608719"
0;0;0.91193;-3;327;0;-0.033;"1608720"
0;0;0.95579;-2;325.33;0;-0.022;"1608721"
0;0;0.82387;-5;323;0;-0.055;"1608723"
0;0;0.95556;-2;322;0;-0.022;"1608724"
0;0;0.91139;-3;323;0;-0.033;"1608725"
-1;-0.79;0.69824;-8;326;0;-0.088;"1608726"
0;0;1;-1;327;0;-0.011;"1608727"
3.429;2.79;0.44021;15;329;0;0.165;"1608728"
0;0;0.91103;3;320.33;0;0.033;"1608729"
-5.333;-4.8;0.31656;-19;323;0;-0.209;"1608730"
-8;-8.58;0.1689;-25;304.33;0;-0.275;"1608731"
0;0;0.77759;-6;313.33;0;-0.066;"1608732"
-1.5;-0.97;0.24189;-22;322;0;-0.242;"1611108"
0;0;0.77782;-6;314;0;-0.066;"1611110"
-1.5;-0.93;0.28968;-20;322;0;-0.22;"1611111"
-1.5;-0.93;0.28968;-20;322;0;-0.22;"1611112"
-1.5;-0.93;0.28968;-20;322;0;-0.22;"1611113"
-1.333;-0.84;0.18953;-24;307.33;0;-0.264;"1611114"
0;0;0.57515;-11;318.33;0;-0.121;"1611115"
0;0;0.73771;7;321;0;0.077;"1611116"
0;0;0.95556;-2;322;0;-0.022;"1611117"
0;0;1;-1;324.33;0;-0.011;"1611118"
0;0;0.91157;-3;324.33;0;-0.033;"1611119"
0;0;0.91184;-3;326.33;0;-0.033;"1611120"
0;0;1;1;327;0;0.011;"1611121"
0;0;1;0;319.33;0;0;"1611122"
0;0;0.82351;-5;321.67;0;-0.055;"1611123"
0;0;0.95551;-2;321.33;0;-0.022;"1611124"
0;0;0.95551;-2;321.33;0;-0.022;"1611125"
0;0;0.95551;-2;321.33;0;-0.022;"1611126"
0;0;1;-1;323;0;-0.011;"1611127"
-1.143;-0.91;0.61959;-10;328.67;0;-0.11;"1611128"
-1.333;-1.15;0.58065;-11;327.67;0;-0.121;"1611129"
2.286;1.79;0.58026;11;327;0;0.121;"1611130"
1.333;1.19;0.62065;10;330.67;0;0.11;"1611131"
-1.333;-1.03;0.86896;-4;330.67;0;-0.044;"1611132"
0;0;0.73532;-7;315;0;-0.077;"1611133"
0;0;0.77759;-6;313.33;0;-0.066;"1611134"
0;0;1;0;316;0;0;"1611135"
-1;-0.66;0.43409;-15;320.33;0;-0.165;"1613509"
0;0;1;1;320.33;0;0.011;"1613510"
0;0;0.82113;-5;313;0;-0.055;"1613511"
0;0;1;0;322;0;0;"1613512"
0;0;1;0;322;0;0;"1613513"
0;0;1;0;322;0;0;"1613514"
0;0;1;0;322;0;0;"1613515"
-1.143;-0.72;0.28767;-20;319.33;0;-0.22;"1613516"
-0.667;-0.42;0.42875;-15;313;0;-0.165;"1613517"
-1;-0.63;0.21172;-23;310.33;0;-0.253;"1613518"
0;0;0.95556;-2;322;0;-0.022;"1613519"
0;0;0.91121;3;321.67;0;0.033;"1613520"
0;0;0.9556;-2;322.67;0;-0.022;"1613521"
0;0;0.95551;-2;321.33;0;-0.022;"1613522"
0;0;1;-1;320.33;0;-0.011;"1613523"
0;0;1;-1;324.33;0;-0.011;"1613524"
0;0;1;-1;321.67;0;-0.011;"1613525"
0;0;0.82315;-5;320.33;0;-0.055;"1613526"
0;0;0.78162;-6;325.33;0;-0.066;"1613527"
0;0;0.8679;-4;325.33;0;-0.044;"1613528"
0;0;0.86723;4;322;0;0.044;"1613529"
-1;-0.76;0.65689;-9;324.33;0;-0.099;"1613530"
-2.4;-1.72;0.43881;-15;327;0;-0.165;"1613531"
0;0;1;-1;327;0;-0.011;"1613532"
-1.333;-0.88;0.74106;-7;329.67;0;-0.077;"1613533"
3.429;2.46;0.6595;9;329.67;0;0.099;"1613534"
0;0;1;1;316.33;0;0.011;"1613535"
-1;-1.22;0.36529;-17;312.33;0;-0.187;"1613536"
-0.889;-1.12;0.49896;-13;315;0;-0.143;"1613537"
-0.889;-1.06;0.42826;-15;312.33;0;-0.165;"1613538"
-1;-0.67;0.15741;-26;312.67;0;-0.286;"1615910"
-0.727;-0.48;0.22893;-22;304.67;0;-0.242;"1615911"
-1.273;-0.81;0.07109;-33;314.33;0;-0.363;"1615912"
0;0;0.955;2;314;0;0.022;"1615913"
-0.75;-0.46;0.61598;-10;322;0;-0.11;"1615914"
0;0;0.86709;-4;321.33;0;-0.044;"1615915"
0;0;0.95583;-2;326;0;-0.022;"1615916"
0;0;0.95583;-2;326;0;-0.022;"1615917"
-1.6;-1;0.0937;-31;320.33;0;-0.341;"1615918"
-2;-1.26;0.04825;-36;314;0;-0.396;"1615919"
-1.778;-1.16;0.08022;-32;314;0;-0.352;"1615920"
0;0;0.61152;-10;314;0;-0.11;"1615921"
0;0;0.8675;-4;323.33;0;-0.044;"1615922"
-1.333;-0.93;0.54237;-12;326;0;-0.132;"1615923"
0;0;0.95579;-2;325.33;0;-0.022;"1615924"
0;0;1;-1;324.33;0;-0.011;"1615925"
0;0;1;-1;324.33;0;-0.011;"1615926"
0;0;1;-1;324.33;0;-0.011;"1615927"
0;0;0.95583;-2;326;0;-0.022;"1615928"
0;0;1;-1;321;0;-0.011;"1615929"
0;0;0.82315;5;320.33;0;0.055;"1615930"
0;0;0.82315;5;320.33;0;0.055;"1615931"
0;0;0.82494;-5;327;0;-0.055;"1615932"
-1.6;-1.08;0.54401;-12;328.67;0;-0.132;"1615933"
0;0;1;0;326;0;0;"1615934"
1.6;1.1;0.50867;13;329.67;0;0.143;"1615935"
3.429;2.44;0.47467;14;330.67;0;0.154;"1615936"
0;0;0.95579;-2;325.33;0;-0.022;"1615937"
0;0;0.95514;-2;316;0;-0.022;"1615938"
-2.286;-2.08;0.28514;-20;316;0;-0.22;"1615939"
0;0;0.86843;-4;328;0;-0.044;"1615940"
-1;-0.69;0.26231;-21;318.33;0;-0.231;"1618310"
-1;-0.72;0.23993;-22;319.33;0;-0.242;"1618311"
-0.889;-0.63;0.25929;-21;314.33;0;-0.231;"1618312"
-1.143;-0.74;0.12678;-28;312.67;0;-0.308;"1618313"
-2;-1.27;0.16356;-26;322;0;-0.286;"1618314"
0;0;0.82243;-5;317.67;0;-0.055;"1618315"
0;0;1;0;323.33;0;0;"1618316"
0;0;0.69647;-8;322;0;-0.088;"1618317"
-1;-0.56;0.82563;-5;329.67;0;-0.055;"1618318"
-1.143;-0.66;0.6582;-9;327;0;-0.099;"1618319"
0;0;1;0;323.33;0;0;"1618320"
-0.545;-0.33;0.53818;-12;319.33;0;-0.132;"1618321"
-2.4;-1.53;0.15829;-26;314;0;-0.286;"1618322"
0;0;0.73771;-7;321;0;-0.077;"1618323"
0;0;0.95547;-2;320.67;0;-0.022;"1618324"
0;0;0.8675;-4;323.33;0;-0.044;"1618325"
0;0;0.8675;-4;323.33;0;-0.044;"1618326"
0;0;0.91157;-3;324.33;0;-0.033;"1618327"
0;0;1;-1;324.33;0;-0.011;"1618328"
-0.8;-0.59;0.65689;-9;324.33;0;-0.099;"1618329"
-1.143;-0.77;0.47152;-14;326;0;-0.154;"1618330"
0;0;1;-1;321;0;-0.011;"1618331"
0;0;0.78052;6;322;0;0.066;"1618332"
0;0;1;-1;329.67;0;-0.011;"1618333"
0;0;0.91229;-3;329.67;0;-0.033;"1618334"
-2;-1.3;0.21948;-23;321;0;-0.253;"1618335"
-1.143;-0.77;0.54237;-12;326;0;-0.132;"1618336"
0;0;0.73901;-7;324.33;0;-0.077;"1618337"
0;0;0.95579;-2;325.33;0;-0.022;"1618338"
0;0;0.91157;-3;324.33;0;-0.033;"1618339"
0;0;1;-1;324.33;0;-0.011;"1618340"
-0.727;-0.55;0.43216;-15;317.67;0;-0.165;"1620712"
-1.778;-1.3;0.12;-29;324.33;0;-0.319;"1620713"
-1.143;-0.76;0.09063;-31;314.33;0;-0.341;"1620714"
-1.778;-1.13;0.09063;-31;314.33;0;-0.341;"1620715"
-3.2;-2.02;0.01406;-45;321;0;-0.495;"1620716"
0;0;0.73745;-7;320.33;0;-0.077;"1620717"
0;0;0.95537;-2;319.33;0;-0.022;"1620718"
-1.333;-0.76;0.5818;-11;329.67;0;-0.121;"1620719"
0;0;0.91229;-3;329.67;0;-0.033;"1620720"
0;0;0.73901;-7;324.33;0;-0.077;"1620721"
0;0;0.57515;-11;318.33;0;-0.121;"1620722"
-1.333;-0.8;0.36934;-17;317.67;0;-0.187;"1620723"
-2;-1.25;0.0937;-31;320.33;0;-0.341;"1620724"
0;0;0.57314;-11;315;0;-0.121;"1620725"
0;0;0.95537;-2;319.33;0;-0.022;"1620726"
0;0;0.8675;-4;323.33;0;-0.044;"1620727"
0;0;0.69647;-8;322;0;-0.088;"1620728"
0;0;0.86668;4;319.33;0;0.044;"1620729"
-1.143;-0.8;0.47152;-14;326;0;-0.154;"1620730"
-1.143;-0.79;0.5052;-13;324.33;0;-0.143;"1620731"
0;0;0.78184;-6;326;0;-0.066;"1620732"
0;0;0.78184;-6;326;0;-0.066;"1620733"
0.615;0.38;0.78249;6;328;0;0.066;"1620734"
0;0;0.82494;5;327;0;0.055;"1620735"
0;0;0.82423;5;324.33;0;0.055;"1620736"
-2.667;-1.69;0.13481;-28;326;0;-0.308;"1620737"
-3;-1.82;0.06759;-34;326;0;-0.374;"1620738"
0;0;0.95614;2;330.67;0;0.022;"1620739"
0;0;0.91229;3;329.67;0;0.033;"1620740"
-1;-0.68;0.23993;-22;319.33;0;-0.242;"1623115"
-2.667;-1.72;0.19807;-24;319.33;0;-0.264;"1623116"
-1.143;-0.68;0.21465;-23;314.33;0;-0.253;"1623117"
0;0;1;-1;312.33;0;-0.011;"1623118"
0;0;1;0;325.33;0;0;"1623119"
0;0;1;0;319.33;0;0;"1623120"
0;0;0.95601;2;328.67;0;0.022;"1623121"
0.909;0.51;0.61959;10;328.67;0;0.11;"1623122"
0;0;0.73745;7;320.33;0;0.077;"1623123"
-2.667;-1.48;0.18265;-25;324.33;0;-0.275;"1623124"
-1.6;-0.93;0.17994;-25;320.33;0;-0.275;"1623125"
-4;-2.45;0.01097;-47;327;0;-0.516;"1623126"
-2;-1.3;0.28968;-20;322;0;-0.22;"1623127"
0;0;0.77963;-6;319.33;0;-0.066;"1623128"
0;0;0.78052;6;322;0;0.066;"1623129"
0;0;0.86556;-4;314;0;-0.044;"1623130"
-1.778;-1.12;0.12596;-28;311.33;0;-0.308;"1623131"
-2.667;-1.67;0.0118;-46;319.33;0;-0.505;"1623132"
-4;-2.49;0.00924;-48;326;0;-0.527;"1623133"
-4;-2.49;0.00924;-48;326;0;-0.527;"1623134"
-2.667;-1.69;0.05112;-36;322;0;-0.396;"1623135"
-2.909;-1.83;0.15215;-27;329.67;0;-0.297;"1623136"
-1.778;-1.12;0.37626;-17;327;0;-0.187;"1623137"
0;0;0.61451;10;319.33;0;0.11;"1623138"
0;0;1;-1;327;0;-0.011;"1623139"
0.8;0.59;0.82546;5;329;0;0.055;"1623140"
2;1.53;0.74181;7;331.67;0;0.077;"1623141"
2.143;1.52;0.70028;8;330.67;0;0.088;"1623142"
0;0;1;-1;320.33;0;-0.011;"1625520"
0;0;1;1;327;0;0.011;"1625521"
0;0;1;1;321.67;0;0.011;"1625522"
0;0;1;1;321;0;0.011;"1625523"
0;0;0.82261;-5;318.33;0;-0.055;"1625524"
0;0;0.91157;-3;324.33;0;-0.033;"1625525"
0;0;0.73771;-7;321;0;-0.077;"1625526"
-2;-1.14;0.14124;-27;312.33;0;-0.297;"1625527"
-4;-2.44;0.00632;-50;322;0;-0.549;"1625528"
-4;-2.49;0.01796;-43;315;0;-0.473;"1625529"
0;0;0.95556;2;322;0;0.022;"1625530"
0;0;0.77963;-6;319.33;0;-0.066;"1625531"
-1;-0.68;0.65689;-9;324.33;0;-0.099;"1625532"
-2.667;-1.67;0.08278;-32;319.33;0;-0.352;"1625533"
-3.2;-2;0.05774;-35;321;0;-0.385;"1625534"
-3.2;-2;0.05774;-35;321;0;-0.385;"1625535"
-2;-1.27;0.16181;-26;319.33;0;-0.286;"1625536"
-4;-2.48;0.0118;-46;319.33;0;-0.505;"1625537"
-4;-2.37;0.004;-52;314;0;-0.571;"1625538"
-3.636;-2.05;0.1181;-29;321;0;-0.319;"1625539"
0.889;0.54;0.43022;15;315;0;0.165;"1625540"
-2.286;-1.56;0.3782;-17;329.67;0;-0.187;"1625541"
1.6;1.2;0.82546;5;329;0;0.055;"1625542"
1.6;1.21;0.7408;7;329;0;0.077;"1625543"
-1.778;-1.2;0.82615;-5;331.67;0;-0.055;"1625544"
0;0;0.77827;-6;315.33;0;-0.066;"1627925"
-0.889;-0.48;0.40417;-16;323.33;0;-0.176;"1627926"
-0.8;-0.44;0.46693;-14;319.33;0;-0.154;"1627927"
-1.143;-0.63;0.37134;-17;320.33;0;-0.187;"1627928"
-1.778;-1.02;0.19525;-24;315.33;0;-0.264;"1627929"
-2.667;-1.69;0.08407;-32;322;0;-0.352;"1627930"
-4;-2.56;0.01944;-43;323;0;-0.473;"1627931"
0;0;0.82423;5;324.33;0;0.055;"1627932"
0;0;0.77782;-6;314;0;-0.066;"1627933"
0;0;0.73745;-7;320.33;0;-0.077;"1627934"
-2.667;-1.67;0.14882;-27;324.33;0;-0.297;"1627935"
-3.2;-2;0.05774;-35;321;0;-0.385;"1627936"
-3.556;-2.19;0.01907;-43;321;0;-0.473;"1627937"
-2.667;-1.69;0.07379;-33;320.33;0;-0.363;"1627938"
-4;-2.29;0.14799;-27;323;0;-0.297;"1627939"
-3.538;-1.95;0.05329;-36;328;0;-0.396;"1627940"
-1.333;-0.73;0.43599;-15;323;0;-0.165;"1627941"
-2.667;-1.64;0.26578;-21;323;0;-0.231;"1627942"
0;0;0.73771;-7;321;0;-0.077;"1627943"
1.6;1.27;0.57714;11;321.67;0;0.121;"1627944"
0.8;0.65;0.91255;3;331.67;0;0.033;"1627945"
0;0;1;0;330.67;0;0;"1627946"
-4.571;-4.1;0.24624;-22;328;0;-0.242;"1627947"
-4;-3.53;0.34985;-18;330.67;0;-0.198;"1627948"
-0.8;-0.42;0.54071;-12;323.33;0;-0.132;"1630328"
-0.8;-0.43;0.42973;-15;314.33;0;-0.165;"1630329"
-0.8;-0.43;0.57871;-11;324.33;0;-0.121;"1630330"
-2.667;-1.57;0.2638;-21;320.33;0;-0.231;"1630331"
-2.182;-1.34;0.34144;-18;319.33;0;-0.198;"1630332"
-2;-1.32;0.43881;-15;327;0;-0.165;"1630333"
-1;-0.68;0.53818;-12;319.33;0;-0.132;"1630334"
-2;-1.22;0.57793;-11;323;0;-0.121;"1630335"
-4.444;-2.74;0.02421;-41;315;0;-0.451;"1630336"
-4;-2.43;0.02421;-41;315;0;-0.451;"1630337"
-4;-2.5;0.02421;-41;315;0;-0.451;"1630338"
-4;-2.47;0.02604;-41;323;0;-0.451;"1630339"
-2.667;-1.43;0.2041;-24;328;0;-0.264;"1630340"
-4;-2.33;0.06591;-34;322;0;-0.374;"1630341"
0;0;0.86843;-4;328;0;-0.044;"1630342"
-1.333;-0.73;0.5436;-12;328;0;-0.132;"1630343"
1.333;0.81;0.37431;17;324.33;0;0.187;"1630344"
-1.333;-0.82;0.34144;-18;319.33;0;-0.198;"1630345"
0;0;0.91157;-3;324.33;0;-0.033;"1630346"
0;0;0.91121;-3;321.67;0;-0.033;"1630347"
0;0;0.78162;6;325.33;0;0.066;"1630348"
-5.333;-3.55;0.04023;-38;325.33;0;-0.418;"1630349"
-1.6;-0.85;0.08278;-32;319.33;0;-0.352;"1632730"
-1.143;-0.61;0.2643;-21;321;0;-0.231;"1632731"
-0.8;-0.43;0.5052;-13;324.33;0;-0.143;"1632732"
0.5;0.28;0.61816;10;326;0;0.11;"1632733"
0;0;0.91193;3;327;0;0.033;"1632734"
-1.143;-0.69;0.37134;-17;320.33;0;-0.187;"1632735"
-0.727;-0.47;0.65622;-9;323;0;-0.099;"1632736"
-3.429;-2;0.06591;-34;322;0;-0.374;"1632737"
-4;-2.5;0.00448;-52;322;0;-0.571;"1632738"
-2.667;-1.69;0.11312;-29;312.33;0;-0.319;"1632739"
-2.667;-1.69;0.07379;-33;320.33;0;-0.363;"1632740"
-2;-1.19;0.31756;-19;324.33;0;-0.209;"1632741"
-4;-2.14;0.16919;-26;330.67;0;-0.286;"1632742"
-4;-2.16;0.13441;-28;325.33;0;-0.308;"1632743"
-1.6;-0.88;0.61816;-10;326;0;-0.11;"1632744"
0;0;0.86857;-4;328.67;0;-0.044;"1632745"
-2;-1.24;0.40754;-16;328;0;-0.176;"1632746"
-1.143;-0.71;0.46693;-14;319.33;0;-0.154;"1632747"
0;0;0.86668;4;319.33;0;0.044;"1632748"
0;0;0.69706;-8;323.33;0;-0.088;"1632749"
0;0;0.78184;-6;326;0;-0.066;"1632750"
-2.667;-2.28;0.61923;-10;328;0;-0.11;"1632754"
0;0;0.9099;3;312.33;0;0.033;"1632755"
-2.667;-2.57;0.31456;-19;320.33;0;-0.209;"1632756"
-4;-5.95;0.1344;-27;301.67;0;-0.297;"1632775"
0;0;0.69526;-8;319.33;0;-0.088;"1635130"
-0.889;-0.48;0.57871;-11;324.33;0;-0.121;"1635131"
-1.6;-0.85;0.13321;-28;323.33;0;-0.308;"1635132"
-1.143;-0.62;0.28968;-20;322;0;-0.22;"1635133"
-1;-0.55;0.31506;-19;321;0;-0.209;"1635134"
0;0;0.91103;3;320.33;0;0.033;"1635135"
1.6;0.86;0.5436;12;328;0;0.132;"1635136"
1.333;0.74;0.6595;9;329.67;0;0.099;"1635137"
-0.667;-0.38;0.65622;-9;323;0;-0.099;"1635138"
-3.2;-2.01;0.02774;-40;314;0;-0.44;"1635139"
-3;-1.81;0.01907;-43;321;0;-0.473;"1635140"
-4;-2.36;0.01497;-45;327;0;-0.495;"1635141"
-1.6;-0.92;0.24286;-22;323.33;0;-0.242;"1635142"
-1.6;-0.93;0.28767;-20;319.33;0;-0.22;"1635143"
-3;-1.62;0.24815;-22;330.67;0;-0.242;"1635144"
-0.727;-0.37;0.86896;-4;330.67;0;-0.044;"1635145"
-4;-2.04;0.34494;-18;324;0;-0.198;"1635146"
-4;-2.12;0.16919;-26;330.67;0;-0.286;"1635147"
-5.333;-2.86;0.02975;-40;322;0;-0.44;"1635148"
-2.286;-1.45;0.10607;-30;322;0;-0.33;"1635149"
-2.462;-1.6;0.10679;-30;323.33;0;-0.33;"1635150"
-2;-1.33;0.47333;-14;328.67;0;-0.154;"1635151"
-2.667;-1.73;0.50695;-13;327;0;-0.143;"1635152"
0;0;0.78162;-6;325.33;0;-0.066;"1635154"
0;0;0.86843;-4;328;0;-0.044;"1635155"
0;0;0.73639;7;317.67;0;0.077;"1635156"
0;0;0.73745;7;320.33;0;0.077;"1635157"
0;0;0.69526;8;319.33;0;0.088;"1635158"
0;0;0.77405;-6;303.33;0;-0.066;"1635169"
0;0;0.77405;-6;303.33;0;-0.066;"1635170"
-4.571;-4.38;0.31656;-19;323;0;-0.209;"1635174"
-6;-5.85;0.07499;-33;323;0;-0.363;"1635175"
-0.889;-0.93;0.74004;-7;327;0;-0.077;"1635176"
-4;-3.28;0.15049;-27;327;0;-0.297;"1635177"
-13.333;-12.99;0.04896;-36;316;0;-0.396;"1635178"
-13.333;-12.99;0.04896;-36;316;0;-0.396;"1635180"
-5.333;-4.8;0.09507;-31;323;0;-0.341;"1635181"
-3.692;-4.49;0.28514;-20;316;0;-0.22;"1635184"
-15.625;-15.46;0.04896;-36;316;0;-0.396;"1635185"
-4;-7.6;0.05796;-32;267.33;0;-0.352;"1635208"
-4;-7.6;0.05796;-32;267.33;0;-0.352;"1635209"
-6.154;-12.17;0.05076;-33;268.33;0;-0.363;"1635210"
-1.857;-3.85;0.07612;-30;267.33;0;-0.33;"1635211"
-1.857;-3.85;0.07612;-30;267.33;0;-0.33;"1635212"
0;0;0.40967;-15;288.33;0;-0.165;"1635213"
-2.667;-1.52;0.24624;-22;328;0;-0.242;"1637531"
-1.333;-0.75;0.50695;-13;327;0;-0.143;"1637532"
-1;-0.54;0.43694;-15;324.33;0;-0.165;"1637533"
-0.8;-0.43;0.61816;-10;326;0;-0.11;"1637534"
0;0;0.73901;-7;324.33;0;-0.077;"1637535"
0;0;0.73901;-7;324.33;0;-0.077;"1637536"
0;0;0.78052;-6;322;0;-0.066;"1637537"
-1.778;-1;0.3384;-18;315.33;0;-0.198;"1637538"
-1.455;-0.81;0.37134;-17;320.33;0;-0.187;"1637539"
-1.6;-0.9;0.43834;-15;326.33;0;-0.165;"1637540"
-3.2;-1.88;0.03921;-38;322;0;-0.418;"1637541"
-2.667;-1.54;0.09575;-31;324.33;0;-0.341;"1637542"
-3.333;-1.9;0.08695;-32;328;0;-0.352;"1637543"
-0.889;-0.47;0.50433;-13;323;0;-0.143;"1637544"
-0.667;-0.32;0.82546;-5;329;0;-0.055;"1637545"
-2.667;-1.3;0.26921;-21;327.67;0;-0.231;"1637546"
-0.857;-0.42;0.82615;-5;331.67;0;-0.055;"1637547"
-4;-2.1;0.26578;-21;323;0;-0.231;"1637548"
-4;-2.2;0.22091;-23;323;0;-0.253;"1637549"
-3.429;-1.81;0.34839;-18;328.67;0;-0.198;"1637550"
0;0;0.61152;-10;314;0;-0.11;"1637551"
-3.2;-1.97;0.04252;-37;315;0;-0.407;"1637552"
