"sen.slope","sen.slope.pct","p.value","S","varS","miss","tau","nie_malla_modi_id"
1.483,0.24,0.84309,5,408.33,0,0.048,"1575070"
1.518,0.26,0.84309,5,408.33,0,0.048,"1575071"
1.812,0.32,0.84309,5,408.33,0,0.048,"1575072"
1.127,0.2,0.84309,5,408.33,0,0.048,"1575073"
1.048,0.19,0.88183,4,407.33,0,0.038,"1575074"
1.068,0.19,1,1,408.33,0,0.01,"1575075"
1.054,0.19,1,1,408.33,0,0.01,"1575076"
0.794,0.14,1,1,408.33,0,0.01,"1575077"
1.003,0.19,1,1,408.33,0,0.01,"1575078"
0.951,0.18,1,1,408.33,0,0.01,"1575079"
0.638,0.12,1,1,408.33,0,0.01,"1575080"
6.531,1.3,0.62069,11,408.33,0,0.105,"1575081"
5.866,1.22,0.55262,13,408.33,0,0.124,"1575082"
6.023,1.29,0.55262,13,408.33,0,0.124,"1575083"
5.437,1.16,0.55262,13,408.33,0,0.124,"1575084"
4.845,1.03,0.55262,13,408.33,0,0.124,"1575085"
4.513,0.95,0.48842,15,408.33,0,0.143,"1575086"
5.05,1.08,0.48842,15,408.33,0,0.143,"1575087"
3.004,0.72,0.69218,9,408.33,0,0.086,"1575088"
2.022,0.49,0.84309,5,408.33,0,0.048,"1575089"
0.93,0.23,0.76653,7,408.33,0,0.067,"1575090"
0.239,0.06,0.92116,3,408.33,0,0.029,"1575091"
1.45,0.38,0.92116,3,408.33,0,0.029,"1575092"
1.648,0.43,0.92116,3,408.33,0,0.029,"1575093"
1.573,0.42,0.92116,3,408.33,0,0.029,"1575094"
1.967,0.54,0.76653,7,408.33,0,0.067,"1575095"
2.284,0.64,0.62069,11,408.33,0,0.105,"1575096"
3.788,1.15,0.55262,13,408.33,0,0.124,"1575097"
5.234,1.65,0.48842,15,408.33,0,0.143,"1575098"
5.779,1.72,0.48842,15,408.33,0,0.143,"1575099"
5.957,1.79,0.48842,15,408.33,0,0.143,"1575100"
6.451,1.87,0.48842,15,408.33,0,0.143,"1575101"
4.9,1.54,0.48842,15,408.33,0,0.143,"1575102"
5.05,1.56,0.48842,15,408.33,0,0.143,"1575103"
5.191,1.62,0.48842,15,408.33,0,0.143,"1575104"
5.311,1.69,0.48842,15,408.33,0,0.143,"1575105"
6.047,1.87,0.48842,15,408.33,0,0.143,"1575106"
6.493,1.98,0.48842,15,408.33,0,0.143,"1575107"
6.776,2.06,0.37305,19,408.33,0,0.181,"1575108"
6.501,2.04,0.37305,19,408.33,0,0.181,"1575109"
7.19,2.17,0.3223,21,408.33,0,0.2,"1575110"
7.324,2.2,0.29811,22,407.33,0,0.21,"1575111"
7.279,2.19,0.3223,21,408.33,0,0.2,"1575112"
6.75,2.09,0.3223,21,408.33,0,0.2,"1575113"
6.353,2,0.37305,19,408.33,0,0.181,"1575114"
6.307,2.04,0.37305,19,408.33,0,0.181,"1575115"
6.514,2.17,0.42848,17,408.33,0,0.162,"1575116"
5.661,1.82,0.48842,15,408.33,0,0.143,"1575117"
5.374,1.67,0.48842,15,408.33,0,0.143,"1575118"
5.447,1.64,0.48842,15,408.33,0,0.143,"1575119"
5.389,1.64,0.42848,17,408.33,0,0.162,"1575120"
4.851,1.49,0.42848,17,408.33,0,0.162,"1575121"
4.381,1.37,0.42848,17,408.33,0,0.162,"1575122"
3.951,1.21,0.48842,15,408.33,0,0.143,"1575123"
3.994,1.21,0.48842,15,408.33,0,0.143,"1575124"
3.864,1.17,0.48842,15,408.33,0,0.143,"1575125"
3.739,1.12,0.48842,15,408.33,0,0.143,"1575126"
3.63,1.09,0.69218,9,408.33,0,0.086,"1575127"
3.508,1.04,0.69218,9,408.33,0,0.086,"1575128"
3.406,1.01,0.69218,9,408.33,0,0.086,"1575129"
3.105,0.91,0.69218,9,408.33,0,0.086,"1575130"
2.377,0.69,0.69218,9,408.33,0,0.086,"1575131"
2.137,0.62,0.76653,7,408.33,0,0.067,"1575132"
2.209,0.63,0.76653,7,408.33,0,0.067,"1575133"
2.253,0.64,0.76653,7,408.33,0,0.067,"1575134"
2.313,0.65,0.84309,5,408.33,0,0.048,"1575135"
2.336,0.66,0.84309,5,408.33,0,0.048,"1575136"
2.373,0.67,0.84309,5,408.33,0,0.048,"1575137"
2.457,0.68,0.84309,5,408.33,0,0.048,"1575138"
2.541,0.69,0.84309,5,408.33,0,0.048,"1575139"
2.494,0.67,0.92116,3,408.33,0,0.029,"1575140"
1.89,0.51,0.92116,3,408.33,0,0.029,"1575141"
0.947,0.25,0.92116,3,408.33,0,0.029,"1575142"
1.026,0.26,0.92116,3,408.33,0,0.029,"1575143"
1.011,0.25,0.92116,3,408.33,0,0.029,"1575144"
0.781,0.19,0.92116,3,408.33,0,0.029,"1575145"
0.531,0.14,1,1,408.33,0,0.01,"1575146"
0.246,0.06,1,1,408.33,0,0.01,"1575147"
-0.053,-0.01,1,-1,408.33,0,-0.01,"1575148"
-0.337,-0.09,1,-1,408.33,0,-0.01,"1575149"
-0.493,-0.12,0.92116,-3,408.33,0,-0.029,"1575150"
-0.422,-0.1,0.76653,-7,408.33,0,-0.067,"1575151"
-0.62,-0.15,0.76653,-7,408.33,0,-0.067,"1575152"
-0.906,-0.22,0.76653,-7,408.33,0,-0.067,"1575153"
-0.737,-0.18,0.69218,-9,408.33,0,-0.086,"1575154"
-0.77,-0.19,0.62069,-11,408.33,0,-0.105,"1575155"
-0.831,-0.2,0.69218,-9,408.33,0,-0.086,"1575156"
-1.008,-0.24,0.76653,-7,408.33,0,-0.067,"1575157"
-1.313,-0.3,0.76653,-7,408.33,0,-0.067,"1575158"
-1.536,-0.34,0.84309,-5,408.33,0,-0.048,"1575159"
-0.81,-0.18,0.84309,-5,408.33,0,-0.048,"1575160"
-0.067,-0.01,1,-1,408.33,0,-0.01,"1575161"
-0.193,-0.04,0.92116,-3,408.33,0,-0.029,"1575162"
-0.554,-0.12,0.92116,-3,408.33,0,-0.029,"1575163"
-0.573,-0.12,0.92116,-3,408.33,0,-0.029,"1575164"
-0.727,-0.15,0.92116,-3,408.33,0,-0.029,"1575165"
-0.619,-0.13,0.92116,-3,408.33,0,-0.029,"1575166"
-1.783,-0.36,0.92116,-3,408.33,0,-0.029,"1575167"
-1.131,-0.22,0.92116,-3,408.33,0,-0.029,"1575168"
-0.473,-0.09,1,-1,408.33,0,-0.01,"1575169"
-0.231,-0.04,1,-1,408.33,0,-0.01,"1575170"
-0.294,-0.06,1,-1,408.33,0,-0.01,"1575171"
0.84,0.15,1,1,408.33,0,0.01,"1575172"
0.16,0.03,1,1,408.33,0,0.01,"1577440"
-0.93,-0.14,1,-1,408.33,0,-0.01,"1577441"
0.72,0.11,1,1,408.33,0,0.01,"1577442"
-2.227,-0.34,1,-1,408.33,0,-0.01,"1577443"
2.084,0.33,0.92116,3,408.33,0,0.029,"1577444"
1.976,0.3,0.92116,3,408.33,0,0.029,"1577445"
2.741,0.41,0.92116,3,408.33,0,0.029,"1577446"
3.337,0.48,0.84309,5,408.33,0,0.048,"1577447"
3.111,0.46,0.84309,5,408.33,0,0.048,"1577448"
3.552,0.55,0.92116,3,408.33,0,0.029,"1577449"
4.156,0.64,0.92116,3,408.33,0,0.029,"1577450"
4.76,0.73,0.92116,3,408.33,0,0.029,"1577451"
4.774,0.72,0.84309,5,408.33,0,0.048,"1577452"
5.96,0.91,0.84309,5,408.33,0,0.048,"1577453"
6.172,0.98,0.84309,5,408.33,0,0.048,"1577454"
6.5,1.02,0.84309,5,408.33,0,0.048,"1577455"
6.7,1.06,0.84309,5,408.33,0,0.048,"1577456"
6.89,1.11,0.92116,3,408.33,0,0.029,"1577457"
7.129,1.15,0.92116,3,408.33,0,0.029,"1577458"
7.554,1.16,0.84309,5,408.33,0,0.048,"1577459"
7.804,1.19,0.84309,5,408.33,0,0.048,"1577460"
7.974,1.21,0.84309,5,408.33,0,0.048,"1577461"
8.131,1.24,0.84309,5,408.33,0,0.048,"1577462"
2.91,0.46,0.84309,5,408.33,0,0.048,"1577463"
2.26,0.36,0.84309,5,408.33,0,0.048,"1577464"
2.21,0.35,0.84309,5,408.33,0,0.048,"1577465"
2.232,0.36,0.84309,5,408.33,0,0.048,"1577466"
2.683,0.42,0.76653,7,408.33,0,0.067,"1577467"
2.283,0.36,0.92116,3,408.33,0,0.029,"1577468"
1.895,0.31,0.84309,5,408.33,0,0.048,"1577469"
1.903,0.31,0.84309,5,408.33,0,0.048,"1577470"
1.37,0.23,0.84309,5,408.33,0,0.048,"1577471"
1.262,0.21,0.84309,5,408.33,0,0.048,"1577472"
1.747,0.3,0.84309,5,408.33,0,0.048,"1577473"
1.937,0.34,0.84309,5,408.33,0,0.048,"1577474"
1.48,0.26,0.84309,5,408.33,0,0.048,"1577475"
1.57,0.28,0.84309,5,408.33,0,0.048,"1577476"
1.693,0.3,0.84309,5,408.33,0,0.048,"1577477"
1.548,0.27,0.84309,5,408.33,0,0.048,"1577478"
1.558,0.28,0.92116,3,408.33,0,0.029,"1577479"
1.44,0.26,0.92116,3,408.33,0,0.029,"1577480"
1.19,0.21,0.92116,3,408.33,0,0.029,"1577481"
0.702,0.13,1,1,408.33,0,0.01,"1577482"
6.337,1.3,0.48842,15,408.33,0,0.143,"1577483"
6.073,1.25,0.55262,13,408.33,0,0.124,"1577484"
5.71,1.18,0.55262,13,408.33,0,0.124,"1577485"
5.536,1.12,0.55262,13,408.33,0,0.124,"1577486"
5.076,1.04,0.48842,15,408.33,0,0.143,"1577487"
4.58,0.95,0.48842,15,408.33,0,0.143,"1577488"
4.971,1.06,0.48842,15,408.33,0,0.143,"1577489"
2.969,0.72,0.76653,7,408.33,0,0.067,"1577490"
2.044,0.5,0.76653,7,408.33,0,0.067,"1577491"
0.975,0.24,0.76653,7,408.33,0,0.067,"1577492"
0.344,0.09,0.69218,9,408.33,0,0.086,"1577493"
1.176,0.3,0.92116,3,408.33,0,0.029,"1577494"
1.624,0.42,0.92116,3,408.33,0,0.029,"1577495"
1.356,0.36,0.84309,5,408.33,0,0.048,"1577496"
2.254,0.6,0.84309,5,408.33,0,0.048,"1577497"
1.897,0.55,0.62069,11,408.33,0,0.105,"1577498"
2.878,0.85,0.55262,13,408.33,0,0.124,"1577499"
4.21,1.26,0.55262,13,408.33,0,0.124,"1577500"
4.836,1.41,0.55262,13,408.33,0,0.124,"1577501"
5.691,1.67,0.55262,13,408.33,0,0.124,"1577502"
4.064,1.26,0.48842,15,408.33,0,0.143,"1577503"
4.613,1.4,0.48842,15,408.33,0,0.143,"1577504"
5.01,1.52,0.48842,15,408.33,0,0.143,"1577505"
4.87,1.53,0.48842,15,408.33,0,0.143,"1577506"
5.083,1.58,0.48842,15,408.33,0,0.143,"1577507"
5.687,1.74,0.48842,15,408.33,0,0.143,"1577508"
5.68,1.77,0.48842,15,408.33,0,0.143,"1577509"
6.226,1.9,0.48842,15,408.33,0,0.143,"1577510"
5.984,1.87,0.48842,15,408.33,0,0.143,"1577511"
6.584,2,0.48842,15,408.33,0,0.143,"1577512"
6.701,2.03,0.48842,15,408.33,0,0.143,"1577513"
6.773,2.04,0.48842,15,408.33,0,0.143,"1577514"
6.29,1.94,0.48842,15,408.33,0,0.143,"1577515"
6.411,1.94,0.48842,15,408.33,0,0.143,"1577516"
5.653,1.82,0.48842,15,408.33,0,0.143,"1577517"
5.921,1.97,0.48842,15,408.33,0,0.143,"1577518"
5.203,1.68,0.48842,15,408.33,0,0.143,"1577519"
4.983,1.57,0.48842,15,408.33,0,0.143,"1577520"
5.137,1.59,0.48842,15,408.33,0,0.143,"1577521"
4.821,1.46,0.48842,15,408.33,0,0.143,"1577522"
4.32,1.31,0.48842,15,408.33,0,0.143,"1577523"
3.726,1.16,0.48842,15,408.33,0,0.143,"1577524"
4,1.24,0.48842,15,408.33,0,0.143,"1577525"
3.885,1.19,0.48842,15,408.33,0,0.143,"1577526"
3.754,1.14,0.48842,15,408.33,0,0.143,"1577527"
3.642,1.1,0.69218,9,408.33,0,0.086,"1577528"
3.529,1.06,0.69218,9,408.33,0,0.086,"1577529"
3.438,1.03,0.69218,9,408.33,0,0.086,"1577530"
3.108,0.93,0.69218,9,408.33,0,0.086,"1577531"
2.35,0.7,0.69218,9,408.33,0,0.086,"1577532"
2.039,0.6,0.69218,9,408.33,0,0.086,"1577533"
2.101,0.61,0.76653,7,408.33,0,0.067,"1577534"
2.144,0.62,0.76653,7,408.33,0,0.067,"1577535"
2.184,0.63,0.84309,5,408.33,0,0.048,"1577536"
2.217,0.64,1,1,408.33,0,0.01,"1577537"
2.274,0.65,1,1,408.33,0,0.01,"1577538"
2.34,0.66,1,1,408.33,0,0.01,"1577539"
2.419,0.67,1,1,408.33,0,0.01,"1577540"
1.94,0.54,1,1,408.33,0,0.01,"1577541"
1.19,0.33,1,1,408.33,0,0.01,"1577542"
0.49,0.14,1,1,408.33,0,0.01,"1577543"
0.823,0.22,0.92116,3,408.33,0,0.029,"1577544"
0.78,0.21,1,1,408.33,0,0.01,"1577545"
0.894,0.23,1,1,408.33,0,0.01,"1577546"
0.614,0.15,0.92116,3,408.33,0,0.029,"1577547"
0.328,0.08,1,1,408.33,0,0.01,"1577548"
0.068,0.02,1,1,408.33,0,0.01,"1577549"
-0.191,-0.05,1,-1,408.33,0,-0.01,"1577550"
-0.221,-0.06,1,-1,408.33,0,-0.01,"1577551"
-0.479,-0.12,0.92116,-3,408.33,0,-0.029,"1577552"
-0.4,-0.1,0.92116,-3,408.33,0,-0.029,"1577553"
-0.623,-0.16,0.84309,-5,408.33,0,-0.048,"1577554"
-0.811,-0.2,0.76653,-7,408.33,0,-0.067,"1577555"
-0.417,-0.11,0.69218,-9,408.33,0,-0.086,"1577556"
-0.688,-0.17,0.62069,-11,408.33,0,-0.105,"1577557"
-0.748,-0.18,0.62069,-11,408.33,0,-0.105,"1577558"
-0.82,-0.19,0.69218,-9,408.33,0,-0.086,"1577559"
-1.44,-0.32,0.76653,-7,408.33,0,-0.067,"1577560"
-0.577,-0.13,0.80434,-6,407.33,0,-0.057,"1577561"
-0.22,-0.05,0.92116,-3,408.33,0,-0.029,"1577562"
-0.166,-0.04,0.92116,-3,408.33,0,-0.029,"1577563"
-0.647,-0.14,0.92116,-3,408.33,0,-0.029,"1577564"
-1.369,-0.31,0.84309,-5,408.33,0,-0.048,"1577565"
-1.013,-0.22,0.84309,-5,408.33,0,-0.048,"1577566"
-1.07,-0.23,0.84309,-5,408.33,0,-0.048,"1577567"
-2.454,-0.51,0.92116,-3,408.33,0,-0.029,"1577568"
-1.731,-0.35,0.92116,-3,408.33,0,-0.029,"1577569"
-2.206,-0.45,0.92116,-3,408.33,0,-0.029,"1577570"
-0.813,-0.16,0.92116,-3,408.33,0,-0.029,"1577571"
-1.217,-0.24,0.92116,-3,408.33,0,-0.029,"1577572"
-0.493,-0.09,1,-1,408.33,0,-0.01,"1577573"
0.253,0.05,1,1,408.33,0,0.01,"1577574"
1.046,0.19,1,1,408.33,0,0.01,"1577575"
-3.441,-0.51,0.92116,-3,408.33,0,-0.029,"1579839"
0.79,0.12,0.92116,3,408.33,0,0.029,"1579842"
0.51,0.08,1,1,408.33,0,0.01,"1579843"
-0.317,-0.05,1,-1,408.33,0,-0.01,"1579844"
-0.124,-0.02,1,-1,408.33,0,-0.01,"1579845"
0.258,0.04,1,1,408.33,0,0.01,"1579846"
1.598,0.25,0.92116,3,408.33,0,0.029,"1579847"
2.058,0.32,0.92116,3,408.33,0,0.029,"1579848"
2.45,0.37,0.92116,3,408.33,0,0.029,"1579849"
2.476,0.38,0.92116,3,408.33,0,0.029,"1579850"
3.212,0.5,0.92116,3,408.33,0,0.029,"1579851"
4.664,0.75,0.92116,3,408.33,0,0.029,"1579852"
3.306,0.49,0.84309,5,408.33,0,0.048,"1579853"
4.314,0.65,0.84309,5,408.33,0,0.048,"1579854"
5.692,0.87,0.84309,5,408.33,0,0.048,"1579855"
6.154,0.97,0.84309,5,408.33,0,0.048,"1579856"
6.436,1.01,0.84309,5,408.33,0,0.048,"1579857"
6.684,1.07,0.84309,5,408.33,0,0.048,"1579858"
6.937,1.12,0.92116,3,408.33,0,0.029,"1579859"
7.207,1.16,0.92116,3,408.33,0,0.029,"1579860"
7.609,1.18,0.84309,5,408.33,0,0.048,"1579861"
7.791,1.22,0.84309,5,408.33,0,0.048,"1579862"
6.545,1.02,0.84309,5,408.33,0,0.048,"1579863"
2.83,0.45,0.84309,5,408.33,0,0.048,"1579864"
1.933,0.31,0.84309,5,408.33,0,0.048,"1579865"
2.002,0.32,0.92116,3,408.33,0,0.029,"1579866"
2.375,0.38,0.84309,5,408.33,0,0.048,"1579867"
2.397,0.38,0.92116,3,408.33,0,0.029,"1579868"
2.463,0.39,0.92116,3,408.33,0,0.029,"1579869"
1.917,0.32,0.84309,5,408.33,0,0.048,"1579870"
2.163,0.35,0.84309,5,408.33,0,0.048,"1579871"
1.78,0.3,0.76653,7,408.33,0,0.067,"1579872"
1.622,0.27,0.76653,7,408.33,0,0.067,"1579873"
2.008,0.35,0.76653,7,408.33,0,0.067,"1579874"
2.23,0.39,0.76653,7,408.33,0,0.067,"1579875"
1.42,0.24,0.84309,5,408.33,0,0.048,"1579876"
1.888,0.33,0.84309,5,408.33,0,0.048,"1579877"
1.078,0.18,0.84309,5,408.33,0,0.048,"1579878"
1.203,0.2,0.84309,5,408.33,0,0.048,"1579879"
0.75,0.13,0.84309,5,408.33,0,0.048,"1579880"
0.563,0.1,0.84309,5,408.33,0,0.048,"1579881"
0.702,0.12,0.84309,5,408.33,0,0.048,"1579882"
0.85,0.15,0.92116,3,408.33,0,0.029,"1579883"
0.592,0.11,1,1,408.33,0,0.01,"1579884"
6.617,1.33,0.55262,13,408.33,0,0.124,"1579885"
6.453,1.27,0.55262,13,408.33,0,0.124,"1579886"
6.109,1.22,0.55262,13,408.33,0,0.124,"1579887"
5.719,1.14,0.55262,13,408.33,0,0.124,"1579888"
5.266,1.07,0.48842,15,408.33,0,0.143,"1579889"
4.727,0.97,0.48842,15,408.33,0,0.143,"1579890"
3.288,0.79,0.69218,9,408.33,0,0.086,"1579891"
3.016,0.71,0.69218,9,408.33,0,0.086,"1579892"
1.952,0.47,0.76653,7,408.33,0,0.067,"1579893"
1.059,0.26,0.76653,7,408.33,0,0.067,"1579894"
0.536,0.14,0.69218,9,408.33,0,0.086,"1579895"
1.209,0.3,0.84309,5,408.33,0,0.048,"1579896"
1.58,0.41,0.92116,3,408.33,0,0.029,"1579897"
1.372,0.36,1,1,408.33,0,0.01,"1579898"
1.803,0.49,0.84309,5,408.33,0,0.048,"1579899"
1.69,0.51,0.62069,11,408.33,0,0.105,"1579900"
2.324,0.67,0.69218,9,408.33,0,0.086,"1579901"
2.95,0.81,0.62069,11,408.33,0,0.105,"1579902"
3.568,1.01,0.55262,13,408.33,0,0.124,"1579903"
4.54,1.29,0.55262,13,408.33,0,0.124,"1579904"
3.67,1.11,0.48842,15,408.33,0,0.143,"1579905"
3.803,1.19,0.48842,15,408.33,0,0.143,"1579906"
4.191,1.3,0.48842,15,408.33,0,0.143,"1579907"
4.49,1.41,0.42848,17,408.33,0,0.162,"1579908"
4.953,1.54,0.42848,17,408.33,0,0.162,"1579909"
5.157,1.58,0.42848,17,408.33,0,0.162,"1579910"
5.26,1.61,0.48842,15,408.33,0,0.143,"1579911"
5.664,1.72,0.48842,15,408.33,0,0.143,"1579912"
5.796,1.76,0.48842,15,408.33,0,0.143,"1579913"
5.89,1.79,0.48842,15,408.33,0,0.143,"1579914"
6.059,1.83,0.48842,15,408.33,0,0.143,"1579915"
6.084,1.83,0.48842,15,408.33,0,0.143,"1579916"
5.834,1.78,0.48842,15,408.33,0,0.143,"1579917"
5.686,1.73,0.48842,15,408.33,0,0.143,"1579918"
4.884,1.55,0.48842,15,408.33,0,0.143,"1579919"
5.136,1.7,0.48842,15,408.33,0,0.143,"1579920"
4.847,1.59,0.48842,15,408.33,0,0.143,"1579921"
4.601,1.47,0.48842,15,408.33,0,0.143,"1579922"
4.471,1.37,0.48842,15,408.33,0,0.143,"1579923"
4.093,1.24,0.48842,15,408.33,0,0.143,"1579924"
3.994,1.21,0.48842,15,408.33,0,0.143,"1579925"
3.972,1.23,0.48842,15,408.33,0,0.143,"1579926"
