"sen.slope","sen.slope.pct","p.value","S","varS","miss","tau","nie_malla_modi_id"
4.8,6.04,0.15117,26,303.33,0,0.286,"1659110"
0,0,0.7785,6,316,0,0.066,"1659111"
0.667,0.64,0.69912,8,328,0,0.088,"1659112"
4,5.03,0.22564,23,329.67,0,0.253,"1659113"
4,4.92,0.0465,37,327,0,0.407,"1659114"
3.5,5.16,0.15049,27,327,0,0.297,"1659115"
3.5,4.85,0.13601,28,328,0,0.308,"1659116"
4.111,5.76,0.05232,36,325.33,0,0.396,"1659117"
3.4,5.03,0.12,29,324.33,0,0.319,"1659118"
4,4.56,0.08727,32,328.67,0,0.352,"1659119"
3,3.92,0.16747,26,328,0,0.286,"1659120"
2.667,3.65,0.10932,30,328,0,0.33,"1659121"
1,1.54,0.22186,23,324.33,0,0.253,"1659122"
0.667,1.1,0.37431,17,324.33,0,0.187,"1659123"
0.727,1.27,0.43216,15,317.67,0,0.165,"1659124"
0.727,1.27,0.43216,15,317.67,0,0.165,"1659125"
1,1.68,0.31456,19,320.33,0,0.209,"1659126"
4,5.45,0.32102,19,329,0,0.209,"1659133"
0,0,0.91229,-3,329.67,0,-0.033,"1659134"
0.667,0.73,0.69795,8,325.33,0,0.088,"1659135"
4,3.97,0.29413,20,328,0,0.22,"1659136"
4,4.79,0.29216,20,325.33,0,0.22,"1659137"
-1.333,-1.69,0.50433,-13,323,0,-0.143,"1659138"
0,0,1,1,323,0,0.011,"1659139"
-4.143,-3.83,0.22704,-23,331.67,0,-0.253,"1659140"
3,3.95,0.15049,27,327,0,0.297,"1659141"
0,0,0.95597,2,328,0,0.022,"1659142"
-2,-2.57,0.58142,-11,329,0,-0.121,"1659143"
0,0,0.73901,-7,324.33,0,-0.077,"1659144"
-2,-3.32,0.12153,-29,327,0,-0.319,"1659145"
0,0,0.82387,5,323,0,0.055,"1659146"
2.5,4.64,0.16573,26,325.33,0,0.286,"1659147"
2.286,4.33,0.13441,28,325.33,0,0.308,"1659148"
1,2.23,0.40562,16,325.33,0,0.176,"1659149"
0,0,0.82315,5,320.33,0,0.055,"1659150"
0.667,1.48,0.31456,19,320.33,0,0.209,"1659151"
0.167,0.39,0.57871,11,324.33,0,0.121,"1659152"
0.667,1.56,0.54071,12,323.33,0,0.132,"1659153"
1.6,4.02,0.22186,23,324.33,0,0.253,"1659154"
1,2.63,0.47152,14,326,0,0.154,"1659155"
1,2.63,0.47152,14,326,0,0.154,"1659156"
0.778,2.45,0.43694,15,324.33,0,0.165,"1659157"
0.778,2.45,0.43694,15,324.33,0,0.165,"1659158"
1.5,4,0.34643,18,326,0,0.198,"1659159"
0,0,0.78184,-6,326,0,-0.066,"1659160"
0.333,0.79,0.61816,10,326,0,0.11,"1659161"
0,0,0.91193,-3,327,0,-0.033,"1659162"
0,0,1,1,327,0,0.011,"1659163"
0.5,0.91,0.74106,7,329.67,0,0.077,"1659164"
0,0,0.91193,3,327,0,0.033,"1659165"
0.5,0.99,0.74004,7,327,0,0.077,"1659166"
0,0,0.95597,2,328,0,0.022,"1659167"
-1,-2.23,0.3782,-17,329.67,0,-0.187,"1659168"
-0.727,-1.52,0.5436,-12,328,0,-0.132,"1659169"
-0.143,-0.27,0.57435,-11,317,0,-0.121,"1659170"
-1.143,-2.49,0.44067,-15,329.67,0,-0.165,"1659171"
0.5,1.05,0.65622,9,323,0,0.099,"1659172"
0,0,1,-1,327,0,-0.011,"1659173"
0,0,0.82494,5,327,0,0.055,"1659174"
0,0,1,-1,329,0,-0.011,"1659175"
-0.333,-0.65,0.69912,-8,328,0,-0.088,"1659176"
-1.6,-3.31,0.47288,-14,328,0,-0.154,"1659177"
0.167,0.33,0.78249,6,328,0,0.066,"1659178"
0,0,0.95597,2,328,0,0.022,"1659179"
0,0,0.86857,4,328.67,0,0.044,"1659180"
1.5,2.9,0.29609,20,330.67,0,0.22,"1659181"
0.667,1.37,0.62065,10,330.67,0,0.11,"1659182"
1,1.92,0.58026,11,327,0,0.121,"1659183"
2,3.71,0.31954,19,327,0,0.209,"1659184"
2,3.96,0.22234,23,325,0,0.253,"1659185"
0.2,0.4,0.82563,5,329.67,0,0.055,"1659186"
0.5,1.09,0.57793,11,323,0,0.121,"1659187"
0,0,0.82423,5,324.33,0,0.055,"1659188"
1,2,0.6178,10,325.33,0,0.11,"1659189"
0.2,0.41,0.69795,8,325.33,0,0.088,"1659190"
1,2.03,0.5436,12,328,0,0.132,"1659191"
1.667,3.49,0.50867,13,329.67,0,0.143,"1659192"
-0.167,-0.37,0.86883,-4,330,0,-0.044,"1659193"
0,0,1,0,330,0,0,"1659194"
-1.143,-1.99,0.61923,-10,328,0,-0.11,"1659195"
0,0,0.73639,-7,317.67,0,-0.077,"1659196"
0,0,0.91139,-3,323,0,-0.033,"1659197"
0,0,0.69374,8,316,0,0.088,"1659198"
-1,-2.2,0.50651,-13,326.33,0,-0.143,"1659199"
0,0,0.95579,2,325.33,0,0.022,"1659200"
-1,-1.94,0.86883,-4,330,0,-0.044,"1659201"
-2,-3.75,0.34643,-18,326,0,-0.198,"1659202"
-2.333,-4.42,0.2041,-24,328,0,-0.264,"1659203"
0,0,0.95597,-2,328,0,-0.022,"1659204"
-0.667,-1.22,0.65917,-9,329,0,-0.099,"1659205"
-0.143,-0.26,0.86896,-4,330.67,0,-0.044,"1659206"
1.143,2.43,0.61959,10,328.67,0,0.11,"1659207"
0.167,0.41,0.7827,6,328.67,0,0.066,"1659208"
1.5,2.73,0.66046,9,331.67,0,0.099,"1659209"
0,0,0.91184,3,326.33,0,0.033,"1659210"
0,0,0.91157,-3,324.33,0,-0.033,"1659211"
2,3.14,0.32151,19,329.67,0,0.209,"1659212"
0.636,1.06,0.70028,8,330.67,0,0.088,"1659213"
-1,-1.77,0.22376,-23,327,0,-0.253,"1659214"
-0.1,-0.19,0.61598,-10,322,0,-0.11,"1659215"
0,0,0.91139,-3,323,0,-0.033,"1659216"
1.4,2.3,0.24624,22,328,0,0.242,"1659217"
1.231,1.73,0.34643,18,326,0,0.198,"1659218"
0,0,0.61265,10,316,0,0.11,"1659219"
3.5,4.69,0.01436,45,323,0,0.495,"1659220"
2.143,3.38,0.16747,26,328,0,0.286,"1659221"
1,1.51,0.54113,12,324,0,0.132,"1659222"
1.333,1.87,0.47467,14,330.67,0,0.154,"1659223"
-0.333,-0.53,0.74181,-7,331.67,0,-0.077,"1659224"
0,0,0.61228,10,315.33,0,0.11,"1659225"
0,0,0.65286,9,316.33,0,0.099,"1659226"
0,0,0.82261,-5,318.33,0,-0.055,"1659227"
0.143,0.23,0.57635,11,320.33,0,0.121,"1659228"
0,0,0.78162,-6,325.33,0,-0.066,"1659229"
0,0,1,-1,327,0,-0.011,"1659230"
0,0,1,0,330.67,0,0,"1659231"
-0.167,-0.2,0.86896,-4,330.67,0,-0.044,"1659232"
2,2.39,0.47467,14,330.67,0,0.154,"1659233"
2.333,3.04,0.44067,15,329.67,0,0.165,"1659234"
2.667,3.04,0.29609,20,330.67,0,0.22,"1659235"
2.286,2.67,0.26873,21,327,0,0.231,"1659236"
0,0,0.8679,4,325.33,0,0.044,"1659237"
1.143,1.05,0.5436,12,328,0,0.132,"1659238"
0,0,0.86763,-4,324,0,-0.044,"1659239"
-6,-8.38,0.07509,-32,303.33,0,-0.352,"1659240"
-4.444,-6.91,0.22791,-22,303.33,0,-0.242,"1659241"
0,0,0.28912,-19,288.33,0,-0.209,"1659242"
0,0,0.31683,-14,168.67,0,-0.154,"1659243"
0,0,0.40204,-14,240.67,0,-0.154,"1659244"
0,0,0.40204,-14,240.67,0,-0.154,"1659245"
0,0,0.24521,-20,267.33,0,-0.22,"1659246"
-7.667,-11.41,0.12108,-28,303.33,0,-0.308,"1659247"
0,0,0.68774,-8,303.33,0,-0.088,"1659248"
0,0,0.17926,-23,268.33,0,-0.253,"1659249"
0,0,0.19901,-22,267.33,0,-0.242,"1659250"
0,0,0.56182,-10,240.67,0,-0.11,"1659251"
0,0,1,-1,207.67,0,-0.011,"1659252"
0,0,1,-1,207.67,0,-0.011,"1659253"
0,0,0.85573,-3,121,0,-0.033,"1659254"
0,0,0.85573,-3,121,0,-0.033,"1659255"
0,0,0.31683,-14,168.67,0,-0.154,"1659256"
0,0,0.31683,-14,168.67,0,-0.154,"1659257"
0,0,0.31683,-14,168.67,0,-0.154,"1659258"
0,0,0.31683,-14,168.67,0,-0.154,"1659259"
0,0,1,-1,207.67,0,-0.011,"1659260"
0,0,0.46706,-9,121,0,-0.099,"1659261"
0,0,0.14347,-20,168.67,0,-0.22,"1659262"
0,0,0.07656,-24,168.67,0,-0.264,"1659263"
0,0,0.6198,-5,65,0,-0.055,"1661499"
0,0,0.20311,-15,121,0,-0.165,"1661501"
0,0,0.10588,-22,168.67,0,-0.242,"1661503"
0,0,0.39274,-15,268.33,0,-0.165,"1661508"
0,0,0.47975,-13,288.33,0,-0.143,"1661509"
0,0,0.50109,-12,267.33,0,-0.132,"1661510"
0,0,0.85442,-4,267.33,0,-0.044,"1661511"
5.333,6.19,0.1288,28,316,0,0.308,"1661512"
4,5.4,0.47016,14,324,0,0.154,"1661513"
2.143,2.95,0.54523,12,330.67,0,0.132,"1661514"
4,4.7,0.06956,34,330.67,0,0.374,"1661515"
3.333,4.38,0.16919,26,330.67,0,0.286,"1661516"
3.625,5.02,0.18444,25,327,0,0.275,"1661517"
4.5,6.02,0.09677,31,326.33,0,0.341,"1661518"
4.5,6.02,0.09677,31,326.33,0,0.341,"1661519"
4,4.94,0.29413,20,328,0,0.22,"1661520"
4.091,4.67,0.078,33,329.67,0,0.363,"1661521"
4,5.69,0.04105,38,328,0,0.418,"1661522"
1.6,2.66,0.26873,21,327,0,0.231,"1661523"
1,1.76,0.40124,16,319.33,0,0.176,"1661524"
1,1.74,0.36934,17,317.67,0,0.187,"1661525"
1.333,2.4,0.2638,21,320.33,0,0.231,"1661526"
2,3.56,0.16573,26,325.33,0,0.286,"1661527"
1.333,2.18,0.2638,21,320.33,0,0.231,"1661528"
1.333,2.15,0.34593,18,325.33,0,0.198,"1661529"
1,1.6,0.50695,13,327,0,0.143,"1661530"
4,5.04,0.0995,31,331.67,0,0.341,"1661535"
4,4.88,0.0995,31,331.67,0,0.341,"1661536"
4,4.84,0.11076,30,330.67,0,0.33,"1661537"
4.333,4.52,0.2041,24,328,0,0.264,"1661538"
7.667,9.42,0.04807,37,331.67,0,0.407,"1661539"
6.778,7.5,0.0184,44,332.67,0,0.484,"1661540"
2.286,2.66,0.58294,11,331.67,0,0.121,"1661541"
3.5,4.46,0.27212,21,331.67,0,0.231,"1661542"
2.286,2.3,0.29609,20,330.67,0,0.22,"1661543"
-1,-1.1,0.58142,-11,329,0,-0.121,"1661544"
0,0,0.9122,-3,329,0,-0.033,"1661545"
2.667,3.57,0.10932,30,328,0,0.33,"1661546"
1.6,2.44,0.40754,16,328,0,0.176,"1661547"
0.9,1.55,0.44067,15,329.67,0,0.165,"1661548"
1.846,3.39,0.16573,26,325.33,0,0.286,"1661549"
3.333,6.25,0.05329,36,328,0,0.396,"1661550"
3,6.45,0.15049,27,327,0,0.297,"1661551"
1.667,4.38,0.13081,28,319.33,0,0.308,"1661552"
0,0,0.95583,-2,326,0,-0.022,"1661553"
0,0,0.95583,-2,326,0,-0.022,"1661554"
0,0,0.95583,-2,326,0,-0.022,"1661555"
1.6,4.14,0.29266,20,326,0,0.22,"1661556"
1.5,4,0.34643,18,326,0,0.198,"1661557"
1.5,4,0.34643,18,326,0,0.198,"1661558"
0.778,2.45,0.43694,15,324.33,0,0.165,"1661559"
0.778,2.45,0.43694,15,324.33,0,0.165,"1661560"
0.778,2.32,0.54237,12,326,0,0.132,"1661561"
1,2.59,0.47333,14,328.67,0,0.154,"1661562"
0.167,0.4,0.6582,9,327,0,0.099,"1661563"
0,0,0.82494,-5,327,0,-0.055,"1661564"
0,0,0.82494,-5,327,0,-0.055,"1661565"
-0.8,-1.64,0.74106,-7,329.67,0,-0.077,"1661566"
-1.286,-2.66,0.2448,-22,326,0,-0.242,"1661567"
-1.143,-2.51,0.50867,-13,329.67,0,-0.143,"1661568"
2.667,5,0.24815,22,330.67,0,0.242,"1661569"
-1,-2.1,0.31954,-19,327,0,-0.209,"1661570"
-1.6,-3.96,0.07379,-33,320.33,0,-0.363,"1661571"
-1.286,-3.1,0.2638,-21,320.33,0,-0.231,"1661572"
-1.143,-2.79,0.37626,-17,327,0,-0.187,"1661573"
-1.333,-3.35,0.20225,-24,325.33,0,-0.264,"1661574"
0,0,0.955,2,314,0,0.022,"1661575"
0,0,0.57151,11,312.33,0,0.121,"1661576"
-0.818,-1.6,0.5436,-12,328,0,-0.132,"1661577"
-0.818,-1.67,0.6595,-9,329.67,0,-0.099,"1661578"
0,0,0.78184,-6,326,0,-0.066,"1661579"
0,0,1,-1,324.33,0,-0.011,"1661580"
1,2.2,0.3782,17,329.67,0,0.187,"1661581"
0.111,0.22,0.91255,3,331.67,0,0.033,"1661582"
1.4,2.77,0.29413,20,328,0,0.22,"1661583"
0,0,0.78162,6,325.33,0,0.066,"1661584"
0,0,0.82494,5,327,0,0.055,"1661585"
0.667,1.26,0.6582,9,327,0,0.099,"1661586"
2,4.58,0.29216,20,325.33,0,0.22,"1661587"
1.6,3.87,0.2041,24,328,0,0.264,"1661588"
1,2.39,0.29413,20,328,0,0.22,"1661589"
1,2.23,0.40754,16,328,0,0.176,"1661590"
1,2.1,0.47107,14,325.33,0,0.154,"1661591"
0,0,0.95614,2,330.67,0,0.022,"1661592"
-0.333,-0.57,0.69912,-8,328,0,-0.088,"1661593"
2.333,4.07,0.08695,32,328,0,0.352,"1661594"
-0.667,-1.35,0.82615,-5,331.67,0,-0.055,"1661595"
-0.667,-1.43,0.82563,-5,329.67,0,-0.055,"1661596"
0.5,1.09,0.47016,14,324,0,0.154,"1661597"
0,0,0.86723,-4,322,0,-0.044,"1661598"
-0.889,-1.91,0.43881,-15,327,0,-0.165,"1661599"
0,0,1,1,323,0,0.011,"1661600"
-1,-2,0.29117,-20,324,0,-0.22,"1661601"
0,0,0.78118,-6,324,0,-0.066,"1661602"
-1.333,-2.67,0.6595,-9,329.67,0,-0.099,"1661603"
1.6,2.91,0.31954,19,327,0,0.209,"1661604"
0,0,1,-1,331.67,0,-0.011,"1661605"
0,0,0.86843,-4,328,0,-0.044,"1661606"
-0.333,-0.77,0.70028,-8,330.67,0,-0.088,"1661607"
0,0,0.95614,-2,330.67,0,-0.022,"1661608"
2.3,4.28,0.26873,21,327,0,0.231,"1661609"
0.889,1.44,0.50695,13,327,0,0.143,"1661610"
0.143,0.25,0.65689,9,324.33,0,0.099,"1661611"
2,3.22,0.02232,42,322,0,0.462,"1661612"
2.667,4.59,0.10932,30,328,0,0.33,"1661613"
1.778,3.29,0.22564,23,329.67,0,0.253,"1661614"
1.5,2.66,0.34839,18,328.67,0,0.198,"1661615"
0.167,0.32,0.57714,11,321.67,0,0.121,"1661616"
0.889,1.8,0.18265,25,324.33,0,0.275,"1661617"
0,0,1,0,325.33,0,0,"1661618"
1.6,2.84,0.27067,21,329.67,0,0.231,"1661619"
2.5,3.76,0.11076,30,330.67,0,0.33,"1661620"
0.2,0.26,0.91255,3,331.67,0,0.033,"1661621"
0,0,0.9122,-3,329,0,-0.033,"1661622"
0.2,0.23,0.82615,5,331.67,0,0.055,"1661623"
2,2.25,0.27067,21,329.67,0,0.231,"1661624"
2.625,3.33,0.10932,30,328,0,0.33,"1661625"
2.143,3.46,0.22376,23,327,0,0.253,"1661626"
2.333,3.34,0.06008,35,327,0,0.385,"1661627"
2.143,3.02,0.18489,25,327.67,0,0.275,"1661628"
0.9,1.33,0.16181,26,319.33,0,0.286,"1661629"
0.667,1.07,0.46924,14,322.67,0,0.154,"1661630"
0,0,0.78162,-6,325.33,0,-0.066,"1661631"
0.143,0.25,0.57871,11,324.33,0,0.121,"1661632"
0.333,0.56,0.6582,9,327,0,0.099,"1661633"
0.5,0.69,0.82563,5,329.67,0,0.055,"1661634"
0.889,1.09,0.78334,6,330.67,0,0.066,"1661635"
3.625,4.69,0.3479,18,328,0,0.198,"1661636"
0.667,0.77,0.53605,12,316,0,0.132,"1661637"
0,0,0.82387,5,323,0,0.055,"1661638"
0,0,0.95556,-2,322,0,-0.022,"1661639"
0,0,0.95556,-2,322,0,-0.022,"1661640"
-4.444,-5.93,0.23747,-22,316,0,-0.242,"1661641"
-6,-8.7,0.08549,-31,304.33,0,-0.341,"1661642"
-6,-8.38,0.07509,-32,303.33,0,-0.352,"1661643"
-6,-8.38,0.07509,-32,303.33,0,-0.352,"1661644"
0,0,0.04569,-32,240.67,0,-0.352,"1661645"
0,0,0.14601,-22,208.67,0,-0.242,"1661646"
0,0,0.05264,-31,239.67,0,-0.341,"1661647"
0,0,0.78162,6,325.33,0,0.066,"1661648"
0,0,0.86709,-4,321.33,0,-0.044,"1661649"
-3,-3.8,0.37772,-17,329,0,-0.187,"1661650"
-6.5,-8.05,0.02071,-43,329.67,0,-0.473,"1661651"
-1.444,-2.11,0.30844,-19,312.33,0,-0.209,"1661652"
0,0,0.72383,7,288.33,0,0.077,"1661653"
0,0,0.29846,18,267.33,0,0.198,"1661654"
0,0,1,-1,207.67,0,-0.011,"1661655"
0,0,0.69834,7,239.67,0,0.077,"1661656"
0,0,0.72799,-6,206.67,0,-0.066,"1661657"
0,0,0.35406,-13,167.67,0,-0.143,"1661658"
0,0,0.35406,-13,167.67,0,-0.143,"1661659"
0,0,0.85573,-3,121,0,-0.033,"1661660"
0,0,0.31683,-14,168.67,0,-0.154,"1661661"
0,0,0.31683,-14,168.67,0,-0.154,"1661662"
0,0,0.81732,4,168.67,0,0.044,"1661663"
0,0,0.46706,-9,121,0,-0.099,"1661664"
0,0,0.07656,-24,168.67,0,-0.264,"1661665"
0,0,0.23925,-18,208.67,0,-0.198,"1661666"
0,0,0.14601,-22,208.67,0,-0.242,"1661667"
0,0,0.6198,-5,65,0,-0.055,"1663900"
0,0,0.07656,-24,168.67,0,-0.264,"1663901"
0,0,0.04469,-30,208.67,0,-0.33,"1663902"
0,0,0.20311,-15,121,0,-0.165,"1663903"
0,0,0.10588,-22,168.67,0,-0.242,"1663904"
0,0,0.04469,-30,208.67,0,-0.33,"1663905"
-5.333,-8.75,0.05812,-34,303.33,0,-0.374,"1663909"
-5.333,-9.79,0.13612,-27,304.33,0,-0.297,"1663910"
-4.8,-7.03,0.219,-23,320.33,0,-0.253,"1663911"
-1.143,-1.59,0.65622,-9,323,0,-0.099,"1663912"
0,0,0.31759,-18,289.33,0,-0.198,"1663913"
0,0,0.42225,15,304.33,0,0.165,"1663914"
-0.889,-1.06,0.69912,-8,328,0,-0.088,"1663915"
3.625,4.55,0.47467,14,330.67,0,0.154,"1663916"
4,4.71,0.24815,22,330.67,0,0.242,"1663917"
4,4.97,0.1376,28,330.67,0,0.308,"1663918"
4.5,6.02,0.09677,31,326.33,0,0.341,"1663919"
4.5,6.02,0.09677,31,326.33,0,0.341,"1663920"
4.143,4.79,0.12266,29,329,0,0.319,"1663921"
4,4.34,0.40943,16,330.67,0,0.176,"1663922"
0,0,1,0,330.67,0,0,"1663923"
1.778,2.82,0.09712,31,327,0,0.341,"1663924"
1.231,2.19,0.14631,27,320.33,0,0.297,"1663925"
1.231,2.19,0.14631,27,320.33,0,0.297,"1663926"
1.231,2.21,0.16181,26,319.33,0,0.286,"1663927"
2,3.75,0.47107,14,325.33,0,0.154,"1663928"
3,5.68,0.05232,36,325.33,0,0.396,"1663929"
2.5,4.9,0.18175,25,323,0,0.275,"1663930"
2.667,5.16,0.15049,27,327,0,0.297,"1663931"
0.667,1.22,0.61635,10,322.67,0,0.11,"1663932"
1.333,2.45,0.14631,27,320.33,0,0.297,"1663933"
1,1.82,0.24237,22,322.67,0,0.242,"1663934"
2.667,2.99,0.18623,25,329.67,0,0.275,"1663937"
4,4.64,0.08824,32,330.67,0,0.352,"1663938"
3.625,5.05,0.24624,22,328,0,0.242,"1663939"
3.2,4.19,0.13601,28,328,0,0.308,"1663940"
3.5,4.41,0.18578,25,329,0,0.275,"1663941"
4,4.76,0.22564,23,329.67,0,0.253,"1663942"
4,4.96,0.15091,27,327.67,0,0.297,"1663943"
4,4.73,0.16919,26,330.67,0,0.286,"1663944"
1,1.42,0.26677,21,324.33,0,0.231,"1663945"
0,0,1,-1,324.33,0,-0.011,"1663946"
0,0,0.95495,-2,313.33,0,-0.022,"1663947"
0,0,1,-1,323,0,-0.011,"1663948"
0,0,1,-1,316.33,0,-0.011,"1663949"
0,0,0.91103,3,320.33,0,0.033,"1663950"
0,0,0.78162,6,325.33,0,0.066,"1663951"
2,4.05,0.24189,22,322,0,0.242,"1663952"
3.286,6.43,0.07559,33,324.33,0,0.363,"1663953"
0.667,1.65,0.46693,14,319.33,0,0.154,"1663954"
0,0,1,1,324.33,0,0.011,"1663955"
0,0,0.95583,-2,326,0,-0.022,"1663956"
1,2.94,0.54237,12,326,0,0.132,"1663957"
0.778,2.32,0.54237,12,326,0,0.132,"1663958"
0.778,2.45,0.43694,15,324.33,0,0.165,"1663959"
0.778,2.32,0.54237,12,326,0,0.132,"1663960"
0.333,1.07,0.43504,15,321.67,0,0.165,"1663961"
0,0,1,1,324.33,0,0.011,"1663962"
0.778,2.45,0.43694,15,324.33,0,0.165,"1663963"
0.778,2.32,0.54237,12,326,0,0.132,"1663964"
1.6,4.4,0.18489,25,327.67,0,0.275,"1663965"
0,0,0.82423,5,324.33,0,0.055,"1663966"
0,0,0.82494,-5,327,0,-0.055,"1663967"
0,0,0.82494,-5,327,0,-0.055,"1663968"
-1,-2.48,0.4061,-16,326,0,-0.176,"1663969"
1.143,2.48,0.62065,10,330.67,0,0.11,"1663970"
0,0,0.95601,-2,328.67,0,-0.022,"1663971"
-2,-4.57,0.08695,-32,328,0,-0.352,"1663972"
-1.6,-3.98,0.22376,-23,327,0,-0.253,"1663973"
0,0,1,0,322,0,0,"1663974"
1,2.63,0.34345,18,322,0,0.198,"1663975"
0,0,0.91193,-3,327,0,-0.033,"1663976"
1,1.94,0.34144,18,319.33,0,0.198,"1663977"
0,0,1,1,308.33,0,0.011,"1663978"
-1,-2.09,0.43599,-15,323,0,-0.165,"1663979"
-1.6,-3.52,0.31954,-19,327,0,-0.209,"1663980"
0,0,0.95614,2,330.67,0,0.022,"1663981"
0.167,0.38,0.70028,8,330.67,0,0.088,"1663982"
1,1.89,0.29413,20,328,0,0.22,"1663983"
1.778,3.6,0.18623,25,329.67,0,0.275,"1663984"
1.455,2.98,0.29462,20,328.67,0,0.22,"1663985"
1.455,2.98,0.40943,16,330.67,0,0.176,"1663986"
0,0,0.82494,5,327,0,0.055,"1663987"
0.636,1.49,0.6582,9,327,0,0.099,"1663988"
0.167,0.4,0.39827,16,315.33,0,0.176,"1663989"
1.889,4.39,0.13441,28,325.33,0,0.308,"1663990"
1,2.45,0.24431,22,325.33,0,0.242,"1663991"
0.143,0.37,0.46693,14,319.33,0,0.154,"1663992"
0.167,0.36,0.69795,8,325.33,0,0.088,"1663993"
-1.5,-2.94,0.54523,-12,330.67,0,-0.132,"1663994"
-0.615,-1.11,0.65917,-9,329,0,-0.099,"1663995"
0,0,0.82476,-5,326.33,0,-0.055,"1663996"
0.889,1.8,0.40754,16,328,0,0.176,"1663997"
0,0,1,-1,326.33,0,-0.011,"1663998"
-1.167,-2.36,0.19572,-24,316,0,-0.264,"1663999"
-0.143,-0.29,0.39727,-16,314,0,-0.176,"1664000"
0,0,1,1,308.33,0,0.011,"1664001"
0,0,0.77759,-6,313.33,0,-0.066,"1664002"
0,0,0.91103,-3,320.33,0,-0.033,"1664003"
-0.143,-0.3,0.53987,-12,322,0,-0.132,"1664004"
0,0,1,1,324.33,0,0.011,"1664005"
-0.8,-1.62,0.2638,-21,320.33,0,-0.231,"1664006"
0,0,0.95597,2,328,0,0.022,"1664007"
-0.143,-0.31,0.69736,-8,324,0,-0.088,"1664008"
-2,-4.14,0.40754,-16,328,0,-0.176,"1664009"
-1.6,-3.35,0.5818,-11,329.67,0,-0.121,"1664010"
2.091,4.32,0.29266,20,326,0,0.22,"1664011"
1.231,2.46,0.43881,15,327,0,0.165,"1664012"
1.455,2.84,0.16747,26,328,0,0.286,"1664013"
1.231,2.08,0.26873,21,327,0,0.231,"1664014"
1,1.77,0.50695,13,327,0,0.143,"1664015"
0.2,0.34,0.5052,13,324.33,0,0.143,"1664016"
1.231,2.16,0.47288,14,328,0,0.154,"1664017"
0.333,0.57,0.73927,7,325,0,0.077,"1664018"
0,0,0.86763,4,324,0,0.044,"1664019"
0.167,0.28,0.73927,7,325,0,0.077,"1664020"
2.333,3.83,0.078,33,329.67,0,0.363,"1664021"
3.429,5.21,0.03198,40,330.67,0,0.44,"1664022"
3,4.21,0.07041,34,332.67,0,0.374,"1664023"
2.818,3.86,0.12418,29,331.67,0,0.319,"1664024"
0.889,1.04,0.74181,7,331.67,0,0.077,"1664025"
1,1.48,0.31756,19,324.33,0,0.209,"1664026"
1.778,2.35,0.40754,16,328,0,0.176,"1664027"
5.571,6.55,0.01758,44,328,0,0.484,"1664028"
4.143,5.18,0.00975,48,330.67,0,0.527,"1664029"
3.5,4.9,0.0789,33,331.67,0,0.363,"1664030"
1.6,2.38,0.37626,17,327,0,0.187,"1664031"
1,1.46,0.4061,16,326,0,0.176,"1664032"
0,0,0.95583,2,326,0,0.022,"1664033"
0.5,0.86,0.46832,14,321.33,0,0.154,"1664034"
0,0,0.69251,8,313.33,0,0.088,"1664035"
0.111,0.2,0.4627,14,313.33,0,0.154,"1664036"
0,0,0.78162,6,325.33,0,0.066,"1664037"
0.5,0.81,0.78249,6,328,0,0.066,"1664038"
0,0,0.95579,2,325.33,0,0.022,"1664039"
-2.667,-2.84,0.82615,-5,331.67,0,-0.055,"1664040"
0,0,0.82387,-5,323,0,-0.055,"1664041"
-4,-5.14,0.26578,-21,323,0,-0.231,"1664042"
-5.333,-8.14,0.10849,-29,304.33,0,-0.319,"1664043"
0,0,0.21539,-22,287.33,0,-0.242,"1664044"
0,0,0.21539,-22,287.33,0,-0.242,"1664045"
0,0,0.08621,-29,266.33,0,-0.319,"1664046"
0,0,0.15952,-24,267.33,0,-0.264,"1664047"
0,0,0.08178,-28,240.67,0,-0.308,"1664048"
0,0,0.23668,-21,285.67,0,-0.231,"1664049"
-4.167,-5.16,0.23096,-22,307.33,0,-0.242,"1664050"
-2.333,-2.72,0.62029,-10,330,0,-0.11,"1664051"
0,0,0.69374,8,316,0,0.088,"1664052"
0.455,0.58,0.69912,8,328,0,0.088,"1664053"
-4.111,-5.18,0.16747,-26,328,0,-0.286,"1664054"
-1.3,-1.39,0.6582,-9,327,0,-0.099,"1664055"
-4,-4.2,0.31756,-19,324.33,0,-0.209,"1664056"
0,0,0.86556,4,314,0,0.044,"1664057"
0,0,1,0,314,0,0,"1664058"
0,0,1,1,286.33,0,0.011,"1664059"
0,0,0.80638,-5,266.33,0,-0.055,"1664060"
0,0,0.80638,-5,266.33,0,-0.055,"1664061"
0,0,0.12685,-23,207.67,0,-0.253,"1664062"
0,0,0.11134,-24,208.67,0,-0.264,"1664063"
0,0,0.62399,-9,266.33,0,-0.099,"1664064"
0,0,0.94481,-2,208.67,0,-0.022,"1664065"
0,0,0.95099,-2,264.67,0,-0.022,"1664066"
0,0,0.85442,-4,267.33,0,-0.044,"1664067"
0,0,0.19901,-22,267.33,0,-0.242,"1664068"
0,0,0.30337,-17,241.67,0,-0.187,"1664069"
0,0,0.24691,-19,241.67,0,-0.209,"1664070"
0,NA,NA,0,0,0,0,"1666300"
0,0,0.6198,-5,65,0,-0.055,"1666302"
0,0,0.07656,-24,168.67,0,-0.264,"1666303"
0,0,0.48773,-11,207.67,0,-0.121,"1666304"
