"nie_malla_modi_id","sen_slope_tempm08","sen_slope_per_tempm08","p_value_tempm08","tau_tempm08"
1601516,0.053,0.22,0.05499,0.396
1601517,0.052,0.22,0.0627,0.385
1601518,0.046,0.19,0.0789,0.363
1601519,0.048,0.2,0.10052,0.341
1601520,0.048,0.21,0.22844,0.253
1601521,0.044,0.19,0.24958,0.242
1601522,0.054,0.22,0.02149,0.473
1601523,0.055,0.23,0.02458,0.462
1601524,0.06,0.25,0.0425,0.418
1601525,0.06,0.25,0.0375,0.429
1603905,0.065,0.28,0.0627,0.385
1603906,0.054,0.23,0.0627,0.385
1603907,0.054,0.24,0.05499,0.396
1603908,0.058,0.25,0.0627,0.385
1603909,0.059,0.25,0.05499,0.396
1603910,0.06,0.25,0.0798,0.363
1603911,0.064,0.26,0.07041,0.374
1603912,0.062,0.26,0.07041,0.374
1603918,0.055,0.23,0.05499,0.396
1603919,0.05,0.21,0.06191,0.385
1603920,0.048,0.2,0.0892,0.352
1603921,0.052,0.23,0.0995,0.341
1603922,0.046,0.2,0.24958,0.242
1603923,0.046,0.2,0.24958,0.242
1603924,0.046,0.2,0.29754,0.22
1603925,0.053,0.22,0.05499,0.396
1603926,0.06,0.25,0.05499,0.396
1603927,0.068,0.28,0.10052,0.341
1606307,0.055,0.24,0.06191,0.385
1606308,0.054,0.24,0.05499,0.396
1606309,0.053,0.24,0.05499,0.396
1606310,0.057,0.25,0.0627,0.385
1606311,0.056,0.24,0.07041,0.374
1606312,0.055,0.23,0.0798,0.363
1606313,0.062,0.26,0.07041,0.374
1606314,0.062,0.26,0.07041,0.374
1606315,0.062,0.26,0.07041,0.374
1606320,0.055,0.23,0.0627,0.385
1606321,0.05,0.21,0.0627,0.385
1606322,0.05,0.21,0.10052,0.341
1606323,0.048,0.21,0.12531,0.319
1606324,0.048,0.21,0.24958,0.242
1606325,0.047,0.21,0.32442,0.209
1606326,0.046,0.2,0.29754,0.22
1606327,0.044,0.19,0.27356,0.231
1606328,0.038,0.16,0.27356,0.231
1606329,0.06,0.25,0.12531,0.319
1606330,0.064,0.27,0.12531,0.319
1608708,0.06,0.27,0.0789,0.363
1608709,0.056,0.26,0.0798,0.363
1608710,0.055,0.25,0.10052,0.341
1608711,0.054,0.24,0.05499,0.396
1608712,0.053,0.24,0.06191,0.385
1608713,0.053,0.23,0.07041,0.374
1608714,0.058,0.25,0.0798,0.363
1608715,0.06,0.26,0.0798,0.363
1608716,0.062,0.26,0.07041,0.374
1608717,0.064,0.26,0.0798,0.363
1608718,0.064,0.26,0.07041,0.374
1608719,0.062,0.26,0.0798,0.363
1608720,0.062,0.26,0.0798,0.363
1608721,0.058,0.24,0.0627,0.385
1608723,0.051,0.21,0.05499,0.396
1608724,0.053,0.22,0.07041,0.374
1608725,0.052,0.23,0.12531,0.319
1608726,0.048,0.21,0.24958,0.242
1608727,0.05,0.22,0.32442,0.209
1608728,0.044,0.19,0.27356,0.231
1608729,0.04,0.17,0.32442,0.209
1608730,0.042,0.18,0.24958,0.242
1608731,0.04,0.17,0.22844,0.253
1608732,0.062,0.26,0.15463,0.297
1611108,0.062,0.29,0.0798,0.363
1611110,0.058,0.27,0.0798,0.363
1611111,0.055,0.26,0.0798,0.363
1611112,0.054,0.25,0.0798,0.363
1611113,0.051,0.23,0.0798,0.363
1611114,0.052,0.24,0.07041,0.374
1611115,0.054,0.24,0.07041,0.374
1611116,0.056,0.24,0.0627,0.385
1611117,0.058,0.25,0.07041,0.374
1611118,0.061,0.26,0.0627,0.385
1611119,0.065,0.27,0.04874,0.407
1611120,0.064,0.26,0.07041,0.374
1611121,0.061,0.26,0.0798,0.363
1611122,0.056,0.24,0.0798,0.363
1611123,0.058,0.24,0.05499,0.396
1611124,0.052,0.22,0.0627,0.385
1611125,0.05,0.21,0.0627,0.385
1611126,0.051,0.22,0.0798,0.363
1611127,0.048,0.21,0.12531,0.319
1611128,0.048,0.21,0.22844,0.253
1611129,0.048,0.21,0.32442,0.209
1611130,0.042,0.18,0.35131,0.198
1611131,0.05,0.22,0.29754,0.22
1611132,0.04,0.17,0.22844,0.253
1611133,0.044,0.19,0.2073,0.264
1611134,0.049,0.21,0.27212,0.231
1611135,0.047,0.2,0.24958,0.242
1613509,0.062,0.29,0.0892,0.352
1613510,0.062,0.29,0.0798,0.363
1613511,0.064,0.3,0.10052,0.341
1613512,0.054,0.25,0.0798,0.363
1613513,0.052,0.25,0.0798,0.363
1613514,0.054,0.26,0.0798,0.363
1613515,0.054,0.25,0.0892,0.352
1613516,0.056,0.26,0.10052,0.341
1613517,0.054,0.24,0.0627,0.385
1613518,0.058,0.25,0.0627,0.385
1613519,0.059,0.25,0.0798,0.363
1613520,0.066,0.27,0.0627,0.385
1613521,0.065,0.27,0.05499,0.396
1613522,0.065,0.27,0.05402,0.396
1613523,0.061,0.26,0.07041,0.374
1613524,0.056,0.24,0.0798,0.363
1613525,0.057,0.24,0.07041,0.374
1613526,0.055,0.24,0.0627,0.385
1613527,0.052,0.22,0.0627,0.385
1613528,0.05,0.21,0.0892,0.352
1613529,0.05,0.22,0.11184,0.33
1613530,0.046,0.21,0.22844,0.253
1613531,0.045,0.2,0.35131,0.198
1613532,0.046,0.21,0.38107,0.187
1613533,0.044,0.19,0.24958,0.242
1613534,0.044,0.19,0.2073,0.264
1613535,0.048,0.2,0.29754,0.22
1613536,0.045,0.19,0.27356,0.231
1613537,0.046,0.2,0.27356,0.231
1613538,0.043,0.18,0.24958,0.242
1615910,0.06,0.28,0.11184,0.33
1615911,0.064,0.3,0.0892,0.352
1615912,0.062,0.29,0.0892,0.352
1615913,0.064,0.31,0.0892,0.352
1615914,0.064,0.31,0.0798,0.363
1615915,0.058,0.28,0.0798,0.363
1615916,0.058,0.28,0.0798,0.363
1615917,0.056,0.27,0.10052,0.341
1615918,0.058,0.27,0.10052,0.341
1615919,0.054,0.24,0.0798,0.363
1615920,0.058,0.25,0.0798,0.363
1615921,0.061,0.26,0.0798,0.363
1615922,0.062,0.26,0.0798,0.363
1615923,0.062,0.26,0.0627,0.385
1615924,0.06,0.25,0.0798,0.363
1615925,0.061,0.26,0.07041,0.374
1615926,0.059,0.25,0.0798,0.363
1615927,0.055,0.24,0.0798,0.363
1615928,0.054,0.23,0.0627,0.385
