"nie_malla_modi_id","var"
1714500,"wi"
1716927,"wi"
1719329,"wi"
1721730,"wi"
1721731,"wi"
1721732,"wi"
1724132,"wi"
1724133,"wi"
1724134,"wi"
1724135,"wi"
1726534,"wi"
1726535,"wi"
1726536,"wi"
1726537,"wi"
1728936,"wi"
1728937,"wi"
1728938,"wi"
1728939,"wi"
1728940,"wi"
1731329,"wi"
1731333,"wi"
1731334,"wi"
1731335,"wi"
1731337,"wi"
1731338,"wi"
1731339,"wi"
1731340,"wi"
1731341,"wi"
1731342,"wi"
1733728,"wi"
1733730,"wi"
1733731,"wi"
1733732,"wi"
1733733,"wi"
1733734,"wi"
1733735,"wi"
1733736,"wi"
1733737,"wi"
1733738,"wi"
1733739,"wi"
1733740,"wi"
1733741,"wi"
1733742,"wi"
1733743,"wi"
1733744,"wi"
1736140,"wi"
1736141,"wi"
1736142,"wi"
1736143,"wi"
1736144,"wi"
1736145,"wi"
1736146,"wi"
1736147,"wi"
1738543,"wi"
1738544,"wi"
1738545,"wi"
1738546,"wi"
1738547,"wi"
1738548,"wi"
1738549,"wi"
1740945,"wi"
1740946,"wi"
1740947,"wi"
1740948,"wi"
1740949,"wi"
1740950,"wi"
1740951,"wi"
1743353,"wi"
