"nie_malla_modi_id","sen_slope","sen_slope_per","p_value","tau"
1589498,0.948,5.09,0.38107,0.187
1591900,0.573,2.7,0.44342,0.165
1591901,0.294,2.34,0.66142,0.099
1591914,0.075,0.91,0.91281,0.033
1591915,0.041,0.52,0.91281,0.033
1594301,1.366,4.41,0.44342,0.165
1594302,0.62,2.85,0.44342,0.165
1594303,0.692,3.89,0.32442,0.209
1594310,0.31,2.09,0.51122,0.143
1594311,0.152,1.01,0.66142,0.099
1594312,0.479,3.28,0.58407,0.121
1594315,0.068,0.56,0.91281,0.033
1594316,0.073,0.88,0.82667,0.055
1596703,0.894,3.57,0.44342,0.165
1596704,0.598,2.79,0.44342,0.165
1596705,0.703,3.84,0.32442,0.209
1596711,0.478,3.86,0.38107,0.187
1596712,0.244,1.79,0.66142,0.099
1596713,0.219,1.55,0.51122,0.143
1596714,0.15,0.99,0.51122,0.143
1596715,0.466,2.95,0.51122,0.143
1596716,0.21,2.1,0.51122,0.143
1596717,0.26,2.68,0.66142,0.099
1596718,0.168,1.84,0.58407,0.121
1596719,0.064,0.8,0.82667,0.055
1599103,1.484,3.84,0.44342,0.165
1599104,1.454,4.41,0.44342,0.165
1599105,1.442,4.62,0.44342,0.165
1599106,1.163,4.72,0.32442,0.209
1599107,0.648,3.37,0.38107,0.187
1599108,0.526,3.44,0.51122,0.143
1599114,0.17,1.2,0.51122,0.143
1599115,0.257,1.84,0.51122,0.143
1599116,0.317,2.1,0.66142,0.099
1599117,0.243,1.54,0.51122,0.143
1599118,0.151,1.12,0.74256,0.077
1599119,0.19,1.68,0.82667,0.055
1599120,0.191,1.96,0.74256,0.077
1599121,0.06,0.66,0.91281,0.033
1601504,3.516,5.98,0.15463,0.297
1601505,3.443,5.98,0.12531,0.319
1601506,1.959,4.59,0.32442,0.209
1601507,2.009,5.04,0.32442,0.209
1601508,1.547,4.39,0.32442,0.209
1601509,0.883,3.96,0.27356,0.231
1601510,0.96,4.85,0.44342,0.165
1601516,0.308,2.09,0.66142,0.099
1601517,0.202,1.39,0.44342,0.165
1601518,0.728,3.76,0.32442,0.209
1601519,0.718,4.02,0.44342,0.165
1601520,1.458,5.15,0.22844,0.253
1601521,0.522,2.99,0.44342,0.165
1601522,0.062,0.49,0.82667,0.055
1601523,0.107,0.92,0.66142,0.099
1601524,0.068,0.76,0.82667,0.055
1601525,-0.033,-0.39,1,-0.011
1603905,3.583,5.57,0.18889,0.275
1603906,4.563,5.99,0.15463,0.297
1603907,4.562,5.48,0.18889,0.275
1603908,2.884,5.53,0.15463,0.297
1603909,3.247,5.82,0.10052,0.341
1603910,2.427,5.41,0.18889,0.275
1603911,1.421,5.27,0.22844,0.253
1603912,1.175,5.54,0.22844,0.253
1603918,0.219,1.6,0.51122,0.143
1603919,0.456,2.81,0.38107,0.187
1603920,1.113,5.05,0.27356,0.231
1603921,0.99,3.97,0.18889,0.275
1603922,1.73,4.46,0.04874,0.407
1603923,1.037,3.86,0.22844,0.253
1603924,0.678,3.26,0.38107,0.187
1603925,0.15,1.1,0.91281,0.033
1603926,0.072,0.64,0.91281,0.033
1603927,0.065,0.74,0.82667,0.055
1606307,4.69,5.06,0.15463,0.297
1606308,5.991,5.76,0.15463,0.297
1606309,4.675,5.39,0.18889,0.275
1606310,4.491,6.47,0.12531,0.319
1606311,4.704,6.42,0.12531,0.319
1606312,2.991,5.61,0.12531,0.319
1606313,1.945,5.42,0.18889,0.275
1606314,1.688,5.79,0.18889,0.275
1606315,1.302,5.99,0.15463,0.297
1606320,0.685,3.86,0.22844,0.253
1606321,0.551,2.99,0.22844,0.253
1606322,1.274,5.14,0.15463,0.297
1606323,1.247,4.31,0.18889,0.275
1606324,1.942,4.55,0.10052,0.341
1606325,1.933,4.24,0.22844,0.253
1606326,0.706,2.96,0.22844,0.253
1606327,0.584,2.99,0.32442,0.209
1606328,0.042,0.34,0.91281,0.033
1606329,0.014,0.13,1,0.011
1606330,0.013,0.14,1,0.011
1608708,5.238,4.56,0.27356,0.231
1608709,6.028,5.05,0.22844,0.253
1608710,8.516,6.54,0.32442,0.209
1608711,6.084,6.27,0.15463,0.297
1608712,6.062,6.27,0.15463,0.297
1608713,5.91,6.67,0.12531,0.319
1608714,3.404,6.27,0.12531,0.319
1608715,2.865,5.61,0.12531,0.319
1608716,1.782,5.15,0.22844,0.253
1608717,1.17,4.71,0.18889,0.275
1608718,1.03,5.24,0.32442,0.209
1608719,1.122,4.86,0.15463,0.297
1608720,1.11,5.04,0.12531,0.319
1608721,0.919,4.34,0.18889,0.275
1608723,0.758,3.81,0.38107,0.187
1608724,0.997,4.77,0.15463,0.297
1608725,2.078,5.71,0.0375,0.429
1608726,2.077,4.88,0.12531,0.319
1608727,1.812,4.7,0.10052,0.341
1608728,0.512,2.63,0.44342,0.165
1608729,0.357,2.14,0.66142,0.099
1608730,0.062,0.45,0.91281,0.033
1608731,0.03,0.24,1,0.011
1608732,0.04,0.38,1,0.011
1611108,7.153,4.98,0.27356,0.231
1611110,8.418,5.44,0.12531,0.319
1611111,6.68,4.06,0.18889,0.275
1611112,7.023,4.16,0.22844,0.253
1611113,6.904,5.59,0.32442,0.209
1611114,6.797,5.4,0.27356,0.231
1611115,6.483,6.27,0.15463,0.297
1611116,5.797,6.34,0.15463,0.297
1611117,4.46,6.39,0.12531,0.319
1611118,2.569,5.85,0.12531,0.319
1611119,1.221,4.95,0.15463,0.297
1611120,1.177,4.76,0.18889,0.275
1611121,1.266,4.83,0.18889,0.275
1611122,2.272,5.91,0.15463,0.297
1611123,1.366,4.93,0.12531,0.319
1611124,1.088,4.97,0.22844,0.253
1611125,1.109,5.28,0.27356,0.231
1611126,0.997,4.68,0.15463,0.297
1611127,1.731,5.11,0.0375,0.429
1611128,2.154,4.61,0.18889,0.275
1611129,1.742,4.43,0.15463,0.297
1611130,1.529,5.09,0.15463,0.297
1611131,1.339,4.56,0.18889,0.275
1611132,0.068,0.47,1,0.011
1611133,0.14,1.05,0.82667,0.055
1611134,0.04,0.35,0.91281,0.033
1611135,0.082,0.8,0.91281,0.033
1613509,7.645,5.7,0.27356,0.231
1613510,7.812,4.96,0.27356,0.231
1613511,6.88,3.88,0.32442,0.209
1613512,8.602,5.36,0.18889,0.275
1613513,7.084,3.63,0.32442,0.209
1613514,7.119,4.01,0.38107,0.187
1613515,8.602,5.58,0.18889,0.275
1613516,8.293,5.5,0.18889,0.275
1613517,5.67,5.16,0.22844,0.253
1613518,6.076,6.69,0.15463,0.297
1613519,4.418,7.09,0.0798,0.363
1613520,1.371,5.09,0.22844,0.253
1613521,1.085,5.54,0.22844,0.253
1613522,1.746,6.27,0.15463,0.297
1613523,2.335,6.25,0.12531,0.319
1613524,2.986,6.47,0.04874,0.407
1613525,1.874,5.28,0.15463,0.297
1613526,1.963,5.76,0.12531,0.319
1613527,1.275,5.04,0.15463,0.297
1613528,1.247,4.95,0.18889,0.275
1613529,1.995,5.54,0.0375,0.429
1613530,2.188,4.41,0.18889,0.275
1613531,2.408,4.23,0.22844,0.253
1613532,0.88,1.83,0.32442,0.209
1613533,0.844,4.07,0.15463,0.297
1613534,1.05,4.14,0.12531,0.319
1613535,-0.025,-0.18,1,-0.011
1613536,0.048,0.4,0.82667,0.055
1613537,0.006,0.05,1,0.011
1613538,0.103,0.62,0.74256,0.077
1615910,6.915,5.28,0.22844,0.253
1615911,6.793,4.23,0.27356,0.231
1615912,6.675,3.72,0.38107,0.187
1615913,5.019,2.56,0.32442,0.209
1615914,5.197,2.6,0.32442,0.209
1615915,7,3.34,0.38107,0.187
1615916,6.88,3.16,0.18889,0.275
1615917,6.785,3.51,0.44342,0.165
1615918,8.027,4.87,0.27356,0.231
1615919,6.61,5.3,0.22844,0.253
1615920,4.948,6.52,0.15463,0.297
1615921,3.748,7.46,0.0627,0.385
1615922,3.305,7.22,0.0798,0.363
1615923,1.837,5.34,0.15463,0.297
1615924,3.149,7.24,0.04874,0.407
1615925,1.793,5.38,0.10052,0.341
1615926,3.152,6.85,0.0375,0.429
1615927,3.485,6.79,0.0375,0.429
1615928,2.265,5.99,0.0627,0.385
1615929,2.13,6.64,0.02854,0.451
1615930,1.347,5.11,0.12531,0.319
1615931,2.246,5.03,0.12531,0.319
1615932,2.514,4.47,0.22844,0.253
1615933,2.718,3.87,0.27356,0.231
1615934,1.134,2.31,0.32442,0.209
1615935,0.945,2.12,0.38107,0.187
1615936,0.694,2.42,0.22844,0.253
1615937,0.345,1.99,0.74256,0.077
1615938,0.035,0.23,1,0.011
1615939,0.037,0.25,1,0.011
1615940,0.105,0.7,0.82667,0.055
1618310,3.261,3.76,0.22844,0.253
1618311,4.921,4.7,0.18889,0.275
1618312,4.977,4.53,0.27356,0.231
1618313,6.347,5.02,0.22844,0.253
1618314,7.628,4.89,0.27356,0.231
1618315,4.895,2.5,0.32442,0.209
1618316,5.865,2.57,0.27356,0.231
1618317,6.975,3,0.32442,0.209
1618318,6.079,2.59,0.32442,0.209
1618319,7.45,3.36,0.32442,0.209
1618320,7.264,3.99,0.38107,0.187
1618321,6.7,5.75,0.22844,0.253
1618322,4.637,7.08,0.0798,0.363
1618323,5.6,6.42,0.12531,0.319
1618324,2.321,6.2,0.10052,0.341
1618325,4.499,8.63,0.0798,0.363
1618326,4.397,7.47,0.0375,0.429
1618327,4.028,7.12,0.04874,0.407
1618328,3.412,6.93,0.04874,0.407
1618329,3.983,5.87,0.0798,0.363
1618330,3.548,6.46,0.0627,0.385
1618331,2.387,6.26,0.02149,0.473
1618332,2.139,4.92,0.04874,0.407
1618333,2.335,4.56,0.15463,0.297
1618334,2.808,4.52,0.18889,0.275
1618335,2.82,3.9,0.22844,0.253
1618336,2.68,3.66,0.27356,0.231
1618337,1.09,1.9,0.51122,0.143
1618338,0.944,2.5,0.58407,0.121
1618339,0.912,2.97,0.51122,0.143
1618340,0.642,2.53,0.15463,0.297
1620712,4.903,4.69,0.27356,0.231
1620713,6.602,4.57,0.32442,0.209
1620714,6.887,4.5,0.38107,0.187
1620715,6.629,3.62,0.38107,0.187
1620716,4.758,2.43,0.32442,0.209
1620717,4.936,2.44,0.44342,0.165
1620718,4.879,2.44,0.38107,0.187
1620719,6.595,3.22,0.44342,0.165
1620720,6.881,3.02,0.27356,0.231
1620721,6.61,2.93,0.27356,0.231
1620722,8.418,4.84,0.38107,0.187
1620723,8.051,5.92,0.18889,0.275
1620724,6.643,5.68,0.22844,0.253
1620725,5.276,7.61,0.0627,0.385
1620726,4.216,8.58,0.0627,0.385
1620727,4.325,7.9,0.04874,0.407
1620728,4.601,6.47,0.0627,0.385
1620729,4.57,5.77,0.10052,0.341
1620730,3.953,7.19,0.04874,0.407
1620731,4.242,4.9,0.15463,0.297
1620732,3.404,5.61,0.10052,0.341
1620733,3.505,6.75,0.0627,0.385
1620734,2.984,5.52,0.0798,0.363
1620735,2.563,4.06,0.18889,0.275
1620736,2.811,4.04,0.22844,0.253
1620737,1.757,2.93,0.32442,0.209
1620738,0.877,1.79,0.44342,0.165
1620739,1.194,3.24,0.51122,0.143
1620740,0.85,3.08,0.22844,0.253
1623115,5.916,4.71,0.27356,0.231
1623116,6.81,4.1,0.32442,0.209
1623117,4.477,2.15,0.51122,0.143
1623118,4.561,1.82,0.44342,0.165
1623119,4.06,1.47,0.74256,0.077
1623120,5.573,2.08,0.58407,0.121
1623121,5.933,2.5,0.38107,0.187
1623122,4.097,1.65,0.51122,0.143
1623123,4.396,1.8,0.44342,0.165
1623124,4.826,2.02,0.32442,0.209
1623125,7.398,3.85,0.32442,0.209
1623126,8.18,6.2,0.18889,0.275
1623127,5.787,6.39,0.15463,0.297
1623128,4.598,8.87,0.0798,0.363
1623129,2.692,7.51,0.0798,0.363
1623130,4.548,7.34,0.0627,0.385
1623131,4.866,5.26,0.18889,0.275
1623132,4.697,5.28,0.15463,0.297
1623133,5.149,5.2,0.27356,0.231
1623134,4.006,4.65,0.18889,0.275
1623135,3.816,4.21,0.15463,0.297
1623136,3.245,4.1,0.18889,0.275
1623137,3.441,4.5,0.15463,0.297
1623138,2.93,4.67,0.18889,0.275
1623139,1.34,3.25,0.32442,0.209
1623140,1.258,4.13,0.18889,0.275
1623141,0.968,3.76,0.15463,0.297
1623142,0.654,3.18,0.38107,0.187
1625520,4.738,2.21,0.32442,0.209
1625521,4.035,1.46,0.51122,0.143
1625522,5.291,1.97,0.58407,0.121
1625523,4.858,1.81,0.51122,0.143
1625524,5.708,2.02,0.44342,0.165
1625525,4.397,1.48,0.51122,0.143
1625526,4.662,1.74,0.44342,0.165
1625527,5.56,2.97,0.44342,0.165
1625528,7.71,5.36,0.18889,0.275
1625529,5.014,6.68,0.0798,0.363
1625530,5.161,5.9,0.15463,0.297
1625531,4.751,8.3,0.0627,0.385
1625532,4.281,6.5,0.0798,0.363
1625533,4.629,6.04,0.10052,0.341
1625534,5.539,5.7,0.18889,0.275
1625535,5.644,5.3,0.15463,0.297
1625536,5.035,4.69,0.15463,0.297
1625537,4.001,3.59,0.22844,0.253
