"nie_malla_modi_id","sen_slope_prem01","sen_slope_per_prem01","p_value_prem01","tau_prem01"
1589498,3.603,5.93,0.32442,0.209
1591900,3.72,6.06,0.32442,0.209
1591901,3.312,6.92,0.22844,0.253
1591914,2.113,6.95,0.15463,0.297
1591915,2.113,7,0.15463,0.297
1594301,4.125,6.4,0.27356,0.231
1594302,3.815,6.23,0.32442,0.209
1594303,3.878,6.61,0.22844,0.253
1594310,2.757,6.76,0.22844,0.253
1594311,2.698,6.76,0.22844,0.253
1594312,2.651,6.72,0.22844,0.253
1594315,2.398,7.39,0.29754,0.22
1594316,2.073,6.81,0.15463,0.297
1596703,3.94,6.26,0.27356,0.231
1596704,3.867,6.34,0.32442,0.209
1596705,3.86,6.57,0.22844,0.253
1596711,2.781,6.9,0.27356,0.231
1596712,2.725,6.82,0.27356,0.231
1596713,2.671,6.78,0.22844,0.253
1596714,2.626,6.7,0.22844,0.253
1596715,2.594,6.6,0.22844,0.253
1596716,2.266,7.2,0.22844,0.253
1596717,2.262,7.27,0.22844,0.253
1596718,2.244,7.27,0.22844,0.253
1596719,2.232,7.34,0.22844,0.253
1599103,4.279,6.32,0.22844,0.253
1599104,4.175,6.37,0.27356,0.231
1599105,4.085,6.38,0.27356,0.231
1599106,3.966,6.45,0.32442,0.209
1599107,3.844,6.54,0.22844,0.253
1599108,3.235,6.82,0.27356,0.231
1599114,2.715,6.76,0.22844,0.253
1599115,2.649,6.76,0.18889,0.275
1599116,2.609,6.66,0.18889,0.275
1599117,2.562,6.63,0.18889,0.275
1599118,2.182,6.69,0.22844,0.253
1599119,2.162,6.72,0.22844,0.253
1599120,2.136,6.86,0.18889,0.275
1599121,2.1,6.8,0.18889,0.275
1601504,4.39,6.18,0.27356,0.231
1601505,4.314,6.17,0.27356,0.231
1601506,4.192,6.27,0.22844,0.253
1601507,4.094,6.29,0.22844,0.253
1601508,4.178,6.63,0.32442,0.209
1601509,3.829,6.48,0.22844,0.253
1601510,3.493,7.16,0.27356,0.231
1601516,2.701,6.67,0.22844,0.253
1601517,2.64,6.65,0.22844,0.253
1601518,2.606,6.49,0.22844,0.253
1601519,2.124,6.19,0.22844,0.253
1601520,2.277,6.19,0.22844,0.253
1601521,2.082,6.09,0.18889,0.275
1601522,2.038,6.24,0.18889,0.275
1601523,2.014,6.25,0.18889,0.275
1601524,1.941,6.3,0.22844,0.253
1601525,1.936,6.32,0.27356,0.231
1603905,4.31,5.36,0.27356,0.231
1603906,4.402,6.02,0.27356,0.231
1603907,4.215,5.77,0.27356,0.231
1603908,4.11,6.07,0.22844,0.253
1603909,4.119,6.15,0.22844,0.253
1603910,3.991,6.21,0.22844,0.253
1603911,3.863,6.42,0.22844,0.253
1603912,3.49,7.1,0.27356,0.231
1603918,2.672,6.69,0.32442,0.209
1603919,2.624,6.57,0.22844,0.253
1603920,2.601,6.37,0.22844,0.253
1603921,2.148,5.95,0.22844,0.253
1603922,2.274,5.85,0.27356,0.231
1603923,2.135,5.84,0.18889,0.275
1603924,2.017,5.75,0.18889,0.275
1603925,1.957,5.95,0.22844,0.253
1603926,1.924,6.04,0.22844,0.253
1603927,1.889,6.13,0.27356,0.231
1606307,4.51,5.95,0.27356,0.231
1606308,4.469,5.88,0.27356,0.231
1606309,4.148,5.69,0.27356,0.231
1606310,4.125,5.91,0.27356,0.231
1606311,4.143,6.01,0.22844,0.253
1606312,3.991,6.14,0.22844,0.253
1606313,3.828,6.29,0.22844,0.253
1606314,3.706,6.33,0.22844,0.253
1606315,3.157,6.58,0.27356,0.231
1606320,2.679,6.49,0.32442,0.209
1606321,2.618,6.47,0.22844,0.253
1606322,2.589,6.28,0.22844,0.253
1606323,2.17,5.87,0.18889,0.275
1606324,2.43,6.15,0.22844,0.253
1606325,2.33,5.84,0.22844,0.253
