"nie_malla_modi_id","sen_slope_tempsp","sen_slope_per_tempsp","p_value_tempsp","tau_tempsp"
1700102,0.078,0.61,0.27356,0.231
1700103,0.076,0.59,0.27356,0.231
1700104,0.076,0.57,0.27356,0.231
1700105,0.08,0.62,0.27356,0.231
1700106,0.076,0.58,0.27356,0.231
1700107,0.082,0.59,0.27356,0.231
1700108,0.11,0.75,0.27356,0.231
1700109,0.152,1,0.32442,0.209
1700110,0.112,0.7,0.32442,0.209
1702321,0.079,0.63,0.44342,0.165
1702322,0.083,0.67,0.44342,0.165
1702323,0.083,0.68,0.44342,0.165
1702324,0.081,0.68,0.44342,0.165
1702325,0.083,0.71,0.44342,0.165
1702326,0.08,0.67,0.44342,0.165
1702327,0.079,0.67,0.44342,0.165
1702328,0.079,0.67,0.44342,0.165
1702329,0.077,0.65,0.44342,0.165
1702330,0.076,0.64,0.44342,0.165
1702331,0.08,0.69,0.44342,0.165
1702332,0.084,0.71,0.44342,0.165
1702333,0.09,0.78,0.41085,0.176
1702334,0.09,0.77,0.38107,0.187
1702335,0.091,0.77,0.44342,0.165
1702336,0.089,0.77,0.38107,0.187
1702337,0.09,0.82,0.44342,0.165
1702338,0.088,0.89,0.51122,0.143
1702339,0.094,1.05,0.58407,0.121
1702340,0.098,1.16,0.58407,0.121
1702341,0.102,1.26,0.58407,0.121
1702342,0.102,1.29,0.58407,0.121
1702343,0.104,1.5,0.58407,0.121
1702344,0.108,1.51,0.58407,0.121
1702345,0.098,1.52,0.58407,0.121
1702346,0.083,1.17,0.58407,0.121
1702347,0.09,1.16,0.51122,0.143
1702348,0.098,1.17,0.51122,0.143
1702349,0.106,1.41,0.51122,0.143
1702350,0.11,1.55,0.51122,0.143
1702351,0.081,1.61,0.66142,0.099
1702352,0.11,1.9,0.58407,0.121
1702353,0.09,1.75,0.51122,0.143
1702354,0.089,1.96,0.51122,0.143
1702355,0.091,2.11,0.476,0.154
1702356,0.092,2.15,0.54644,0.132
1702357,0.088,2.28,0.66142,0.099
1702358,0.085,2.2,0.66142,0.099
1702359,0.086,2.7,0.58407,0.121
1702360,0.085,3.23,0.58407,0.121
1702361,0.087,4.93,0.51122,0.143
1702362,0.09,4.45,0.58407,0.121
1702363,0.092,4.04,0.66142,0.099
1702364,0.094,4.76,0.66142,0.099
1702365,0.097,5.38,0.66142,0.099
1702366,0.101,7.29,0.66142,0.099
1702367,0.103,9.42,0.66142,0.099
1702368,0.105,16.96,0.66142,0.099
1702369,0.108,114.55,0.66142,0.099
1702370,0.109,9.81,0.66142,0.099
1702371,0.109,5.41,0.66142,0.099
1702372,0.106,8.92,0.66142,0.099
1702373,0.103,15.9,0.66142,0.099
1702374,0.095,41.56,0.66142,0.099
1702375,0.087,53.19,0.44342,0.165
1702376,0.083,52.34,0.38107,0.187
1702377,0.076,40.61,0.38107,0.187
1702378,0.089,19.25,0.44342,0.165
1702379,0.092,21.04,0.44342,0.165
1702380,0.092,50.28,0.44342,0.165
1702381,0.091,10.73,0.44342,0.165
1702382,0.091,4.88,0.44342,0.165
1702383,0.092,11.52,0.44342,0.165
1702384,0.09,12.38,0.44342,0.165
1702385,0.08,11.3,0.51122,0.143
1702386,0.065,12.25,0.51122,0.143
1702387,0.068,5.4,0.51122,0.143
1702388,0.078,3.65,0.51122,0.143
1702389,0.076,2.95,0.51122,0.143
1702390,0.056,1.98,0.74256,0.077
1702391,0.052,1.67,0.74256,0.077
1702392,0.063,1.48,0.74256,0.077
1702393,0.059,1.25,0.74256,0.077
1702394,0.055,1.02,0.74256,0.077
1702395,0.049,0.76,0.74256,0.077
1702396,0.05,0.87,0.74256,0.077
1702397,0.05,1.1,0.74256,0.077
1702398,0.043,1.19,0.74256,0.077
1702399,0.02,0.79,0.74256,0.077
1702400,0.02,0.81,0.74256,0.077
1702401,0.033,1.12,0.74256,0.077
1702402,0.04,1.17,0.74256,0.077
1702403,0.049,1.21,0.74256,0.077
1702404,0.048,1.11,0.74256,0.077
1702405,0.044,0.89,0.82667,0.055
1702406,0.038,0.71,0.82667,0.055
1702407,0.038,0.66,0.82667,0.055
1702408,0.039,0.78,0.82667,0.055
1702409,0.037,0.86,0.82667,0.055
1702410,0.051,1.28,0.74256,0.077
1702411,0.033,0.77,0.66142,0.099
1702412,0.025,0.6,0.66142,0.099
1702413,0.028,0.6,0.74256,0.077
1702414,0.042,0.79,0.82667,0.055
1702415,0.047,0.74,0.74256,0.077
1702416,0.032,0.45,0.82667,0.055
1702417,0.035,0.49,0.82667,0.055
1702418,0.037,0.58,0.91281,0.033
1702419,0.036,0.6,0.91281,0.033
1702420,0.033,0.48,0.95628,0.022
1702421,0.018,0.23,1,0.011
1702422,0.01,0.12,1,0.011
1702423,0.008,0.09,1,0.011
1702424,0,0,1,0
1702425,-0.018,-0.18,1,-0.011
1702426,-0.017,-0.19,1,-0.011
1702427,0.035,0.39,0.91281,0.033
1702428,0.04,0.47,0.91281,0.033
1702429,0.048,0.62,0.82667,0.055
1702430,0.058,0.83,0.82667,0.055
1702431,0.059,0.9,0.82667,0.055
1702432,0.059,0.91,0.82667,0.055
1702433,0.055,0.7,0.82667,0.055
1702434,0.052,0.58,0.74256,0.077
1702435,0.055,0.65,0.66142,0.099
1702436,0.098,1.3,0.66142,0.099
1702437,0.098,1.32,0.66142,0.099
1702438,0.071,0.84,0.66142,0.099
1702443,0.155,1.99,0.27356,0.231
1702444,0.159,2.16,0.27356,0.231
1702445,0.163,2.4,0.27356,0.231
1702446,0.165,2.61,0.27356,0.231
1702447,0.165,2.55,0.29754,0.22
1702448,0.167,2.41,0.27356,0.231
1702449,0.159,2.11,0.27356,0.231
1702450,0.156,1.89,0.27356,0.231
1702451,0.149,1.58,0.15463,0.297
1702452,0.141,1.42,0.15463,0.297
1702453,0.153,1.67,0.15463,0.297
1702454,0.158,1.82,0.18889,0.275
1702455,0.158,2.01,0.27356,0.231
1702456,0.159,2.2,0.29754,0.22
1702457,0.158,2.13,0.32442,0.209
1702458,0.157,1.91,0.32442,0.209
1702459,0.142,1.6,0.32442,0.209
1702460,0.136,1.38,0.38107,0.187
1702461,0.136,1.49,0.44342,0.165
1702462,0.138,1.5,0.44342,0.165
1702463,0.136,1.42,0.38107,0.187
1702464,0.14,1.4,0.27356,0.231
1702465,0.145,1.41,0.27356,0.231
1702466,0.14,1.47,0.22844,0.253
1702467,0.142,1.61,0.24958,0.242
1702468,0.146,1.73,0.22844,0.253
1702469,0.149,1.74,0.22844,0.253
1702470,0.15,1.73,0.18889,0.275
1702471,0.156,1.91,0.22844,0.253
1702472,0.159,1.94,0.22844,0.253
1702473,0.157,1.92,0.18889,0.275
1702474,0.155,1.88,0.17048,0.286
1702475,0.158,2,0.2073,0.264
1702476,0.16,1.91,0.18889,0.275
1702477,0.163,1.93,0.22844,0.253
1702478,0.167,2.05,0.22844,0.253
1702479,0.167,1.95,0.22844,0.253
1702480,0.163,1.85,0.22844,0.253
1702481,0.15,1.61,0.12531,0.319
1702482,0.139,1.4,0.12531,0.319
1702483,0.084,0.83,0.41085,0.176
1702484,0.082,0.75,0.32442,0.209
1702485,0.081,0.73,0.32442,0.209
1702486,0.088,0.74,0.38107,0.187
1702487,0.087,0.72,0.38107,0.187
1702488,0.086,0.73,0.38107,0.187
1702489,0.088,0.76,0.38107,0.187
1702490,0.086,0.79,0.38107,0.187
1702491,0.09,0.83,0.38107,0.187
1702492,0.084,0.72,0.38107,0.187
1702493,0.082,0.66,0.35131,0.198
1702494,0.092,0.69,0.29754,0.22
1702495,0.08,0.62,0.32442,0.209
1702496,0.078,0.62,0.27356,0.231
1702497,0.082,0.7,0.32442,0.209
1702498,0.081,0.72,0.32442,0.209
1702499,0.08,0.7,0.32442,0.209
1702500,0.082,0.7,0.32442,0.209
1702501,0.08,0.68,0.32442,0.209
1702502,0.083,0.71,0.32442,0.209
1702503,0.078,0.63,0.27356,0.231
1702504,0.078,0.6,0.27356,0.231
1702505,0.075,0.54,0.22844,0.253
1702506,0.075,0.54,0.22844,0.253
1702507,0.076,0.56,0.22844,0.253
1702508,0.076,0.58,0.27356,0.231
1702509,0.076,0.56,0.22844,0.253
1702510,0.085,0.59,0.22844,0.253
1702511,0.15,0.99,0.32442,0.209
1702512,0.106,0.67,0.32442,0.209
1702513,0.116,0.71,0.27356,0.231
1704721,0.08,0.64,0.44342,0.165
1704722,0.082,0.68,0.44342,0.165
1704723,0.084,0.7,0.44342,0.165
1704724,0.084,0.73,0.44342,0.165
1704725,0.084,0.69,0.44342,0.165
1704726,0.082,0.7,0.44342,0.165
1704727,0.083,0.77,0.44342,0.165
1704728,0.083,0.77,0.476,0.154
1704729,0.084,0.79,0.476,0.154
1704730,0.081,0.75,0.44342,0.165
1704731,0.081,0.75,0.44342,0.165
1704732,0.079,0.73,0.44342,0.165
1704733,0.082,0.74,0.44342,0.165
1704734,0.088,0.77,0.44342,0.165
1704735,0.091,0.81,0.44342,0.165
1704736,0.091,0.83,0.44342,0.165
1704737,0.09,0.82,0.44342,0.165
1704738,0.09,0.81,0.38107,0.187
1704739,0.091,0.85,0.44342,0.165
1704740,0.089,0.9,0.51122,0.143
1704741,0.088,0.94,0.51122,0.143
1704742,0.098,1.15,0.58407,0.121
1704743,0.094,1.1,0.58407,0.121
1704744,0.104,1.34,0.58407,0.121
1704745,0.104,1.39,0.58407,0.121
1704746,0.104,1.33,0.58407,0.121
1704747,0.085,1.05,0.51122,0.143
1704748,0.085,1.07,0.51122,0.143
1704749,0.093,1.21,0.51122,0.143
1704750,0.097,1.3,0.51122,0.143
1704751,0.106,1.53,0.54644,0.132
1704752,0.112,1.77,0.58407,0.121
1704753,0.092,1.65,0.58407,0.121
1704754,0.12,2.25,0.51122,0.143
1704755,0.095,1.76,0.51122,0.143
1704756,0.089,1.72,0.54644,0.132
1704757,0.088,1.47,0.58407,0.121
1704758,0.096,1.96,0.66142,0.099
1704759,0.088,2.11,0.66142,0.099
1704760,0.088,2.43,0.54644,0.132
1704761,0.087,2.31,0.66142,0.099
1704762,0.085,3.19,0.51122,0.143
1704763,0.086,4.25,0.51122,0.143
1704764,0.087,5.19,0.51122,0.143
1704765,0.09,4.8,0.58407,0.121
1704766,0.092,7.94,0.58407,0.121
1704767,0.092,5.74,0.66142,0.099
1704768,0.093,10.01,0.66142,0.099
1704769,0.098,14.83,0.66142,0.099
1704770,0.101,44.05,0.66142,0.099
1704771,0.102,13.42,0.58407,0.121
1704772,0.103,9.51,0.58407,0.121
1704773,0.1,18.92,0.58407,0.121
1704774,0.098,54.23,0.66142,0.099
1704775,0.092,19.72,0.66142,0.099
1704776,0.086,24.42,0.44342,0.165
1704777,0.081,333.53,0.38107,0.187
1704778,0.09,9.3,0.38107,0.187
1704779,0.09,11.1,0.44342,0.165
1704780,0.093,112.33,0.44342,0.165
1704781,0.092,11.12,0.44342,0.165
1704782,0.094,11.69,0.44342,0.165
1704783,0.093,13.56,0.44342,0.165
1704784,0.092,5.92,0.44342,0.165
1704785,0.094,19.46,0.44342,0.165
1704786,0.09,11.18,0.44342,0.165
1704787,0.086,6.42,0.44342,0.165
1704788,0.083,6.36,0.51122,0.143
1704789,0.054,2.63,0.51122,0.143
1704790,0.053,1.88,0.54644,0.132
1704791,0.053,1.57,0.58407,0.121
1704792,0.057,1.45,0.6217,0.11
1704793,0.063,1.56,0.74256,0.077
1704794,0.062,1.41,0.74256,0.077
1704795,0.058,1.13,0.74256,0.077
1704796,0.055,0.96,0.74256,0.077
1704797,0.047,0.69,0.74256,0.077
1704798,0.047,0.76,0.78398,0.066
1704799,0.05,1.05,0.74256,0.077
1704800,0.04,1.18,0.74256,0.077
1704801,0.02,0.78,0.74256,0.077
1704802,0.033,1.14,0.74256,0.077
1704803,0.043,1.22,0.74256,0.077
1704804,0.047,1.21,0.74256,0.077
1704805,0.047,1.1,0.74256,0.077
1704806,0.047,0.97,0.74256,0.077
1704807,0.038,0.66,0.82667,0.055
1704808,0.037,0.59,0.82667,0.055
1704809,0.04,0.63,0.82667,0.055
1704810,0.039,0.75,0.82667,0.055
1704811,0.041,0.85,0.82667,0.055
1704812,0.04,0.89,0.70113,0.088
1704813,0.017,0.36,0.66142,0.099
1704814,0.025,0.53,0.66142,0.099
1704815,0.033,0.61,0.82667,0.055
1704816,0.042,0.72,0.74256,0.077
1704817,0.042,0.69,0.74256,0.077
1704818,0.033,0.45,0.91281,0.033
1704819,0.035,0.47,1,0.011
1704820,0.035,0.53,0.95628,0.022
1704821,0.033,0.51,1,0.011
1704822,0.03,0.42,1,0.011
1704823,0.017,0.22,1,0.011
1704824,0.02,0.25,1,0.011
1704825,0.018,0.23,1,0.011
1704826,0.008,0.09,1,0.011
1704827,-0.015,-0.15,0.91281,-0.033
1704828,-0.015,-0.15,0.91281,-0.033
1704829,0.02,0.2,0.82667,0.055
1704830,0.028,0.32,0.91281,0.033
1704831,0.032,0.39,0.91281,0.033
1704832,0.044,0.58,0.82667,0.055
1704833,0.056,0.79,0.82667,0.055
1704834,0.058,0.84,0.82667,0.055
1704835,0.057,0.71,0.74256,0.077
1704836,0.044,0.49,0.82667,0.055
1704837,0.091,1.01,0.51122,0.143
1704838,0.096,1.16,0.51122,0.143
1704839,0.099,1.27,0.44342,0.165
1704840,0.105,1.23,0.32442,0.209
1704844,0.088,0.96,0.51122,0.143
1704845,0.152,1.82,0.27356,0.231
1704846,0.159,2.03,0.27356,0.231
1704847,0.163,2.24,0.24958,0.242
1704848,0.168,2.45,0.24958,0.242
1704849,0.169,2.44,0.24958,0.242
1704850,0.165,2.27,0.27356,0.231
1704851,0.156,1.92,0.22844,0.253
1704852,0.153,1.74,0.15463,0.297
1704853,0.149,1.56,0.15463,0.297
1704854,0.144,1.36,0.15463,0.297
1704855,0.154,1.62,0.15463,0.297
1704856,0.156,1.75,0.12531,0.319
1704857,0.161,1.96,0.18889,0.275
1704858,0.161,2.1,0.22844,0.253
1704859,0.158,2,0.29754,0.22
1704860,0.157,1.84,0.32442,0.209
1704861,0.15,1.62,0.32442,0.209
1704862,0.142,1.4,0.29754,0.22
1704863,0.138,1.41,0.38107,0.187
1704864,0.138,1.39,0.38107,0.187
1704865,0.142,1.4,0.27356,0.231
1704866,0.145,1.36,0.27356,0.231
1704867,0.142,1.36,0.18889,0.275
1704868,0.14,1.4,0.18889,0.275
1704869,0.144,1.5,0.12531,0.319
1704870,0.147,1.62,0.15463,0.297
1704871,0.151,1.65,0.13878,0.308
1704872,0.151,1.7,0.15463,0.297
1704873,0.159,1.88,0.18889,0.275
1704874,0.153,1.79,0.18889,0.275
1704875,0.157,1.82,0.18889,0.275
1704876,0.153,1.81,0.18889,0.275
1704877,0.167,1.96,0.2073,0.264
1704878,0.167,1.94,0.22844,0.253
1704879,0.164,1.87,0.22844,0.253
1704880,0.167,1.93,0.2073,0.264
1704881,0.163,1.83,0.22844,0.253
1704882,0.16,1.75,0.2073,0.264
1704883,0.157,1.67,0.2073,0.264
1704884,0.138,1.44,0.12531,0.319
1704885,0.093,0.96,0.44342,0.165
1704886,0.086,0.88,0.44342,0.165
1704887,0.081,0.79,0.38107,0.187
1704888,0.082,0.75,0.32442,0.209
1704889,0.086,0.73,0.38107,0.187
1704890,0.087,0.67,0.32442,0.209
1704891,0.084,0.69,0.38107,0.187
1704892,0.084,0.72,0.38107,0.187
1704893,0.082,0.74,0.32442,0.209
1704894,0.082,0.7,0.32442,0.209
1704895,0.079,0.63,0.29754,0.22
1704896,0.084,0.63,0.29754,0.22
1704897,0.079,0.6,0.32442,0.209
1704898,0.082,0.65,0.27356,0.231
1704899,0.08,0.67,0.32442,0.209
1704900,0.08,0.69,0.32442,0.209
1704901,0.082,0.69,0.32442,0.209
1704902,0.08,0.65,0.27356,0.231
1704903,0.076,0.61,0.27356,0.231
1704904,0.078,0.64,0.27356,0.231
1704905,0.08,0.66,0.32442,0.209
1704906,0.08,0.63,0.27356,0.231
1704907,0.075,0.56,0.22844,0.253
1704908,0.073,0.52,0.22844,0.253
1704909,0.125,0.86,0.27356,0.231
1704910,0.076,0.56,0.22844,0.253
1704911,0.076,0.56,0.22844,0.253
1704912,0.078,0.55,0.22844,0.253
1704913,0.125,0.83,0.29754,0.22
1704914,0.104,0.66,0.32442,0.209
1707124,0.087,0.7,0.44342,0.165
1707125,0.082,0.68,0.44342,0.165
1707126,0.082,0.69,0.44342,0.165
1707127,0.082,0.73,0.44342,0.165
1707128,0.084,0.73,0.44342,0.165
1707129,0.084,0.77,0.44342,0.165
1707130,0.085,0.79,0.44342,0.165
1707131,0.084,0.79,0.44342,0.165
1707132,0.082,0.79,0.44342,0.165
1707133,0.082,0.79,0.44342,0.165
1707134,0.08,0.8,0.44342,0.165
1707135,0.084,0.78,0.44342,0.165
1707136,0.09,0.84,0.44342,0.165
1707137,0.09,0.85,0.44342,0.165
1707138,0.088,0.83,0.44342,0.165
1707139,0.088,0.85,0.44342,0.165
1707140,0.088,0.88,0.44342,0.165
1707141,0.088,0.8,0.44342,0.165
1707142,0.09,0.88,0.44342,0.165
1707143,0.088,0.86,0.476,0.154
1707144,0.09,0.96,0.66142,0.099
1707145,0.092,1.08,0.58407,0.121
1707146,0.098,1.21,0.58407,0.121
1707147,0.091,1.01,0.54644,0.132
1707148,0.092,1.03,0.54644,0.132
1707149,0.085,1.05,0.51122,0.143
1707150,0.085,1.04,0.51122,0.143
1707151,0.083,1.02,0.51122,0.143
1707152,0.09,1.22,0.51122,0.143
1707153,0.1,1.47,0.58407,0.121
1707154,0.112,1.79,0.51122,0.143
1707155,0.094,1.46,0.58407,0.121
1707156,0.093,1.4,0.51122,0.143
1707157,0.11,1.55,0.58407,0.121
1707158,0.085,1.22,0.58407,0.121
1707159,0.087,1.5,0.58407,0.121
1707160,0.096,2.13,0.58407,0.121
1707161,0.094,2.58,0.51122,0.143
1707162,0.087,2.69,0.44342,0.165
1707163,0.088,2.73,0.44342,0.165
1707164,0.086,3.01,0.44342,0.165
1707165,0.085,4.81,0.44342,0.165
1707166,0.085,6.36,0.44342,0.165
1707167,0.088,7.81,0.476,0.154
1707168,0.089,11.32,0.51122,0.143
1707169,0.09,9.79,0.51122,0.143
1707170,0.094,263.2,0.51122,0.143
1707171,0.092,13.2,0.51122,0.143
1707172,0.094,18.59,0.51122,0.143
1707173,0.095,10.96,0.51122,0.143
1707174,0.095,21.73,0.51122,0.143
1707175,0.091,56.37,0.51122,0.143
1707176,0.085,5.44,0.6217,0.11
1707177,0.086,7.11,0.44342,0.165
1707178,0.078,10.59,0.38107,0.187
1707179,0.089,7.39,0.38107,0.187
1707180,0.092,5.98,0.44342,0.165
1707181,0.092,10.12,0.44342,0.165
1707182,0.088,10.02,0.44342,0.165
1707183,0.08,5.48,0.44342,0.165
1707184,0.084,7.81,0.44342,0.165
1707185,0.094,17.31,0.44342,0.165
1707186,0.092,8.04,0.44342,0.165
1707187,0.093,15.17,0.44342,0.165
1707188,0.092,70.38,0.44342,0.165
1707189,0.082,8.29,0.44342,0.165
1707190,0.07,2.9,0.38107,0.187
1707191,0.057,2.25,0.44342,0.165
1707192,0.054,1.61,0.54644,0.132
1707193,0.057,1.38,0.58407,0.121
1707194,0.054,1.13,0.58407,0.121
1707195,0.06,1.13,0.66142,0.099
1707196,0.062,1.2,0.74256,0.077
1707197,0.059,1.13,0.74256,0.077
1707198,0.051,0.78,0.74256,0.077
1707199,0.047,0.63,0.74256,0.077
1707200,0.048,0.81,0.78398,0.066
1707201,0.051,1.07,0.74256,0.077
1707202,0.049,1.34,0.74256,0.077
1707203,0.027,0.92,0.74256,0.077
1707204,0.04,1.21,0.74256,0.077
1707205,0.047,1.22,0.74256,0.077
1707206,0.047,0.99,0.78398,0.066
1707207,0.047,0.91,0.74256,0.077
1707208,0.045,0.9,0.74256,0.077
1707209,0.034,0.56,0.82667,0.055
1707210,0.041,0.59,0.82667,0.055
1707211,0.041,0.66,0.82667,0.055
1707212,0.043,0.75,0.82667,0.055
1707213,0.042,0.82,0.74256,0.077
1707214,0.025,0.53,0.66142,0.099
1707215,0.02,0.37,0.66142,0.099
1707216,0.031,0.56,0.82667,0.055
1707217,0.04,0.7,0.78398,0.066
1707218,0.04,0.61,0.82667,0.055
1707219,0.029,0.41,0.91281,0.033
1707220,0.033,0.42,1,0.011
1707221,0.034,0.43,1,0.011
1707222,0.029,0.43,1,0.011
1707223,0.026,0.38,1,0.011
1707224,0.025,0.32,1,0.011
1707225,0.022,0.26,1,0.011
1707226,0.019,0.23,1,0.011
1707227,0.017,0.22,1,0.011
1707228,0.005,0.06,1,0.011
1707229,-0.01,-0.11,0.82667,-0.055
1707230,-0.012,-0.12,0.82667,-0.055
1707231,-0.012,-0.12,0.86935,-0.044
1707232,0.017,0.18,0.82667,0.055
1707233,0.024,0.28,0.82667,0.055
1707234,0.032,0.4,0.82667,0.055
1707235,0.038,0.5,0.82615,0.055
1707236,0.046,0.62,0.78398,0.066
1707237,0.05,0.62,0.74256,0.077
1707238,0.086,0.94,0.58407,0.121
1707239,0.089,0.92,0.58407,0.121
1707240,0.095,1.05,0.51122,0.143
1707241,0.099,1.14,0.44342,0.165
1707242,0.101,1.24,0.44342,0.165
1707243,0.108,1.15,0.32442,0.209
1707247,0.146,1.62,0.18889,0.275
1707248,0.151,1.79,0.2073,0.264
1707249,0.16,2.06,0.27356,0.231
1707250,0.165,2.23,0.27356,0.231
1707251,0.165,2.19,0.24958,0.242
1707252,0.165,2.1,0.18889,0.275
1707253,0.159,1.93,0.13878,0.308
1707254,0.153,1.69,0.12531,0.319
1707255,0.153,1.5,0.13878,0.308
1707256,0.151,1.38,0.15463,0.297
1707257,0.154,1.57,0.12531,0.319
1707258,0.16,1.74,0.12531,0.319
1707259,0.164,1.92,0.12531,0.319
1707260,0.166,2.04,0.15463,0.297
1707261,0.158,1.86,0.15463,0.297
1707262,0.153,1.72,0.13878,0.308
1707263,0.148,1.57,0.18889,0.275
1707264,0.148,1.45,0.22844,0.253
1707265,0.152,1.45,0.27356,0.231
1707266,0.15,1.41,0.27356,0.231
1707267,0.147,1.35,0.18889,0.275
1707268,0.14,1.25,0.15463,0.297
1707269,0.14,1.32,0.15463,0.297
1707270,0.146,1.48,0.12531,0.319
1707271,0.152,1.62,0.12531,0.319
1707272,0.148,1.56,0.12531,0.319
1707273,0.151,1.63,0.12531,0.319
1707274,0.163,1.79,0.12531,0.319
1707275,0.157,1.78,0.22844,0.253
1707276,0.157,1.83,0.2073,0.264
1707277,0.16,1.87,0.22844,0.253
1707278,0.166,1.85,0.2073,0.264
1707279,0.17,1.98,0.22844,0.253
1707280,0.167,1.92,0.22844,0.253
1707281,0.163,1.76,0.2073,0.264
1707282,0.163,1.8,0.22844,0.253
1707283,0.16,1.75,0.2073,0.264
1707284,0.155,1.62,0.15463,0.297
1707285,0.155,1.59,0.15463,0.297
1707286,0.136,1.34,0.12531,0.319
1707287,0.087,0.87,0.41085,0.176
1707288,0.082,0.79,0.38107,0.187
1707289,0.079,0.72,0.32442,0.209
1707290,0.079,0.68,0.32442,0.209
1707291,0.078,0.65,0.32442,0.209
1707292,0.08,0.63,0.38107,0.187
1707293,0.09,0.69,0.32442,0.209
1707294,0.082,0.65,0.38107,0.187
1707295,0.084,0.73,0.32442,0.209
1707296,0.081,0.68,0.32442,0.209
1707297,0.082,0.64,0.32442,0.209
1707298,0.088,0.63,0.27356,0.231
1707299,0.076,0.6,0.27356,0.231
1707300,0.08,0.65,0.27356,0.231
1707301,0.078,0.64,0.32442,0.209
1707302,0.078,0.63,0.27356,0.231
1707303,0.077,0.62,0.27356,0.231
1707304,0.077,0.6,0.27356,0.231
1707305,0.075,0.56,0.22844,0.253
1707306,0.075,0.59,0.27356,0.231
1707307,0.076,0.6,0.27356,0.231
1707308,0.075,0.58,0.27356,0.231
1707309,0.075,0.56,0.22844,0.253
1707310,0.095,0.67,0.22844,0.253
1707311,0.14,0.95,0.27356,0.231
1707312,0.075,0.54,0.22844,0.253
1707313,0.075,0.54,0.22844,0.253
1707314,0.08,0.56,0.22844,0.253
1707315,0.14,0.93,0.29754,0.22
1707316,0.102,0.64,0.32442,0.209
1707317,0.114,0.68,0.32297,0.209
1709527,0.093,0.73,0.44342,0.165
1709528,0.084,0.71,0.44342,0.165
1709529,0.085,0.77,0.44342,0.165
1709530,0.085,0.77,0.44342,0.165
1709531,0.086,0.79,0.44342,0.165
1709532,0.086,0.79,0.44342,0.165
1709533,0.087,0.85,0.44342,0.165
1709534,0.084,0.87,0.51122,0.143
1709535,0.085,0.86,0.51122,0.143
1709536,0.082,0.82,0.44342,0.165
1709537,0.082,0.78,0.44342,0.165
1709538,0.09,0.91,0.44342,0.165
1709539,0.09,0.88,0.44342,0.165
1709540,0.088,0.84,0.44342,0.165
1709541,0.088,0.87,0.44342,0.165
1709542,0.089,0.83,0.44342,0.165
1709543,0.089,0.78,0.38107,0.187
1709544,0.087,0.83,0.44342,0.165
1709545,0.088,0.91,0.41085,0.176
1709546,0.091,0.87,0.38107,0.187
1709547,0.092,0.95,0.38107,0.187
1709548,0.091,0.94,0.38107,0.187
1709549,0.092,0.91,0.38107,0.187
1709550,0.092,0.94,0.38107,0.187
1709551,0.093,0.97,0.38107,0.187
1709552,0.095,1.01,0.41085,0.176
1709553,0.087,1.03,0.51122,0.143
1709554,0.093,1.18,0.51122,0.143
1709555,0.104,1.38,0.51122,0.143
1709556,0.102,1.34,0.51122,0.143
1709557,0.1,1.27,0.51122,0.143
1709558,0.093,1.29,0.51122,0.143
1709559,0.12,1.85,0.58407,0.121
1709560,0.086,1.34,0.58407,0.121
1709561,0.095,1.71,0.58407,0.121
1709562,0.096,2.19,0.51122,0.143
1709563,0.095,2.69,0.476,0.154
1709564,0.092,3.33,0.51122,0.143
1709565,0.088,3.09,0.44342,0.165
1709566,0.088,3.27,0.44342,0.165
1709567,0.087,4.43,0.44342,0.165
1709568,0.086,9.26,0.44342,0.165
1709569,0.086,22.98,0.44342,0.165
1709570,0.087,20.64,0.44342,0.165
1709571,0.086,39.61,0.44342,0.165
1709572,0.086,15.76,0.44342,0.165
1709573,0.086,63.37,0.44342,0.165
1709574,0.088,102.67,0.44342,0.165
1709575,0.085,8.97,0.44342,0.165
1709576,0.085,12.17,0.44342,0.165
1709577,0.085,25.38,0.44342,0.165
1709578,0.083,6.92,0.38107,0.187
1709579,0.073,2.99,0.38107,0.187
1709580,0.092,3.81,0.38107,0.187
1709581,0.09,4.09,0.44342,0.165
1709582,0.087,4.08,0.44342,0.165
1709583,0.086,6.67,0.44342,0.165
1709584,0.078,4.65,0.44342,0.165
1709585,0.08,3.65,0.44342,0.165
1709586,0.08,5.28,0.41085,0.176
1709587,0.088,28.13,0.44342,0.165
1709588,0.09,15.5,0.44342,0.165
1709589,0.092,44.37,0.44342,0.165
1709590,0.088,63.83,0.44342,0.165
1709591,0.07,7.18,0.44342,0.165
1709592,0.072,3.03,0.38107,0.187
1709593,0.061,2.02,0.44342,0.165
1709594,0.062,1.59,0.51122,0.143
1709595,0.06,1.28,0.54644,0.132
1709596,0.06,1.07,0.58407,0.121
1709597,0.058,0.91,0.58407,0.121
1709598,0.056,0.81,0.66142,0.099
1709599,0.056,0.85,0.74256,0.077
1709600,0.051,0.76,0.74256,0.077
1709601,0.044,0.62,0.74256,0.077
1709602,0.048,0.8,0.74256,0.077
1709603,0.051,1.09,0.74256,0.077
1709604,0.037,1.06,0.74256,0.077
1709605,0.033,1.07,0.74256,0.077
1709606,0.046,1.08,0.74256,0.077
1709607,0.046,1.02,0.74256,0.077
1709608,0.046,0.9,0.78398,0.066
1709609,0.042,0.74,0.82667,0.055
1709610,0.042,0.78,0.82667,0.055
1709611,0.034,0.55,0.82667,0.055
1709612,0.046,0.6,0.82667,0.055
1709613,0.042,0.65,0.82667,0.055
