"nie_malla_modi_id","var"
1591914,"sp"
1591915,"sp"
1594315,"sp"
1594316,"sp"
1596716,"sp"
1596717,"sp"
1596718,"sp"
1596719,"sp"
1599120,"sp"
1599121,"sp"
1601524,"sp"
1601525,"sp"
1603926,"sp"
1603927,"sp"
1606329,"sp"
1606330,"sp"
1608732,"sp"
1611134,"sp"
1611135,"sp"
1613536,"sp"
1613537,"sp"
1635208,"sp"
1635209,"sp"
1635210,"sp"
1635211,"sp"
1635212,"sp"
1635213,"sp"
1637609,"sp"
1637610,"sp"
1637611,"sp"
1637612,"sp"
1637613,"sp"
1637614,"sp"
1637615,"sp"
1637616,"sp"
1637617,"sp"
1637618,"sp"
1640010,"sp"
1640011,"sp"
1640013,"sp"
1640014,"sp"
1640015,"sp"
1640016,"sp"
1640017,"sp"
1640018,"sp"
1640019,"sp"
1640020,"sp"
1640021,"sp"
1640022,"sp"
1640023,"sp"
1642418,"sp"
1642419,"sp"
1642420,"sp"
1642421,"sp"
1642422,"sp"
1642423,"sp"
1642424,"sp"
1642425,"sp"
1642426,"sp"
1642427,"sp"
1642428,"sp"
1644822,"sp"
1644823,"sp"
1644824,"sp"
1644825,"sp"
1644826,"sp"
1644827,"sp"
1644828,"sp"
1644829,"sp"
1644830,"sp"
1644831,"sp"
1644832,"sp"
1647225,"sp"
1647226,"sp"
1647227,"sp"
1647228,"sp"
1647229,"sp"
1647230,"sp"
1647231,"sp"
1647232,"sp"
1647233,"sp"
1647234,"sp"
1647235,"sp"
1647242,"sp"
1647243,"sp"
1649628,"sp"
1649629,"sp"
1649630,"sp"
1649631,"sp"
1649632,"sp"
1649633,"sp"
1649634,"sp"
1649635,"sp"
1649636,"sp"
1649637,"sp"
1649638,"sp"
1649639,"sp"
1649640,"sp"
1649641,"sp"
1649642,"sp"
1649643,"sp"
1649644,"sp"
1649645,"sp"
1652031,"sp"
1652032,"sp"
1652033,"sp"
1652034,"sp"
1652035,"sp"
1652036,"sp"
1652037,"sp"
1652038,"sp"
1652039,"sp"
1652040,"sp"
1652041,"sp"
1652042,"sp"
1652043,"sp"
1652044,"sp"
1652045,"sp"
1652046,"sp"
1652047,"sp"
1652048,"sp"
1654434,"sp"
1654435,"sp"
1654436,"sp"
1654437,"sp"
1654438,"sp"
1654439,"sp"
1654440,"sp"
1654441,"sp"
1654442,"sp"
1654443,"sp"
1654444,"sp"
1654445,"sp"
1654446,"sp"
1654447,"sp"
1654448,"sp"
1654449,"sp"
1654450,"sp"
1654451,"sp"
1656699,"sp"
1656837,"sp"
1656838,"sp"
1656839,"sp"
1656840,"sp"
1656841,"sp"
1656842,"sp"
1656843,"sp"
1656844,"sp"
1656845,"sp"
1656846,"sp"
1656847,"sp"
1656848,"sp"
1656849,"sp"
1656850,"sp"
1656851,"sp"
1656852,"sp"
1656853,"sp"
1656854,"sp"
1656857,"sp"
1656858,"sp"
1656859,"sp"
1656860,"sp"
1659099,"sp"
1659242,"sp"
1659243,"sp"
1659244,"sp"
1659245,"sp"
1659246,"sp"
1659247,"sp"
1659248,"sp"
1659249,"sp"
1659250,"sp"
1659251,"sp"
1659252,"sp"
1659253,"sp"
1659254,"sp"
1659255,"sp"
1659256,"sp"
1659257,"sp"
1659258,"sp"
1659259,"sp"
1659260,"sp"
1659261,"sp"
1659262,"sp"
1659263,"sp"
1661499,"sp"
1661501,"sp"
1661643,"sp"
1661645,"sp"
1661646,"sp"
1661647,"sp"
1661655,"sp"
1661656,"sp"
1661657,"sp"
1661658,"sp"
1661659,"sp"
1661660,"sp"
1661661,"sp"
1661662,"sp"
1661663,"sp"
1661664,"sp"
1661665,"sp"
1661666,"sp"
1661667,"sp"
1663900,"sp"
1663901,"sp"
1663902,"sp"
1663903,"sp"
1664045,"sp"
1664046,"sp"
1664047,"sp"
1664048,"sp"
1664050,"sp"
1664060,"sp"
1664061,"sp"
1664062,"sp"
1664063,"sp"
1664064,"sp"
1664065,"sp"
1664066,"sp"
1664067,"sp"
1664068,"sp"
1664069,"sp"
1664070,"sp"
1666300,"sp"
1666302,"sp"
1666303,"sp"
1666304,"sp"
1666305,"sp"
1666447,"sp"
1666448,"sp"
1666462,"sp"
1666463,"sp"
1666464,"sp"
1666465,"sp"
1666468,"sp"
1666469,"sp"
1666470,"sp"
1666471,"sp"
1666472,"sp"
1666473,"sp"
1666475,"sp"
1668702,"sp"
1668703,"sp"
1668704,"sp"
1668705,"sp"
1668706,"sp"
1668707,"sp"
1668865,"sp"
1668866,"sp"
1668867,"sp"
1668870,"sp"
1668871,"sp"
1668872,"sp"
1668873,"sp"
1668874,"sp"
1668875,"sp"
1668876,"sp"
1668877,"sp"
1668879,"sp"
1671104,"sp"
1671105,"sp"
1671106,"sp"
1671107,"sp"
1671108,"sp"
1671268,"sp"
1671269,"sp"
1671270,"sp"
1671273,"sp"
1671274,"sp"
1671275,"sp"
1671276,"sp"
1671277,"sp"
1671278,"sp"
1671279,"sp"
1671280,"sp"
1671281,"sp"
1671282,"sp"
1673508,"sp"
1673670,"sp"
1673671,"sp"
1673672,"sp"
1673676,"sp"
1673677,"sp"
1673678,"sp"
1673679,"sp"
1673680,"sp"
1673681,"sp"
1673682,"sp"
1673683,"sp"
1673684,"sp"
1673685,"sp"
1675910,"sp"
1675911,"sp"
1676070,"sp"
1676071,"sp"
1676072,"sp"
1676073,"sp"
1676074,"sp"
1676075,"sp"
1676079,"sp"
1676080,"sp"
1676081,"sp"
1676082,"sp"
1676083,"sp"
1676084,"sp"
1676085,"sp"
1676086,"sp"
1676087,"sp"
1676088,"sp"
1678314,"sp"
1678315,"sp"
1678472,"sp"
1678473,"sp"
1678474,"sp"
1678475,"sp"
1678476,"sp"
1678482,"sp"
1678483,"sp"
1678484,"sp"
1678485,"sp"
1678486,"sp"
1678487,"sp"
1678488,"sp"
1678489,"sp"
1678490,"sp"
