"nie_malla_modi_id","sen_slope_prem04","sen_slope_per_prem04","p_value_prem04","tau_prem04"
1589498,0.28,0.57,0.74256,0.077
1591900,0.24,0.48,0.82667,0.055
1591901,-0.148,-0.33,0.82667,-0.055
1591914,-1.81,-4.44,0.44342,-0.165
1591915,-1.802,-4.45,0.51122,-0.143
1594301,0.322,0.62,0.74256,0.077
1594302,0.244,0.49,0.82667,0.055
1594303,0.395,0.81,1,0.011
1594310,-1.613,-3.58,0.58407,-0.121
1594311,-1.852,-4.13,0.58407,-0.121
1594312,-2.028,-4.52,0.51122,-0.143
1594315,-1.891,-4.4,0.44342,-0.165
1594316,-1.802,-4.41,0.44342,-0.165
1596703,0.246,0.48,0.74256,0.077
1596704,0.261,0.52,0.91281,0.033
1596705,0.389,0.79,1,0.011
1596711,-1.39,-3.17,0.66142,-0.099
1596712,-1.827,-4.12,0.66142,-0.099
1596713,-2.037,-4.59,0.58407,-0.121
1596714,-1.942,-4.34,0.54644,-0.132
1596715,-2.078,-4.58,0.51122,-0.143
1596716,-1.84,-4.38,0.44342,-0.165
1596717,-1.824,-4.38,0.44342,-0.165
1596718,-1.81,-4.37,0.44342,-0.165
1596719,-1.789,-4.37,0.44342,-0.165
1599103,0.764,1.43,0.82667,0.055
1599104,0.466,0.89,0.74256,0.077
1599105,0.165,0.32,0.82667,0.055
1599106,0.231,0.46,1,0.011
1599107,0.382,0.78,1,0.011
1599108,-0.608,-1.31,0.74256,-0.077
1599114,-1.788,-4,0.66142,-0.099
1599115,-1.935,-4.37,0.66142,-0.099
1599116,-2.077,-4.63,0.58407,-0.121
1599117,-2.075,-4.62,0.51122,-0.143
1599118,-2.341,-5.41,0.44342,-0.165
1599119,-2.287,-5.34,0.44342,-0.165
1599120,-1.93,-4.63,0.44342,-0.165
1599121,-1.92,-4.63,0.44342,-0.165
1601504,0.957,1.71,0.82667,0.055
1601505,0.669,1.2,0.82667,0.055
1601506,0.386,0.72,0.91281,0.033
1601507,0.056,0.11,0.91281,0.033
1601508,0.144,0.27,1,0.011
1601509,0.366,0.73,1,0.011
1601510,-0.68,-1.42,0.74256,-0.077
1601516,-1.865,-4.13,0.66142,-0.099
1601517,-2.07,-4.6,0.66142,-0.099
1601518,-2.124,-4.61,0.66142,-0.099
1601519,-2.389,-5.3,0.44342,-0.165
1601520,-2.46,-5.17,0.51122,-0.143
1601521,-2.327,-5.18,0.44342,-0.165
1601522,-2.229,-5.15,0.44342,-0.165
1601523,-2.154,-5.03,0.44342,-0.165
1601524,-1.901,-4.59,0.44342,-0.165
1601525,-1.846,-4.48,0.44342,-0.165
1603905,1.175,1.95,0.74256,0.077
1603906,0.865,1.49,0.82667,0.055
1603907,0.58,0.99,1,0.011
1603908,0.284,0.52,1,0.011
1603909,-0.049,-0.09,1,-0.011
1603910,0.072,0.13,1,0.011
1603911,0.305,0.6,1,0.011
1603912,-0.71,-1.47,0.74256,-0.077
1603918,-1.86,-4.16,0.66142,-0.099
1603919,-2.098,-4.62,0.66142,-0.099
1603920,-2.152,-4.59,0.66142,-0.099
1603921,-2.427,-5.17,0.44342,-0.165
1603922,-2.336,-4.7,0.44342,-0.165
1603923,-2.19,-4.62,0.44342,-0.165
1603924,-2.281,-4.98,0.44342,-0.165
1603925,-2.141,-4.91,0.44342,-0.165
1603926,-1.959,-4.61,0.44342,-0.165
1603927,-1.813,-4.37,0.44342,-0.165
1606307,0.693,1.16,0.91281,0.033
1606308,0.771,1.27,1,0.011
1606309,0.478,0.81,1,0.011
1606310,0.183,0.32,1,0.011
1606311,-0.174,-0.3,1,-0.011
1606312,0.031,0.06,1,0.011
1606313,0.271,0.52,1,0.011
1606314,0.082,0.16,1,0.011
1606315,-0.968,-1.99,0.74256,-0.077
1606320,-1.995,-4.31,0.66142,-0.099
1606321,-2.12,-4.6,0.66142,-0.099
1606322,-2.173,-4.58,0.66142,-0.099
1606323,-2.086,-4.36,0.44342,-0.165
1606324,-2.456,-4.87,0.51122,-0.143
1606325,-2.489,-4.9,0.51122,-0.143
1606326,-2.249,-4.84,0.44342,-0.165
1606327,-2.16,-4.75,0.38107,-0.187
1606328,-1.857,-4.36,0.38107,-0.187
1606329,-1.9,-4.51,0.38107,-0.187
1606330,-1.87,-4.5,0.44342,-0.165
1608708,1.047,1.6,0.82667,0.055
1608709,0.637,1.02,0.91281,0.033
1608710,0.66,1.05,1,0.011
1608711,0.391,0.65,1,0.011
1608712,0.055,0.09,1,0.011
1608713,-0.266,-0.45,1,-0.011
1608714,0.041,0.08,1,0.011
1608715,0.145,0.27,1,0.011
1608716,0.017,0.03,1,0.011
1608717,-0.986,-2.01,0.74256,-0.077
1608718,-0.953,-2,0.74256,-0.077
1608719,-1.257,-2.61,0.74256,-0.077
1608720,-1.34,-2.81,0.74256,-0.077
1608721,-1.985,-4.2,0.66142,-0.099
1608723,-2.132,-4.58,0.66142,-0.099
1608724,-2.329,-5.06,0.44342,-0.165
1608725,-2.332,-4.72,0.44342,-0.165
1608726,-2.46,-4.88,0.476,-0.154
1608727,-2.38,-4.8,0.44342,-0.165
1608728,-2.141,-4.71,0.38107,-0.187
1608729,-2.053,-4.6,0.38107,-0.187
1608730,-1.886,-4.35,0.44342,-0.165
1608731,-1.869,-4.4,0.51122,-0.143
1608732,-1.806,-4.31,0.51122,-0.143
1611108,1.007,1.49,0.91281,0.033
1611110,0.965,1.41,0.91281,0.033
1611111,0.557,0.85,1,0.011
1611112,0.554,0.84,1,0.011
1611113,0.259,0.41,1,0.011
1611114,-0.064,-0.1,1,-0.011
1611115,-0.346,-0.57,1,-0.011
1611116,-0.183,-0.31,1,-0.011
1611117,-0.034,-0.06,1,-0.011
1611118,-0.003,-0.01,1,-0.011
1611119,-0.846,-1.72,0.74256,-0.077
1611120,-0.973,-2,0.74256,-0.077
1611121,-1.297,-2.65,0.74256,-0.077
1611122,-1.453,-2.85,0.74256,-0.077
1611123,-1.957,-4,0.66142,-0.099
1611124,-1.838,-3.89,0.66142,-0.099
1611125,-2.14,-4.58,0.66142,-0.099
1611126,-2.307,-4.98,0.44342,-0.165
1611127,-2.276,-4.65,0.38107,-0.187
1611128,-2.444,-4.8,0.51122,-0.143
1611129,-2.344,-4.71,0.44342,-0.165
1611130,-2.193,-4.59,0.38107,-0.187
1611131,-2.144,-4.51,0.51122,-0.143
1611132,-1.869,-4.28,0.51122,-0.143
1611133,-1.821,-4.25,0.51122,-0.143
1611134,-1.783,-4.23,0.51122,-0.143
1611135,-1.684,-4.04,0.51122,-0.143
1613509,1.012,1.51,0.82667,0.055
1613510,0.966,1.41,0.91281,0.033
1613511,0.911,1.3,0.91281,0.033
1613512,0.939,1.36,0.91281,0.033
1613513,0.537,0.79,1,0.011
1613514,0.443,0.67,1,0.011
1613515,0.151,0.23,1,0.011
1613516,-0.194,-0.3,1,-0.011
1613517,-0.365,-0.6,1,-0.011
1613518,-0.162,-0.28,1,-0.011
1613519,-0.15,-0.27,1,-0.011
1613520,-0.08,-0.16,1,-0.011
1613521,-0.797,-1.66,0.74256,-0.077
1613522,-0.987,-1.99,0.74256,-0.077
1613523,-1.235,-2.43,0.74256,-0.077
1613524,-1.447,-2.77,0.74256,-0.077
1613525,-1.965,-3.92,0.66142,-0.099
1613526,-2.24,-4.5,0.66142,-0.099
1613527,-2.179,-4.56,0.66142,-0.099
1613528,-2.062,-4.35,0.38107,-0.187
1613529,-2.357,-4.77,0.44342,-0.165
1613530,-2.43,-4.73,0.51122,-0.143
1613531,-2.239,-4.29,0.58407,-0.121
1613532,-2.309,-4.53,0.58407,-0.121
1613533,-1.95,-4.27,0.51122,-0.143
1613534,-2.001,-4.28,0.51122,-0.143
1613535,-1.836,-4.24,0.51122,-0.143
1613536,-1.802,-4.23,0.51122,-0.143
1613537,-1.78,-4.21,0.51122,-0.143
1613538,-2.03,-4.63,0.51122,-0.143
1615910,1.001,1.5,0.82667,0.055
1615911,0.948,1.38,0.91281,0.033
1615912,0.895,1.28,0.91281,0.033
1615913,0.822,1.15,0.91281,0.033
1615914,0.796,1.11,0.91281,0.033
1615915,0.619,0.9,1,0.011
1615916,0.334,0.48,1,0.011
1615917,0.016,0.02,1,0.011
1615918,-0.306,-0.47,1,-0.011
1615919,-0.425,-0.68,1,-0.011
1615920,-0.046,-0.08,1,-0.011
1615921,-0.148,-0.27,1,-0.011
1615922,-0.043,-0.08,1,-0.011
1615923,-0.191,-0.37,0.91281,-0.033
1615924,-0.878,-1.68,0.74256,-0.077
1615925,-1.387,-2.75,0.74256,-0.077
1615926,-1.57,-3.01,0.74256,-0.077
1615927,-1.842,-3.5,0.66142,-0.099
1615928,-2.235,-4.42,0.66142,-0.099
1615929,-2.259,-4.62,0.38107,-0.187
1615930,-2.102,-4.41,0.38107,-0.187
1615931,-2.417,-4.77,0.44342,-0.165
1615932,-2.345,-4.49,0.58407,-0.121
1615933,-2.311,-4.29,0.51122,-0.143
1615934,-2.283,-4.47,0.58407,-0.121
1615935,-2.179,-4.35,0.58407,-0.121
1615936,-2.016,-4.26,0.51122,-0.143
1615937,-1.877,-4.24,0.51122,-0.143
1615938,-1.93,-4.45,0.51122,-0.143
1615939,-1.99,-4.58,0.51122,-0.143
1615940,-1.85,-4.26,0.51122,-0.143
1618310,1.064,1.69,0.82667,0.055
1618311,1.023,1.58,0.82667,0.055
1618312,1.012,1.55,0.82667,0.055
1618313,0.973,1.46,0.82667,0.055
1618314,0.926,1.35,0.91281,0.033
1618315,0.796,1.11,0.91281,0.033
1618316,0.69,0.94,0.91281,0.033
1618317,0.511,0.73,1,0.011
1618318,0.207,0.3,1,0.011
1618319,-0.096,-0.14,1,-0.011
1618320,-0.435,-0.65,1,-0.011
1618321,-0.357,-0.58,1,-0.011
1618322,0.039,0.07,1,0.011
1618323,-0.33,-0.56,0.91281,-0.033
1618324,-0.249,-0.47,1,-0.011
1618325,-0.282,-0.52,0.91281,-0.033
1618326,-0.76,-1.4,0.66142,-0.099
1618327,-1.173,-2.18,0.74256,-0.077
1618328,-1.55,-2.95,0.66142,-0.099
