"nie_malla_modi_id","sen_slope_prem03","sen_slope_per_prem03","p_value_prem03","tau_prem03"
1589498,-2.13,-3.48,0.44342,-0.165
1591900,-2.153,-3.46,0.44342,-0.165
1591901,-0.922,-1.89,0.86935,-0.044
1591914,0.725,2.09,0.58407,0.121
1591915,0.73,2.13,0.58407,0.121
1594301,-2.059,-3.14,0.51122,-0.143
1594302,-2.187,-3.51,0.51122,-0.143
1594303,-2.31,-3.87,0.51122,-0.143
1594310,0.52,1.18,0.82667,0.055
1594311,0.394,0.91,0.91281,0.033
1594312,0.547,1.26,0.91281,0.033
1594315,0.88,2.33,0.74256,0.077
1594316,0.65,1.86,0.66142,0.099
1596703,-2.093,-3.28,0.44342,-0.165
1596704,-2.214,-3.57,0.51122,-0.143
1596705,-2.348,-3.91,0.51122,-0.143
1596711,0.144,0.33,1,0.011
1596712,0.387,0.89,0.82667,0.055
1596713,0.323,0.75,0.91281,0.033
1596714,0.348,0.8,0.91281,0.033
1596715,0.526,1.2,0.91281,0.033
1596716,0.685,1.87,0.82667,0.055
1596717,0.665,1.84,0.82667,0.055
1596718,0.64,1.79,0.82667,0.055
1596719,0.63,1.79,0.82667,0.055
1599103,-1.887,-2.75,0.51122,-0.143
1599104,-2.004,-3.01,0.44342,-0.165
1599105,-2.121,-3.24,0.51122,-0.143
1599106,-2.253,-3.58,0.51122,-0.143
1599107,-2.382,-3.95,0.51122,-0.143
1599108,-0.32,-0.65,0.91281,-0.033
1599114,0.302,0.69,1,0.011
1599115,0.27,0.63,0.91281,0.033
1599116,0.179,0.41,0.91281,0.033
1599117,0.274,0.63,0.91281,0.033
1599118,0.78,2.03,0.91281,0.033
1599119,0.686,1.81,0.91281,0.033
1599120,0.49,1.34,0.91281,0.033
1599121,0.404,1.12,0.91281,0.033
1601504,-1.804,-2.49,0.66142,-0.099
1601505,-1.914,-2.67,0.66142,-0.099
1601506,-2.028,-2.96,0.58407,-0.121
1601507,-2.155,-3.21,0.58407,-0.121
1601508,-2.282,-3.5,0.58407,-0.121
1601509,-2.424,-3.98,0.51122,-0.143
1601510,-0.245,-0.48,1,-0.011
1601516,0.255,0.57,1,0.011
1601517,0.276,0.63,1,0.011
1601518,0.186,0.41,0.91281,0.033
1601519,0.9,2.19,0.82667,0.055
1601520,1.084,2.43,0.82667,0.055
1601521,0.89,2.17,0.91281,0.033
1601522,0.673,1.74,0.91281,0.033
1601523,0.56,1.46,0.91281,0.033
1601524,0.24,0.66,0.95628,0.022
1601525,0.177,0.49,1,0.011
1603905,-1.64,-2.06,0.58407,-0.121
1603906,-1.832,-2.44,0.66142,-0.099
1603907,-1.66,-2.2,0.66142,-0.099
1603908,-2.063,-2.95,0.58407,-0.121
1603909,-1.935,-2.78,0.58407,-0.121
1603910,-1.943,-2.9,0.58407,-0.121
1603911,-2.237,-3.57,0.58407,-0.121
1603912,-0.289,-0.55,1,-0.011
1603918,0.143,0.32,1,0.011
1603919,0.251,0.56,1,0.011
1603920,0.197,0.43,0.91281,0.033
1603921,1.07,2.44,0.82667,0.055
1603922,1.187,2.49,0.66142,0.099
1603923,0.996,2.24,0.82667,0.055
1603924,1.067,2.51,0.82667,0.055
1603925,0.632,1.6,0.91281,0.033
1603926,0.388,1.02,1,0.011
1603927,0.145,0.4,1,0.011
1606307,-1.758,-2.26,0.66142,-0.099
1606308,-1.23,-1.56,0.66142,-0.099
1606309,-1.293,-1.71,0.66142,-0.099
1606310,-1.57,-2.16,0.58407,-0.121
1606311,-1.365,-1.89,0.51122,-0.143
1606312,-1.643,-2.41,0.51122,-0.143
1606313,-1.897,-2.97,0.51122,-0.143
1606314,-1.76,-2.85,0.51122,-0.143
1606315,0.052,0.1,1,0.011
1606320,0.192,0.42,1,0.011
1606321,0.257,0.56,1,0.011
1606322,0.186,0.39,0.91281,0.033
1606323,0.946,2.09,0.82667,0.055
1606324,0.993,2.03,0.66142,0.099
1606325,0.935,1.89,0.66142,0.099
1606326,0.75,1.72,0.82667,0.055
1606327,0.465,1.1,0.91281,0.033
1606328,-0.245,-0.64,1,-0.011
1606329,-0.222,-0.59,1,-0.011
1606330,-0.138,-0.37,1,-0.011
1608708,-0.485,-0.56,0.74256,-0.077
1608709,-1.118,-1.38,0.66142,-0.099
1608710,-1.035,-1.26,0.82667,-0.055
1608711,-1.235,-1.6,0.74256,-0.077
1608712,-0.96,-1.26,0.66142,-0.099
1608713,-0.933,-1.26,0.66142,-0.099
1608714,-1.487,-2.18,0.51122,-0.143
1608715,-1.307,-1.96,0.58407,-0.121
1608716,-1.468,-2.35,0.51122,-0.143
1608717,0,0,1,0
1608718,-0.084,-0.17,1,-0.011
1608719,-0.15,-0.3,1,-0.011
1608720,-0.202,-0.41,1,-0.011
1608721,-0.105,-0.22,1,-0.011
1608723,0.23,0.5,1,0.011
1608724,0.843,1.97,0.82667,0.055
1608725,0.783,1.65,0.74256,0.077
1608726,0.745,1.52,0.66142,0.099
