"nie_malla_modi_id","sen_slope","sen_slope_per","p_value","tau"
"1620740",0.167,2.4,0.32442,0.209
"1623115",0.667,3.64,0.58407,0.121
"1623116",0.776,3.35,0.38107,0.187
"1623117",0.628,2.29,0.38107,0.187
"1623118",0.74,2.3,0.22844,0.253
"1623119",0.636,1.82,0.22844,0.253
"1623120",0.516,1.52,0.22844,0.253
"1623121",0.836,2.52,0.32442,0.209
"1623122",0.771,2.22,0.32442,0.209
"1623123",0.836,2.42,0.27356,0.231
"1623124",1.119,3.29,0.27356,0.231
"1623125",0.97,3.39,0.22844,0.253
"1623126",1.042,4.91,0.32442,0.209
"1623127",0.943,6.05,0.12531,0.319
"1623128",0.678,6.84,0.12531,0.319
"1623129",0.407,5.6,0.15463,0.297
"1623130",0.947,7.7,0.0892,0.352
"1623131",0.965,5.61,0.12531,0.319
"1623132",1.002,5.95,0.10052,0.341
"1623133",0.9,4.85,0.15463,0.297
"1623134",0.83,4.77,0.12531,0.319
"1623135",0.891,4.88,0.18889,0.275
"1623136",0.82,5.02,0.15463,0.297
"1623137",0.71,4.44,0.18889,0.275
"1623138",0.634,4.64,0.22844,0.253
"1623139",0.386,3.96,0.22844,0.253
"1623140",0.275,3.68,0.27356,0.231
"1623141",0.226,3.46,0.32442,0.209
"1623142",0.185,3.38,0.38107,0.187
"1625520",0.556,1.98,0.32442,0.209
"1625521",0.487,1.39,0.22844,0.253
"1625522",0.67,1.97,0.22844,0.253
"1625523",0.67,1.81,0.22844,0.253
"1625524",0.798,2.07,0.38107,0.187
"1625525",0.765,1.9,0.38107,0.187
"1625526",0.892,2.37,0.32442,0.209
"1625527",0.745,2.66,0.22844,0.253
"1625528",1.122,4.91,0.12531,0.319
"1625529",0.854,6.35,0.15463,0.297
"1625530",0.946,6.15,0.12531,0.319
"1625531",0.8,7.32,0.12531,0.319
"1625532",0.71,5.71,0.10052,0.341
"1625533",0.983,6.59,0.10052,0.341
"1625534",1.083,5.91,0.10052,0.341
"1625535",1.216,6.07,0.10052,0.341
"1625536",1.05,5,0.12531,0.319
"1625537",0.943,4.37,0.12531,0.319
"1625538",0.892,4.12,0.22844,0.253
"1625539",0.732,4.58,0.18889,0.275
"1625540",0.405,3.43,0.38107,0.187
"1625541",0.445,5.02,0.12531,0.319
"1625542",0.241,4.09,0.27356,0.231
"1625543",0.204,3.59,0.32442,0.209
"1625544",0.1,2.18,0.66142,0.099
"1627925",0.61,1.51,0.51122,0.143
"1627926",0.679,1.7,0.32442,0.209
"1627927",0.593,1.45,0.51122,0.143
"1627928",0.861,2.41,0.22844,0.253
"1627929",0.463,1.67,0.22844,0.253
"1627930",1.003,4.86,0.38107,0.187
"1627931",1.004,5.59,0.18889,0.275
"1627932",0.841,6.25,0.12531,0.319
"1627933",0.841,5.37,0.12531,0.319
"1627934",0.85,6,0.15463,0.297
"1627935",1.068,5.75,0.15463,0.297
"1627936",1.18,5.27,0.0798,0.363
"1627937",0.993,4.39,0.0798,0.363
"1627938",1.233,5.91,0.10052,0.341
"1627939",0.863,5.14,0.15463,0.297
"1627940",0.747,5.01,0.15463,0.297
"1627941",0.602,4.63,0.18889,0.275
"1627942",0.448,4.86,0.12531,0.319
"1627943",0.319,4.58,0.22844,0.253
"1627944",0.28,3.87,0.18889,0.275
"1627945",0.214,3.58,0.35131,0.198
"1627946",0.163,3.05,0.51122,0.143
"1627947",0.135,2.64,0.51122,0.143
"1627948",0.148,2.55,0.66142,0.099
"1630328",0.565,1.24,0.58407,0.121
"1630329",0.482,1.09,0.58407,0.121
"1630330",0.774,2.03,0.27356,0.231
"1630331",0.63,2.22,0.32442,0.209
"1630332",1.004,4.82,0.32442,0.209
"1630333",1.104,5.45,0.15463,0.297
"1630334",0.886,5.8,0.18889,0.275
"1630335",1.018,5.19,0.22844,0.253
"1630336",1.034,5.83,0.18889,0.275
"1630337",0.875,3.43,0.10052,0.341
"1630338",0.932,3.93,0.10052,0.341
"1630339",0.877,3.75,0.15463,0.297
"1630340",0.837,4.52,0.15463,0.297
"1630341",0.61,5.16,0.18889,0.275
"1630342",0.604,5.45,0.15463,0.297
"1630343",0.476,4.82,0.15463,0.297
"1630344",0.34,4.73,0.12531,0.319
"1630345",0.382,3.9,0.27356,0.231
"1630346",0.265,2.48,0.51122,0.143
"1630347",0.234,3.07,0.32442,0.209
"1630348",0.216,3.66,0.38107,0.187
"1630349",0.169,2.38,0.41085,0.176
"1632730",0.658,1.35,0.44342,0.165
"1632731",0.504,1.19,0.51122,0.143
"1632732",0.749,2.13,0.18889,0.275
"1632733",0.658,2.21,0.27356,0.231
"1632734",0.625,2.16,0.18889,0.275
"1632735",1.099,4.74,0.22844,0.253
"1632736",1.088,5.29,0.27356,0.231
"1632737",0.917,3.74,0.12531,0.319
"1632738",0.86,3.43,0.0798,0.363
"1632739",0.871,3.01,0.15463,0.297
"1632740",0.918,3.18,0.12531,0.319
"1632741",0.963,4.39,0.10052,0.341
"1632742",0.752,4.28,0.27356,0.231
"1632743",0.709,4.2,0.27356,0.231
"1632744",0.694,4.63,0.27356,0.231
"1632745",0.624,4.3,0.22844,0.253
"1632746",0.453,3.69,0.32442,0.209
"1632747",0.557,3.83,0.38107,0.187
"1632748",0.436,3.63,0.38107,0.187
"1632749",0.317,3.52,0.22844,0.253
"1632750",0.199,2.33,0.27356,0.231
"1632754",0.16,2.99,0.58407,0.121
"1632755",0.189,3.19,0.58407,0.121
"1632756",0.115,2.41,0.58407,0.121
"1632775",0.325,6.33,0.0627,0.385
"1635130",0.445,1.08,0.58407,0.121
"1635131",0.402,0.86,0.66142,0.099
"1635132",0.429,0.89,0.38107,0.187
"1635133",0.3,0.64,0.66142,0.099
"1635134",0.534,1.4,0.44342,0.165
"1635135",0.419,1.07,0.44342,0.165
"1635136",0.902,2.78,0.12531,0.319
"1635137",0.685,2.55,0.15463,0.297
"1635138",0.707,2.84,0.18889,0.275
"1635139",0.769,2.61,0.10052,0.341
"1635140",0.96,2.98,0.15463,0.297
"1635141",0.826,2.42,0.22844,0.253
"1635142",1.009,3.62,0.12531,0.319
"1635143",0.987,4.75,0.15463,0.297
"1635144",0.925,4.59,0.12531,0.319
"1635145",0.823,3.67,0.18889,0.275
"1635146",0.745,3.35,0.2073,0.264
"1635147",0.628,3.63,0.32442,0.209
"1635148",0.622,3.63,0.32442,0.209
"1635149",0.505,3.14,0.32442,0.209
"1635150",0.42,3.2,0.32442,0.209
"1635151",0.264,2.44,0.51122,0.143
"1635152",0.217,2.81,0.32442,0.209
"1635154",0.082,1.77,0.82667,0.055
"1635155",0.156,2.94,0.51122,0.143
"1635156",0.155,2.55,0.44342,0.165
"1635157",0.032,0.43,0.95628,0.022
"1635158",0.162,2.86,0.51122,0.143
"1635169",0.292,5.51,0.27356,0.231
"1635170",0.295,5.64,0.15463,0.297
"1635174",0.22,4.25,0.12531,0.319
"1635175",0.382,6.8,0.27356,0.231
"1635176",0.27,4.85,0.22844,0.253
"1635177",0.459,7.22,0.18889,0.275
"1635178",0.27,4.83,0.15463,0.297
"1635180",0.388,6.52,0.27356,0.231
"1635181",0.33,4.88,0.38107,0.187
"1635184",0.324,6,0.18889,0.275
"1635185",0.336,6.19,0.15463,0.297
"1635208",-0.046,-1.51,0.91281,-0.033
"1635209",-0.03,-1.05,0.91281,-0.033
"1635210",-0.002,-0.1,0.86935,-0.044
"1635211",-0.002,-0.1,0.86935,-0.044
"1635212",-0.002,-0.1,0.86935,-0.044
"1635213",-0.01,-0.5,0.5791,-0.121
"1637531",0.6,1.97,0.27356,0.231
"1637532",0.505,1.29,0.44342,0.165
"1637533",0.342,0.79,0.66142,0.099
"1637534",0.406,0.92,0.74256,0.077
"1637535",0.45,0.98,0.74256,0.077
"1637536",0.61,1.26,0.66142,0.099
"1637537",0.211,0.51,0.91281,0.033
"1637538",0.65,2.01,0.15463,0.297
"1637539",0.61,2.12,0.29754,0.22
"1637540",0.634,2.21,0.32442,0.209
"1637541",0.565,1.6,0.32442,0.209
"1637542",0.5,1.34,0.58407,0.121
"1637543",0.38,0.95,0.82667,0.055
"1637544",0.87,2.79,0.22844,0.253
"1637545",0.718,2.89,0.18889,0.275
"1637546",0.772,3.11,0.18889,0.275
"1637547",0.855,3.22,0.18889,0.275
"1637548",0.77,3.17,0.15463,0.297
"1637549",0.655,3.19,0.18889,0.275
"1637550",0.641,3.8,0.32442,0.209
"1637551",0.58,4.13,0.27356,0.231
"1637552",0.405,3.11,0.44342,0.165
"1637553",0.258,2.39,0.51122,0.143
"1637554",0.252,3.39,0.27356,0.231
"1637555",0.245,3.69,0.29754,0.22
"1637556",0.227,3.55,0.32442,0.209
"1637557",0.113,1.35,0.6217,0.11
"1637558",0.065,0.73,0.74256,0.077
"1637559",0.171,1.99,0.66142,0.099
"1637560",0.074,0.98,0.82667,0.055
"1637566",0.105,1.45,0.58407,0.121
"1637567",0.14,1.5,0.74256,0.077
"1637571",0.399,6.05,0.32442,0.209
"1637576",0.426,6.55,0.22844,0.253
"1637577",0.473,6.43,0.32442,0.209
"1637578",0.465,6.34,0.32442,0.209
"1637579",0.477,5.67,0.27356,0.231
"1637580",0.45,5.91,0.32442,0.209
"1637584",0.415,5.25,0.38107,0.187
"1637585",0.237,3.05,0.58407,0.121
"1637586",0.355,3.95,0.51122,0.143
"1637587",0.365,5.54,0.32442,0.209
"1637594",0.436,3.27,0.82667,0.055
"1637607",0.09,1.7,0.74256,0.077
"1637608",0.009,0.2,0.95628,0.022
"1637609",-0.052,-1.54,0.66142,-0.099
"1637610",-0.045,-1.41,0.74256,-0.077
"1637611",0.002,0.06,1,0.011
"1637612",0.023,0.7,1,0.011
"1637613",-0.01,-0.32,0.95628,-0.022
"1637614",-0.001,-0.04,0.86896,-0.044
"1637615",0,0,1,0
"1637616",-0.007,-0.31,0.7408,-0.077
"1637617",-0.032,-1.64,0.50564,-0.143
"1637618",-0.036,-1.85,0.43741,-0.165
"1639929",0.574,3.47,0.476,0.154
"1639930",0.96,4.7,0.32442,0.209
"1639933",0.483,1.72,0.27356,0.231
"1639934",0.677,2.22,0.18889,0.275
"1639935",0.888,2.57,0.22844,0.253
"1639936",0.683,1.85,0.44205,0.165
"1639937",0.311,0.71,0.82667,0.055
"1639938",0.273,0.57,0.74256,0.077
"1639939",0.06,0.13,0.74256,0.077
"1639940",0.256,0.63,0.74256,0.077
"1639941",0.151,0.39,0.74256,0.077
"1639942",0.147,0.37,0.66142,0.099
"1639943",0.272,0.67,0.82667,0.055
"1639944",0.196,0.45,0.82667,0.055
"1639945",0.312,0.75,0.78398,0.066
"1639946",0.536,1.6,0.38107,0.187
"1639947",0.683,2.1,0.22844,0.253
"1639948",0.732,2.21,0.32442,0.209
"1639949",0.873,3.08,0.15463,0.297
"1639950",0.812,3.31,0.15463,0.297
"1639951",0.633,3.12,0.18889,0.275
"1639952",0.636,3.92,0.32442,0.209
"1639953",0.513,3.86,0.32442,0.209
"1639954",0.386,3.83,0.32442,0.209
"1639955",0.427,4.64,0.15463,0.297
"1639956",0.293,4.65,0.27356,0.231
"1639957",0.223,4.03,0.32442,0.209
"1639958",0.201,2.46,0.32442,0.209
"1639959",0.035,0.34,0.91281,0.033
"1639960",0.035,0.31,0.91281,0.033
"1639961",0.102,1.33,0.58407,0.121
"1639964",0.222,3.44,0.38107,0.187
"1639966",0.169,2.46,0.51122,0.143
"1639967",0.108,1.42,0.66142,0.099
"1639968",0.162,2.16,0.51122,0.143
"1639969",0.203,2.27,0.66142,0.099
"1639972",0.389,5.17,0.35131,0.198
"1639973",0.415,5.73,0.27356,0.231
"1639978",0.445,5.56,0.27356,0.231
"1639979",0.51,5.12,0.38107,0.187
"1639980",0.603,5.4,0.27356,0.231
"1639981",0.579,5.24,0.27356,0.231
"1639982",0.483,6.44,0.27356,0.231
"1639985",0.357,4.03,0.32442,0.209
"1639986",0.416,3.57,0.32442,0.209
"1639987",0.346,2.89,0.38107,0.187
"1639988",0.34,4.43,0.44342,0.165
"1639991",0.401,6.63,0.18889,0.275
"1639992",0.547,5.28,0.32442,0.209
"1639993",0.485,4.75,0.51122,0.143
"1639994",0.497,4.68,0.51122,0.143
"1639995",0.403,3.15,0.74256,0.077
"1640007",0.213,3.16,0.74256,0.077
"1640008",-0.024,-0.48,1,-0.011
"1640009",0.019,0.45,0.91281,0.033
"1640010",-0.022,-0.56,0.82667,-0.055
"1640011",-0.024,-0.67,0.86935,-0.044
"1640012",0.015,0.34,0.95628,0.022
"1640013",-0.004,-0.11,1,-0.011
"1640014",0.009,0.26,1,0.011
"1640015",-0.017,-0.38,1,-0.011
"1640016",-0.025,-0.65,0.91281,-0.033
"1640017",0,0,1,0
"1640018",0,0,0.9561,0.022
"1640019",-0.008,-0.37,0.78313,-0.066
"1640020",-0.03,-1.39,0.50824,-0.143
"1640021",-0.03,-1.47,0.43741,-0.165
"1640022",-0.036,-2.07,0.50564,-0.143
"1640023",-0.026,-1.86,0.50564,-0.143
"1642331",0.926,4.19,0.38107,0.187
"1642332",0.88,3.17,0.32442,0.209
"1642333",0.816,3.18,0.22844,0.253
"1642334",0.788,3.49,0.22844,0.253
"1642335",0.87,4.19,0.22844,0.253
"1642336",0.725,2.82,0.38107,0.187
"1642337",0.47,1.76,0.54644,0.132
"1642338",0.777,2.44,0.18889,0.275
"1642339",0.378,1.01,0.51122,0.143
"1642340",0.197,0.42,0.74256,0.077
"1642341",0.444,0.9,0.74256,0.077
"1642342",0.19,0.4,0.82667,0.055
"1642343",0.263,0.55,0.82667,0.055
"1642344",0.254,0.58,1,0.011
"1642345",0.263,0.55,0.74256,0.077
"1642346",0.444,0.91,0.58407,0.121
"1642347",0.382,0.82,0.66142,0.099
"1642348",0.062,0.15,0.91281,0.033
"1642349",0.18,0.49,0.74256,0.077
"1642350",0.556,1.73,0.32442,0.209
"1642351",0.785,2.99,0.18889,0.275
"1642352",0.55,2.55,0.27356,0.231
"1642353",0.702,4.16,0.27356,0.231
"1642354",0.531,3.89,0.27356,0.231
"1642355",0.475,3.71,0.32442,0.209
"1642356",0.341,3.22,0.32442,0.209
"1642357",0.454,4.69,0.15463,0.297
"1642358",0.373,4.3,0.18889,0.275
"1642359",0.248,3.25,0.38107,0.187
"1642360",0.243,2.25,0.58407,0.121
"1642361",-0.048,-0.36,0.91281,-0.033
"1642362",0.073,0.7,0.82667,0.055
"1642363",0.245,2.93,0.44342,0.165
"1642364",0.179,2.18,0.44342,0.165
"1642365",0.165,2.12,0.44342,0.165
"1642366",0.152,1.73,0.58407,0.121
"1642367",0.134,1.78,0.51122,0.143
"1642368",0.145,1.76,0.74256,0.077
"1642369",0.117,1.13,0.74256,0.077
"1642370",0.12,1.18,0.91281,0.033
"1642371",0.107,1.01,0.58407,0.121
"1642372",0.233,1.8,0.51122,0.143
"1642374",0.453,4.39,0.38107,0.187
"1642375",0.461,6.28,0.27356,0.231
"1642377",0.423,6.53,0.22844,0.253
"1642381",0.515,5.68,0.18889,0.275
"1642382",0.603,5.35,0.27356,0.231
"1642383",0.513,4.49,0.27356,0.231
"1642384",0.48,4.86,0.27356,0.231
"1642385",0.442,5.78,0.32442,0.209
"1642387",0.455,5.71,0.44342,0.165
"1642388",0.425,3.81,0.32442,0.209
"1642389",0.38,3.42,0.38107,0.187
"1642390",0.467,5.03,0.41085,0.176
"1642392",0.388,4.86,0.32442,0.209
"1642393",0.441,3.25,0.38107,0.187
"1642394",0.308,2.29,0.58407,0.121
"1642395",0.432,4.04,0.58407,0.121
"1642396",0.443,3.53,0.44342,0.165
"1642406",0.309,2.35,0.58407,0.121
"1642407",0.228,2.43,0.58407,0.121
"1642408",0.19,2.1,0.66142,0.099
"1642409",0.243,2.75,0.66142,0.099
"1642410",0.117,1.99,0.82667,0.055
"1642411",0.003,0.06,1,0.011
"1642412",0,0,1,0
"1642413",0.158,2.59,0.74256,0.077
"1642414",0.135,2.45,0.66142,0.099
"1642415",0.084,1.66,0.91281,0.033
"1642416",0.036,0.75,1,0.011
"1642417",0.128,2.12,0.82667,0.055
"1642418",-0.024,-0.57,0.91281,-0.033
"1642419",-0.015,-0.36,0.82667,-0.055
