"nie_malla_modi_id","sen_slope_tempm10","sen_slope_per_tempm10","p_value_tempm10","tau_tempm10"
1613523,0.107,0.74,0.18889,0.275
1613524,0.11,0.79,0.18889,0.275
1613525,0.103,0.73,0.2073,0.264
1613526,0.1,0.71,0.27356,0.231
1613527,0.093,0.65,0.27356,0.231
1613528,0.093,0.66,0.27356,0.231
1613529,0.1,0.74,0.27356,0.231
1613530,0.099,0.76,0.27212,0.231
1613531,0.095,0.74,0.24958,0.242
1613532,0.091,0.7,0.24958,0.242
1613533,0.085,0.61,0.22844,0.253
1613534,0.082,0.59,0.22844,0.253
1613535,0.075,0.52,0.24958,0.242
1613536,0.072,0.5,0.18889,0.275
1613537,0.073,0.5,0.18889,0.275
1613538,0.075,0.53,0.17048,0.286
1615910,0.092,0.74,0.18889,0.275
1615911,0.1,0.83,0.2073,0.264
1615912,0.103,0.87,0.2073,0.264
1615913,0.103,0.89,0.2073,0.264
1615914,0.103,0.89,0.22844,0.253
1615915,0.117,1.02,0.29754,0.22
1615916,0.117,1.03,0.27356,0.231
1615917,0.12,1.03,0.29754,0.22
1615918,0.12,0.99,0.29754,0.22
1615919,0.113,0.89,0.27356,0.231
1615920,0.11,0.8,0.22844,0.253
1615921,0.107,0.74,0.2073,0.264
1615922,0.106,0.73,0.22844,0.253
1615923,0.107,0.72,0.24958,0.242
1615924,0.113,0.79,0.22844,0.253
1615925,0.107,0.74,0.18889,0.275
1615926,0.11,0.79,0.22704,0.253
1615927,0.112,0.82,0.22844,0.253
1615928,0.1,0.72,0.24958,0.242
1615929,0.097,0.7,0.22844,0.253
1615930,0.093,0.66,0.22844,0.253
1615931,0.101,0.76,0.27356,0.231
1615932,0.098,0.76,0.32442,0.209
1615933,0.096,0.77,0.32442,0.209
1615934,0.091,0.7,0.27356,0.231
1615935,0.088,0.67,0.24958,0.242
1615936,0.082,0.6,0.27356,0.231
1615937,0.078,0.55,0.22704,0.253
1615938,0.074,0.52,0.17048,0.286
1615939,0.09,0.63,0.18889,0.275
1615940,0.073,0.51,0.15463,0.297
1618310,0.096,0.73,0.22844,0.253
1618311,0.094,0.74,0.22844,0.253
1618312,0.092,0.72,0.24958,0.242
1618313,0.093,0.75,0.22844,0.253
1618314,0.097,0.8,0.18889,0.275
1618315,0.103,0.89,0.2073,0.264
1618316,0.107,0.95,0.18889,0.275
1618317,0.119,1.08,0.32442,0.209
1618318,0.12,1.08,0.27356,0.231
1618319,0.117,1.03,0.29754,0.22
1618320,0.117,0.98,0.27356,0.231
1618321,0.11,0.85,0.22844,0.253
1618322,0.106,0.75,0.22844,0.253
1618323,0.113,0.83,0.22844,0.253
1618324,0.11,0.75,0.18889,0.275
1618325,0.11,0.77,0.18889,0.275
1618326,0.107,0.77,0.24815,0.242
1618327,0.113,0.82,0.22844,0.253
1618328,0.107,0.77,0.2073,0.264
1618329,0.107,0.8,0.24958,0.242
1618330,0.107,0.79,0.22844,0.253
1618331,0.107,0.78,0.24958,0.242
1618332,0.105,0.78,0.24958,0.242
1618333,0.101,0.77,0.24958,0.242
1618334,0.098,0.77,0.29754,0.22
1618335,0.095,0.77,0.27356,0.231
1618336,0.092,0.74,0.24958,0.242
1618337,0.088,0.69,0.24958,0.242
1618338,0.082,0.62,0.24958,0.242
1618339,0.077,0.57,0.27212,0.231
1618340,0.075,0.54,0.17048,0.286
1620712,0.093,0.73,0.24958,0.242
1620713,0.089,0.73,0.24958,0.242
1620714,0.09,0.75,0.22844,0.253
1620715,0.103,0.88,0.2073,0.264
1620716,0.107,0.93,0.18889,0.275
1620717,0.097,0.84,0.18889,0.275
1620718,0.107,0.92,0.18889,0.275
1620719,0.11,0.96,0.27356,0.231
1620720,0.119,1.07,0.29754,0.22
1620721,0.12,1.07,0.27356,0.231
1620722,0.117,0.98,0.29754,0.22
1620723,0.11,0.87,0.22844,0.253
1620724,0.117,0.9,0.24958,0.242
1620725,0.108,0.77,0.22844,0.253
1620726,0.117,0.8,0.22844,0.253
1620727,0.107,0.75,0.22844,0.253
1620728,0.11,0.81,0.22844,0.253
1620729,0.11,0.83,0.22844,0.253
1620730,0.113,0.82,0.18889,0.275
1620731,0.107,0.83,0.27356,0.231
1620732,0.107,0.81,0.27356,0.231
1620733,0.1,0.75,0.22844,0.253
1620734,0.105,0.8,0.29754,0.22
1620735,0.102,0.79,0.27356,0.231
1620736,0.1,0.79,0.32442,0.209
1620737,0.093,0.73,0.27212,0.231
1620738,0.09,0.69,0.24958,0.242
1620739,0.085,0.64,0.22844,0.253
1620740,0.079,0.58,0.27356,0.231
1623115,0.089,0.72,0.22844,0.253
1623116,0.091,0.76,0.22844,0.253
1623117,0.1,0.89,0.18889,0.275
1623118,0.107,0.99,0.2073,0.264
1623119,0.11,1.04,0.18889,0.275
1623120,0.11,1.03,0.24958,0.242
1623121,0.11,1.01,0.27356,0.231
1623122,0.117,1.08,0.27356,0.231
1623123,0.117,1.07,0.27356,0.231
1623124,0.122,1.1,0.27356,0.231
1623125,0.117,0.99,0.27356,0.231
1623126,0.113,0.89,0.22844,0.253
1623127,0.11,0.81,0.22844,0.253
1623128,0.11,0.76,0.22844,0.253
1623129,0.11,0.74,0.24958,0.242
1623130,0.113,0.82,0.22844,0.253
1623131,0.11,0.85,0.24958,0.242
1623132,0.11,0.85,0.24958,0.242
1623133,0.107,0.85,0.24958,0.242
1623134,0.11,0.88,0.29754,0.22
1623135,0.103,0.84,0.24958,0.242
1623136,0.106,0.85,0.24958,0.242
1623137,0.102,0.82,0.24958,0.242
1623138,0.098,0.77,0.24958,0.242
1623139,0.092,0.69,0.27356,0.231
1623140,0.088,0.65,0.27356,0.231
1623141,0.083,0.6,0.22844,0.253
1623142,0.078,0.56,0.24958,0.242
1625520,0.1,0.89,0.18889,0.275
1625521,0.103,0.98,0.18889,0.275
1625522,0.103,0.97,0.18889,0.275
1625523,0.116,1.1,0.29754,0.22
1625524,0.117,1.12,0.27356,0.231
1625525,0.121,1.18,0.27356,0.231
1625526,0.122,1.14,0.27356,0.231
1625527,0.117,1,0.27356,0.231
1625528,0.113,0.91,0.24958,0.242
1625529,0.11,0.79,0.22844,0.253
1625530,0.11,0.81,0.22844,0.253
1625531,0.11,0.78,0.2073,0.264
1625532,0.107,0.77,0.22844,0.253
1625533,0.11,0.83,0.22844,0.253
1625534,0.11,0.87,0.29754,0.22
1625535,0.11,0.89,0.27212,0.231
1625536,0.107,0.89,0.27212,0.231
1625537,0.11,0.93,0.29754,0.22
1625538,0.107,0.91,0.29754,0.22
1625539,0.102,0.82,0.22844,0.253
1625540,0.097,0.75,0.24958,0.242
1625541,0.092,0.68,0.24958,0.242
1625542,0.087,0.62,0.22844,0.253
1625543,0.083,0.6,0.27356,0.231
1625544,0.078,0.55,0.22844,0.253
1627925,0.116,1.15,0.32442,0.209
1627926,0.118,1.16,0.29754,0.22
1627927,0.119,1.18,0.27356,0.231
1627928,0.117,1.09,0.29754,0.22
1627929,0.117,1.01,0.27356,0.231
1627930,0.107,0.85,0.22704,0.253
1627931,0.11,0.85,0.22844,0.253
1627932,0.113,0.83,0.22844,0.253
1627933,0.107,0.8,0.18889,0.275
1627934,0.104,0.78,0.2073,0.264
1627935,0.107,0.85,0.24958,0.242
1627936,0.113,0.94,0.29754,0.22
1627937,0.11,0.92,0.29754,0.22
1627938,0.103,0.86,0.24958,0.242
1627939,0.108,0.87,0.27212,0.231
1627940,0.103,0.82,0.22844,0.253
1627941,0.099,0.77,0.27356,0.231
1627942,0.093,0.7,0.27356,0.231
1627943,0.091,0.66,0.24958,0.242
1627944,0.088,0.64,0.27356,0.231
1627945,0.084,0.61,0.22844,0.253
1627946,0.078,0.56,0.22844,0.253
1627947,0.076,0.54,0.27356,0.231
1627948,0.074,0.53,0.18889,0.275
1630328,0.118,1.24,0.29754,0.22
1630329,0.117,1.21,0.29754,0.22
1630330,0.117,1.13,0.32442,0.209
1630331,0.107,0.94,0.2073,0.264
1630332,0.099,0.81,0.24958,0.242
1630333,0.103,0.83,0.24958,0.242
1630334,0.101,0.77,0.24958,0.242
1630335,0.102,0.82,0.27212,0.231
1630336,0.107,0.84,0.29754,0.22
1630337,0.113,0.97,0.27356,0.231
1630338,0.103,0.88,0.27212,0.231
1630339,0.107,0.92,0.29754,0.22
1630340,0.107,0.88,0.32442,0.209
1630341,0.094,0.72,0.24958,0.242
1630342,0.092,0.7,0.22844,0.253
1630343,0.09,0.68,0.27356,0.231
1630344,0.086,0.63,0.27356,0.231
1630345,0.092,0.7,0.22844,0.253
1630346,0.089,0.69,0.24958,0.242
1630347,0.085,0.63,0.24958,0.242
1630348,0.082,0.59,0.24958,0.242
1630349,0.077,0.57,0.29754,0.22
1632730,0.114,1.26,0.27356,0.231
1632731,0.112,1.14,0.27356,0.231
1632732,0.098,0.94,0.29609,0.22
1632733,0.096,0.88,0.32442,0.209
1632734,0.097,0.88,0.32442,0.209
1632735,0.096,0.82,0.32442,0.209
1632736,0.095,0.79,0.29754,0.22
1632737,0.097,0.84,0.29754,0.22
1632738,0.098,0.86,0.2073,0.264
1632739,0.103,0.94,0.27356,0.231
1632740,0.103,0.94,0.24958,0.242
1632741,0.096,0.82,0.22844,0.253
1632742,0.095,0.78,0.24958,0.242
1632743,0.094,0.77,0.22844,0.253
1632744,0.092,0.73,0.22844,0.253
1632745,0.093,0.74,0.27212,0.231
1632746,0.093,0.73,0.24958,0.242
1632747,0.092,0.74,0.27356,0.231
1632748,0.089,0.7,0.24958,0.242
1632749,0.085,0.64,0.24958,0.242
1632750,0.083,0.62,0.24958,0.242
1632754,0.073,0.52,0.15463,0.297
1632755,0.074,0.53,0.15463,0.297
1632756,0.078,0.55,0.17048,0.286
1632775,0.085,0.62,0.58407,0.121
1635130,0.107,1.09,0.32442,0.209
1635131,0.112,1.21,0.27356,0.231
1635132,0.11,1.22,0.27212,0.231
1635133,0.1,1.09,0.29609,0.22
1635134,0.093,0.93,0.32442,0.209
1635135,0.093,0.95,0.32442,0.209
1635136,0.093,0.91,0.29754,0.22
1635137,0.092,0.84,0.32442,0.209
1635138,0.091,0.82,0.32297,0.209
1635139,0.09,0.85,0.29754,0.22
1635140,0.097,0.92,0.29754,0.22
1635141,0.097,0.93,0.32297,0.209
1635142,0.1,0.93,0.24958,0.242
1635143,0.093,0.8,0.29754,0.22
1635144,0.095,0.81,0.22844,0.253
1635145,0.093,0.81,0.22844,0.253
1635146,0.1,0.86,0.22844,0.253
1635147,0.097,0.8,0.24958,0.242
1635148,0.097,0.8,0.24958,0.242
1635149,0.092,0.75,0.27356,0.231
1635150,0.09,0.71,0.27356,0.231
1635151,0.088,0.68,0.24958,0.242
1635152,0.084,0.62,0.27356,0.231
1635154,0.076,0.54,0.22704,0.253
1635155,0.075,0.53,0.22704,0.253
1635156,0.072,0.52,0.18889,0.275
1635157,0.072,0.53,0.22704,0.253
1635158,0.072,0.52,0.18889,0.275
1635169,0.095,0.69,0.58407,0.121
1635170,0.071,0.51,0.58407,0.121
1635174,0.066,0.48,0.58407,0.121
1635175,0.072,0.53,0.58407,0.121
1635176,0.073,0.53,0.58407,0.121
1635177,0.075,0.55,0.58407,0.121
1635178,0.085,0.62,0.58407,0.121
1635180,0.103,0.77,0.6217,0.11
1635181,0.113,0.86,0.58407,0.121
1635184,0.103,0.76,0.51122,0.143
1635185,0.107,0.79,0.51122,0.143
1635208,0.08,0.52,0.44205,0.165
1635209,0.07,0.45,0.44342,0.165
1635210,0.063,0.4,0.44342,0.165
1635211,0.059,0.37,0.476,0.154
1635212,0.056,0.35,0.54644,0.132
1635213,0.054,0.33,0.51122,0.143
1637531,0.097,0.92,0.24958,0.242
1637532,0.098,0.99,0.27356,0.231
1637533,0.1,1.05,0.27356,0.231
1637534,0.1,1.06,0.27356,0.231
1637535,0.095,1.03,0.27356,0.231
1637536,0.093,1.05,0.27356,0.231
1637537,0.097,1.03,0.32442,0.209
1637538,0.09,0.89,0.38107,0.187
1637539,0.088,0.85,0.41085,0.176
1637540,0.087,0.83,0.44342,0.165
1637541,0.093,0.94,0.32442,0.209
1637542,0.097,0.98,0.29754,0.22
1637543,0.097,1,0.27356,0.231
1637544,0.097,0.93,0.32442,0.209
1637545,0.093,0.84,0.32442,0.209
1637546,0.097,0.87,0.29754,0.22
1637547,0.095,0.87,0.22844,0.253
1637548,0.1,0.89,0.24958,0.242
1637549,0.093,0.8,0.27356,0.231
1637550,0.096,0.8,0.27212,0.231
1637551,0.093,0.74,0.27212,0.231
1637552,0.09,0.71,0.32442,0.209
1637553,0.088,0.68,0.27212,0.231
1637554,0.082,0.6,0.22844,0.253
1637555,0.082,0.6,0.27356,0.231
1637556,0.079,0.58,0.24958,0.242
1637557,0.072,0.54,0.18889,0.275
1637558,0.073,0.55,0.18889,0.275
1637559,0.072,0.55,0.18889,0.275
1637560,0.072,0.54,0.18889,0.275
1637566,0.113,0.84,0.58407,0.121
1637567,0.104,0.8,0.58407,0.121
1637571,0.075,0.56,0.58407,0.121
1637576,0.064,0.47,0.58407,0.121
1637577,0.074,0.56,0.58407,0.121
1637578,0.075,0.56,0.58407,0.121
1637579,0.077,0.59,0.58407,0.121
1637580,0.074,0.56,0.58407,0.121
1637584,0.117,0.9,0.58407,0.121
1637585,0.119,0.92,0.51122,0.143
1637586,0.12,0.94,0.51122,0.143
1637587,0.119,0.9,0.51122,0.143
1637594,0.111,0.88,0.32442,0.209
1637607,0.09,0.61,0.35131,0.198
1637608,0.088,0.58,0.32442,0.209
1637609,0.087,0.57,0.476,0.154
1637610,0.077,0.5,0.54644,0.132
1637611,0.07,0.45,0.51122,0.143
1637612,0.06,0.39,0.476,0.154
1637613,0.058,0.38,0.476,0.154
1637614,0.056,0.36,0.51122,0.143
1637615,0.055,0.35,0.476,0.154
1637616,0.053,0.33,0.54644,0.132
1637617,0.049,0.3,0.58407,0.121
1637618,0.049,0.3,0.58407,0.121
1639929,0.09,0.72,0.27356,0.231
1639930,0.093,0.78,0.32442,0.209
1639933,0.095,0.88,0.24958,0.242
1639934,0.09,0.84,0.27356,0.231
1639935,0.097,0.94,0.27356,0.231
1639936,0.097,0.97,0.32442,0.209
1639937,0.097,1.04,0.29754,0.22
1639938,0.093,1.06,0.29754,0.22
1639939,0.091,1,0.27356,0.231
1639940,0.093,1,0.38107,0.187
1639941,0.09,0.96,0.44342,0.165
1639942,0.09,0.95,0.41085,0.176
1639943,0.093,0.99,0.35131,0.198
1639944,0.09,0.98,0.32442,0.209
1639945,0.1,1.08,0.29754,0.22
1639946,0.097,0.96,0.29754,0.22
1639947,0.097,0.94,0.32442,0.209
1639948,0.1,0.97,0.24958,0.242
1639949,0.093,0.87,0.22844,0.253
1639950,0.093,0.83,0.24958,0.242
1639951,0.097,0.83,0.27356,0.231
1639952,0.09,0.74,0.27356,0.231
1639953,0.09,0.71,0.27356,0.231
1639954,0.088,0.67,0.27212,0.231
1639955,0.088,0.67,0.24958,0.242
1639956,0.083,0.61,0.27356,0.231
1639957,0.083,0.6,0.27356,0.231
1639958,0.081,0.6,0.22844,0.253
1639959,0.075,0.58,0.27356,0.231
1639960,0.074,0.58,0.27356,0.231
1639961,0.072,0.54,0.18889,0.275
1639964,0.072,0.53,0.27356,0.231
1639966,0.098,0.72,0.38107,0.187
1639967,0.116,0.87,0.50995,0.143
1639968,0.106,0.79,0.54644,0.132
1639969,0.1,0.77,0.58407,0.121
1639972,0.085,0.64,0.58407,0.121
1639973,0.073,0.55,0.58407,0.121
1639978,0.068,0.52,0.58407,0.121
1639979,0.075,0.59,0.58407,0.121
1639980,0.076,0.61,0.58407,0.121
1639981,0.078,0.63,0.58407,0.121
1639982,0.075,0.57,0.58407,0.121
1639985,0.117,0.91,0.58407,0.121
1639986,0.121,0.99,0.51122,0.143
1639987,0.122,1,0.51122,0.143
1639988,0.119,0.92,0.51122,0.143
1639991,0.119,0.9,0.41085,0.176
1639992,0.11,0.84,0.41085,0.176
1639993,0.109,0.83,0.35131,0.198
1639994,0.112,0.86,0.32442,0.209
1639995,0.11,0.87,0.32442,0.209
1640007,0.097,0.68,0.32442,0.209
1640008,0.094,0.64,0.32442,0.209
1640009,0.09,0.6,0.32442,0.209
1640010,0.087,0.57,0.32442,0.209
1640011,0.088,0.58,0.38107,0.187
1640012,0.083,0.55,0.47467,0.154
1640013,0.07,0.46,0.476,0.154
1640014,0.062,0.4,0.44342,0.165
1640015,0.059,0.39,0.54644,0.132
1640016,0.056,0.36,0.51122,0.143
1640017,0.055,0.35,0.51122,0.143
1640018,0.052,0.33,0.58407,0.121
1640019,0.049,0.31,0.58407,0.121
1640020,0.049,0.3,0.54644,0.132
1640021,0.047,0.29,0.58407,0.121
1640022,0.048,0.29,0.54644,0.132
1640023,0.051,0.31,0.58407,0.121
1642331,0.093,0.8,0.32442,0.209
1642332,0.1,0.91,0.27356,0.231
1642333,0.093,0.83,0.27356,0.231
1642334,0.09,0.78,0.32442,0.209
1642335,0.093,0.79,0.32442,0.209
1642336,0.09,0.8,0.32442,0.209
1642337,0.093,0.84,0.29754,0.22
1642338,0.092,0.88,0.27356,0.231
1642339,0.093,0.95,0.32442,0.209
1642340,0.091,1.02,0.32442,0.209
1642341,0.091,1.06,0.27356,0.231
1642342,0.093,1.07,0.32442,0.209
1642343,0.09,1.04,0.35131,0.198
1642344,0.09,1,0.38107,0.187
1642345,0.09,1.03,0.32442,0.209
1642346,0.092,1.06,0.32442,0.209
1642347,0.1,1.14,0.29754,0.22
1642348,0.093,1.01,0.27356,0.231
1642349,0.097,0.99,0.27356,0.231
1642350,0.1,0.97,0.32442,0.209
1642351,0.097,0.89,0.29754,0.22
1642352,0.088,0.77,0.27356,0.231
1642353,0.088,0.72,0.24958,0.242
1642354,0.087,0.69,0.27356,0.231
1642355,0.083,0.66,0.24958,0.242
1642356,0.083,0.64,0.27356,0.231
1642357,0.088,0.67,0.27356,0.231
1642358,0.086,0.65,0.24958,0.242
1642359,0.083,0.62,0.27356,0.231
1642360,0.085,0.65,0.27356,0.231
1642361,0.077,0.62,0.27356,0.231
1642362,0.077,0.6,0.27356,0.231
1642363,0.072,0.55,0.2073,0.264
1642364,0.074,0.56,0.24958,0.242
1642365,0.072,0.54,0.27212,0.231
1642366,0.08,0.61,0.38107,0.187
1642367,0.098,0.73,0.35131,0.198
1642368,0.115,0.87,0.41085,0.176
1642369,0.113,0.89,0.44342,0.165
1642370,0.1,0.78,0.51122,0.143
1642371,0.104,0.82,0.58407,0.121
1642372,0.12,0.98,0.58407,0.121
1642374,0.075,0.59,0.58407,0.121
1642375,0.072,0.55,0.58407,0.121
1642377,0.064,0.47,0.58407,0.121
1642381,0.074,0.57,0.58407,0.121
1642382,0.077,0.62,0.58407,0.121
1642383,0.078,0.63,0.58407,0.121
1642384,0.075,0.59,0.66142,0.099
1642385,0.095,0.72,0.66142,0.099
1642387,0.117,0.9,0.58407,0.121
1642388,0.121,0.98,0.51122,0.143
1642389,0.12,0.97,0.51122,0.143
1642390,0.12,0.95,0.51122,0.143
1642392,0.121,0.95,0.41085,0.176
1642393,0.113,0.91,0.44342,0.165
1642394,0.113,0.9,0.32442,0.209
1642395,0.11,0.84,0.32442,0.209
1642396,0.113,0.89,0.32442,0.209
1642406,0.117,0.91,0.27356,0.231
1642407,0.11,0.81,0.27356,0.231
1642408,0.103,0.76,0.27356,0.231
1642409,0.107,0.77,0.27356,0.231
1642410,0.095,0.65,0.29754,0.22
1642411,0.091,0.61,0.32442,0.209
1642412,0.088,0.58,0.32442,0.209
1642413,0.091,0.62,0.38107,0.187
1642414,0.083,0.56,0.47467,0.154
1642415,0.073,0.49,0.50995,0.143
1642416,0.063,0.42,0.58407,0.121
1642417,0.061,0.41,0.54644,0.132
1642418,0.055,0.36,0.54644,0.132
1642419,0.055,0.36,0.50995,0.143
1642420,0.052,0.33,0.51122,0.143
1642421,0.05,0.31,0.54644,0.132
1642422,0.047,0.29,0.58407,0.121
1642423,0.045,0.28,0.58407,0.121
1642424,0.045,0.28,0.6217,0.11
1642425,0.051,0.31,0.54644,0.132
1642426,0.059,0.36,0.58407,0.121
1642427,0.069,0.41,0.44342,0.165
1642428,0.078,0.46,0.38107,0.187
1644734,0.097,0.93,0.27356,0.231
1644735,0.099,0.97,0.22844,0.253
1644736,0.093,0.87,0.27356,0.231
1644737,0.096,0.9,0.27356,0.231
1644738,0.094,0.9,0.24958,0.242
1644739,0.093,0.91,0.27356,0.231
1644740,0.093,0.94,0.27356,0.231
1644741,0.09,0.92,0.27356,0.231
1644742,0.089,0.94,0.32442,0.209
1644743,0.093,1.03,0.32442,0.209
1644744,0.093,1.09,0.32442,0.209
1644745,0.09,1.11,0.32442,0.209
1644746,0.093,1.13,0.32442,0.209
1644747,0.091,1.12,0.29754,0.22
1644748,0.092,1.15,0.29754,0.22
1644749,0.1,1.22,0.27356,0.231
1644750,0.1,1.12,0.32442,0.209
1644751,0.097,1,0.32442,0.209
1644752,0.092,0.87,0.27356,0.231
1644753,0.093,0.85,0.27356,0.231
1644754,0.089,0.78,0.32442,0.209
