"nie_malla_modi_id","sen_slope_temp","sen_slope_per_temp","p_value_temp","tau_temp"
1728816,-0.017,-0.17,0.58294,-0.121
1728817,-0.025,-0.31,0.51122,-0.143
1728818,-0.026,-0.41,0.51122,-0.143
1728819,-0.027,-0.4,0.44342,-0.165
1728820,-0.029,-0.4,0.44342,-0.165
1728821,-0.03,-0.38,0.51122,-0.143
1728822,-0.027,-0.31,0.51122,-0.143
1728823,-0.024,-0.26,0.476,-0.154
1728824,-0.02,-0.2,0.51122,-0.143
1728825,-0.017,-0.16,0.54644,-0.132
1728826,-0.019,-0.17,0.6217,-0.11
1728827,-0.017,-0.15,0.66142,-0.099
1728828,-0.024,-0.25,0.51122,-0.143
1728829,-0.024,-0.27,0.476,-0.154
1728830,-0.02,-0.21,0.44342,-0.165
1728831,-0.017,-0.17,0.476,-0.154
1728832,-0.023,-0.21,0.58407,-0.121
1728833,-0.033,-0.28,0.6217,-0.11
1728834,-0.032,-0.26,0.70113,-0.088
1728835,-0.025,-0.19,0.66142,-0.099
1728836,-0.02,-0.17,0.74256,-0.077
1728837,-0.02,-0.18,0.6217,-0.11
1728838,-0.026,-0.22,0.78398,-0.066
1728839,-0.022,-0.18,0.66142,-0.099
1728840,-0.02,-0.16,0.58407,-0.121
1728841,-0.018,-0.14,0.6217,-0.11
1728842,-0.015,-0.12,0.70113,-0.088
1728843,-0.012,-0.09,0.66142,-0.099
1728844,-0.007,-0.05,0.66142,-0.099
1728845,-0.007,-0.05,0.74256,-0.077
1728846,-0.01,-0.07,0.86935,-0.044
1728847,-0.01,-0.07,0.82667,-0.055
1728848,-0.01,-0.07,0.82667,-0.055
1728849,-0.01,-0.07,0.82667,-0.055
1728850,-0.007,-0.04,0.91281,-0.033
1728851,-0.008,-0.05,0.82667,-0.055
1728852,-0.009,-0.06,0.82667,-0.055
1728853,-0.008,-0.06,0.91281,-0.033
1728854,-0.004,-0.03,1,-0.011
1728855,-0.002,-0.01,1,-0.011
1728856,0.005,0.03,0.86935,0.044
1728857,0.01,0.07,0.70113,0.088
1728858,0.013,0.08,0.58407,0.121
1728876,0.132,0.9,0.0184,0.484
1728877,0.132,0.91,0.01601,0.495
1728878,0.135,0.93,0.01601,0.495
1728879,0.136,0.93,0.0184,0.484
1728880,0.135,0.98,0.02149,0.473
1728881,0.133,0.96,0.02149,0.473
1728882,0.128,0.92,0.0325,0.44
1728883,0.114,0.82,0.05499,0.396
1728884,0.104,0.72,0.10052,0.341
1728885,0.1,0.69,0.10052,0.341
1728886,0.097,0.68,0.10052,0.341
1728887,0.097,0.67,0.10052,0.341
1728888,0.096,0.67,0.10052,0.341
1728889,0.1,0.72,0.10052,0.341
1728890,0.103,0.72,0.0798,0.363
1728891,0.106,0.72,0.07041,0.374
1728892,0.107,0.73,0.07041,0.374
1728893,0.11,0.75,0.05402,0.396
1728894,0.111,0.77,0.07041,0.374
1728895,0.112,0.76,0.0375,0.429
1728896,0.114,0.76,0.0375,0.429
1728897,0.114,0.76,0.0375,0.429
1728898,0.115,0.76,0.0375,0.429
1728899,0.12,0.78,0.0375,0.429
1728900,0.12,0.77,0.0375,0.429
1728901,0.12,0.77,0.0375,0.429
1728902,0.121,0.77,0.0375,0.429
1728903,0.107,0.67,0.0425,0.418
1728904,0.104,0.65,0.0375,0.429
1728905,0.102,0.63,0.0375,0.429
1728906,0.093,0.59,0.0325,0.44
1728907,0.086,0.53,0.0375,0.429
1728908,0.079,0.48,0.0375,0.429
1728909,0.07,0.42,0.0325,0.44
1728910,0.037,0.22,0.13878,0.308
1728911,0.04,0.23,0.11184,0.33
1728912,0.035,0.2,0.12418,0.319
1728913,0.035,0.2,0.12418,0.319
1728914,0.03,0.17,0.11184,0.33
1728915,0.03,0.17,0.10052,0.341
1728916,0.03,0.17,0.10052,0.341
1728917,0.035,0.19,0.0892,0.352
1728918,0.033,0.19,0.0995,0.341
1728919,0.033,0.18,0.11184,0.33
1728920,0.035,0.2,0.11184,0.33
1728921,0.037,0.21,0.11184,0.33
1728922,0.035,0.2,0.15463,0.297
1728923,0.033,0.18,0.11184,0.33
1728924,0.035,0.2,0.12418,0.319
1728925,0.033,0.19,0.11184,0.33
1728926,0.035,0.19,0.11184,0.33
1728927,0.033,0.18,0.10052,0.341
1728928,0.033,0.18,0.10052,0.341
1728929,0.032,0.18,0.11184,0.33
1728930,0.03,0.16,0.0995,0.341
1728931,0.035,0.19,0.0798,0.363
1728932,0.033,0.18,0.0995,0.341
1728933,0.033,0.18,0.10052,0.341
1728934,0.033,0.18,0.10052,0.341
1728935,0.033,0.18,0.10052,0.341
1728936,0.032,0.18,0.13878,0.308
1728937,0.03,0.16,0.18889,0.275
1728938,0.033,0.18,0.15463,0.297
1728939,0.03,0.16,0.13878,0.308
1728940,0.032,0.17,0.12531,0.319
1731148,0.048,0.3,0.0798,0.363
1731149,0.048,0.3,0.06191,0.385
1731160,0.046,0.33,0.12531,0.319
1731161,0.044,0.34,0.15463,0.297
1731162,0.039,0.32,0.12531,0.319
1731163,0.037,0.33,0.16919,0.286
1731164,0.034,0.31,0.22704,0.253
1731165,0.033,0.31,0.24958,0.242
1731166,0.034,0.32,0.24958,0.242
1731167,0.034,0.32,0.29609,0.22
1731168,0.033,0.31,0.37964,0.187
1731169,0.031,0.29,0.35131,0.198
1731170,0.031,0.3,0.37964,0.187
1731171,0.021,0.2,0.41085,0.176
1731172,0.02,0.19,0.38107,0.187
1731173,0.016,0.17,0.51122,0.143
1731174,0.014,0.15,0.51122,0.143
1731175,0.012,0.14,0.54644,0.132
1731176,0.01,0.12,0.66142,0.099
1731177,0.014,0.19,0.74256,0.077
1731178,0.014,0.2,0.82667,0.055
1731179,0.012,0.2,0.86935,0.044
1731180,0.009,0.15,0.86935,0.044
1731181,0.01,0.15,0.82667,0.055
1731182,0.013,0.18,0.82667,0.055
1731183,0.008,0.12,0.82615,0.055
1731184,0.005,0.09,0.82667,0.055
1731185,0,0,1,0.011
1731186,0.005,0.1,0.91281,0.033
1731187,0.004,0.07,0.91281,0.033
1731188,0.006,0.09,0.91281,0.033
1731189,-0.002,-0.03,0.95628,-0.022
1731190,-0.002,-0.03,0.91281,-0.033
1731191,-0.002,-0.03,0.91281,-0.033
1731192,0.001,0.01,1,0.011
1731193,0.002,0.02,0.95628,0.022
1731194,0.005,0.05,0.91281,0.033
1731195,0.01,0.09,0.82615,0.055
1731196,0.009,0.08,0.86935,0.044
1731197,0.007,0.06,0.86935,0.044
1731198,0.007,0.06,0.91281,0.033
1731199,0.014,0.12,0.74256,0.077
1731200,0.008,0.07,0.74256,0.077
1731201,0.004,0.04,0.6217,0.11
1731202,0.005,0.06,0.66142,0.099
1731203,0.008,0.09,0.58407,0.121
1731204,0.009,0.12,0.66142,0.099
1731205,0.007,0.11,0.78398,0.066
1731206,0.009,0.14,0.82667,0.055
1731207,0.011,0.17,0.66142,0.099
1731208,0.003,0.03,1,0.011
1731209,0,0,1,0
1731210,-0.001,-0.01,1,-0.011
1731211,0.001,0.01,0.82615,0.055
1731212,0.003,0.03,0.58407,0.121
1731213,0.004,0.03,0.78313,0.066
1731214,0.003,0.03,0.91281,0.033
1731215,0.002,0.01,0.91281,0.033
1731216,-0.005,-0.05,0.86935,-0.044
1731217,-0.014,-0.14,0.74256,-0.077
1731218,-0.016,-0.17,0.6217,-0.11
1731219,-0.027,-0.36,0.51122,-0.143
1731220,-0.022,-0.33,0.6217,-0.11
1731221,-0.024,-0.35,0.54644,-0.132
1731222,-0.024,-0.32,0.51122,-0.143
1731223,-0.024,-0.29,0.51122,-0.143
1731224,-0.024,-0.27,0.58407,-0.121
1731225,-0.022,-0.23,0.58407,-0.121
1731226,-0.018,-0.17,0.66142,-0.099
1731227,-0.016,-0.14,0.66142,-0.099
1731228,-0.013,-0.11,0.6217,-0.11
1731229,-0.016,-0.15,0.476,-0.154
1731230,-0.019,-0.19,0.54644,-0.132
1731231,-0.02,-0.21,0.51122,-0.143
1731232,-0.018,-0.19,0.51122,-0.143
1731233,-0.017,-0.17,0.58407,-0.121
1731234,-0.025,-0.22,0.58407,-0.121
1731235,-0.033,-0.28,0.62065,-0.11
1731236,-0.022,-0.17,0.78398,-0.066
1731237,-0.024,-0.18,0.74256,-0.077
1731238,-0.023,-0.19,0.66142,-0.099
1731239,-0.02,-0.17,0.70113,-0.088
1731240,-0.022,-0.18,0.78398,-0.066
1731241,-0.02,-0.16,0.70113,-0.088
1731242,-0.015,-0.11,0.58407,-0.121
1731243,-0.013,-0.1,0.66142,-0.099
1731244,-0.011,-0.08,0.70113,-0.088
1731245,-0.006,-0.04,0.58407,-0.121
1731246,-0.005,-0.04,0.74256,-0.077
1731247,-0.008,-0.06,0.78398,-0.066
1731248,-0.005,-0.03,0.95628,-0.022
1731249,-0.009,-0.06,0.82667,-0.055
1731250,-0.01,-0.07,0.82667,-0.055
1731251,-0.008,-0.05,0.86935,-0.044
1731252,-0.003,-0.02,0.91281,-0.033
1731253,-0.007,-0.04,0.86935,-0.044
1731254,-0.007,-0.04,0.86935,-0.044
1731255,-0.005,-0.03,0.91281,-0.033
1731279,0.134,0.9,0.0375,0.429
1731280,0.131,0.89,0.0425,0.418
1731281,0.131,0.88,0.0425,0.418
1731282,0.119,0.81,0.0425,0.418
1731283,0.108,0.74,0.0798,0.363
1731284,0.099,0.68,0.10052,0.341
1731285,0.089,0.61,0.12531,0.319
1731286,0.074,0.51,0.18889,0.275
1731287,0.071,0.47,0.18889,0.275
1731288,0.077,0.52,0.18889,0.275
1731289,0.084,0.57,0.13878,0.308
1731290,0.088,0.62,0.12531,0.319
1731291,0.093,0.65,0.12531,0.319
1731292,0.095,0.64,0.0892,0.352
1731293,0.098,0.65,0.0627,0.385
1731294,0.102,0.68,0.0627,0.385
1731295,0.105,0.71,0.07041,0.374
1731296,0.106,0.7,0.0627,0.385
1731297,0.11,0.72,0.04874,0.407
1731298,0.11,0.73,0.04874,0.407
1731299,0.112,0.74,0.04874,0.407
1731300,0.112,0.73,0.0425,0.418
1731301,0.113,0.74,0.0375,0.429
1731302,0.114,0.75,0.0375,0.429
1731303,0.121,0.76,0.0375,0.429
1731304,0.121,0.75,0.0375,0.429
1731305,0.106,0.65,0.0425,0.418
1731306,0.104,0.64,0.0375,0.429
1731307,0.101,0.62,0.0325,0.44
1731308,0.096,0.58,0.0325,0.44
1731309,0.087,0.52,0.03693,0.429
1731310,0.079,0.47,0.0375,0.429
1731311,0.07,0.42,0.0325,0.44
1731312,0.037,0.22,0.12418,0.319
1731313,0.035,0.2,0.0798,0.363
1731314,0.033,0.19,0.08824,0.352
1731315,0.03,0.17,0.12418,0.319
1731316,0.033,0.19,0.10052,0.341
1731317,0.03,0.17,0.10052,0.341
1731320,0.03,0.17,0.0892,0.352
1731321,0.037,0.21,0.11184,0.33
1731322,0.035,0.19,0.11184,0.33
1731323,0.035,0.2,0.11184,0.33
1731324,0.035,0.2,0.10052,0.341
1731325,0.035,0.19,0.10052,0.341
1731326,0.035,0.19,0.10052,0.341
1731327,0.035,0.19,0.10052,0.341
1731328,0.035,0.19,0.10052,0.341
1731329,0.033,0.18,0.10052,0.341
1731330,0.035,0.19,0.11184,0.33
1731331,0.033,0.18,0.10052,0.341
1731332,0.035,0.19,0.0892,0.352
1731333,0.033,0.18,0.0798,0.363
1731334,0.035,0.19,0.0892,0.352
1731335,0.03,0.16,0.11184,0.33
1731336,0.033,0.18,0.10052,0.341
1731337,0.034,0.18,0.12418,0.319
1731338,0.03,0.16,0.15339,0.297
1731339,0.03,0.16,0.15339,0.297
1731340,0.03,0.16,0.15463,0.297
1731341,0.03,0.16,0.13878,0.308
1731342,0.032,0.17,0.12531,0.319
1733551,0.048,0.31,0.06191,0.385
1733562,0.048,0.34,0.12531,0.319
1733563,0.045,0.34,0.13878,0.308
1733564,0.04,0.33,0.15463,0.297
1733565,0.037,0.33,0.15339,0.297
1733566,0.037,0.33,0.20547,0.264
1733567,0.036,0.33,0.27356,0.231
1733568,0.033,0.3,0.35131,0.198
1733569,0.036,0.31,0.27212,0.231
1733570,0.034,0.3,0.29754,0.22
1733571,0.023,0.21,0.44342,0.165
1733572,0.021,0.18,0.41085,0.176
1733573,0.021,0.2,0.38107,0.187
1733574,0.015,0.15,0.44205,0.165
1733575,0.014,0.15,0.51122,0.143
1733576,0.012,0.14,0.54644,0.132
1733577,0.01,0.13,0.70113,0.088
1733578,0.008,0.11,0.74256,0.077
1733579,0.016,0.22,0.74256,0.077
1733580,0.012,0.18,0.82667,0.055
1733581,0,0,1,0
1733582,0.005,0.07,1,0.011
1733583,0.012,0.16,0.82667,0.055
1733584,0.009,0.13,0.86935,0.044
1733585,0.008,0.14,0.86935,0.044
1733586,0.003,0.06,0.82667,0.055
1733587,0.002,0.05,0.91281,0.033
1733588,0.005,0.08,0.91281,0.033
1733589,0.007,0.11,0.91281,0.033
1733590,0,0,1,0
1733591,0,0,1,0
1733592,-0.004,-0.06,0.91281,-0.033
1733593,-0.002,-0.03,0.91281,-0.033
1733594,0,0,1,0
1733595,0.002,0.03,0.95628,0.022
1733596,0.004,0.04,0.91281,0.033
1733597,0.008,0.08,0.91281,0.033
1733598,0.012,0.11,0.78398,0.066
1733599,0.013,0.11,0.78398,0.066
1733600,0.01,0.09,0.82615,0.055
1733601,0.014,0.12,0.74256,0.077
1733602,0.008,0.07,0.78398,0.066
1733603,0.004,0.04,0.78398,0.066
1733604,0.002,0.03,0.65917,0.099
1733605,0.005,0.06,0.74181,0.077
1733606,0.004,0.05,0.70113,0.088
1733607,0.004,0.07,0.78398,0.066
1733608,0.009,0.13,0.70113,0.088
1733609,0.012,0.17,0.66142,0.099
1733610,-0.001,-0.01,1,-0.011
1733611,0,0,1,0
1733612,0.001,0.01,0.95628,0.022
1733613,0.001,0.01,0.86896,0.044
1733614,0.002,0.02,0.78398,0.066
1733615,0.003,0.03,0.86935,0.044
1733616,0.005,0.04,0.86935,0.044
1733617,0.002,0.02,0.91281,0.033
1733618,-0.005,-0.05,0.91255,-0.033
1733619,-0.014,-0.15,0.66142,-0.099
1733620,-0.02,-0.23,0.54644,-0.132
1733621,-0.018,-0.23,0.58294,-0.121
1733622,-0.022,-0.3,0.6217,-0.11
1733623,-0.022,-0.3,0.58407,-0.121
1733624,-0.021,-0.27,0.58407,-0.121
1733625,-0.021,-0.25,0.58407,-0.121
1733626,-0.021,-0.23,0.58407,-0.121
1733627,-0.018,-0.19,0.58407,-0.121
1733628,-0.015,-0.14,0.74256,-0.077
1733629,-0.012,-0.11,0.66046,-0.099
1733630,-0.01,-0.08,0.54644,-0.132
1733631,-0.011,-0.1,0.54644,-0.132
1733632,-0.016,-0.15,0.58407,-0.121
1733633,-0.018,-0.18,0.54644,-0.132
1733634,-0.015,-0.15,0.58407,-0.121
1733635,-0.02,-0.19,0.58407,-0.121
1733636,-0.032,-0.28,0.6217,-0.11
1733637,-0.028,-0.23,0.6217,-0.11
1733638,-0.013,-0.1,0.74256,-0.077
1733639,-0.021,-0.17,0.74256,-0.077
1733640,-0.025,-0.2,0.70113,-0.088
1733641,-0.018,-0.15,0.74256,-0.077
1733642,-0.018,-0.14,0.82667,-0.055
1733643,-0.02,-0.15,0.70113,-0.088
1733644,-0.014,-0.1,0.70113,-0.088
1733645,-0.011,-0.08,0.74256,-0.077
1733646,-0.008,-0.06,0.70113,-0.088
1733647,-0.005,-0.03,0.6217,-0.11
1733648,-0.007,-0.04,0.74256,-0.077
1733649,-0.007,-0.05,0.82667,-0.055
1733650,-0.005,-0.03,1,-0.011
1733653,-0.003,-0.02,0.91281,-0.033
1733654,0,0,1,0
1733656,-0.003,-0.02,0.95628,-0.022
1733657,-0.003,-0.02,1,-0.011
1733682,0.118,0.78,0.0375,0.429
1733683,0.11,0.73,0.0627,0.385
1733684,0.1,0.66,0.0789,0.363
1733685,0.093,0.62,0.12531,0.319
1733686,0.08,0.54,0.18889,0.275
1733687,0.065,0.44,0.15463,0.297
1733688,0.066,0.45,0.27356,0.231
1733689,0.066,0.44,0.27356,0.231
1733690,0.065,0.44,0.15463,0.297
1733691,0.073,0.5,0.18889,0.275
1733692,0.078,0.53,0.18889,0.275
1733693,0.089,0.59,0.12531,0.319
1733694,0.096,0.63,0.10052,0.341
1733695,0.095,0.62,0.0798,0.363
1733696,0.097,0.62,0.0627,0.385
1733697,0.1,0.64,0.0627,0.385
1733698,0.103,0.66,0.0627,0.385
1733699,0.105,0.68,0.0627,0.385
1733700,0.106,0.71,0.0627,0.385
1733701,0.11,0.72,0.04874,0.407
1733702,0.11,0.73,0.04874,0.407
1733703,0.112,0.73,0.04874,0.407
1733704,0.113,0.72,0.0425,0.418
1733705,0.113,0.74,0.0375,0.429
1733706,0.12,0.77,0.0375,0.429
1733707,0.105,0.63,0.0425,0.418
1733708,0.103,0.63,0.0375,0.429
1733709,0.101,0.62,0.0325,0.44
1733710,0.096,0.58,0.0325,0.44
1733711,0.087,0.52,0.03693,0.429
1733712,0.085,0.49,0.0375,0.429
1733713,0.075,0.44,0.03693,0.429
1733714,0.07,0.41,0.02854,0.451
1733715,0.037,0.22,0.0995,0.341
1733716,0.033,0.19,0.0892,0.352
1733717,0.033,0.19,0.0892,0.352
1733726,0.035,0.19,0.11184,0.33
1733727,0.035,0.19,0.10052,0.341
1733728,0.03,0.16,0.11184,0.33
1733729,0.03,0.16,0.11184,0.33
1733730,0.032,0.17,0.10052,0.341
1733731,0.032,0.17,0.10052,0.341
1733732,0.033,0.18,0.10052,0.341
1733733,0.03,0.16,0.0892,0.352
1733734,0.033,0.18,0.0892,0.352
1733735,0.03,0.16,0.0892,0.352
1733736,0.03,0.16,0.10052,0.341
1733737,0.033,0.18,0.10052,0.341
1733738,0.033,0.18,0.12531,0.319
1733739,0.03,0.16,0.13878,0.308
1733740,0.03,0.16,0.13878,0.308
1733741,0.03,0.16,0.13878,0.308
1733742,0.03,0.16,0.15463,0.297
1733743,0.03,0.16,0.12418,0.319
1733744,0.033,0.17,0.11184,0.33
1735964,0.05,0.34,0.12531,0.319
1735965,0.044,0.33,0.12531,0.319
1735966,0.039,0.32,0.15463,0.297
1735967,0.037,0.31,0.17048,0.286
1735968,0.034,0.3,0.24958,0.242
1735969,0.034,0.29,0.20547,0.264
1735970,0.038,0.32,0.18889,0.275
1735971,0.037,0.31,0.17048,0.286
1735972,0.026,0.22,0.41085,0.176
1735973,0.022,0.19,0.37964,0.187
1735974,0.024,0.22,0.41085,0.176
1735975,0.016,0.16,0.44342,0.165
1735976,0.016,0.17,0.51122,0.143
1735977,0.014,0.16,0.51122,0.143
1735978,0.01,0.13,0.66142,0.099
1735979,0.008,0.11,0.74256,0.077
1735980,0.007,0.1,0.78398,0.066
1735981,0.007,0.11,0.82667,0.055
1735982,0.003,0.04,1,0.011
1735983,0.006,0.08,0.91281,0.033
1735984,0.01,0.12,0.91281,0.033
1735985,0.006,0.08,0.91281,0.033
1735986,0.009,0.13,0.91281,0.033
1735987,0.007,0.12,0.95628,0.022
1735988,0.003,0.06,0.86935,0.044
1735989,0.003,0.05,0.86935,0.044
1735990,0.006,0.09,0.82667,0.055
1735991,0.002,0.03,0.86935,0.044
1735992,0,0,0.9122,0.033
1735993,0,0,1,-0.011
1735994,-0.002,-0.03,0.95628,-0.022
1735995,-0.002,-0.03,0.91281,-0.033
1735996,0,0,1,0
1735997,0.001,0.01,1,0.011
1735998,0.003,0.04,0.91281,0.033
1735999,0.004,0.05,0.86935,0.044
1736000,0.008,0.07,0.86935,0.044
1736001,0.014,0.12,0.78398,0.066
1736002,0.014,0.12,0.78398,0.066
1736003,0.01,0.09,0.74256,0.077
1736004,0.01,0.1,0.78398,0.066
1736005,0.002,0.03,0.86935,0.044
1736006,0,0,0.95614,0.022
1736007,0.002,0.03,0.78398,0.066
1736008,0.003,0.05,0.74256,0.077
1736009,0.003,0.04,0.91281,0.033
1736010,0.009,0.12,0.66142,0.099
1736011,0.012,0.15,0.66142,0.099
1736012,0.001,0.01,0.78398,0.066
1736013,0.003,0.03,0.74256,0.077
1736014,0.002,0.02,0.78398,0.066
1736015,0.003,0.02,0.74181,0.077
1736016,0.001,0.01,0.86896,0.044
1736017,0.004,0.04,0.78398,0.066
1736018,0.007,0.06,0.78313,0.066
1736019,0.002,0.01,0.95628,0.022
1736020,-0.005,-0.05,1,-0.011
1736021,-0.012,-0.12,0.70113,-0.088
1736022,-0.012,-0.13,0.6217,-0.11
1736023,-0.016,-0.2,0.51122,-0.143
1736024,-0.018,-0.24,0.58294,-0.121
1736025,-0.016,-0.2,0.54644,-0.132
1736026,-0.018,-0.22,0.54644,-0.132
1736027,-0.018,-0.2,0.58407,-0.121
1736028,-0.017,-0.18,0.58407,-0.121
1736029,-0.013,-0.13,0.58407,-0.121
1736030,-0.011,-0.11,0.74256,-0.077
1736031,-0.01,-0.08,0.54644,-0.132
1736032,-0.018,-0.14,0.74256,-0.077
1736033,-0.014,-0.12,0.6217,-0.11
1736034,-0.014,-0.13,0.66142,-0.099
1736035,-0.014,-0.13,0.58407,-0.121
1736036,-0.015,-0.14,0.58407,-0.121
1736037,-0.022,-0.2,0.6217,-0.11
1736038,-0.028,-0.24,0.66142,-0.099
1736039,-0.017,-0.13,0.6217,-0.11
1736040,-0.014,-0.11,0.74256,-0.077
1736041,-0.02,-0.15,0.82667,-0.055
1736042,-0.013,-0.1,0.74256,-0.077
1736043,-0.015,-0.12,0.78398,-0.066
1736044,-0.013,-0.1,0.82667,-0.055
1736045,-0.008,-0.06,0.66142,-0.099
1736046,-0.012,-0.09,0.74256,-0.077
1736047,-0.011,-0.08,0.74256,-0.077
1736048,-0.008,-0.06,0.70113,-0.088
1736050,-0.005,-0.03,0.78398,-0.066
1736055,0,0,1,0
1736092,0.064,0.42,0.27356,0.231
1736093,0.067,0.45,0.15463,0.297
1736094,0.073,0.49,0.18889,0.275
1736095,0.083,0.54,0.18889,0.275
1736096,0.09,0.58,0.11184,0.33
1736097,0.095,0.61,0.0892,0.352
1736098,0.095,0.62,0.0798,0.363
1736099,0.097,0.63,0.0627,0.385
1736100,0.099,0.64,0.0627,0.385
1736101,0.102,0.65,0.0627,0.385
1736102,0.105,0.67,0.05499,0.396
1736103,0.106,0.68,0.05499,0.396
1736104,0.108,0.72,0.05499,0.396
1736105,0.111,0.72,0.04874,0.407
1736106,0.12,0.75,0.04874,0.407
1736107,0.112,0.72,0.04874,0.407
1736108,0.105,0.64,0.04874,0.407
1736109,0.104,0.63,0.04874,0.407
1736110,0.103,0.62,0.03693,0.429
1736111,0.1,0.61,0.0425,0.418
1736112,0.096,0.57,0.0375,0.429
1736113,0.089,0.52,0.0325,0.44
1736114,0.085,0.49,0.0375,0.429
1736115,0.085,0.48,0.0425,0.418
1736116,0.083,0.47,0.0325,0.44
1736117,0.035,0.2,0.10052,0.341
1736140,0.03,0.16,0.12418,0.319
1736141,0.03,0.16,0.13878,0.308
1736142,0.03,0.16,0.13878,0.308
1736143,0.03,0.16,0.11184,0.33
1736144,0.032,0.17,0.13878,0.308
1736145,0.033,0.17,0.12531,0.319
1736146,0.033,0.17,0.11184,0.33
1736147,0.033,0.17,0.12531,0.319
1738367,0.046,0.32,0.12531,0.319
1738368,0.041,0.32,0.12531,0.319
1738369,0.037,0.3,0.15463,0.297
1738370,0.041,0.32,0.15463,0.297
1738371,0.04,0.31,0.17048,0.286
1738372,0.041,0.31,0.17048,0.286
1738373,0.026,0.2,0.38107,0.187
1738374,0.024,0.19,0.35131,0.198
1738375,0.02,0.17,0.41085,0.176
1738376,0.02,0.18,0.41085,0.176
1738377,0.015,0.15,0.44342,0.165
1738378,0.016,0.17,0.51122,0.143
1738379,0.013,0.15,0.6217,0.11
1738380,0.008,0.11,0.74256,0.077
1738381,0.007,0.09,0.74256,0.077
1738382,0.006,0.08,0.82667,0.055
1738383,0.004,0.06,0.86935,0.044
1738384,0.006,0.08,0.91281,0.033
1738385,0.008,0.09,0.91281,0.033
1738386,0.01,0.11,0.86935,0.044
1738387,0.008,0.1,0.91281,0.033
1738388,0.002,0.03,0.91255,0.033
1738389,0.001,0.02,1,0.011
1738390,0.006,0.1,0.91281,0.033
1738391,0.007,0.11,0.82667,0.055
1738392,0.002,0.03,0.95628,0.022
1738393,0.003,0.04,0.95628,0.022
1738394,0.003,0.03,0.78398,0.066
1738395,-0.001,-0.01,1,-0.011
1738396,0,0,1,-0.011
1738397,-0.001,-0.01,0.95628,-0.022
1738398,0.001,0.01,0.95628,0.022
1738399,0.002,0.03,0.91255,0.033
1738400,0.004,0.05,0.86935,0.044
1738401,0.008,0.08,0.82667,0.055
1738402,0.008,0.07,0.82667,0.055
1738403,0.013,0.11,0.74256,0.077
1738404,0.012,0.1,0.66142,0.099
1738405,0.008,0.07,0.82667,0.055
1738406,0.006,0.06,0.78398,0.066
1738407,0.003,0.03,0.86935,0.044
1738408,0,0,1,-0.011
1738409,0.001,0.01,0.82546,0.055
1738410,0,0,1,0
1738411,0.003,0.05,0.82615,0.055
1738412,0.007,0.1,0.66046,0.099
1738413,0,0,1,0
1738414,0.004,0.04,0.78398,0.066
1738415,0.007,0.06,0.70113,0.088
1738416,0.005,0.05,0.66142,0.099
1738417,0.004,0.04,0.66142,0.099
1738418,0.004,0.04,0.70113,0.088
1738419,0.005,0.04,0.82667,0.055
1738420,0.008,0.06,0.70113,0.088
1738421,-0.001,-0.01,1,-0.011
1738422,-0.005,-0.05,1,-0.011
1738423,-0.009,-0.09,0.82667,-0.055
1738424,-0.01,-0.11,0.70113,-0.088
1738425,-0.012,-0.15,0.58407,-0.121
1738426,-0.012,-0.15,0.58407,-0.121
1738427,-0.012,-0.14,0.58407,-0.121
1738428,-0.012,-0.14,0.54644,-0.132
1738429,-0.012,-0.13,0.58407,-0.121
1738430,-0.01,-0.1,0.6217,-0.11
1738431,-0.007,-0.07,0.69999,-0.088
1738432,-0.004,-0.04,0.91281,-0.033
1738433,-0.013,-0.11,0.66046,-0.099
1738434,-0.013,-0.1,0.91281,-0.033
1738435,-0.015,-0.12,0.86935,-0.044
1738436,-0.022,-0.19,0.74256,-0.077
1738437,-0.015,-0.13,0.66142,-0.099
1738438,-0.01,-0.09,0.66142,-0.099
1738439,-0.016,-0.14,0.70113,-0.088
1738440,-0.023,-0.19,0.66142,-0.099
1738441,-0.012,-0.1,0.66142,-0.099
1738442,-0.007,-0.06,0.91255,-0.033
1738443,-0.017,-0.13,0.78398,-0.066
1738444,-0.012,-0.09,0.74256,-0.077
1738445,-0.015,-0.11,0.78398,-0.066
1738446,-0.023,-0.17,0.82667,-0.055
1738447,-0.005,-0.04,0.66142,-0.099
1738448,-0.01,-0.07,0.74256,-0.077
1738495,0.065,0.42,0.15463,0.297
1738496,0.067,0.43,0.18889,0.275
1738497,0.08,0.51,0.18889,0.275
1738498,0.089,0.57,0.12531,0.319
1738499,0.095,0.6,0.10052,0.341
1738500,0.096,0.61,0.0798,0.363
1738501,0.096,0.61,0.0627,0.385
1738502,0.098,0.62,0.0627,0.385
1738503,0.1,0.63,0.0627,0.385
1738504,0.102,0.66,0.0627,0.385
1738505,0.105,0.68,0.05499,0.396
1738506,0.106,0.68,0.04874,0.407
1738507,0.12,0.74,0.04874,0.407
1738508,0.121,0.74,0.04874,0.407
1738509,0.122,0.74,0.04874,0.407
1738510,0.104,0.64,0.04874,0.407
1738511,0.103,0.63,0.04874,0.407
1738512,0.102,0.62,0.0425,0.418
1738513,0.101,0.6,0.0425,0.418
1738514,0.096,0.58,0.0375,0.429
1738515,0.089,0.53,0.0375,0.429
1738516,0.085,0.49,0.0375,0.429
1738543,0.03,0.16,0.12531,0.319
1738544,0.03,0.16,0.11184,0.33
1738545,0.03,0.16,0.12418,0.319
1738546,0.032,0.17,0.12531,0.319
