"nie_malla_modi_id","sen_slope_pnwi","sen_slope_per_pnwi","p_value_pnwi","tau_pnwi"
1726414,6.476,6.13,0.12531,0.319
1726415,7.261,4.12,0.27356,0.231
1726416,8.352,3.76,0.27356,0.231
1726417,9.379,3.74,0.27356,0.231
1726418,8.09,3.66,0.32442,0.209
1726419,7.778,4.19,0.22844,0.253
1726420,6.895,4.34,0.22844,0.253
1726421,6.922,5.35,0.15463,0.297
1726422,5.527,5.46,0.18889,0.275
1726423,5.717,7.86,0.10052,0.341
1726424,5.798,8.04,0.10052,0.341
1726425,4.526,7.64,0.04874,0.407
1726426,6.357,7.62,0.10052,0.341
1726427,8.274,6.37,0.10052,0.341
1726428,8.668,6.7,0.15463,0.297
1726429,7.763,7.29,0.10052,0.341
1726430,6.171,7.34,0.0798,0.363
1726431,5.64,8.92,0.04874,0.407
1726432,3.531,7.21,0.04874,0.407
1726433,1.094,3.89,0.0798,0.363
1726434,3.83,6.97,0.0627,0.385
1726435,5.481,7.28,0.0798,0.363
1726436,5.49,7.48,0.10052,0.341
1726437,4.352,7.28,0.0627,0.385
1726438,3.814,6.65,0.0627,0.385
1726439,3.491,6.83,0.04874,0.407
1726440,2.121,4.59,0.10052,0.341
1726441,1.972,4.93,0.0627,0.385
1726442,1.384,4.87,0.10052,0.341
1726443,0.038,0.34,0.47422,0.154
1726444,0.022,0.22,0.50564,0.143
1726445,0.735,3.44,0.0627,0.385
1726446,0.178,1.18,0.22844,0.253
1726447,0.023,0.23,0.50564,0.143
1726448,0,0,1,0
1726449,0.004,0.05,0.73927,0.077
1726450,0.008,0.08,0.62029,0.11
1726451,0.033,0.31,0.54483,0.132
1726452,0.01,0.11,0.62029,0.11
1726453,0.024,0.26,0.62029,0.11
1726454,0.07,0.74,0.6217,0.11
1726455,0.008,0.09,0.69999,0.088
1726456,0,0,0.91166,0.033
1726475,0.033,0.22,0.54483,0.132
1726476,0,0,0.9561,0.022
1726477,0.207,0.99,0.41085,0.176
1726478,0.407,1.55,0.29754,0.22
1726479,0.462,1.74,0.24958,0.242
1726480,0.678,2.41,0.24958,0.242
1726481,0.22,0.98,0.41085,0.176
1726482,0,0,1,0.011
1726483,0,0,0.6532,0.099
1726484,0.677,2.47,0.2073,0.264
1726485,0.703,3.28,0.24958,0.242
1726486,0.452,2.89,0.34937,0.198
1726487,0.526,2.85,0.2073,0.264
1726488,0.53,3.04,0.40896,0.176
1726489,0,0,0.73612,0.077
1726490,0,0,0.82224,0.055
1726491,0.093,0.98,0.47422,0.154
1726492,0.121,0.92,0.54483,0.132
1726493,0.302,1.6,0.29754,0.22
1726494,0.038,0.44,0.5791,0.121
1726495,0,0,0.91056,0.033
1726496,0,0,0.91056,0.033
1726497,0,0,0.86368,0.044
1726498,0,0,1,0.011
1726499,0,0,1,0
1726500,0,0,1,0
1726501,0,0,0.80709,-0.055
1726502,0,0,0.62797,-0.088
1726503,0,0,0.93862,-0.022
1726504,0,0,0.89763,-0.033
1726505,0,0,0.93862,-0.022
1726506,0,0,0.85573,0.033
1726507,0,0,0.85573,0.033
1726508,0,0,0.85573,0.033
1726509,0,0,0.85573,0.033
1726510,0,0,0.85573,0.033
1726511,0,0,0.85573,0.033
1726512,0,0,0.85573,0.033
1726513,0,0,0.6198,0.055
1726514,0,0,0.6198,0.055
1726515,0,0,0.6198,0.055
1726516,0,0,0.6198,0.055
1726517,0,0,0.6198,0.055
1726518,0,0,0.6198,0.055
1726519,0,0,0.6198,0.055
1726520,0,0,0.6198,0.055
1726521,0,0,0.6198,0.055
1726522,0,0,0.6198,0.055
1726523,0,0,0.6198,0.055
1726524,0,0,0.6198,0.055
1726525,0,0,0.6198,0.055
1726526,0,0,0.6198,0.055
1726527,0,0,0.6198,0.055
1726528,0,0,0.6198,0.055
1726529,0,0,0.6198,0.055
1726530,0,0,0.6198,0.055
1726531,0,0,0.6198,0.055
1726532,0,0,0.6198,0.055
1726533,0,0,0.6198,0.055
1726534,0,NA,NA,0
1726535,0,NA,NA,0
1726536,0,NA,NA,0
1726537,0,NA,NA,0
1728745,-0.01,-0.55,0.47016,-0.154
1728746,-0.01,-0.55,0.36732,-0.187
1728747,-0.006,-0.3,0.50433,-0.143
1728758,0,0,0.73612,0.077
1728759,0.261,1.55,0.58407,0.121
1728760,1.2,5.6,0.15463,0.297
1728761,2.543,7.29,0.10052,0.341
1728762,2.32,5.1,0.12531,0.319
1728763,3.026,6.12,0.18889,0.275
1728764,4.557,6.67,0.10052,0.341
1728765,4.722,6.21,0.15463,0.297
1728766,3.484,3.67,0.32442,0.209
1728767,3.487,3.57,0.27356,0.231
1728768,4.435,4.73,0.27356,0.231
1728769,5.127,4.18,0.51122,0.143
1728770,2.555,2.48,0.44342,0.165
1728771,3.864,3.59,0.38107,0.187
1728772,5.17,4.24,0.51122,0.143
1728773,4.08,2.85,0.66142,0.099
1728774,4.095,2.4,0.66142,0.099
1728775,7.3,3.5,0.44342,0.165
1728776,12.234,4.84,0.38107,0.187
1728777,10.211,3.4,0.58407,0.121
1728778,9.721,2.92,0.66142,0.099
1728779,9.975,3.04,0.66142,0.099
1728780,11.023,3.89,0.32442,0.209
1728781,11.828,4.06,0.27356,0.231
1728782,11.995,3.54,0.44342,0.165
1728783,13.095,3.5,0.44342,0.165
1728784,13.48,3.62,0.38107,0.187
1728785,12.695,3.65,0.44342,0.165
1728786,14.483,4.05,0.32442,0.209
1728787,15.495,4.6,0.27356,0.231
1728788,15.346,4.76,0.15463,0.297
1728789,15.673,5.62,0.12531,0.319
1728790,12.003,5.41,0.22844,0.253
1728791,12.695,6.98,0.12531,0.319
1728792,12.252,9.41,0.0375,0.429
1728793,10.278,11,0.01179,0.516
1728794,13.808,10.99,0.02854,0.451
1728795,11.26,7.34,0.0798,0.363
1728796,12.272,9.55,0.0375,0.429
1728797,12.302,9.4,0.0375,0.429
1728798,9.58,10.28,0.01179,0.516
1728799,10.585,8.56,0.0375,0.429
1728800,11.146,6.56,0.10052,0.341
1728801,10.129,5.13,0.38107,0.187
1728802,10.653,4.8,0.38107,0.187
1728803,13.176,5.04,0.18889,0.275
1728804,14.436,5.11,0.32442,0.209
1728805,14.682,5.11,0.32442,0.209
1728806,13.06,4.97,0.18889,0.275
1728807,11.19,5.05,0.15463,0.297
1728808,9.049,5.31,0.38107,0.187
1728809,7.901,7.64,0.10052,0.341
1728810,6.135,8.97,0.02854,0.451
1728811,6.08,8.91,0.02854,0.451
1728812,5.092,8.88,0.0375,0.429
1728813,4.43,9.3,0.0798,0.363
1728814,3.722,9.39,0.12531,0.319
1728815,5.597,8.39,0.0375,0.429
1728816,6.808,6.45,0.10052,0.341
1728817,7.639,4.29,0.27356,0.231
1728818,10.606,4.09,0.38107,0.187
1728819,11.888,4.8,0.27356,0.231
1728820,9.757,4.47,0.22844,0.253
1728821,8.233,4.36,0.22844,0.253
1728822,8.033,5.26,0.12531,0.319
1728823,7.492,5.97,0.12531,0.319
1728824,6.195,6.62,0.12531,0.319
1728825,5.178,7.51,0.0627,0.385
1728826,4.607,7.65,0.04874,0.407
1728827,4.719,7.66,0.04874,0.407
1728828,8.252,6.99,0.10052,0.341
1728829,9.065,5.54,0.0798,0.363
1728830,9.005,6.91,0.12531,0.319
1728831,7.559,7.46,0.12531,0.319
1728832,5.578,7.32,0.0627,0.385
1728833,4.035,7.22,0.10052,0.341
1728834,2.282,5.35,0.10052,0.341
1728835,1,3.74,0.04874,0.407
1728836,3.675,7.21,0.0375,0.429
1728837,5.241,7.26,0.0798,0.363
1728838,4.231,7,0.0627,0.385
1728839,3.647,7.25,0.04874,0.407
1728840,2.114,4.87,0.0798,0.363
1728841,1.97,5,0.0375,0.429
1728842,1.503,4.55,0.0627,0.385
1728843,1.025,3.91,0.0798,0.363
1728844,0.235,1.28,0.0798,0.363
1728845,0.024,0.23,0.47422,0.154
1728846,0,0,0.91056,-0.033
1728847,0.025,0.21,0.54483,0.132
1728848,0.008,0.09,0.73927,0.077
1728849,0,0,0.91056,-0.033
1728850,0,0,1,0
1728851,0,0,0.7688,-0.066
1728852,0,0,0.91166,0.033
1728853,0.006,0.08,0.73927,0.077
1728854,0,0,0.6532,-0.099
1728855,0,0,0.82441,0.055
1728856,0,0,1,0.011
1728857,0,0,0.68871,-0.088
1728858,0,0,0.91056,0.033
1728876,0,0,1,0.011
1728877,0,0,1,-0.011
1728878,0,0,0.9557,-0.022
1728879,0,0,1,0.011
1728880,0.495,2.11,0.35131,0.198
1728881,0.372,1.74,0.24958,0.242
1728882,0.189,0.98,0.54483,0.132
1728883,0.53,3.13,0.2956,0.22
1728884,0,0,0.6532,0.099
1728885,0,0,0.73612,0.077
1728886,0.166,1.96,0.3748,0.187
1728887,0.141,1.84,0.3748,0.187
1728888,0.291,3.24,0.3748,0.187
1728889,0.701,3.7,0.2956,0.22
1728890,0.112,1.3,0.3748,0.187
1728891,0,0,0.82224,0.055
1728892,0,0,0.82224,0.055
1728893,0,0,0.82224,0.055
1728894,0.085,0.92,0.54483,0.132
1728895,0,0,0.91056,0.033
1728896,0,0,0.95436,0.022
1728897,0,0,1,0
1728898,0,0,0.95312,0.022
1728899,0,0,1,0
1728900,0,0,0.90282,-0.033
1728901,0,0,0.90282,-0.033
1728902,0,0,0.80709,-0.055
1728903,0,0,0.72924,-0.066
1728904,0,0,0.62797,-0.088
1728905,0,0,0.93862,-0.022
1728906,0,0,0.93862,-0.022
1728907,0,0,0.93862,-0.022
1728908,0,0,0.85573,0.033
1728909,0,0,0.85573,0.033
1728910,0,0,0.85573,0.033
1728911,0,0,0.85573,0.033
1728912,0,0,0.85573,0.033
1728913,0,0,0.85573,0.033
1728914,0,0,0.6198,0.055
1728915,0,0,0.6198,0.055
1728916,0,0,0.6198,0.055
1728917,0,0,0.6198,0.055
1728918,0,0,0.6198,0.055
1728919,0,0,0.6198,0.055
1728920,0,0,0.6198,0.055
1728921,0,0,0.6198,0.055
1728922,0,0,0.6198,0.055
1728923,0,0,0.6198,0.055
1728924,0,0,0.6198,0.055
1728925,0,0,0.6198,0.055
1728926,0,0,0.6198,0.055
1728927,0,0,0.6198,0.055
1728928,0,0,0.6198,0.055
1728929,0,0,0.6198,0.055
1728930,0,0,0.6198,0.055
1728931,0,0,0.6198,0.055
1728932,0,0,0.6198,0.055
1728933,0,0,0.6198,0.055
1728934,0,0,0.6198,0.055
1728935,0,0,0.6198,0.055
1728936,0,NA,NA,0
1728937,0,NA,NA,0
1728938,0,NA,NA,0
1728939,0,NA,NA,0
1728940,0,NA,NA,0
1731148,-0.01,-0.78,0.47016,-0.154
1731149,-0.01,-0.79,0.50564,-0.143
1731160,0.03,0.62,0.69999,0.088
1731161,0.423,2.5,0.38107,0.187
1731162,2.61,7.05,0.0798,0.363
1731163,3.504,6.2,0.12531,0.319
1731164,4.316,7.15,0.10052,0.341
1731165,4.12,6.7,0.10052,0.341
1731166,4.398,6.65,0.12531,0.319
1731167,4.637,6.62,0.12531,0.319
1731168,4.735,6.04,0.15463,0.297
1731169,4.113,6.83,0.0798,0.363
1731170,4.225,5.52,0.12531,0.319
1731171,4.972,7.87,0.18889,0.275
1731172,4.53,7.17,0.18889,0.275
1731173,4.32,4.13,0.51122,0.143
1731174,5.536,4.44,0.58407,0.121
1731175,4.774,3.29,0.58407,0.121
1731176,5.593,3.13,0.51122,0.143
1731177,8.093,3.71,0.44342,0.165
1731178,12.963,4.98,0.38107,0.187
1731179,10.827,3.64,0.58407,0.121
1731180,11.168,3.79,0.44342,0.165
1731181,10.865,3.83,0.32442,0.209
1731182,10.468,4.12,0.44342,0.165
1731183,12.132,4.05,0.32442,0.209
1731184,12.295,3.58,0.44342,0.165
1731185,13.282,3.52,0.44342,0.165
1731186,13.336,3.74,0.38107,0.187
1731187,14.364,4.38,0.44342,0.165
1731188,14.655,4.77,0.27356,0.231
1731189,16.308,5.5,0.18889,0.275
1731190,15.251,4.77,0.22844,0.253
1731191,17.094,5.95,0.15463,0.297
1731192,13.283,5.34,0.38107,0.187
1731193,13.139,6.61,0.18889,0.275
1731194,12.325,8.04,0.10052,0.341
1731195,10.293,10.82,0.01179,0.516
1731196,9.803,11.13,0.02149,0.473
1731197,13.18,11.01,0.01601,0.495
1731198,12.763,10.44,0.02854,0.451
1731199,8.713,11.22,0.02149,0.473
1731200,9.49,10.39,0.02149,0.473
1731201,9.713,8.82,0.0375,0.429
1731202,10.509,6.37,0.10052,0.341
1731203,10.493,5.16,0.32442,0.209
1731204,11.925,5.11,0.12531,0.319
1731205,13.812,5.19,0.12531,0.319
1731206,14.538,5.13,0.22844,0.253
1731207,12.773,4.89,0.18889,0.275
1731208,11.803,5.22,0.15463,0.297
1731209,9.798,4.71,0.32442,0.209
1731210,8.266,5.15,0.15463,0.297
1731211,8.382,7.22,0.15463,0.297
1731212,6.377,8.39,0.02854,0.451
1731213,4.99,9.69,0.04874,0.407
1731214,4.236,9.52,0.0798,0.363
1731215,2.955,8.93,0.0375,0.429
1731216,5.175,8.44,0.0627,0.385
1731217,5.973,7.25,0.10052,0.341
1731218,7.656,6.57,0.15463,0.297
1731219,9.157,4.3,0.15463,0.297
1731220,12.324,4.91,0.27356,0.231
1731221,10.237,4.3,0.27356,0.231
1731222,10.043,4.71,0.32442,0.209
1731223,8.102,4.45,0.22844,0.253
1731224,8.422,5.51,0.12531,0.319
1731225,7.317,6.16,0.10052,0.341
1731226,6.344,6.98,0.10052,0.341
1731227,4.055,6.96,0.0627,0.385
1731228,3.776,7.56,0.12531,0.319
1731229,6.039,7.41,0.0798,0.363
1731230,8.641,7.08,0.12531,0.319
1731231,9.67,7.06,0.0798,0.363
1731232,9.033,7.07,0.0798,0.363
1731233,7.392,7.46,0.12531,0.319
1731234,5.247,7.59,0.0627,0.385
1731235,3.7,7.05,0.10052,0.341
1731236,1.764,5.31,0.10052,0.341
1731237,0.695,3.05,0.10052,0.341
1731238,4.434,7.95,0.0627,0.385
1731239,5.234,7.69,0.0627,0.385
1731240,2.623,5.55,0.04874,0.407
1731241,2.03,4.97,0.0798,0.363
1731242,1.407,4.69,0.0627,0.385
1731243,0.821,3.27,0.10052,0.341
1731244,0.385,1.99,0.12531,0.319
1731245,0.225,1.29,0.10052,0.341
1731246,0.059,0.47,0.22704,0.253
1731247,0.005,0.06,0.65722,0.099
1731248,0,0,1,0
1731249,0,0,0.95436,0.022
1731250,0,0,1,0.011
1731251,0,0,1,0
1731252,0,0,0.90282,-0.033
1731253,0,0,0.95312,0.022
1731254,0,0,0.86,-0.044
1731255,0,0,0.7688,-0.066
1731279,0,0,0.82224,0.055
1731280,0,0,0.82224,0.055
1731281,0,0,0.73612,0.077
1731282,0,0,0.82224,0.055
1731283,0,0,0.73612,0.077
1731284,0,0,0.73612,0.077
1731285,0.16,2.58,0.26726,0.231
1731286,0.066,1.86,0.22234,0.253
1731287,0,0,0.73612,0.077
1731288,0,0,0.91056,0.033
1731289,0.084,1.88,0.22234,0.253
1731290,0.279,3.11,0.3748,0.187
1731291,0.135,1.68,0.43741,0.165
1731292,0,0,0.7785,0.066
1731293,0,0,0.91056,0.033
1731294,0,0,0.77477,0.066
1731295,0,0,0.91056,0.033
1731296,0,0,0.95312,-0.022
1731297,0,0,0.95312,-0.022
1731298,0,0,0.95312,0.022
1731299,0,0,0.86368,0.044
1731300,0,0,0.95312,-0.022
1731301,0,0,1,-0.011
1731302,0,0,1,0
1731303,0,0,0.90282,-0.033
1731304,0,0,1,-0.011
1731305,0,0,0.72924,-0.066
1731306,0,0,0.62797,-0.088
1731307,0,0,0.93862,-0.022
1731308,0,0,0.93862,-0.022
1731309,0,0,1,0.011
1731310,0,0,0.6198,0.055
1731311,0,0,0.6198,0.055
1731312,0,0,0.85573,0.033
1731313,0,0,0.6198,0.055
1731314,0,0,0.6198,0.055
1731315,0,0,0.85573,0.033
1731316,0,0,0.6198,0.055
1731317,0,0,0.6198,0.055
1731320,0,0,0.6198,0.055
1731321,0,0,0.6198,0.055
1731322,0,0,0.6198,0.055
1731323,0,0,0.6198,0.055
1731324,0,0,0.6198,0.055
1731325,0,0,0.6198,0.055
1731326,0,0,0.6198,0.055
1731327,0,0,0.6198,0.055
1731328,0,0,0.6198,0.055
1731329,0,NA,NA,0
1731330,0,0,0.6198,0.055
1731331,0,0,0.6198,0.055
1731332,0,0,0.6198,0.055
1731333,0,NA,NA,0
1731334,0,NA,NA,0
1731335,0,NA,NA,0
1731336,0,0,0.6198,0.055
1731337,0,NA,NA,0
1731338,0,NA,NA,0
1731339,0,NA,NA,0
1731340,0,NA,NA,0
1731341,0,NA,NA,0
1731342,0,NA,NA,0
1733551,-0.001,-0.09,0.21699,-0.242
1733562,0.001,0.03,0.73927,0.077
1733563,0.095,0.75,0.58407,0.121
1733564,1.895,5.76,0.12531,0.319
1733565,3.122,5.92,0.15463,0.297
1733566,3.38,6.36,0.18889,0.275
1733567,3.377,5.99,0.12531,0.319
1733568,3.153,5.91,0.15463,0.297
1733569,3.441,6.99,0.15463,0.297
1733570,2.523,5.58,0.15463,0.297
1733571,2.924,6.65,0.12531,0.319
1733572,2.729,7.42,0.0798,0.363
1733573,4.224,7.28,0.0798,0.363
1733574,5.266,5.43,0.27356,0.231
1733575,6.286,4.72,0.51122,0.143
1733576,5.569,3.52,0.51122,0.143
1733577,5.91,3.14,0.74256,0.077
1733578,6.57,3.05,0.44342,0.165
1733579,9.786,4.02,0.38107,0.187
1733580,10.524,3.79,0.38107,0.187
1733581,13.195,4.7,0.32442,0.209
1733582,9.826,4.13,0.38107,0.187
1733583,7.355,3.29,0.51122,0.143
1733584,12.545,4.63,0.38107,0.187
1733585,10.45,3.29,0.58407,0.121
1733586,12.32,3.49,0.44342,0.165
1733587,12.742,3.59,0.38107,0.187
1733588,14.501,4.42,0.38107,0.187
1733589,14.172,4.68,0.27356,0.231
1733590,12.958,4.98,0.38107,0.187
1733591,15.662,5.64,0.18889,0.275
1733592,16.016,4.89,0.18889,0.275
1733593,16.874,5.65,0.12531,0.319
1733594,14.402,5.58,0.27356,0.231
1733595,12.94,6.34,0.15463,0.297
1733596,11.775,7.01,0.12531,0.319
1733597,11.545,9.19,0.0375,0.429
1733598,9.15,10.88,0.02149,0.473
1733599,8.56,11.59,0.01601,0.495
1733600,10.253,10.99,0.01601,0.495
1733601,7.085,11.32,0.01179,0.516
1733602,11.647,11.17,0.02149,0.473
1733603,10.358,7.13,0.0627,0.385
1733604,11.536,6.66,0.12531,0.319
1733605,10.66,5.12,0.38107,0.187
1733606,13.473,5.42,0.12531,0.319
1733607,14.85,5.39,0.15463,0.297
1733608,14.75,5.46,0.15463,0.297
1733609,11.442,4.95,0.12531,0.319
1733610,9.48,5.29,0.38107,0.187
1733611,8.176,5.07,0.12531,0.319
1733612,8.783,6.46,0.18889,0.275
1733613,8.526,7.27,0.12531,0.319
1733614,7.847,8.59,0.0627,0.385
1733615,5.432,9.61,0.04874,0.407
1733616,3.128,8.43,0.04874,0.407
1733617,3.098,8.46,0.0375,0.429
1733618,5.057,7.87,0.04874,0.407
1733619,7.915,6.71,0.15463,0.297
1733620,7.709,4.94,0.38107,0.187
1733621,8.64,4.24,0.27356,0.231
1733622,10.763,4.67,0.27356,0.231
1733623,11.027,4.84,0.27356,0.231
1733624,8.678,4.18,0.27356,0.231
1733625,8.934,5.09,0.18889,0.275
1733626,8.742,5.98,0.18889,0.275
1733627,6.691,5.72,0.12531,0.319
1733628,6.157,7.18,0.0798,0.363
1733629,4.383,7.01,0.04874,0.407
1733630,1.973,5.47,0.10052,0.341
1733631,5.871,7.57,0.0627,0.385
1733632,6.994,7.04,0.12531,0.319
1733633,8.545,7.68,0.10052,0.341
1733634,7.889,7.45,0.12531,0.319
1733635,5.97,6.88,0.0798,0.363
1733636,5.855,8.48,0.04874,0.407
1733637,3.389,7.24,0.10052,0.341
1733638,1.433,4.96,0.0627,0.385
1733639,1.224,4.09,0.0627,0.385
1733640,2.682,5.88,0.0627,0.385
1733641,4.108,7.72,0.0375,0.429
1733642,2.096,4.98,0.04874,0.407
1733643,1.406,4.92,0.0375,0.429
1733644,0.594,2.89,0.15463,0.297
1733645,0.215,1.56,0.20547,0.264
1733646,0.012,0.11,0.57435,0.121
1733647,0.002,0.02,0.57435,0.121
1733648,0,0,0.6532,0.099
1733649,0,0,1,0
1733650,0,0,0.90282,-0.033
1733653,0,0,0.90282,-0.033
1733654,0,0,1,0
1733656,0,0,0.7688,-0.066
1733657,0,0,0.86,-0.044
1733682,0,0,0.86368,0.044
1733683,0,0,0.68871,0.088
1733684,0,0,0.86368,0.044
1733685,0,0,0.82224,0.055
1733686,0,0,0.82224,0.055
1733687,0.158,4.66,0.1831,0.275
1733688,0.053,2.17,0.22234,0.253
1733689,0,0,0.68871,0.088
1733690,0,0,0.68871,0.088
1733691,0.269,5.34,0.24335,0.242
1733692,0.248,4.56,0.26726,0.231
1733693,0,0,0.82224,0.055
1733694,0,0,0.90282,0.033
1733695,0,0,0.86,0.044
1733696,0,0,1,-0.011
1733697,0,0,1,-0.011
1733698,0,0,0.90282,-0.033
1733699,0,0,1,-0.011
1733700,0,0,0.82224,0.055
1733701,0,0,0.95312,-0.022
1733702,0,0,0.91056,0.033
1733703,0,0,1,0
1733704,0,0,0.90282,-0.033
1733705,0,0,1,0
1733706,0,0,0.80709,-0.055
1733707,0,0,1,0
1733708,0,0,1,0
1733709,0,0,0.93862,-0.022
1733710,0,0,0.93862,-0.022
1733711,0,0,1,0.011
1733712,0,0,0.6198,0.055
1733713,0,0,0.6198,0.055
1733714,0,0,0.6198,0.055
1733715,0,0,0.85573,0.033
1733716,0,0,0.6198,0.055
1733717,0,0,0.6198,0.055
1733726,0,0,0.6198,0.055
1733727,0,0,0.6198,0.055
1733728,0,NA,NA,0
1733729,0,0,0.6198,0.055
1733730,0,NA,NA,0
1733731,0,NA,NA,0
1733732,0,NA,NA,0
1733733,0,NA,NA,0
1733734,0,NA,NA,0
1733735,0,NA,NA,0
1733736,0,NA,NA,0
1733737,0,NA,NA,0
1733738,0,NA,NA,0
1733739,0,NA,NA,0
1733740,0,NA,NA,0
1733741,0,NA,NA,0
1733742,0,NA,NA,0
1733743,0,NA,NA,0
1733744,0,NA,NA,0
1735964,0,0,1,0.011
1735965,0.08,0.88,0.58407,0.121
1735966,2.61,7.33,0.12531,0.319
1735967,2.65,7,0.12531,0.319
1735968,3.231,6.62,0.10052,0.341
1735969,2.79,7.27,0.10052,0.341
1735970,1.917,7.09,0.0627,0.385
1735971,2.496,7.61,0.15463,0.297
1735972,2.696,8.52,0.0798,0.363
1735973,2.761,8.85,0.0798,0.363
1735974,4.462,8.12,0.0627,0.385
1735975,4.854,5.29,0.32442,0.209
1735976,5.366,4.41,0.58407,0.121
1735977,5.249,3.58,0.58407,0.121
1735978,6.724,3.56,0.51122,0.143
1735979,6.082,2.93,0.51122,0.143
1735980,11.215,4.45,0.27356,0.231
1735981,12.415,4.79,0.38107,0.187
1735982,12.133,4.74,0.32442,0.209
1735983,8.672,3.8,0.44342,0.165
1735984,6.34,3.42,0.44342,0.165
1735985,9.098,4.03,0.44342,0.165
1735986,12.853,4.55,0.32442,0.209
1735987,10.967,3.35,0.66142,0.099
1735988,12.922,3.74,0.44342,0.165
1735989,13.317,3.87,0.44342,0.165
1735990,13.496,4.46,0.32442,0.209
1735991,11.88,4.65,0.44342,0.165
1735992,10.7,4.8,0.44342,0.165
1735993,14.975,5.48,0.27356,0.231
1735994,15.188,4.89,0.12531,0.319
1735995,16.773,5.89,0.15463,0.297
1735996,13.823,5.4,0.32442,0.209
1735997,14.3,6.74,0.12531,0.319
1735998,11.908,6.74,0.10052,0.341
1735999,11.336,7.45,0.10052,0.341
1736000,12.523,11,0.02149,0.473
1736001,8.095,11.16,0.01179,0.516
1736002,8.284,11.34,0.01601,0.495
1736003,8.276,11.4,0.02149,0.473
1736004,11.004,8.55,0.0375,0.429
1736005,11.897,7.07,0.12531,0.319
1736006,11.055,5.5,0.27356,0.231
1736007,11.972,5.25,0.38107,0.187
1736008,13.062,4.97,0.12531,0.319
1736009,16.054,5.55,0.15463,0.297
1736010,12.85,5.17,0.12531,0.319
1736011,9.784,4.87,0.44342,0.165
1736012,10.002,7.33,0.15463,0.297
1736013,8.337,7.74,0.0798,0.363
1736014,8.118,7.59,0.10052,0.341
1736015,8.736,8.9,0.0627,0.385
1736016,7.435,8.25,0.0627,0.385
1736017,5.163,9.05,0.0798,0.363
1736018,2.264,8.89,0.04874,0.407
1736019,3.39,8.44,0.10052,0.341
1736020,5.333,7.73,0.02854,0.451
1736021,8.122,7.26,0.15463,0.297
1736022,6.754,4.72,0.22844,0.253
1736023,9.897,5.18,0.27356,0.231
1736024,9.697,4.41,0.32442,0.209
1736025,8.97,4.42,0.22844,0.253
1736026,9.244,4.8,0.22844,0.253
1736027,9.718,5.81,0.18889,0.275
1736028,8.515,6.28,0.0798,0.363
1736029,7.147,6.28,0.12531,0.319
1736030,5.829,7.26,0.0627,0.385
1736031,3.959,7.6,0.0798,0.363
1736032,1.498,4.95,0.12531,0.319
1736033,4.805,7.45,0.04874,0.407
1736034,5.637,7.41,0.0375,0.429
1736035,6.389,7.21,0.10052,0.341
1736036,6.343,6.87,0.10052,0.341
1736037,5.5,7.42,0.0627,0.385
1736038,4.191,7.61,0.0798,0.363
1736039,1.891,5.15,0.0627,0.385
1736040,0.6,2.76,0.15463,0.297
1736041,0.441,2.13,0.18889,0.275
1736042,2.966,5.85,0.0627,0.385
1736043,2.562,5.73,0.10052,0.341
1736044,1.276,4.12,0.04874,0.407
1736045,0.46,2.2,0.17048,0.286
1736046,0.203,1.49,0.20547,0.264
1736047,0.012,0.11,0.57435,0.121
1736048,0,0,0.6532,0.099
1736050,0,0,1,0
1736055,0,0,0.90282,-0.033
1736092,0,0,0.60651,0.11
1736093,0,0,0.68871,0.088
1736094,0,0,0.82224,0.055
1736095,0,0,0.7688,0.066
1736096,0,0,0.89763,-0.033
1736097,0,0,0.89763,-0.033
1736098,0,0,0.86,0.044
1736099,0,0,1,-0.011
1736100,0,0,1,-0.011
1736101,0,0,1,-0.011
1736102,0,0,0.90282,-0.033
1736103,0,0,0.90282,-0.033
1736104,0,0,0.86368,0.044
1736105,0,0,1,0
1736106,0,0,1,-0.011
1736107,0,0,0.90282,-0.033
1736108,0,0,0.72924,-0.066
1736109,0,0,1,0
1736110,0,0,1,0
1736111,0,0,0.93862,-0.022
1736112,0,0,1,0.011
1736113,0,0,0.6198,0.055
1736114,0,0,0.6198,0.055
1736115,0,0,0.6198,0.055
1736116,0,0,0.6198,0.055
1736117,0,0,0.6198,0.055
1736140,0,NA,NA,0
1736141,0,NA,NA,0
1736142,0,NA,NA,0
1736143,0,NA,NA,0
1736144,0,NA,NA,0
1736145,0,NA,NA,0
1736146,0,NA,NA,0
1736147,0,NA,NA,0
1738367,0,0,0.73612,0.077
1738368,0.365,2.06,0.38107,0.187
1738369,1.42,5.77,0.0798,0.363
1738370,0.482,2.61,0.38107,0.187
1738371,0.384,2.23,0.38107,0.187
1738372,0.21,1.6,0.38107,0.187
1738373,0.244,1.74,0.38107,0.187
1738374,0.475,3.09,0.38107,0.187
1738375,3.287,8.23,0.10052,0.341
1738376,4.247,7.5,0.0798,0.363
1738377,4.639,5.06,0.27356,0.231
1738378,5.271,4.06,0.51122,0.143
1738379,5.359,3.16,0.58407,0.121
1738380,6.417,3.24,0.58407,0.121
1738381,8.649,3.93,0.38107,0.187
1738382,11.296,4.42,0.27356,0.231
1738383,10.667,4.55,0.32442,0.209
1738384,8.603,3.98,0.38107,0.187
1738385,5.437,3.27,0.32442,0.209
1738386,8.192,5.08,0.22844,0.253
1738387,8.569,4.01,0.38107,0.187
1738388,12.652,4.82,0.38107,0.187
