"nie_malla_modi_id","sen_slope_pnwi","sen_slope_per_pnwi","p_value_pnwi","tau_pnwi"
1589498,0.42,4.61,0.24768,0.242
1591900,0.363,3.4,0.40896,0.176
1591901,0.142,2.14,0.476,0.154
1591914,0.149,2.99,0.41085,0.176
1591915,0.148,2.98,0.41085,0.176
1594301,0.584,3.3,0.51122,0.143
1594302,0.369,3.4,0.37772,0.187
1594303,0.38,4.47,0.20547,0.264
1594310,0.348,4.21,0.41085,0.176
1594311,0.324,3.8,0.58407,0.121
1594312,0.188,2.24,0.6217,0.11
1594315,0.21,2.78,0.54644,0.132
1594316,0.166,3.45,0.41085,0.176
1596703,0.563,4.24,0.35131,0.198
1596704,0.371,3.45,0.34937,0.198
1596705,0.403,4.6,0.20547,0.264
1596711,0.269,4.11,0.41085,0.176
1596712,0.404,5.5,0.35131,0.198
1596713,0.324,4.15,0.44342,0.165
1596714,0.32,3.69,0.51122,0.143
1596715,0.4,4.36,0.51122,0.143
1596716,0.266,4.5,0.476,0.154
1596717,0.261,4.62,0.41085,0.176
1596718,0.181,3.47,0.54644,0.132
1596719,0.158,3.4,0.41085,0.176
1599103,0.833,3.56,0.66142,0.099
1599104,0.617,3.28,0.44342,0.165
1599105,0.63,3.49,0.66142,0.099
1599106,0.577,4.45,0.2956,0.22
1599107,0.384,4.02,0.20547,0.264
1599108,0.36,4.56,0.24958,0.242
1599114,0.303,3.96,0.41085,0.176
1599115,0.343,4.54,0.41085,0.176
1599116,0.311,3.64,0.51122,0.143
1599117,0.314,3.48,0.51122,0.143
1599118,0.257,3.11,0.51122,0.143
1599119,0.246,3.7,0.6217,0.11
1599120,0.249,4.41,0.476,0.154
1599121,0.209,4.07,0.476,0.154
1601504,1.825,4.97,0.12531,0.319
1601505,1.782,4.98,0.12531,0.319
1601506,1.163,4.45,0.38107,0.187
1601507,1.139,4.73,0.32442,0.209
1601508,0.738,3.53,0.44342,0.165
1601509,0.546,4.76,0.2956,0.22
1601510,0.518,4.72,0.35131,0.198
1601516,0.328,4.02,0.51122,0.143
1601517,0.333,4.18,0.44342,0.165
1601518,0.45,3.87,0.44342,0.165
1601519,0.506,4.48,0.51122,0.143
1601520,1.287,7.04,0.12531,0.319
1601521,0.543,5,0.51122,0.143
1601522,0.358,4.81,0.476,0.154
1601523,0.32,4.68,0.38107,0.187
1601524,0.205,4.11,0.476,0.154
1601525,0.188,4.01,0.54644,0.132
1603905,1.872,4.35,0.12531,0.319
1603906,3.81,7.85,0.10052,0.341
1603907,3.649,6.8,0.0798,0.363
1603908,1.637,5.07,0.22844,0.253
1603909,1.93,5.57,0.10052,0.341
1603910,1.522,5.66,0.22844,0.253
1603911,0.696,4.89,0.38107,0.187
1603912,0.515,4.47,0.41085,0.176
1603918,0.326,4.4,0.41085,0.176
1603919,0.372,4,0.38107,0.187
1603920,0.693,5.29,0.44342,0.165
1603921,0.791,4.92,0.22844,0.253
1603922,2.026,8.02,0.10052,0.341
1603923,1.011,5.91,0.18889,0.275
1603924,0.556,4.28,0.44342,0.165
1603925,0.367,4.76,0.58407,0.121
1603926,0.299,4.68,0.58407,0.121
1603927,0.225,4.69,0.41085,0.176
1606307,4.18,6.79,0.0375,0.429
1606308,4.484,6.6,0.04874,0.407
1606309,4.49,8,0.0798,0.363
1606310,3.67,8.51,0.0798,0.363
1606311,3.459,7.38,0.04874,0.407
1606312,1.807,5.51,0.12531,0.319
1606313,1,4.7,0.32442,0.209
1606314,0.772,4.91,0.27356,0.231
1606315,0.551,4.57,0.44342,0.165
1606320,0.549,5.48,0.38107,0.187
1606321,0.483,4.57,0.38107,0.187
1606322,0.816,5.29,0.18889,0.275
1606323,1.334,7.18,0.18889,0.275
1606324,1.945,6.99,0.18889,0.275
1606325,2.085,7,0.22844,0.253
1606326,0.799,5.28,0.18889,0.275
1606327,0.501,4.28,0.32442,0.209
1606328,0.2,2.77,0.51122,0.143
1606329,0.24,3.95,0.66142,0.099
1606330,0.19,3.75,0.51122,0.143
1608708,5.401,6.96,0.0627,0.385
1608709,5.79,7.47,0.0375,0.429
1608710,6.405,7.56,0.04874,0.407
1608711,4.707,7.42,0.0375,0.429
1608712,4.726,7.48,0.0375,0.429
1608713,4.411,7.71,0.0375,0.429
1608714,1.927,5.75,0.12531,0.319
1608715,1.877,5.93,0.10052,0.341
1608716,0.801,3.92,0.32442,0.209
1608717,0.681,4.79,0.44342,0.165
1608718,0.526,4.82,0.44342,0.165
1608719,0.64,4.89,0.32442,0.209
1608720,0.577,4.47,0.27356,0.231
1608721,0.525,4.19,0.51122,0.143
1608723,0.457,3.97,0.27356,0.231
1608724,0.677,5.04,0.18889,0.275
1608725,2.074,8.7,0.10052,0.341
1608726,1.91,6.92,0.15463,0.297
1608727,1.883,7.63,0.15463,0.297
1608728,0.494,4.25,0.44342,0.165
1608729,0.367,3.76,0.51122,0.143
1608730,0.323,4.09,0.44342,0.165
1608731,0.26,3.67,0.51122,0.143
1608732,0.224,3.78,0.58407,0.121
1611108,7.36,7.6,0.04874,0.407
1611110,8.133,7.93,0.04874,0.407
1611111,8.224,7.82,0.04874,0.407
1611112,7.944,7.35,0.0627,0.385
1611113,6.21,7.78,0.04874,0.407
1611114,5.988,7.41,0.02854,0.451
1611115,4.875,7.31,0.0375,0.429
1611116,4.325,7.31,0.0375,0.429
1611117,3.1,7.08,0.02854,0.451
1611118,1.792,6.76,0.12531,0.319
1611119,0.733,5.28,0.44342,0.165
1611120,0.709,4.98,0.44342,0.165
1611121,0.693,4.35,0.38107,0.187
1611122,1.659,6.87,0.15463,0.297
1611123,1.29,7.61,0.22844,0.253
1611124,0.65,4.96,0.32442,0.209
1611125,0.692,5.53,0.32442,0.209
1611126,0.7,5.18,0.2073,0.264
1611127,1.96,8.82,0.10052,0.341
1611128,1.851,6.28,0.18889,0.275
1611129,1.907,7.6,0.15463,0.297
1611130,1.607,8.67,0.12531,0.319
1611131,1.293,7.14,0.12531,0.319
1611132,0.332,4.1,0.38107,0.187
1611133,0.303,4.09,0.38107,0.187
1611134,0.247,3.88,0.58407,0.121
1611135,0.146,2.49,0.44205,0.165
1613509,6.3,6.95,0.0798,0.363
1613510,8.328,7.77,0.02854,0.451
1613511,8.023,6.79,0.0627,0.385
1613512,8.771,8.14,0.02854,0.451
1613513,8.325,6.69,0.0798,0.363
1613514,8.07,7.07,0.0627,0.385
1613515,8.047,8.17,0.02854,0.451
1613516,7.381,7.7,0.0425,0.418
1613517,5.438,7.77,0.0425,0.418
1613518,4.396,7.49,0.0375,0.429
1613519,3.333,8.62,0.04874,0.407
1613520,0.778,5.64,0.32442,0.209
1613521,0.54,5.18,0.476,0.154
1613522,1.098,6.61,0.32442,0.209
1613523,1.635,6.94,0.15463,0.297
1613524,2.588,8.94,0.10052,0.341
1613525,1.576,7.16,0.15463,0.297
1613526,1.587,7.54,0.15463,0.297
1613527,0.92,5.98,0.22844,0.253
1613528,0.875,5.47,0.18889,0.275
1613529,2.016,8.65,0.10052,0.341
1613530,1.864,5.95,0.12531,0.319
1613531,1.886,5.2,0.18889,0.275
1613532,1.503,4.9,0.22844,0.253
1613533,0.859,7.1,0.12531,0.319
1613534,1.243,8.22,0.10052,0.341
1613535,0.294,3.78,0.38107,0.187
1613536,0.329,4.83,0.44342,0.165
1613537,0.25,3.9,0.38107,0.187
1613538,0.624,6.65,0.18889,0.275
1615910,6.604,7.5,0.04874,0.407
1615911,8.047,7.3,0.04874,0.407
1615912,8.464,7.03,0.0627,0.385
1615913,9.647,7.34,0.0798,0.363
1615914,9.184,6.91,0.0798,0.363
1615915,9.045,6.83,0.10052,0.341
1615916,8.944,6.55,0.10052,0.341
1615917,8.265,6.77,0.0798,0.363
1615918,7.655,7.33,0.04874,0.407
1615919,6.111,7.75,0.02854,0.451
1615920,3.359,6.97,0.04874,0.407
1615921,2.31,7.57,0.0798,0.363
1615922,2.146,7.67,0.12531,0.319
1615923,1.145,5.62,0.22844,0.253
1615924,2.083,7.78,0.12531,0.319
1615925,1.517,7.29,0.22844,0.253
1615926,2.758,9.53,0.10052,0.341
1615927,2.95,8.96,0.0627,0.385
1615928,1.948,8.26,0.15463,0.297
1615929,1.78,8.56,0.04874,0.407
1615930,0.953,5.69,0.12531,0.319
1615931,2.112,7.38,0.12531,0.319
1615932,1.986,5.5,0.15463,0.297
1615933,3.081,6.7,0.12531,0.319
1615934,1.676,5.33,0.18889,0.275
1615935,1.592,5.68,0.27356,0.231
1615936,1.1,6.43,0.18889,0.275
1615937,0.65,6.75,0.27356,0.231
1615938,0.485,5.87,0.27356,0.231
1615939,0.496,5.94,0.27356,0.231
1615940,0.545,6.54,0.27356,0.231
1618310,3.28,5.58,0.0627,0.385
1618311,5.13,7.15,0.0627,0.385
1618312,5.369,7.2,0.0627,0.385
1618313,5.975,7.05,0.0627,0.385
1618314,7.662,7.27,0.04874,0.407
1618315,9.86,7.53,0.0798,0.363
1618316,10.28,6.96,0.10052,0.341
1618317,9.71,6.76,0.12531,0.319
1618318,10.617,7.34,0.12531,0.319
1618319,9.469,6.85,0.10052,0.341
1618320,8.037,6.93,0.0798,0.363
1618321,5.943,7.99,0.0375,0.429
1618322,3.094,7.58,0.04874,0.407
1618323,4.264,7.58,0.02854,0.451
1618324,1.491,6.69,0.18889,0.275
1618325,2.467,7.88,0.04874,0.407
1618326,3.712,9.82,0.04874,0.407
1618327,3.358,9.1,0.04874,0.407
1618328,2.965,9.41,0.0798,0.363
1618329,3.23,7.3,0.0375,0.429
1618330,3.161,9.01,0.0627,0.385
1618331,2.015,8.2,0.0798,0.363
1618332,2.136,7.6,0.12531,0.319
1618333,1.755,5.48,0.12531,0.319
1618334,2.508,6.22,0.15463,0.297
1618335,2.948,6.26,0.15463,0.297
1618336,2.649,5.59,0.22844,0.253
1618337,1.492,4.07,0.32442,0.209
1618338,1.193,5.17,0.27356,0.231
1618339,0.946,5.26,0.18889,0.275
1618340,0.909,6.3,0.22844,0.253
1620712,4.925,6.9,0.0798,0.363
1620713,6.849,6.96,0.10052,0.341
1620714,6.531,6.25,0.0798,0.363
1620715,8.502,6.89,0.0798,0.363
1620716,9.6,7.33,0.10052,0.341
1620717,10.152,7.58,0.0798,0.363
1620718,9.422,7.14,0.0798,0.363
1620719,9.117,6.97,0.10052,0.341
1620720,9.606,6.81,0.12531,0.319
1620721,9.866,7.07,0.10052,0.341
1620722,8.404,7.61,0.0627,0.385
1620723,6.737,7.85,0.0627,0.385
1620724,5.97,8.04,0.0375,0.429
1620725,3.052,7.2,0.0375,0.429
1620726,2.297,7.76,0.12531,0.319
1620727,2.733,8.18,0.04874,0.407
1620728,4.481,9.69,0.02854,0.451
1620729,4.041,7.89,0.04874,0.407
1620730,3.329,9.42,0.04874,0.407
1620731,4.96,8.89,0.0375,0.429
1620732,3.107,7.79,0.0798,0.363
1620733,2.604,7.77,0.10052,0.341
1620734,2.619,7.53,0.10052,0.341
1620735,2.667,6.43,0.10052,0.341
1620736,3.095,6.81,0.0627,0.385
1620737,1.775,4.6,0.18889,0.275
1620738,1.652,5.29,0.18889,0.275
1620739,1.192,5.31,0.15463,0.297
1620740,1.012,6.27,0.24958,0.242
1623115,5.599,6.57,0.0627,0.385
1623116,8.257,7.32,0.0627,0.385
1623117,9.9,7.16,0.10052,0.341
1623118,11.153,7,0.12531,0.319
1623119,12.46,7.31,0.12531,0.319
1623120,12.211,7.34,0.15463,0.297
1623121,10.728,7.31,0.12531,0.319
1623122,10.248,6.83,0.12531,0.319
1623123,10.055,6.78,0.12531,0.319
1623124,9.598,6.6,0.10052,0.341
1623125,7.947,6.61,0.12531,0.319
1623126,6.594,7.94,0.02854,0.451
1623127,4.824,8.34,0.02149,0.473
1623128,2.455,7.9,0.0627,0.385
1623129,1.511,7.39,0.15463,0.297
1623130,3.64,9.17,0.02149,0.473
1623131,4.877,8.2,0.0375,0.429
1623132,4.962,8.68,0.04874,0.407
1623133,4.267,6.68,0.0798,0.363
1623134,3.961,7.08,0.0627,0.385
1623135,4.069,6.93,0.0798,0.363
1623136,3.649,7.05,0.12531,0.319
1623137,2.882,5.76,0.18889,0.275
1623138,2.38,5.87,0.12531,0.319
1623139,2.03,7.78,0.15463,0.297
1623140,1.37,7.39,0.12531,0.319
1623141,1.107,7.26,0.12531,0.319
1623142,0.836,7.17,0.12531,0.319
1625520,10.54,7.41,0.10052,0.341
1625521,12.445,7.31,0.12531,0.319
1625522,11.915,7.12,0.12531,0.319
1625523,11.382,7.04,0.12531,0.319
1625524,10.695,6.39,0.10052,0.341
1625525,10.152,5.83,0.12531,0.319
1625526,10.307,6.48,0.10052,0.341
1625527,7.65,6.49,0.12531,0.319
1625528,7.597,8.36,0.02854,0.451
1625529,3.404,7.24,0.04874,0.407
1625530,4.683,8.38,0.01601,0.495
1625531,2.878,8.28,0.02854,0.451
1625532,3.163,7.67,0.02854,0.451
1625533,3.85,7.82,0.0798,0.363
1625534,4.461,7.21,0.0627,0.385
1625535,4.568,6.86,0.10052,0.341
1625536,4.447,6.55,0.0798,0.363
1625537,4.263,6.09,0.15463,0.297
1625538,3.857,5.56,0.18889,0.275
1625539,3.178,6.36,0.12531,0.319
1625540,1.626,4.86,0.18889,0.275
1625541,1.788,7.73,0.12531,0.319
1625542,0.976,7.24,0.0627,0.385
1625543,1.002,8.04,0.12531,0.319
1625544,0.57,6.09,0.32442,0.209
1627925,10.777,6.06,0.15463,0.297
1627926,10.463,5.99,0.15463,0.297
1627927,9.722,5.47,0.12531,0.319
1627928,10.587,6.99,0.0798,0.363
1627929,7.313,6.26,0.10052,0.341
1627930,5.95,7.5,0.04874,0.407
1627931,5.708,8.42,0.04874,0.407
1627932,3.761,8.07,0.0375,0.429
1627933,4.166,7.42,0.02854,0.451
1627934,4.364,9.29,0.02149,0.473
1627935,4.856,7.67,0.0627,0.385
1627936,5.37,6.95,0.0798,0.363
1627937,4.988,6.43,0.10052,0.341
1627938,4.742,6.92,0.0627,0.385
1627939,3.769,7.04,0.10052,0.341
1627940,3.117,6.74,0.0798,0.363
1627941,2.437,6.39,0.10052,0.341
1627942,1.927,7.93,0.10052,0.341
1627943,1.426,8.3,0.10052,0.341
1627944,1.353,7.65,0.0798,0.363
1627945,1.23,9.08,0.10052,0.341
1627946,0.962,8.4,0.15463,0.297
1627947,0.698,6.48,0.15463,0.297
1627948,0.729,5.73,0.15463,0.297
1630328,12.492,6.29,0.18889,0.275
1630329,12.159,6.38,0.15463,0.297
1630330,9.197,5.71,0.10052,0.341
1630331,7.772,6.54,0.0798,0.363
1630332,6.46,7.85,0.0375,0.429
1630333,6.399,8.2,0.04874,0.407
1630334,3.818,7.33,0.02149,0.473
1630335,5.263,7.5,0.12531,0.319
1630336,4.074,6.65,0.0798,0.363
1630337,5.332,5.69,0.15463,0.297
1630338,4.837,5.84,0.15463,0.297
1630339,4.308,5.49,0.18889,0.275
1630340,3.806,6.37,0.0798,0.363
1630341,2.68,7.92,0.0798,0.363
1630342,2.181,7.11,0.0627,0.385
1630343,1.717,6.48,0.15463,0.297
1630344,1.57,8.75,0.10052,0.341
1630345,1.92,7.3,0.15463,0.297
1630346,1.43,4.89,0.27356,0.231
1630347,1.277,6.71,0.15463,0.297
1630348,0.935,7.18,0.10052,0.341
1630349,1.086,6.65,0.22844,0.253
1632730,13.737,6.55,0.15463,0.297
1632731,10.017,5.52,0.12531,0.319
1632732,9.455,6.46,0.10052,0.341
1632733,7.4,5.98,0.0798,0.363
1632734,7.11,6,0.0798,0.363
1632735,6.005,7,0.0798,0.363
1632736,4.605,6.25,0.0798,0.363
1632737,5.281,5.84,0.18889,0.275
1632738,5.199,5.66,0.18889,0.275
1632739,6.483,6.07,0.15463,0.297
1632740,5.983,5.69,0.15463,0.297
1632741,4.02,5.58,0.22844,0.253
1632742,3.862,6.84,0.12531,0.319
1632743,3.557,6.61,0.22844,0.253
1632744,2.898,6.29,0.10052,0.341
1632745,3.294,7.51,0.10052,0.341
1632746,2.241,6.39,0.15463,0.297
1632747,2.913,6.6,0.12531,0.319
1632748,1.62,4.72,0.38107,0.187
1632749,1.513,6.62,0.12531,0.319
1632750,1.511,7.07,0.15463,0.297
1632754,0.75,6.6,0.10052,0.341
1632755,0.722,5.6,0.18889,0.275
1632756,0.81,8.26,0.15463,0.297
1632775,0.87,6.92,0.27356,0.231
1635130,9.33,5.15,0.15463,0.297
1635131,13.467,6.65,0.18889,0.275
1635132,13.29,6.45,0.15463,0.297
1635133,11.813,6,0.18889,0.275
1635134,9.272,5.75,0.12531,0.319
1635135,7.51,4.62,0.12531,0.319
1635136,8.137,6.34,0.12531,0.319
1635137,5.803,5.72,0.22844,0.253
1635138,5.236,5.67,0.27356,0.231
1635139,5.996,5.41,0.15463,0.297
1635140,6.634,5.56,0.12531,0.319
1635141,5.755,4.59,0.22844,0.253
1635142,3.25,3.43,0.27356,0.231
1635143,3.778,5.58,0.18889,0.275
1635144,3.854,5.83,0.15463,0.297
1635145,3.844,5.23,0.22844,0.253
1635146,3.526,4.87,0.22844,0.253
1635147,3.317,5.97,0.22844,0.253
1635148,2.999,5.49,0.32442,0.209
1635149,2.75,5.41,0.27356,0.231
1635150,1.712,4.5,0.27356,0.231
1635151,1.263,4.3,0.38107,0.187
1635152,1.196,6.32,0.15463,0.297
1635154,0.369,3.91,0.32442,0.209
1635155,0.733,6.47,0.12531,0.319
1635156,0.812,6.02,0.22844,0.253
1635157,0.767,4.39,0.32442,0.209
1635158,0.665,5.33,0.22844,0.253
1635169,0.842,6.63,0.22844,0.253
1635170,0.699,5.47,0.22844,0.253
1635174,0.763,6.03,0.12531,0.319
1635175,0.926,6.55,0.27356,0.231
1635176,0.705,5.06,0.32442,0.209
1635177,1.28,7.68,0.22844,0.253
1635178,0.72,5.15,0.18889,0.275
1635180,1.017,6.54,0.22844,0.253
1635181,0.944,5.14,0.38107,0.187
1635184,0.818,5.89,0.22844,0.253
1635185,0.78,5.49,0.18889,0.275
1635208,0.098,1.35,0.16876,0.286
1635209,0.117,1.67,0.24768,0.242
1635210,0.031,0.5,0.26726,0.231
1635211,0.032,0.55,0.36884,0.187
1635212,0.039,0.63,0.36884,0.187
1635213,0.001,0.02,0.57435,0.121
1637531,13.063,8.43,0.12531,0.319
1637532,9.907,5.77,0.15463,0.297
1637533,11.116,5.96,0.22844,0.253
1637534,10.605,5.64,0.22844,0.253
1637535,11.333,5.89,0.18889,0.275
1637536,11.611,5.87,0.18889,0.275
1637537,6.357,3.91,0.22844,0.253
1637538,7.796,6.11,0.15463,0.297
1637539,6.53,5.98,0.18889,0.275
1637540,6.28,5.79,0.22844,0.253
1637541,5.393,4.02,0.27356,0.231
1637542,5.787,4.14,0.27356,0.231
1637543,5.527,3.74,0.27356,0.231
1637544,4.574,4.31,0.27356,0.231
1637545,3.692,4.38,0.22844,0.253
1637546,3.628,4.34,0.22844,0.253
1637547,3.49,3.94,0.27356,0.231
1637548,3.516,4.36,0.32442,0.209
1637549,3.815,5.74,0.27356,0.231
1637550,3.105,5.8,0.32442,0.209
1637551,2.589,6.18,0.10052,0.341
1637552,1.733,4.6,0.22844,0.253
1637553,1.205,4.07,0.32442,0.209
1637554,1.164,6.37,0.12531,0.319
1637555,1.008,6.48,0.15463,0.297
1637556,1.012,7,0.18889,0.275
1637557,1.09,5.25,0.27356,0.231
1637558,0.852,3.78,0.27356,0.231
1637559,1.145,5.32,0.27356,0.231
1637560,0.686,3.79,0.27356,0.231
1637566,0.791,4.09,0.44342,0.165
1637567,0.894,3.34,0.51122,0.143
1637571,1.232,7.2,0.44342,0.165
1637576,1.081,6.34,0.44342,0.165
1637577,1.326,6.74,0.44342,0.165
1637578,1.325,6.65,0.44342,0.165
1637579,1.444,6.2,0.32442,0.209
1637580,1.185,5.79,0.38107,0.187
1637584,1.315,6.04,0.22844,0.253
1637585,1.133,5.25,0.32442,0.209
1637586,1.308,5.2,0.44342,0.165
1637587,1.043,5.88,0.18889,0.275
1637594,2.22,6.09,0.15463,0.297
1637607,0.61,4.83,0.27356,0.231
1637608,0.268,2.5,0.24768,0.242
1637609,0.102,1.24,0.22234,0.253
1637610,0.098,1.23,0.20547,0.264
1637611,0.039,0.58,0.31806,0.209
1637612,0.118,1.44,0.2956,0.22
1637613,0.067,0.85,0.50564,0.143
1637614,0.072,1.08,0.36884,0.187
1637615,0.025,0.4,0.50032,0.143
1637616,0.033,0.62,0.36884,0.187
1637617,0,0,0.68871,0.088
1637618,0,0,0.68871,0.088
1639929,4.462,6.23,0.0627,0.385
1639930,6.97,7.57,0.04874,0.407
1639933,9.862,6.97,0.0627,0.385
1639934,9.321,6.95,0.12531,0.319
1639935,9.952,6.74,0.10052,0.341
1639936,8.665,5.47,0.15463,0.297
1639937,7.387,4.3,0.27356,0.231
1639938,8.849,4.74,0.22844,0.253
1639939,6.5,3.74,0.27356,0.231
1639940,5.187,3.35,0.22844,0.253
1639941,6.546,4.39,0.32442,0.209
1639942,6.393,4.33,0.32442,0.209
1639943,5.402,3.58,0.22844,0.253
1639944,5.338,3.27,0.27356,0.231
1639945,4.233,2.96,0.38107,0.187
1639946,2.985,2.58,0.22844,0.253
1639947,3.4,3.08,0.18889,0.275
1639948,2.862,2.52,0.22844,0.253
1639949,4.043,4.22,0.38107,0.187
1639950,3.705,4.54,0.27356,0.231
1639951,3.857,5.9,0.22844,0.253
1639952,2.885,5.68,0.32442,0.209
1639953,1.96,5.03,0.12531,0.319
1639954,1.591,5.86,0.18889,0.275
1639955,1.899,7.97,0.15463,0.297
1639956,0.965,6.5,0.10052,0.341
1639957,0.78,6.52,0.18889,0.275
1639958,1.214,6,0.15463,0.297
1639959,0.908,3.32,0.44342,0.165
1639960,0.518,1.67,0.66142,0.099
1639961,0.756,3.91,0.27356,0.231
1639964,0.62,4.05,0.38107,0.187
1639966,0.667,3.85,0.44342,0.165
1639967,0.854,4.27,0.44342,0.165
1639968,0.631,3.2,0.44342,0.165
1639969,0.884,3.49,0.58407,0.121
1639972,1.175,5.9,0.38107,0.187
1639973,1.216,6.31,0.38107,0.187
1639978,1.458,6.7,0.38107,0.187
1639979,1.713,6.24,0.38107,0.187
1639980,1.976,6.2,0.38107,0.187
1639981,1.92,6.04,0.38107,0.187
1639982,1.186,5.89,0.38107,0.187
1639985,1.125,4.52,0.32442,0.209
1639986,1.901,5.51,0.32442,0.209
1639987,1.795,5.03,0.27356,0.231
1639988,1.338,6.23,0.38107,0.187
1639991,0.92,5.73,0.15463,0.297
1639992,2.106,8.71,0.12531,0.319
1639993,1.763,7.02,0.18889,0.275
1639994,1.763,6.53,0.12531,0.319
1639995,2.365,6.86,0.18889,0.275
1640007,0.856,5.1,0.38107,0.187
1640008,0.501,4.16,0.18889,0.275
1640009,0.272,2.53,0.24768,0.242
1640010,0.16,1.63,0.24768,0.242
1640011,0.245,2.69,0.20547,0.264
1640012,0.262,2.31,0.2956,0.22
1640013,0.127,1.37,0.24768,0.242
1640014,0.12,1.44,0.2956,0.22
1640015,0.236,2.1,0.2956,0.22
1640016,0.119,1.27,0.40896,0.176
1640017,0.15,1.8,0.2956,0.22
1640018,0.024,0.38,0.57435,0.121
1640019,0.012,0.22,0.53605,0.132
1640020,0,0,0.73612,0.077
1640021,0,0,0.68871,0.088
1640022,0,0,0.64654,0.099
1640023,0,0,0.60651,0.11
1642331,6.098,6,0.0627,0.385
1642332,7.95,5.99,0.18889,0.275
1642333,6.55,5.4,0.22844,0.253
1642334,8.616,7.73,0.0375,0.429
1642335,8.297,8.21,0.0375,0.429
1642336,6.754,6.2,0.0627,0.385
1642337,7.196,6.39,0.12531,0.319
1642338,9.02,7.04,0.15463,0.297
1642339,7.467,5.02,0.22844,0.253
1642340,8.281,4.54,0.22844,0.253
1642341,8.487,4.45,0.32442,0.209
1642342,8.148,4.49,0.27356,0.231
1642343,7.882,4.4,0.32442,0.209
1642344,5.468,3.31,0.32442,0.209
1642345,7.441,4.23,0.32442,0.209
1642346,7.303,4.02,0.27356,0.231
1642347,5.713,3.54,0.32442,0.209
1642348,4.69,3.17,0.38107,0.187
1642349,3.266,2.54,0.27356,0.231
1642350,3.715,3.4,0.27356,0.231
1642351,3.671,4.17,0.27356,0.231
1642352,3.575,5.03,0.22844,0.253
1642353,3.075,5.73,0.22844,0.253
1642354,2.418,5.9,0.15463,0.297
1642355,2.039,5.49,0.22844,0.253
1642356,1.615,5.49,0.27356,0.231
1642357,1.784,6.97,0.15463,0.297
1642358,1.656,7.36,0.18889,0.275
1642359,1.242,6.55,0.18889,0.275
1642360,1.508,5.15,0.27356,0.231
1642361,0.51,1.31,0.66142,0.099
1642362,0.942,3.3,0.44342,0.165
1642363,1.022,4.79,0.27356,0.231
1642364,0.689,3.26,0.27356,0.231
1642365,0.797,4.05,0.44342,0.165
1642366,0.793,3.45,0.38107,0.187
1642367,0.739,3.84,0.44342,0.165
1642368,0.73,3.28,0.51122,0.143
1642369,1.1,3.69,0.44342,0.165
1642370,1.282,4.29,0.38107,0.187
1642371,1.374,4.45,0.38107,0.187
1642372,1.807,4.57,0.44342,0.165
1642374,1.58,5.45,0.44342,0.165
1642375,1.12,5.68,0.38107,0.187
1642377,1.194,6.93,0.38107,0.187
1642381,1.562,6.22,0.27356,0.231
1642382,1.812,5.56,0.38107,0.187
1642383,1.676,5.05,0.38107,0.187
1642384,1.517,5.53,0.27356,0.231
1642385,1.253,6.05,0.27356,0.231
1642387,1.411,6.22,0.15463,0.297
1642388,1.827,5.55,0.38107,0.187
1642389,1.768,5.33,0.27356,0.231
1642390,1.63,6.05,0.22844,0.253
1642392,1.523,6.85,0.15463,0.297
1642393,1.709,4.89,0.32442,0.209
1642394,2.136,5.9,0.22844,0.253
1642395,1.909,7.03,0.12531,0.319
1642396,2.147,6.4,0.15463,0.297
1642406,2.15,5.46,0.10052,0.341
1642407,1.42,5.51,0.22844,0.253
1642408,1.383,5.63,0.27356,0.231
1642409,1.318,5.58,0.32442,0.209
1642410,0.774,5.46,0.22844,0.253
1642411,0.31,2.75,0.29754,0.22
1642412,0.205,1.91,0.24768,0.242
1642413,0.883,5.9,0.18889,0.275
1642414,0.568,4.35,0.24958,0.242
1642415,0.499,4.04,0.29754,0.22
1642416,0.244,2.1,0.32297,0.209
1642417,0.676,4.52,0.29754,0.22
1642418,0.123,1.19,0.40896,0.176
1642419,0.168,1.67,0.34937,0.198
1642420,0.112,1.28,0.40896,0.176
1642421,0.022,0.35,0.50032,0.143
1642422,0.018,0.31,0.50032,0.143
1642423,0,0,0.73612,0.077
1642424,0,0,0.68871,0.088
1642425,0,0,0.60651,0.11
1642426,0,0,0.52901,0.132
1642427,0,0,0.80709,-0.055
1642428,0,0,0.86,-0.044
1644734,7.68,5.04,0.15463,0.297
1644735,6.517,4.05,0.22844,0.253
1644736,7.997,5.7,0.15463,0.297
1644737,10.955,7.48,0.12531,0.319
1644738,9.532,6.97,0.12531,0.319
1644739,8.298,6.01,0.12531,0.319
1644740,7.544,5.15,0.18889,0.275
1644741,6.033,4.08,0.22844,0.253
1644742,5.47,3.46,0.22844,0.253
1644743,7.013,4.09,0.27356,0.231
1644744,7.989,4.27,0.32442,0.209
1644745,9.624,4.85,0.27356,0.231
1644746,9.217,4.78,0.32442,0.209
1644747,9.594,4.86,0.27356,0.231
1644748,9.75,4.82,0.27356,0.231
1644749,6.978,3.81,0.27356,0.231
1644750,5.65,3.53,0.38107,0.187
1644751,3.168,2.39,0.38107,0.187
1644752,3.855,3.93,0.32442,0.209
1644753,3.824,4.47,0.27356,0.231
1644754,3.486,4.57,0.27356,0.231
1644755,3.756,6.01,0.22844,0.253
1644756,3.027,5.94,0.18889,0.275
1644757,1.8,6.04,0.22844,0.253
1644758,1.623,5.83,0.15463,0.297
1644759,1.715,5.47,0.22844,0.253
