"nie_malla_modi_id","sen_slope_tempm05","sen_slope_per_tempm05","p_value_tempm05","tau_tempm05"
1613519,0.15,1.09,0.38107,0.187
1613520,0.13,0.87,0.38107,0.187
1613521,0.115,0.76,0.38107,0.187
1613522,0.14,0.96,0.38107,0.187
1613523,0.14,0.99,0.38107,0.187
1613524,0.152,1.11,0.38107,0.187
1613525,0.145,1.03,0.38107,0.187
1613526,0.145,1.03,0.38107,0.187
1613527,0.137,0.96,0.44342,0.165
1613528,0.152,1.08,0.44342,0.165
1613529,0.152,1.12,0.44342,0.165
1613530,0.153,1.18,0.44342,0.165
1613531,0.152,1.19,0.44342,0.165
1613532,0.15,1.15,0.51122,0.143
1613533,0.122,0.86,0.51122,0.143
1613534,0.11,0.79,0.58407,0.121
1613535,0.095,0.65,0.58407,0.121
1613536,0.083,0.57,0.58407,0.121
1613537,0.08,0.54,0.58407,0.121
1613538,0.09,0.62,0.51122,0.143
1615910,0.159,1.3,0.51122,0.143
1615911,0.156,1.32,0.44342,0.165
1615912,0.151,1.31,0.41085,0.176
1615913,0.16,1.42,0.38107,0.187
1615914,0.15,1.33,0.38107,0.187
1615915,0.19,1.73,0.32442,0.209
1615916,0.17,1.56,0.32442,0.209
1615917,0.198,1.76,0.32442,0.209
1615918,0.19,1.62,0.38107,0.187
1615919,0.17,1.37,0.38107,0.187
1615920,0.158,1.16,0.38107,0.187
1615921,0.137,0.97,0.38107,0.187
1615922,0.15,1.05,0.38107,0.187
1615923,0.123,0.84,0.38107,0.187
1615924,0.15,1.07,0.38107,0.187
1615925,0.14,0.98,0.38107,0.187
1615926,0.15,1.09,0.38107,0.187
1615927,0.153,1.13,0.38107,0.187
1615928,0.15,1.08,0.41085,0.176
1615929,0.153,1.1,0.44342,0.165
1615930,0.153,1.09,0.44342,0.165
1615931,0.152,1.15,0.44342,0.165
1615932,0.151,1.18,0.44342,0.165
1615933,0.15,1.21,0.44342,0.165
1615934,0.142,1.09,0.51122,0.143
1615935,0.13,0.99,0.51122,0.143
1615936,0.105,0.77,0.54644,0.132
1615937,0.093,0.65,0.58407,0.121
1615938,0.085,0.58,0.58407,0.121
1615939,0.08,0.55,0.58407,0.121
1615940,0.08,0.55,0.51122,0.143
1618310,0.155,1.18,0.58407,0.121
1618311,0.161,1.27,0.51122,0.143
1618312,0.159,1.26,0.51122,0.143
1618313,0.158,1.28,0.44342,0.165
1618314,0.151,1.27,0.38107,0.187
1618315,0.15,1.33,0.38107,0.187
1618316,0.15,1.38,0.38107,0.187
1618317,0.17,1.6,0.32442,0.209
1618318,0.19,1.79,0.32442,0.209
1618319,0.2,1.85,0.32442,0.209
1618320,0.18,1.58,0.38107,0.187
1618321,0.167,1.33,0.38107,0.187
1618322,0.145,1.05,0.38107,0.187
1618323,0.157,1.18,0.38107,0.187
1618324,0.15,1.03,0.38107,0.187
1618325,0.15,1.07,0.38107,0.187
1618326,0.16,1.17,0.38107,0.187
1618327,0.158,1.16,0.38107,0.187
1618328,0.153,1.12,0.38107,0.187
1618329,0.16,1.22,0.38107,0.187
1618330,0.15,1.13,0.38107,0.187
1618331,0.152,1.12,0.38107,0.187
1618332,0.152,1.15,0.44342,0.165
1618333,0.152,1.17,0.44342,0.165
1618334,0.152,1.2,0.44342,0.165
1618335,0.151,1.23,0.44342,0.165
1618336,0.145,1.18,0.51122,0.143
1618337,0.13,1.03,0.51122,0.143
1618338,0.11,0.82,0.58407,0.121
1618339,0.1,0.73,0.58407,0.121
1618340,0.1,0.72,0.58407,0.121
1620712,0.162,1.28,0.58407,0.121
1620713,0.156,1.3,0.44342,0.165
1620714,0.154,1.3,0.44342,0.165
1620715,0.151,1.32,0.41085,0.176
1620716,0.16,1.42,0.38107,0.187
1620717,0.15,1.34,0.38107,0.187
1620718,0.17,1.51,0.32442,0.209
1620719,0.16,1.45,0.32442,0.209
1620720,0.198,1.85,0.32442,0.209
1620721,0.19,1.77,0.32442,0.209
1620722,0.2,1.74,0.38107,0.187
1620723,0.178,1.45,0.38107,0.187
1620724,0.167,1.33,0.38107,0.187
1620725,0.16,1.17,0.38107,0.187
1620726,0.16,1.12,0.38107,0.187
1620727,0.16,1.14,0.38107,0.187
1620728,0.157,1.18,0.38107,0.187
1620729,0.158,1.21,0.38107,0.187
1620730,0.152,1.13,0.38107,0.187
1620731,0.17,1.35,0.38107,0.187
1620732,0.151,1.17,0.38107,0.187
1620733,0.149,1.14,0.44342,0.165
1620734,0.15,1.16,0.44342,0.165
1620735,0.16,1.26,0.44342,0.165
1620736,0.15,1.21,0.44342,0.165
1620737,0.152,1.2,0.44342,0.165
1620738,0.142,1.09,0.51122,0.143
1620739,0.122,0.91,0.51122,0.143
1620740,0.107,0.78,0.54644,0.132
1623115,0.157,1.28,0.44342,0.165
1623116,0.152,1.3,0.44342,0.165
1623117,0.16,1.45,0.41085,0.176
1623118,0.16,1.53,0.38107,0.187
1623119,0.19,1.87,0.38107,0.187
1623120,0.16,1.56,0.35131,0.198
1623121,0.19,1.81,0.32442,0.209
1623122,0.19,1.83,0.32442,0.209
1623123,0.19,1.82,0.32442,0.209
1623124,0.192,1.82,0.32442,0.209
1623125,0.18,1.6,0.38107,0.187
1623126,0.17,1.38,0.38107,0.187
1623127,0.159,1.21,0.38107,0.187
1623128,0.16,1.13,0.38107,0.187
1623129,0.14,0.96,0.38107,0.187
1623130,0.156,1.15,0.38107,0.187
1623131,0.167,1.32,0.38107,0.187
1623132,0.175,1.39,0.38107,0.187
1623133,0.16,1.31,0.38107,0.187
1623134,0.16,1.31,0.38107,0.187
1623135,0.17,1.42,0.38107,0.187
1623136,0.15,1.23,0.41085,0.176
1623137,0.148,1.21,0.44342,0.165
1623138,0.148,1.17,0.44342,0.165
1623139,0.148,1.12,0.44342,0.165
1623140,0.135,0.99,0.51122,0.143
1623141,0.117,0.84,0.51122,0.143
1623142,0.102,0.72,0.58407,0.121
1625520,0.144,1.33,0.38107,0.187
1625521,0.17,1.67,0.38107,0.187
1625522,0.17,1.66,0.38107,0.187
1625523,0.18,1.78,0.32442,0.209
1625524,0.198,2,0.32442,0.209
1625525,0.19,1.96,0.32442,0.209
1625526,0.192,1.89,0.32442,0.209
1625527,0.18,1.6,0.35131,0.198
1625528,0.177,1.47,0.38107,0.187
1625529,0.158,1.16,0.38107,0.187
1625530,0.158,1.2,0.38107,0.187
1625531,0.15,1.08,0.38107,0.187
1625532,0.15,1.1,0.38107,0.187
1625533,0.167,1.3,0.38107,0.187
1625534,0.16,1.3,0.38107,0.187
1625535,0.16,1.33,0.38107,0.187
1625536,0.18,1.54,0.38107,0.187
1625537,0.16,1.39,0.38107,0.187
1625538,0.16,1.39,0.38107,0.187
1625539,0.147,1.2,0.44342,0.165
1625540,0.15,1.17,0.44342,0.165
1625541,0.145,1.08,0.44342,0.165
1625542,0.128,0.92,0.51122,0.143
1625543,0.115,0.82,0.54644,0.132
1625544,0.1,0.7,0.58407,0.121
1627925,0.18,1.87,0.32442,0.209
1627926,0.19,1.96,0.32442,0.209
1627927,0.19,1.98,0.32442,0.209
1627928,0.19,1.85,0.32442,0.209
1627929,0.15,1.34,0.32442,0.209
1627930,0.17,1.39,0.38107,0.187
1627931,0.16,1.26,0.38107,0.187
1627932,0.156,1.16,0.38107,0.187
1627933,0.165,1.27,0.38107,0.187
1627934,0.16,1.22,0.38107,0.187
1627935,0.17,1.39,0.38107,0.187
1627936,0.17,1.46,0.35131,0.198
1627937,0.17,1.47,0.35131,0.198
1627938,0.16,1.36,0.38107,0.187
1627939,0.144,1.19,0.38107,0.187
1627940,0.146,1.17,0.44342,0.165
1627941,0.149,1.17,0.44342,0.165
1627942,0.148,1.11,0.44342,0.165
1627943,0.145,1.05,0.44342,0.165
1627944,0.133,0.97,0.51122,0.143
1627945,0.115,0.82,0.58407,0.121
1627946,0.105,0.75,0.58407,0.121
1627947,0.088,0.62,0.58407,0.121
1627948,0.085,0.61,0.58407,0.121
1630328,0.19,2.11,0.32442,0.209
1630329,0.17,1.86,0.32442,0.209
1630330,0.18,1.83,0.32442,0.209
1630331,0.17,1.55,0.32442,0.209
1630332,0.15,1.25,0.32442,0.209
1630333,0.15,1.24,0.32442,0.209
1630334,0.144,1.13,0.38107,0.187
1630335,0.15,1.23,0.32442,0.209
1630336,0.146,1.18,0.35131,0.198
1630337,0.17,1.5,0.32442,0.209
1630338,0.16,1.41,0.32442,0.209
1630339,0.17,1.51,0.32442,0.209
1630340,0.15,1.26,0.38107,0.187
1630341,0.143,1.11,0.38107,0.187
1630342,0.146,1.12,0.44342,0.165
1630343,0.147,1.11,0.44342,0.165
1630344,0.151,1.1,0.44342,0.165
1630345,0.151,1.15,0.44342,0.165
1630346,0.14,1.08,0.51122,0.143
1630347,0.123,0.91,0.58407,0.121
1630348,0.113,0.81,0.58407,0.121
1630349,0.1,0.73,0.58407,0.121
1632730,0.19,2.23,0.32442,0.209
1632731,0.17,1.83,0.32442,0.209
1632732,0.16,1.59,0.32442,0.209
1632733,0.14,1.32,0.32442,0.209
1632734,0.14,1.31,0.32442,0.209
1632735,0.131,1.14,0.32442,0.209
1632736,0.133,1.13,0.32442,0.209
1632737,0.16,1.42,0.32442,0.209
1632738,0.16,1.43,0.32442,0.209
1632739,0.17,1.59,0.32442,0.209
1632740,0.16,1.5,0.32442,0.209
1632741,0.15,1.31,0.32442,0.209
1632742,0.15,1.25,0.32442,0.209
1632743,0.14,1.16,0.38107,0.187
1632744,0.14,1.13,0.41085,0.176
1632745,0.144,1.16,0.44342,0.165
1632746,0.147,1.15,0.44342,0.165
1632747,0.147,1.18,0.44342,0.165
1632748,0.145,1.13,0.51122,0.143
1632749,0.128,0.96,0.58407,0.121
1632750,0.117,0.87,0.58407,0.121
1632754,0.11,0.77,0.51122,0.143
1632755,0.11,0.78,0.51122,0.143
1632756,0.1,0.69,0.51122,0.143
1632775,0.175,1.15,0.32442,0.209
1635130,0.17,1.81,0.32442,0.209
1635131,0.18,2.05,0.32442,0.209
1635132,0.183,2.14,0.38107,0.187
1635133,0.17,1.94,0.38107,0.187
1635134,0.15,1.56,0.38107,0.187
1635135,0.147,1.55,0.38107,0.187
1635136,0.137,1.36,0.38107,0.187
1635137,0.121,1.13,0.38107,0.187
1635138,0.123,1.12,0.38107,0.187
1635139,0.122,1.17,0.38107,0.187
1635140,0.14,1.37,0.38107,0.187
1635141,0.17,1.69,0.32442,0.209
1635142,0.15,1.43,0.32442,0.209
1635143,0.133,1.16,0.32442,0.209
1635144,0.15,1.29,0.32442,0.209
1635145,0.14,1.23,0.32442,0.209
1635146,0.138,1.21,0.32442,0.209
1635147,0.142,1.19,0.44342,0.165
1635148,0.143,1.2,0.44342,0.165
1635149,0.146,1.2,0.44342,0.165
1635150,0.146,1.16,0.44342,0.165
1635151,0.137,1.05,0.58407,0.121
1635152,0.117,0.86,0.58407,0.121
1635154,0.093,0.65,0.58407,0.121
1635155,0.09,0.64,0.58407,0.121
1635156,0.11,0.78,0.51122,0.143
1635157,0.11,0.8,0.51122,0.143
1635158,0.12,0.85,0.51122,0.143
1635169,0.175,1.15,0.32442,0.209
1635170,0.178,1.17,0.32442,0.209
1635174,0.181,1.18,0.32442,0.209
1635175,0.18,1.18,0.32442,0.209
1635176,0.181,1.19,0.32442,0.209
1635177,0.18,1.21,0.32442,0.209
1635178,0.175,1.16,0.32442,0.209
1635180,0.171,1.16,0.32442,0.209
1635181,0.17,1.18,0.32442,0.209
1635184,0.124,0.85,0.35131,0.198
1635185,0.113,0.78,0.35131,0.198
1635208,0.024,0.15,0.82667,0.055
1635209,0.024,0.15,0.82667,0.055
1635210,0.018,0.11,0.86935,0.044
1635211,0.018,0.11,0.91281,0.033
1635212,0.018,0.11,0.91281,0.033
1635213,0.018,0.11,0.91281,0.033
1637531,0.14,1.37,0.32442,0.209
1637532,0.14,1.46,0.32442,0.209
1637533,0.17,1.86,0.38107,0.187
1637534,0.16,1.78,0.38107,0.187
1637535,0.14,1.59,0.38107,0.187
1637536,0.14,1.65,0.38107,0.187
1637537,0.12,1.32,0.38107,0.187
1637538,0.112,1.13,0.38107,0.187
1637539,0.11,1.06,0.38107,0.187
1637540,0.112,1.08,0.38107,0.187
1637541,0.12,1.23,0.38107,0.187
1637542,0.12,1.25,0.38107,0.187
1637543,0.15,1.61,0.38107,0.187
1637544,0.15,1.48,0.38107,0.187
1637545,0.14,1.29,0.38107,0.187
1637546,0.132,1.21,0.32442,0.209
1637547,0.16,1.49,0.32442,0.209
1637548,0.134,1.22,0.35131,0.198
1637549,0.136,1.18,0.44342,0.165
1637550,0.142,1.19,0.44342,0.165
1637551,0.147,1.18,0.44342,0.165
1637552,0.15,1.19,0.44342,0.165
1637553,0.138,1.07,0.54644,0.132
1637554,0.125,0.92,0.58407,0.121
1637555,0.115,0.83,0.58407,0.121
1637556,0.107,0.77,0.58407,0.121
1637557,0.12,0.88,0.51122,0.143
1637558,0.11,0.82,0.51122,0.143
1637559,0.11,0.81,0.51122,0.143
1637560,0.12,0.87,0.51122,0.143
1637566,0.133,0.93,0.44342,0.165
1637567,0.147,1.06,0.44342,0.165
1637571,0.181,1.22,0.32442,0.209
1637576,0.184,1.22,0.32442,0.209
1637577,0.187,1.27,0.32442,0.209
1637578,0.187,1.27,0.32442,0.209
1637579,0.185,1.29,0.32442,0.209
1637580,0.181,1.25,0.32442,0.209
1637584,0.156,1.11,0.32442,0.209
1637585,0.138,0.99,0.32442,0.209
1637586,0.127,0.93,0.32442,0.209
1637587,0.116,0.81,0.32442,0.209
1637594,0.06,0.45,0.66142,0.099
1637607,0.029,0.19,0.74256,0.077
1637608,0.025,0.17,0.82667,0.055
1637609,0.025,0.16,0.82667,0.055
1637610,0.023,0.14,0.82667,0.055
1637611,0.023,0.14,0.82667,0.055
1637612,0.019,0.12,0.91281,0.033
1637613,0.02,0.13,0.91281,0.033
1637614,0.019,0.12,0.95628,0.022
1637615,0.018,0.11,0.91281,0.033
1637616,0.015,0.09,0.91281,0.033
1637617,0.015,0.09,0.91281,0.033
1637618,0.013,0.08,0.91281,0.033
1639929,0.148,1.19,0.476,0.154
1639930,0.141,1.2,0.32442,0.209
1639933,0.132,1.25,0.32442,0.209
1639934,0.13,1.25,0.32442,0.209
1639935,0.15,1.5,0.38107,0.187
1639936,0.13,1.34,0.38107,0.187
1639937,0.13,1.45,0.38107,0.187
1639938,0.13,1.54,0.38107,0.187
1639939,0.12,1.36,0.38107,0.187
1639940,0.11,1.2,0.38107,0.187
1639941,0.12,1.3,0.38107,0.187
1639942,0.108,1.16,0.38107,0.187
1639943,0.14,1.53,0.38107,0.187
1639944,0.13,1.47,0.38107,0.187
1639945,0.12,1.34,0.38107,0.187
1639946,0.14,1.42,0.38107,0.187
1639947,0.15,1.5,0.38107,0.187
1639948,0.14,1.41,0.38107,0.187
1639949,0.15,1.44,0.35131,0.198
1639950,0.132,1.21,0.32442,0.209
1639951,0.14,1.21,0.41085,0.176
1639952,0.14,1.16,0.51122,0.143
1639953,0.144,1.15,0.476,0.154
1639954,0.148,1.13,0.476,0.154
1639955,0.14,1.06,0.58407,0.121
1639956,0.125,0.9,0.58407,0.121
1639957,0.113,0.8,0.58407,0.121
1639958,0.113,0.84,0.58407,0.121
1639959,0.12,0.91,0.51122,0.143
1639960,0.14,1.07,0.51122,0.143
1639961,0.11,0.8,0.51122,0.143
1639964,0.112,0.79,0.51122,0.143
1639966,0.14,0.99,0.51122,0.143
1639967,0.136,0.96,0.44342,0.165
1639968,0.145,1.02,0.44342,0.165
1639969,0.155,1.11,0.44342,0.165
1639972,0.183,1.25,0.32442,0.209
1639973,0.184,1.25,0.32442,0.209
1639978,0.19,1.3,0.32442,0.209
1639979,0.19,1.34,0.32442,0.209
1639980,0.194,1.41,0.32442,0.209
1639981,0.191,1.39,0.32442,0.209
1639982,0.18,1.24,0.32442,0.209
1639985,0.17,1.21,0.32442,0.209
1639986,0.17,1.27,0.32442,0.209
1639987,0.14,1.06,0.32442,0.209
1639988,0.12,0.86,0.32442,0.209
1639991,0.121,0.86,0.38107,0.187
1639992,0.124,0.89,0.41085,0.176
1639993,0.1,0.72,0.476,0.154
1639994,0.057,0.42,0.58407,0.121
1639995,0.06,0.45,0.70113,0.088
1640007,0.043,0.3,0.58407,0.121
1640008,0.032,0.21,0.58407,0.121
1640009,0.028,0.18,0.78398,0.066
1640010,0.026,0.17,0.82667,0.055
1640011,0.026,0.17,0.82667,0.055
1640012,0.026,0.17,0.82667,0.055
1640013,0.025,0.16,0.82667,0.055
1640014,0.019,0.12,0.91281,0.033
1640015,0.021,0.14,0.91281,0.033
1640016,0.022,0.14,1,0.011
1640017,0.02,0.13,0.91281,0.033
1640018,0.016,0.1,0.91281,0.033
1640019,0.015,0.09,0.91281,0.033
1640020,0.014,0.08,0.91281,0.033
1640021,0.013,0.08,0.91281,0.033
1640022,0.012,0.07,0.91281,0.033
1640023,0.015,0.09,1,0.011
1642331,0.142,1.24,0.32442,0.209
1642332,0.136,1.27,0.32442,0.209
1642333,0.137,1.25,0.32442,0.209
1642334,0.134,1.18,0.32442,0.209
1642335,0.133,1.15,0.32442,0.209
1642336,0.13,1.17,0.38107,0.187
1642337,0.126,1.15,0.38107,0.187
1642338,0.13,1.28,0.38107,0.187
1642339,0.13,1.36,0.38107,0.187
1642340,0.14,1.63,0.38107,0.187
1642341,0.14,1.71,0.38107,0.187
1642342,0.11,1.31,0.38107,0.187
1642343,0.13,1.55,0.38107,0.187
1642344,0.12,1.37,0.38107,0.187
1642345,0.12,1.42,0.38107,0.187
1642346,0.13,1.57,0.38107,0.187
1642347,0.13,1.55,0.38107,0.187
1642348,0.137,1.54,0.38107,0.187
1642349,0.16,1.69,0.38107,0.187
1642350,0.15,1.49,0.38107,0.187
1642351,0.15,1.41,0.38107,0.187
1642352,0.14,1.24,0.44342,0.165
1642353,0.14,1.17,0.476,0.154
1642354,0.141,1.13,0.51122,0.143
1642355,0.146,1.15,0.44342,0.165
1642356,0.147,1.13,0.476,0.154
1642357,0.143,1.09,0.51122,0.143
1642358,0.138,1.03,0.58407,0.121
1642359,0.123,0.91,0.58407,0.121
1642360,0.125,0.96,0.58407,0.121
1642361,0.15,1.19,0.58407,0.121
1642362,0.12,0.91,0.58407,0.121
1642363,0.117,0.85,0.58407,0.121
1642364,0.12,0.87,0.58407,0.121
1642365,0.14,1.01,0.51122,0.143
1642366,0.14,1.02,0.51122,0.143
1642367,0.14,1,0.51122,0.143
1642368,0.14,1.01,0.44342,0.165
1642369,0.136,1,0.44342,0.165
1642370,0.16,1.18,0.44342,0.165
1642371,0.165,1.21,0.44342,0.165
1642372,0.181,1.37,0.35131,0.198
1642374,0.188,1.35,0.32442,0.209
1642375,0.184,1.25,0.32442,0.209
1642377,0.187,1.24,0.32442,0.209
1642381,0.189,1.32,0.32442,0.209
1642382,0.195,1.42,0.32442,0.209
1642383,0.193,1.41,0.32442,0.209
1642384,0.184,1.31,0.32442,0.209
1642385,0.18,1.25,0.32442,0.209
1642387,0.168,1.19,0.32442,0.209
1642388,0.15,1.12,0.32442,0.209
1642389,0.138,1.03,0.32442,0.209
1642390,0.123,0.9,0.32442,0.209
1642392,0.121,0.89,0.32442,0.209
1642393,0.127,0.95,0.44342,0.165
1642394,0.129,0.97,0.51122,0.143
1642395,0.07,0.51,0.51122,0.143
1642396,0.07,0.52,0.58407,0.121
1642406,0.07,0.54,0.58407,0.121
1642407,0.053,0.38,0.58294,0.121
1642408,0.043,0.31,0.54644,0.132
1642409,0.043,0.31,0.58407,0.121
1642410,0.035,0.24,0.58407,0.121
1642411,0.028,0.19,0.58407,0.121
1642412,0.027,0.18,0.82667,0.055
1642413,0.029,0.2,0.82667,0.055
1642414,0.028,0.19,0.82667,0.055
1642415,0.026,0.17,0.82667,0.055
1642416,0.023,0.15,0.86935,0.044
1642417,0.025,0.16,0.91281,0.033
1642418,0.023,0.15,0.95628,0.022
1642419,0.02,0.13,0.95628,0.022
1642420,0.019,0.12,0.91281,0.033
1642421,0.015,0.09,0.91281,0.033
1642422,0.015,0.09,0.91281,0.033
1642423,0.014,0.08,0.91281,0.033
1642424,0.014,0.08,0.91281,0.033
1642425,0.014,0.08,0.95628,0.022
1642426,0.016,0.1,1,0.011
1642427,0.019,0.11,1,0.011
1642428,0.037,0.21,0.78398,0.066
1644734,0.14,1.39,0.32442,0.209
1644735,0.14,1.42,0.32442,0.209
1644736,0.136,1.3,0.32442,0.209
1644737,0.13,1.25,0.32442,0.209
1644738,0.13,1.27,0.35131,0.198
1644739,0.123,1.24,0.38107,0.187
1644740,0.13,1.34,0.38107,0.187
1644741,0.12,1.25,0.38107,0.187
1644742,0.12,1.31,0.38107,0.187
1644743,0.12,1.37,0.38107,0.187
1644744,0.13,1.58,0.38107,0.187
1644745,0.12,1.55,0.38107,0.187
1644746,0.12,1.52,0.38107,0.187
1644747,0.14,1.8,0.38107,0.187
1644748,0.14,1.84,0.38107,0.187
1644749,0.13,1.68,0.38107,0.187
1644750,0.13,1.52,0.38107,0.187
1644751,0.157,1.68,0.38107,0.187
1644752,0.16,1.55,0.38107,0.187
1644753,0.128,1.19,0.38107,0.187
1644754,0.14,1.25,0.44342,0.165
