"nie_malla_modi_id","sen_slope","sen_slope_per","p_value","tau"
"1589498",0,0,0.81313,-0.055
"1591900",0,0,0.59374,-0.11
"1591901",0,0,1,0
"1591914",0,0,0.4025,-0.165
"1591915",0,0,0.4025,-0.165
"1594301",0,0,0.90802,-0.033
"1594302",-0.727,-5.3,0.33324,-0.198
"1594303",0,0,1,-0.011
"1594310",0,0,1,0.011
"1594311",0,0,0.95251,-0.022
"1594312",0,0,0.72595,0.077
"1594315",0,0,0.81686,-0.055
"1594316",0,0,0.48327,-0.143
"1596703",0,0,1,0.011
"1596704",0,0,0.90802,-0.033
"1596705",0,0,0.51442,0.132
"1596711",0,0,0.68578,-0.088
"1596712",0,0,0.68578,-0.088
"1596713",0,0,0.48327,-0.143
"1596714",0,0,0.56349,-0.121
"1596715",0,0,0.48228,-0.143
"1596716",0,0,0.85968,-0.044
"1596717",0,0,0.81007,-0.055
"1596718",0,0,0.51687,-0.132
"1596719",0,0,0.33638,-0.187
"1599103",0,0,0.52399,-0.132
"1599104",0,0,0.69344,-0.088
"1599105",-1,-4.61,0.34144,-0.198
"1599106",0,0,0.45836,-0.154
"1599107",0,0,0.90902,-0.033
"1599108",0.727,5.53,0.19049,0.264
"1599114",0,0,0.72889,-0.077
"1599115",0,0,0.90802,-0.033
"1599116",0,0,0.73061,-0.077
"1599117",0,0,0.8127,-0.055
"1599118",0,0,0.22276,-0.242
"1599119",0,0,0.22276,-0.242
"1599120",0,0,0.24157,-0.231
"1599121",0,0,0.33638,-0.187
"1601504",0,0,0.86173,0.044
"1601505",0,0,0.86499,0.044
"1601506",0,0,1,0
"1601507",0,0,0.86556,-0.044
"1601508",0,0,0.46126,-0.154
"1601509",0,0,0.59546,-0.11
"1601510",0,0,0.73396,-0.077
"1601516",0,0,0.56607,-0.121
"1601517",0,0,0.77084,-0.066
"1601518",0,0,0.42175,-0.165
"1601519",0,0,0.32581,-0.198
"1601520",0,0,0.60846,-0.11
"1601521",0,0,0.57273,-0.121
"1601522",-0.667,-6.14,0.3048,-0.209
"1601523",0,0,0.48818,-0.143
"1601524",-0.889,-10.37,0.08172,-0.341
"1601525",0,0,0.06467,-0.341
"1603905",1.231,3.17,0.37626,0.187
"1603906",0,0,0.3891,0.176
"1603907",0,0,0.56649,0.121
"1603908",0,0,1,0
"1603909",0,0,0.95509,0.022
"1603910",0,0,0.73745,0.077
"1603911",0,0,0.81726,-0.055
"1603912",0,0,0.48525,-0.143
"1603918",0,0,0.41866,-0.165
"1603919",0,0,0.73061,-0.077
"1603920",0,0,0.68968,-0.088
"1603921",0,0,0.73174,-0.077
"1603922",-1,-4.38,0.27319,-0.22
"1603923",0,0,0.77689,-0.066
"1603924",-1,-5.3,0.25828,-0.231
"1603925",0,0,0.955,-0.022
"1603926",-1.333,-14.58,0.04851,-0.385
"1603927",0,0,0.06467,-0.341
"1606307",1.143,2.9,0.43694,0.165
"1606308",0,0,0.8679,0.044
"1606309",0,0,1,0.011
"1606310",0.8,2.37,0.54071,0.132
"1606311",0.727,2.36,0.61816,0.11
"1606312",0,0,0.86695,0.044
"1606313",0,0,0.45836,-0.154
"1606314",0,0,0.49668,-0.143
"1606315",0,0,0.90802,0.033
"1606320",0,0,0.72831,0.077
"1606321",0,0,0.90613,0.033
"1606322",0,0,0.82187,0.055
"1606323",-0.889,-4.2,0.43504,-0.165
"1606324",-1,-3.65,0.33942,-0.198
"1606325",0,0,0.24521,-0.22
"1606326",0,0,0.39014,-0.176
"1606327",-0.8,-5.83,0.33942,-0.198
"1606328",0,0,0.29627,-0.209
"1606329",-1.778,-23.93,0.02406,-0.429
"1606330",0,0,0.19459,-0.253
"1608708",-0.8,-1.73,0.53903,-0.132
"1608709",0,0,0.91193,0.033
"1608710",0,0,0.91193,0.033
"1608711",0,0,0.95579,-0.022
"1608712",0,0,1,0.011
"1608713",0.889,2.07,0.61816,0.11
"1608714",0.615,1.96,0.42973,0.165
"1608715",0,0,0.86612,-0.044
"1608716",0,0,0.81806,0.055
"1608717",0,0,0.77689,0.066
"1608718",0,0,0.73341,0.077
"1608719",0,0,1,0.011
"1608720",0,0,0.95519,0.022
"1608721",0,0,1,0
"1608723",0,0,0.95381,0.022
"1608724",0,0,0.65251,0.099
"1608725",0,0,0.8215,0.055
"1608726",0,0,0.91075,0.033
"1608727",0,0,0.95401,-0.022
"1608728",0,0,1,0
"1608729",0,0,0.73505,-0.077
"1608730",-1.333,-12.28,0.20876,-0.253
"1608731",-1.143,-13.33,0.13138,-0.297
"1608732",0,0,0.3455,-0.187
"1611108",0,0,0.91157,-0.033
"1611110",0,0,1,0.011
"1611111",0,0,0.78052,0.066
"1611112",0,0,0.9099,0.033
"1611113",0,0,0.91103,0.033
"1611114",0,0,0.95583,0.022
"1611115",0.889,1.67,0.69941,0.088
"1611116",0,0,0.69526,0.088
"1611117",0,0,0.77963,0.066
"1611118",0.615,2.2,0.53818,0.132
"1611119",0,0,0.53301,0.132
"1611120",0,0,0.86354,-0.044
"1611121",0,0,0.82075,0.055
"1611122",0.8,3.78,0.57753,0.121
"1611123",0,0,0.95528,-0.022
"1611124",0,0,0.60373,0.11
"1611125",0,0,0.52583,0.132
"1611126",0,0,0.73665,0.077
"1611127",0,0,0.90863,-0.033
"1611128",0,0,0.82075,-0.055
"1611129",0,0,1,-0.011
"1611130",0,0,1,0
"1611131",0,0,0.82075,-0.055
"1611132",0,0,0.69031,-0.088
"1611133",0,0,0.4564,-0.154
"1611134",0,0,0.52306,-0.132
"1611135",0,0,0.77159,-0.066
"1613509",0,0,0.69282,0.088
"1613510",0.8,1.97,0.54071,0.132
"1613511",0,0,0.49714,0.143
"1613512",0.8,1.39,0.58026,0.121
"1613513",0,0,0.61451,0.11
"1613514",0,0,0.61451,0.11
"1613515",0,0,0.77689,0.066
"1613516",0,0,0.91065,-0.033
"1613517",0,0,0.95556,-0.022
"1613518",0,0,0.78184,0.066
"1613519",0,0,0.8215,0.055
"1613520",0,0,0.46126,0.154
"1613521",1,4.49,0.31556,0.209
"1613522",0,0,0.53388,0.132
"1613523",0,0,0.53648,0.132
"1613524",0,0,0.72713,0.077
"1613525",0,0,0.95537,0.022
"1613526",0,0,1,0
"1613527",0,0,0.91075,0.033
"1613528",0,0,1,0.011
"1613529",0,0,0.56607,0.121
"1613530",0,0,0.955,-0.022
"1613531",0,0,0.82019,-0.055
"1613532",0,0,0.61303,-0.11
"1613533",0,0,0.69706,-0.088
"1613534",0,0,0.73665,0.077
"1613535",0,0,1,-0.011
"1613536",0,0,0.3455,-0.187
"1613537",0,0,0.43112,-0.154
"1613538",0,0,0.40912,-0.165
"1615910",0,0,0.82351,0.055
"1615911",0.615,1.58,0.69824,0.088
"1615912",0,0,0.91139,0.033
"1615913",0,0,1,0.011
"1615914",0,0,0.86723,-0.044
"1615915",0,0,0.73745,0.077
"1615916",0,0,0.65489,-0.099
"1615917",0,0,1,0
"1615918",0,0,1,0
"1615919",0,0,0.78074,-0.066
"1615920",0,0,0.91103,0.033
"1615921",0,0,0.73745,0.077
"1615922",1.143,3.77,0.2638,0.231
"1615923",0,0,0.91065,0.033
"1615924",0,0,0.61451,0.11
"1615925",0,0,0.61451,0.11
"1615926",0,0,0.82423,0.055
"1615927",0,0,0.95519,0.022
"1615928",-0.8,-2.46,0.65689,-0.099
"1615929",0,0,0.91103,-0.033
"1615930",0.8,3.04,0.46412,0.154
"1615931",0,0,0.91018,0.033
"1615932",0,0,1,0.011
"1615933",0,0,0.82243,-0.055
"1615934",0,0,1,0
"1615935",0,0,0.60533,0.11
"1615936",0,0,1,0
"1615937",0,0,0.95431,0.022
"1615938",0,0,0.56776,-0.121
"1615939",0,0,0.4025,-0.165
"1615940",-0.8,-6.36,0.36477,-0.187
"1618310",1.6,6.36,0.19619,0.264
"1618311",1.6,5.96,0.34144,0.198
"1618312",0.615,2.11,0.57714,0.121
"1618313",0,0,0.49529,0.143
