"nie_malla_modi_id","var"
1666300,"scmd"
1668702,"scmd"
1671279,"scmd"
1671280,"scmd"
1673682,"scmd"
1673683,"scmd"
1709716,"scmd"
1709717,"scmd"
1709718,"scmd"
1712116,"scmd"
1712117,"scmd"
1712118,"scmd"
1712119,"scmd"
1712120,"scmd"
1714517,"scmd"
1714518,"scmd"
1714523,"scmd"
1714524,"scmd"
1716917,"scmd"
1716919,"scmd"
1716920,"scmd"
1716925,"scmd"
1716926,"scmd"
1716927,"scmd"
1719319,"scmd"
1719326,"scmd"
1719327,"scmd"
1719328,"scmd"
1719329,"scmd"
1721728,"scmd"
1721729,"scmd"
1724113,"scmd"
1724121,"scmd"
1724122,"scmd"
1724127,"scmd"
1724128,"scmd"
1724129,"scmd"
1724130,"scmd"
1724135,"scmd"
1726514,"scmd"
1726521,"scmd"
1726524,"scmd"
1726525,"scmd"
1726529,"scmd"
1726530,"scmd"
1726531,"scmd"
1726535,"scmd"
1728914,"scmd"
1728915,"scmd"
1728916,"scmd"
1728933,"scmd"
1728934,"scmd"
1728939,"scmd"
1728940,"scmd"
1731335,"scmd"
1731336,"scmd"
1731341,"scmd"
1731342,"scmd"
1733734,"scmd"
1733735,"scmd"
1733737,"scmd"
1733738,"scmd"
1733741,"scmd"
1733742,"scmd"
1733743,"scmd"
1733744,"scmd"
1736143,"scmd"
1736144,"scmd"
1736145,"scmd"
1736146,"scmd"
1738545,"scmd"
1738546,"scmd"
1738548,"scmd"
1738549,"scmd"
