"nie_malla_modi_id","sen_slope_prem05","sen_slope_per_prem05","p_value_prem05","tau_prem05"
1589498,-1.067,-2.83,0.58407,-0.121
1591900,-1.09,-2.86,0.58407,-0.121
1591901,-1.045,-2.9,0.38107,-0.187
1591914,-1.096,-3.2,0.44342,-0.165
1591915,-1.092,-3.2,0.44342,-0.165
1594301,-0.982,-2.51,0.66142,-0.099
1594302,-1.13,-2.96,0.58407,-0.121
1594303,-1.24,-3.31,0.58407,-0.121
1594310,-1.442,-4,0.51122,-0.143
1594311,-1.36,-3.78,0.51122,-0.143
1594312,-1.263,-3.51,0.51122,-0.143
1594315,-1.15,-3.26,0.32442,-0.209
1594316,-1.026,-2.99,0.38107,-0.187
1596703,-1.011,-2.62,0.66142,-0.099
1596704,-1.164,-3.05,0.58407,-0.121
1596705,-1.24,-3.3,0.58407,-0.121
1596711,-1.234,-3.48,0.51122,-0.143
1596712,-1.368,-3.83,0.44342,-0.165
1596713,-1.347,-3.77,0.51122,-0.143
1596714,-1.325,-3.68,0.51122,-0.143
1596715,-1.59,-4.39,0.51122,-0.143
1596716,-1.121,-3.22,0.32442,-0.209
1596717,-1.131,-3.27,0.38107,-0.187
1596718,-1.14,-3.3,0.38107,-0.187
1596719,-1.149,-3.35,0.38107,-0.187
1599103,-1.05,-2.63,0.58407,-0.121
1599104,-1.008,-2.55,0.66142,-0.099
1599105,-1.036,-2.64,0.51122,-0.143
1599106,-1.206,-3.13,0.51122,-0.143
1599107,-1.24,-3.28,0.58407,-0.121
1599108,-1.033,-2.82,0.38107,-0.187
1599114,-1.372,-3.83,0.44342,-0.165
1599115,-1.33,-3.73,0.44342,-0.165
1599116,-1.54,-4.28,0.44342,-0.165
1599117,-1.614,-4.48,0.51122,-0.143
1599118,-1.023,-2.89,0.32442,-0.209
1599119,-1.18,-3.36,0.32442,-0.209
1599120,-1.243,-3.59,0.32442,-0.209
1599121,-1.26,-3.65,0.32442,-0.209
1601504,-1.157,-2.81,0.51122,-0.143
1601505,-1.158,-2.82,0.51122,-0.143
1601506,-1.073,-2.67,0.58407,-0.121
1601507,-1.069,-2.68,0.51122,-0.143
1601508,-1.23,-3.13,0.51122,-0.143
1601509,-1.244,-3.27,0.51122,-0.143
1601510,-1.072,-2.88,0.32442,-0.209
1601516,-1.394,-3.87,0.44342,-0.165
1601517,-1.326,-3.68,0.44342,-0.165
1601518,-1.612,-4.41,0.44342,-0.165
1601519,-1.281,-3.54,0.32442,-0.209
1601520,-1.675,-4.48,0.38107,-0.187
1601521,-1.326,-3.67,0.32442,-0.209
1601522,-1.08,-3.05,0.27356,-0.231
1601523,-1.063,-3.03,0.27356,-0.231
1601524,-1.45,-4.21,0.38107,-0.187
1601525,-1.48,-4.31,0.38107,-0.187
1603905,-1.645,-3.63,0.58407,-0.121
1603906,-1.255,-2.97,0.51122,-0.143
1603907,-1.295,-3.04,0.51122,-0.143
1603908,-1.125,-2.77,0.58407,-0.121
1603909,-1.135,-2.78,0.51122,-0.143
1603910,-1.273,-3.18,0.51122,-0.143
1603911,-1.267,-3.27,0.51122,-0.143
1603912,-1.067,-2.84,0.32442,-0.209
1603918,-1.346,-3.75,0.44342,-0.165
1603919,-1.476,-4.08,0.44342,-0.165
1603920,-1.783,-4.83,0.38107,-0.187
1603921,-1.675,-4.52,0.38107,-0.187
1603922,-1.788,-4.66,0.32442,-0.209
1603923,-1.71,-4.59,0.38107,-0.187
1603924,-1.547,-4.23,0.38107,-0.187
1603925,-1.31,-3.7,0.32442,-0.209
1603926,-1.343,-3.84,0.32442,-0.209
1603927,-1.525,-4.43,0.38107,-0.187
1606307,-1.165,-2.7,0.51122,-0.143
1606308,-1.14,-2.61,0.51122,-0.143
1606309,-1.305,-3.06,0.51122,-0.143
1606310,-1.222,-2.93,0.58407,-0.121
1606311,-1.227,-2.94,0.51122,-0.143
1606312,-1.309,-3.23,0.51122,-0.143
1606313,-1.283,-3.27,0.51122,-0.143
1606314,-1.217,-3.14,0.51122,-0.143
1606315,-1.31,-3.48,0.38107,-0.187
1606320,-1.458,-3.99,0.38107,-0.187
1606321,-1.623,-4.45,0.38107,-0.187
1606322,-1.82,-4.89,0.38107,-0.187
1606323,-1.736,-4.63,0.32442,-0.209
1606324,-1.845,-4.77,0.32442,-0.209
1606325,-1.861,-4.79,0.32442,-0.209
1606326,-1.722,-4.68,0.32442,-0.209
1606327,-1.623,-4.47,0.38107,-0.187
1606328,-1.55,-4.43,0.32442,-0.209
1606329,-1.595,-4.59,0.32442,-0.209
1606330,-1.586,-4.6,0.38107,-0.187
1608708,-1.7,-3.54,0.51122,-0.143
1608709,-1.163,-2.62,0.51122,-0.143
1608710,-1.159,-2.59,0.51122,-0.143
1608711,-1.353,-3.14,0.51122,-0.143
1608712,-1.35,-3.13,0.58407,-0.121
1608713,-1.292,-3.04,0.51122,-0.143
1608714,-1.361,-3.35,0.51122,-0.143
1608715,-1.332,-3.31,0.51122,-0.143
1608716,-1.223,-3.13,0.51122,-0.143
1608717,-1.42,-3.75,0.38107,-0.187
1608718,-1.186,-3.19,0.38107,-0.187
1608719,-1.34,-3.58,0.38107,-0.187
1608720,-1.424,-3.82,0.38107,-0.187
1608721,-1.533,-4.14,0.38107,-0.187
1608723,-1.744,-4.75,0.38107,-0.187
1608724,-1.63,-4.45,0.38107,-0.187
1608725,-1.825,-4.78,0.32442,-0.209
1608726,-1.875,-4.85,0.32442,-0.209
1608727,-1.856,-4.85,0.32442,-0.209
1608728,-1.677,-4.62,0.38107,-0.187
1608729,-1.637,-4.56,0.27356,-0.231
1608730,-1.636,-4.64,0.27356,-0.231
1608731,-1.641,-4.7,0.27356,-0.231
1608732,-1.629,-4.71,0.27356,-0.231
1611108,-1.585,-3.23,0.51122,-0.143
1611110,-1.622,-3.27,0.51122,-0.143
1611111,-1.157,-2.51,0.58407,-0.121
1611112,-1.184,-2.56,0.51122,-0.143
1611113,-1.135,-2.55,0.51122,-0.143
1611114,-1.405,-3.16,0.58407,-0.121
1611115,-1.37,-3.16,0.51122,-0.143
1611116,-1.374,-3.23,0.51122,-0.143
1611117,-1.38,-3.34,0.51122,-0.143
1611118,-1.252,-3.15,0.51122,-0.143
1611119,-1.45,-3.83,0.38107,-0.187
1611120,-1.284,-3.4,0.38107,-0.187
1611121,-1.396,-3.69,0.38107,-0.187
1611122,-1.646,-4.24,0.38107,-0.187
1611123,-1.57,-4.15,0.32442,-0.209
1611124,-1.522,-4.11,0.38107,-0.187
1611125,-1.714,-4.66,0.38107,-0.187
1611126,-1.716,-4.67,0.32442,-0.209
1611127,-1.829,-4.82,0.32442,-0.209
1611128,-1.919,-4.93,0.22844,-0.253
1611129,-1.888,-4.92,0.29754,-0.22
1611130,-1.829,-4.89,0.38107,-0.187
1611131,-1.834,-4.92,0.38107,-0.187
1611132,-1.618,-4.57,0.27356,-0.231
1611133,-1.67,-4.77,0.27356,-0.231
1611134,-1.665,-4.8,0.27356,-0.231
1611135,-1.658,-4.81,0.27356,-0.231
1613509,-1.655,-3.39,0.51122,-0.143
1613510,-1.615,-3.25,0.51122,-0.143
1613511,-1.585,-3.14,0.51122,-0.143
1613512,-1.653,-3.31,0.51122,-0.143
1613513,-1.218,-2.59,0.58407,-0.121
1613514,-1.176,-2.53,0.51122,-0.143
1613515,-1.247,-2.74,0.51122,-0.143
1613516,-1.334,-2.95,0.58407,-0.121
1613517,-1.393,-3.19,0.51122,-0.143
1613518,-1.433,-3.37,0.51122,-0.143
1613519,-1.352,-3.3,0.44342,-0.165
1613520,-1.174,-3.05,0.51122,-0.143
1613521,-1.33,-3.56,0.38107,-0.187
1613522,-1.425,-3.73,0.38107,-0.187
1613523,-1.556,-4.01,0.38107,-0.187
1613524,-1.707,-4.34,0.38107,-0.187
1613525,-1.668,-4.34,0.32442,-0.209
1613526,-1.708,-4.46,0.32442,-0.209
1613527,-1.746,-4.68,0.32442,-0.209
1613528,-1.777,-4.77,0.32442,-0.209
1613529,-1.866,-4.89,0.32442,-0.209
1613530,-1.939,-4.96,0.22844,-0.253
1613531,-1.938,-4.91,0.22844,-0.253
1613532,-1.97,-5.07,0.27356,-0.231
1613533,-1.785,-4.91,0.38107,-0.187
1613534,-1.837,-4.99,0.38107,-0.187
1613535,-1.55,-4.4,0.27356,-0.231
1613536,-1.701,-4.88,0.27356,-0.231
1613537,-1.699,-4.9,0.27356,-0.231
1613538,-1.77,-4.99,0.27356,-0.231
1615910,-1.713,-3.51,0.51122,-0.143
1615911,-1.65,-3.31,0.51122,-0.143
1615912,-1.618,-3.21,0.51122,-0.143
1615913,-1.583,-3.09,0.51122,-0.143
1615914,-1.588,-3.09,0.51122,-0.143
1615915,-1.231,-2.59,0.58407,-0.121
1615916,-1.218,-2.55,0.58407,-0.121
1615917,-1.212,-2.58,0.51122,-0.143
1615918,-1.397,-3.05,0.51122,-0.143
1615919,-1.45,-3.27,0.51122,-0.143
1615920,-1.42,-3.4,0.51122,-0.143
1615921,-1.298,-3.22,0.51122,-0.143
1615922,-1.341,-3.36,0.51122,-0.143
1615923,-1.387,-3.55,0.44342,-0.165
1615924,-1.795,-4.56,0.38107,-0.187
1615925,-1.516,-3.94,0.38107,-0.187
1615926,-1.679,-4.26,0.38107,-0.187
1615927,-1.777,-4.49,0.32442,-0.209
1615928,-1.768,-4.58,0.32442,-0.209
1615929,-1.836,-4.84,0.32442,-0.209
1615930,-1.801,-4.83,0.32442,-0.209
1615931,-1.934,-4.99,0.22844,-0.253
1615932,-1.94,-4.92,0.22844,-0.253
1615933,-1.907,-4.74,0.22844,-0.253
1615934,-1.996,-5.13,0.27356,-0.231
1615935,-1.97,-5.13,0.27356,-0.231
1615936,-1.878,-5.06,0.32442,-0.209
1615937,-1.771,-4.97,0.32442,-0.209
1615938,-1.6,-4.54,0.27356,-0.231
1615939,-1.59,-4.51,0.27356,-0.231
1615940,-1.62,-4.6,0.27356,-0.231
1618310,-1.718,-3.66,0.51122,-0.143
1618311,-1.748,-3.65,0.54644,-0.132
1618312,-1.756,-3.65,0.51122,-0.143
1618313,-1.784,-3.65,0.44342,-0.165
1618314,-1.753,-3.52,0.51122,-0.143
1618315,-1.648,-3.21,0.51122,-0.143
