"nie_malla_modi_id","sen_slope_pnau","sen_slope_per_pnau","p_value_pnau","tau_pnau"
1709628,-0.609,-2.67,0.74256,-0.077
1709629,-0.514,-2.07,0.82667,-0.055
1709630,-0.632,-2.95,0.66142,-0.099
1709631,-0.306,-2.31,0.58407,-0.121
1709632,-0.163,-2.18,0.10052,-0.341
1709633,-0.073,-2.02,0.2073,-0.264
1709634,-0.171,-2.37,0.18889,-0.275
1709635,-0.373,-2.01,0.74256,-0.077
1709636,-0.122,-0.51,0.91281,-0.033
1709637,-0.212,-0.83,0.82667,-0.055
1709638,-0.398,-1.52,0.66142,-0.099
1709639,-0.57,-2.26,0.58407,-0.121
1709640,-1.147,-7.37,0.10052,-0.341
1709641,-0.252,-2.73,0.27356,-0.231
1709642,-0.03,-0.38,0.74181,-0.077
1709643,-0.606,-5.73,0.15463,-0.297
1709644,-0.964,-6.43,0.0627,-0.385
1709645,-0.73,-5.07,0.0627,-0.385
1709649,-0.424,-3.02,0.29754,-0.22
1709650,-0.994,-5.05,0.22844,-0.253
1709651,-1.233,-5.13,0.15463,-0.297
1709652,-2.076,-6.93,0.0627,-0.385
1709653,-2.024,-6.56,0.0627,-0.385
1709654,-1.934,-7.09,0.12531,-0.319
1709655,-0.616,-3.22,0.54644,-0.132
1709656,-0.41,-3.29,0.476,-0.154
1709657,-0.244,-2.33,0.69999,-0.088
1709658,-0.003,-0.06,0.57435,-0.121
1709659,-0.118,-1.2,0.69999,-0.088
1709660,-0.49,-3.38,0.6217,-0.11
1709661,-0.38,-2.02,0.66142,-0.099
1709662,-0.499,-2.49,0.66142,-0.099
1709663,-0.535,-2.96,0.58407,-0.121
1709664,-0.504,-3.06,0.82667,-0.055
1709665,-0.041,-0.34,0.78313,-0.066
1709666,-0.133,-1.45,0.43741,-0.165
1709667,0,0,0.45689,-0.154
1709668,0,0,0.52901,-0.132
1709669,0,0,0.52901,-0.132
1709670,-0.01,-0.11,0.86883,-0.044
1709671,-0.164,-1.16,0.86935,-0.044
1709672,-0.53,-3.32,0.51122,-0.143
1709673,-1.021,-4.29,0.32442,-0.209
1709674,-0.988,-4.27,0.38107,-0.187
1709675,-1.03,-4.1,0.15463,-0.297
1709676,-1.041,-4.2,0.15463,-0.297
1709677,-0.957,-3.98,0.27356,-0.231
1709678,-0.948,-3.86,0.27356,-0.231
1709679,-1.746,-5.74,0.15463,-0.297
1709680,-0.095,-0.59,0.74256,-0.077
1709681,-0.777,-3.29,0.27356,-0.231
1709682,-0.755,-3.67,0.18889,-0.275
1709683,-0.145,-0.84,0.51122,-0.143
1709684,-0.692,-3.08,0.18889,-0.275
1709685,-0.406,-1.97,0.22844,-0.253
1709686,-0.597,-2.88,0.22844,-0.253
1709687,-0.36,-1.9,0.27356,-0.231
1709688,-0.02,-0.16,0.69999,-0.088
1709689,0,0,1,0.011
1709690,0.046,0.42,0.54483,0.132
1709691,0,0,0.82224,0.055
1709692,0,0,0.86368,0.044
1709693,0,0,0.32869,0.187
1709694,0,0,0.14601,0.242
1709695,0,0,1,0.011
1709696,0,0,0.397,0.132
1709697,0,0,0.60682,0.099
1709698,0,0,0.46383,0.143
1709699,0,0,0.3633,0.121
1709700,0,0,1,0.011
1709701,0,0,1,0.011
1709702,0,0,1,0.011
1709703,0,0,1,0.011
1709704,0,0,1,0.011
1709705,0,0,1,0.011
1709706,0,0,1,0.011
1709707,0,0,1,0.011
1709708,0,0,1,0.011
1709709,0,0,1,0.011
1709710,0,0,1,0.011
1709711,0,0,1,0.011
1709712,0,0,1,0.011
1709713,0,NA,NA,0
1709714,0,NA,NA,0
1709715,0,NA,NA,0
1709716,0,NA,NA,0
1709717,0,NA,NA,0
1709718,0,NA,NA,0
1711930,-0.008,-0.72,0.47422,-0.154
1711931,-0.006,-0.16,0.82667,-0.055
1711932,-0.02,-0.46,0.82667,-0.055
1711933,-0.006,-0.18,0.82667,-0.055
1711934,-0.052,-1.16,0.82667,-0.055
1711935,-0.042,-0.61,0.82667,-0.055
1711936,-0.062,-0.75,0.91281,-0.033
1711937,-0.05,-0.79,0.66142,-0.099
1711938,-0.024,-0.56,0.74256,-0.077
1711939,-0.036,-0.89,0.66142,-0.099
1711940,-0.043,-1,0.66142,-0.099
1711941,-0.031,-0.73,0.58407,-0.121
1711942,-0.14,-1.67,0.58407,-0.121
1711943,-0.055,-0.81,0.66142,-0.099
1711944,0,0,1,0
1711945,0,0,0.91139,-0.033
1711946,-0.003,-0.09,0.86935,-0.044
1711947,-0.002,-0.05,0.86935,-0.044
1711948,-0.015,-0.72,0.22517,-0.253
1711949,-0.005,-0.09,0.86935,-0.044
1711950,-0.003,-0.08,0.86935,-0.044
1711951,-0.003,-0.07,0.86935,-0.044
1711952,-0.005,-0.12,0.78398,-0.066
1711953,-0.018,-0.33,0.70113,-0.088
1711954,-0.04,-0.49,0.6217,-0.11
1711955,-0.067,-0.92,0.6217,-0.11
1711956,-0.04,-0.43,0.78398,-0.066
1711957,0.023,0.17,0.91281,0.033
1711958,0.024,0.16,1,0.011
1711959,0.1,0.43,0.91281,0.033
1711960,0.392,1.24,0.66142,0.099
1711961,0.315,0.64,0.82667,0.055
1711962,0.516,0.57,0.91281,0.033
1711963,1.553,1.44,0.91281,0.033
1711964,1.127,0.87,0.58407,0.121
1711965,2.541,1.61,0.58407,0.121
1711966,5.253,2.58,0.66142,0.099
1711967,3.545,1.6,0.58407,0.121
1711968,3.71,1.62,0.58407,0.121
1711969,3.409,1.31,0.74256,0.077
1711970,3.886,1.24,0.74256,0.077
1711971,5.34,1.54,0.66142,0.099
1711972,3.788,1.21,0.82667,0.055
1711973,4.062,1.2,0.82667,0.055
1711974,4.174,1.29,0.66142,0.099
1711975,3.727,1.4,0.82667,0.055
1711976,3.573,1.28,0.82667,0.055
1711977,3.739,1.45,0.74256,0.077
1711978,3.325,1.2,0.82667,0.055
1711979,3.654,1.3,0.82667,0.055
1711980,5.08,1.7,0.66142,0.099
1711981,3.346,1.33,0.82667,0.055
1711982,3.207,1.75,0.82667,0.055
1711983,2.881,1.38,0.82667,0.055
1711984,2.667,1.49,0.82667,0.055
1711985,2.541,1.24,0.66142,0.099
1711986,2.268,1.11,0.74256,0.077
1711987,0.634,0.38,0.91281,0.033
1711988,1.907,0.86,0.82667,0.055
1711989,3.855,1.49,0.66142,0.099
1711990,7.147,2.51,0.66142,0.099
1711991,5.348,1.77,0.82667,0.055
1711992,4.58,1.51,0.74256,0.077
1711993,4.926,1.86,0.58407,0.121
1711994,2.537,1.12,0.66142,0.099
1711995,2.683,1.46,0.82667,0.055
1711996,2.326,1.51,0.78398,0.066
1711997,1.62,1.23,0.82667,0.055
1711998,1.81,1.83,0.66142,0.099
1711999,-0.902,-1.28,0.91281,-0.033
1712000,0.097,0.21,1,0.011
1712001,0.187,0.61,0.74256,0.077
1712002,0.038,0.15,1,0.011
1712003,0.067,0.17,0.91281,0.033
1712004,-0.603,-0.93,0.82667,-0.055
1712005,0.845,0.81,0.91281,0.033
1712006,0.481,0.36,1,0.011
1712007,1.741,1.07,0.82667,0.055
1712008,0.492,0.41,1,0.011
1712009,0.331,0.38,0.91281,0.033
1712010,-1.027,-1.54,0.66142,-0.099
1712011,-0.703,-0.92,0.74256,-0.077
1712012,-1.26,-1.76,0.74256,-0.077
1712013,0.065,0.14,0.95628,0.022
1712014,-0.222,-0.78,0.6217,-0.11
1712015,0.085,0.2,1,0.011
1712016,-0.875,-1.41,0.91281,-0.033
1712017,-0.722,-0.98,0.91281,-0.033
1712018,-0.917,-1.23,1,-0.011
1712019,-0.33,-0.62,0.82667,-0.055
1712020,-0.578,-1.51,0.74256,-0.077
1712021,-0.154,-0.32,0.82667,-0.055
1712022,-0.79,-2.39,0.66142,-0.099
1712023,-0.294,-1.41,0.66142,-0.099
1712024,-0.493,-2.14,0.66142,-0.099
1712025,-0.888,-2.17,0.66142,-0.099
1712026,-1.389,-2.33,0.82667,-0.055
1712027,-1.058,-1.92,0.66142,-0.099
1712028,-1.718,-4.88,0.44342,-0.165
1712029,-0.545,-2.54,0.74256,-0.077
1712030,-1.152,-8.56,0.18889,-0.275
1712031,-0.567,-2.34,0.51122,-0.143
1712032,-0.646,-2.76,0.32442,-0.209
1712033,-1.099,-7.45,0.22844,-0.253
1712034,-0.143,-2.23,0.15463,-0.297
1712035,-0.113,-3.43,0.22704,-0.253
1712036,-0.481,-5.52,0.15463,-0.297
1712037,-1.537,-9.7,0.18889,-0.275
1712038,-0.543,-2.88,0.74256,-0.077
1712039,-0.01,-0.05,1,-0.011
1712040,-0.566,-3.05,0.44342,-0.165
1712041,-0.611,-3.44,0.32442,-0.209
1712042,-1.17,-7.07,0.15463,-0.297
1712043,-0.825,-6.79,0.15463,-0.297
1712044,-0.028,-0.33,0.74181,-0.077
1712045,-0.008,-0.13,0.74181,-0.077
1712046,-0.63,-5.78,0.15463,-0.297
1712047,-0.873,-7.33,0.10052,-0.341
1712050,0,0,1,0.011
1712051,-0.221,-2.05,0.476,-0.154
1712052,-0.453,-2.97,0.51122,-0.143
1712053,-1.051,-4.98,0.18889,-0.275
1712054,-1.168,-4.99,0.15463,-0.297
1712055,-1.192,-5.09,0.15463,-0.297
1712056,-0.612,-3.17,0.51122,-0.143
1712057,-0.452,-2.65,0.51122,-0.143
1712058,-0.252,-2.45,0.69999,-0.088
1712059,-0.118,-1.3,0.69999,-0.088
1712060,-0.03,-0.63,0.39066,-0.176
1712061,-0.003,-0.04,0.57435,-0.121
1712062,-0.1,-0.85,0.5791,-0.121
1712063,-0.526,-3.16,0.66142,-0.099
1712064,-0.176,-1.07,0.70113,-0.088
1712065,-0.385,-2.6,0.54644,-0.132
1712066,-0.108,-0.76,0.54483,-0.132
1712067,-0.148,-1.35,0.5791,-0.121
1712068,-0.041,-0.58,0.50564,-0.143
1712069,0,0,0.27184,-0.209
1712070,0,0,0.31759,-0.198
1712071,-0.041,-0.53,0.50564,-0.143
1712072,-0.157,-1.48,0.43741,-0.165
1712073,-0.195,-1.36,0.54644,-0.132
1712074,-0.895,-3.93,0.44342,-0.165
1712075,-0.693,-3.84,0.38107,-0.187
1712076,-0.689,-3.69,0.38107,-0.187
1712077,-0.63,-3.43,0.38107,-0.187
1712078,-0.599,-3.18,0.27356,-0.231
1712079,-0.569,-3.05,0.27356,-0.231
1712080,-0.73,-3.49,0.27356,-0.231
1712081,-0.132,-0.78,0.58407,-0.121
1712082,-0.083,-0.76,0.43741,-0.165
1712083,-0.294,-1.6,0.27356,-0.231
1712084,-0.22,-1.53,0.35131,-0.198
1712085,-0.44,-2.2,0.27356,-0.231
1712086,-0.41,-2.12,0.27356,-0.231
1712087,-0.735,-3.5,0.27356,-0.231
1712088,-0.34,-1.77,0.27356,-0.231
1712089,-0.12,-0.66,0.38107,-0.187
1712090,-0.01,-0.09,0.78313,-0.066
1712091,0,0,1,0.011
1712092,0,0,0.82224,0.055
1712093,0,0,0.91056,0.033
1712094,0,0,0.51784,0.132
1712095,0,0,0.12263,0.275
1712096,0,0,0.08931,0.253
1712097,0,0,1,0.011
1712098,0,0,1,0.011
1712099,0,0,0.3633,0.121
1712100,0,0,0.5788,0.099
1712101,0,0,1,0.011
1712102,0,0,1,0.011
1712103,0,NA,NA,0
1712104,0,0,1,0.011
1712105,0,0,1,0.011
1712106,0,0,1,0.011
1712107,0,0,1,0.011
1712108,0,0,1,0.011
1712109,0,NA,NA,0
1712110,0,0,1,0.011
1712111,0,0,1,0.011
1712112,0,0,1,0.011
1712113,0,NA,NA,0
1712114,0,NA,NA,0
1712115,0,NA,NA,0
1712116,0,NA,NA,0
1712117,0,NA,NA,0
1712118,0,NA,NA,0
1712119,0,NA,NA,0
1712120,0,NA,NA,0
1714333,-0.004,-0.43,0.78313,-0.066
1714334,-0.005,-0.36,0.62029,-0.11
1714335,-0.004,-0.21,0.62029,-0.11
1714336,-0.01,-0.22,0.91281,-0.033
1714337,-0.06,-1.24,0.82667,-0.055
1714338,-0.085,-1.74,0.66142,-0.099
1714339,-0.002,-0.06,1,-0.011
1714340,-0.012,-0.4,0.66142,-0.099
1714341,-0.059,-1.33,0.66142,-0.099
1714342,-0.049,-1.33,0.58407,-0.121
1714343,-0.053,-1.24,0.58407,-0.121
1714344,-0.063,-1.31,0.51122,-0.143
1714345,-0.076,-1.35,0.66142,-0.099
1714346,-0.003,-0.08,0.82667,-0.055
1714347,0,0,0.85442,-0.044
1714348,0,0,0.56649,-0.121
1714349,0,0,0.64654,-0.099
1714350,-0.019,-0.6,0.6217,-0.11
1714351,0,0,0.60651,-0.11
1714352,-0.009,-0.36,0.78398,-0.066
1714353,-0.009,-0.25,0.74181,-0.077
1714354,-0.007,-0.15,0.74181,-0.077
1714355,-0.018,-0.26,0.6217,-0.11
1714356,-0.151,-1.25,0.91281,-0.033
1714357,-0.006,-0.04,1,-0.011
1714358,-0.012,-0.08,1,-0.011
1714359,-0.33,-1.5,0.74256,-0.077
1714360,-0.143,-0.49,0.91281,-0.033
1714361,0.453,1.19,0.82667,0.055
1714362,0.725,1.7,0.74256,0.077
1714363,-0.358,-0.47,1,-0.011
1714364,0.3,0.32,0.91281,0.033
1714365,1.438,1.14,0.66142,0.099
1714366,2.056,1.34,0.66142,0.099
1714367,2.617,1.47,0.66142,0.099
1714368,4.35,1.98,0.58407,0.121
1714369,4.81,1.91,0.58407,0.121
1714370,3.97,1.56,0.58407,0.121
1714371,3.259,1.19,0.74256,0.077
1714372,4.193,1.25,0.82667,0.055
1714373,3.611,1.23,0.82667,0.055
1714374,3.586,1.19,0.74256,0.077
1714375,3.768,1.18,0.74256,0.077
1714376,3.779,1.44,0.74256,0.077
1714377,3.744,1.58,0.74256,0.077
1714378,3.796,1.59,0.74256,0.077
1714379,4.156,2.09,0.58407,0.121
1714380,4.177,2.09,0.58407,0.121
1714381,4.879,2.18,0.66142,0.099
1714382,3.593,1.39,0.82667,0.055
1714383,3.381,1.33,0.82667,0.055
1714384,3.456,1.89,0.82667,0.055
1714385,3.114,1.74,0.82667,0.055
1714386,2.23,1.24,0.74256,0.077
1714387,2.026,1.31,0.82667,0.055
1714388,1.6,1.06,0.82667,0.055
1714389,1.474,1.01,0.74256,0.077
1714390,-0.172,-0.09,1,-0.011
1714391,2.86,1.22,0.66142,0.099
1714392,2.341,0.94,0.74256,0.077
1714393,4.256,1.57,0.66142,0.099
1714394,6.742,2.35,0.66142,0.099
1714395,4.037,1.61,0.74256,0.077
1714396,2.911,1.22,0.66142,0.099
1714397,2.75,1.35,0.82667,0.055
1714398,2.67,1.6,0.82667,0.055
1714399,1.737,1.28,0.91281,0.033
1714400,1.555,1.32,0.91281,0.033
1714401,1.427,1.52,0.74256,0.077
1714402,-0.047,-0.08,1,-0.011
1714403,0.719,1.9,0.91281,0.033
1714404,-0.037,-0.16,0.78398,-0.066
1714405,0.178,0.44,0.82667,0.055
1714406,-0.67,-1.04,0.74256,-0.077
1714407,0.77,0.76,0.91281,0.033
1714408,0.45,0.34,1,0.011
1714409,0.357,0.23,0.91281,0.033
1714410,0.434,0.36,1,0.011
1714411,0.513,0.56,0.82667,0.055
1714412,-0.846,-1.36,0.74256,-0.077
1714413,-1.032,-1.45,0.74256,-0.077
1714414,-0.42,-0.73,0.74256,-0.077
1714415,-0.028,-0.07,1,-0.011
1714416,-0.711,-2.72,0.51122,-0.143
1714417,0.135,0.37,1,0.011
1714418,-0.652,-1.13,0.82667,-0.055
1714419,-1.301,-1.63,0.91281,-0.033
1714420,-1.004,-1.55,0.82667,-0.055
1714421,-0.38,-0.77,0.74256,-0.077
1714422,-0.865,-2.98,0.44342,-0.165
1714423,-0.608,-1.9,0.51122,-0.143
1714424,-0.567,-2.48,0.51122,-0.143
1714425,-0.259,-1.73,0.82667,-0.055
1714426,-0.388,-1.65,0.66142,-0.099
1714427,-0.71,-1.44,0.82667,-0.055
1714428,-1.278,-2.5,0.66142,-0.099
1714429,-0.551,-1.28,0.74256,-0.077
1714430,-1.839,-4.9,0.38107,-0.187
1714431,-0.78,-2.71,0.58407,-0.121
1714432,-0.903,-7.71,0.12531,-0.319
1714433,-0.967,-5.92,0.24958,-0.242
1714434,-0.654,-2.95,0.32442,-0.209
1714435,-0.938,-7.19,0.17048,-0.286
1714436,-0.223,-3.99,0.0892,-0.352
1714437,-0.069,-5.1,0.12038,-0.319
1714438,-0.164,-3.33,0.0892,-0.352
1714439,-1.184,-9.8,0.0798,-0.363
1714440,-1.084,-7.42,0.12531,-0.319
1714441,-0.857,-6.32,0.18889,-0.275
1714442,-0.867,-6.37,0.18889,-0.275
1714443,-0.738,-5.47,0.22844,-0.253
1714444,-0.745,-5.69,0.22844,-0.253
1714445,-0.04,-0.46,0.74181,-0.077
1714446,-0.085,-1.44,0.82546,-0.055
1714447,-0.04,-1.79,0.34295,-0.198
1714448,-0.11,-1.25,0.66046,-0.099
1714449,-0.649,-5.84,0.13878,-0.308
1714453,0,0,1,0.011
1714454,-0.431,-3.5,0.54644,-0.132
1714455,-0.436,-2.59,0.44342,-0.165
1714456,-0.54,-2.87,0.51122,-0.143
1714457,-0.526,-2.93,0.51122,-0.143
1714458,-0.68,-3.86,0.476,-0.154
1714459,-0.499,-3.63,0.51122,-0.143
1714460,-0.121,-1.32,0.69999,-0.088
1714461,0,0,0.37786,-0.176
1714462,0,0,0.32869,-0.187
1714463,0,0,0.61265,-0.11
1714464,-0.01,-0.09,0.65722,-0.099
1714465,-0.185,-1.36,0.40896,-0.176
1714466,-0.108,-0.86,0.47422,-0.154
1714467,-0.151,-1.35,0.5791,-0.121
1714468,-0.12,-1.1,0.5791,-0.121
1714469,-0.202,-1.93,0.34937,-0.198
1714470,-0.09,-1.25,0.5791,-0.121
1714471,0,0,0.42225,-0.165
1714472,-0.003,-0.06,0.39066,-0.176
1714473,0,0,0.61265,-0.11
1714474,-0.022,-0.25,0.5791,-0.121
1714475,-0.139,-1.15,0.5791,-0.121
1714476,-0.107,-0.85,0.5791,-0.121
1714477,-0.134,-1.12,0.50564,-0.143
1714478,-0.185,-1.68,0.43741,-0.165
1714479,-0.124,-1.01,0.50564,-0.143
1714480,-0.118,-0.95,0.50564,-0.143
1714481,-0.106,-0.85,0.50564,-0.143
1714482,-0.069,-0.43,0.51122,-0.143
1714483,-0.02,-0.21,0.43741,-0.165
1714484,-0.021,-0.2,0.50564,-0.143
1714485,-0.113,-0.73,0.66142,-0.099
1714486,-0.12,-0.77,0.58407,-0.121
1714487,-0.003,-0.04,0.39066,-0.176
1714488,-0.01,-0.1,0.50564,-0.143
1714489,-0.152,-0.93,0.44342,-0.165
1714490,-0.135,-0.87,0.44342,-0.165
1714491,-0.024,-0.18,0.3748,-0.187
1714492,0,0,1,0.011
1714493,0,0,0.91056,0.033
1714494,0,0,0.95514,0.022
1714495,0.001,0.05,0.19511,0.253
1714496,0,0,0.06161,0.308
1714497,0,0,0.58544,0.077
1714498,0,0,1,0.011
1714499,0,0,1,0.011
1714500,0,NA,NA,0
1714501,0,0,1,0.011
1714502,0,0,1,0.011
1714503,0,0,1,0.011
1714504,0,0,1,0.011
1714505,0,NA,NA,0
1714506,0,NA,NA,0
1714507,0,0,1,0.011
1714508,0,0,1,0.011
1714509,0,0,1,0.011
1714510,0,NA,NA,0
1714511,0,NA,NA,0
1714512,0,NA,NA,0
1714513,0,NA,NA,0
1714514,0,NA,NA,0
1714515,0,NA,NA,0
1714516,0,NA,NA,0
1714517,0,NA,NA,0
1714518,0,NA,NA,0
1714519,0,NA,NA,0
1714520,0,NA,NA,0
1714521,0,NA,NA,0
1714522,0,NA,NA,0
1714523,0,NA,NA,0
1714524,0,NA,NA,0
1714525,0,NA,NA,0
1716737,-0.01,-1.12,0.50824,-0.143
1716738,0,0,1,0
1716739,-0.005,-0.19,0.86935,-0.044
1716740,-0.004,-0.25,0.65917,-0.099
1716741,-0.014,-0.94,0.47422,-0.154
1716742,-0.014,-1.24,0.32102,-0.209
1716743,-0.027,-1.4,0.29754,-0.22
1716744,0,0,0.9122,-0.033
1716745,-0.005,-0.13,0.78398,-0.066
1716746,-0.005,-0.11,0.82667,-0.055
1716747,-0.01,-0.24,0.70113,-0.088
1716748,0,0,0.69617,-0.088
1716749,0,0,0.62528,-0.099
1716750,-0.002,-0.07,0.82667,-0.055
1716751,-0.006,-0.09,0.95628,-0.022
1716752,-0.239,-2.05,0.66142,-0.099
1716753,-0.08,-1.27,0.6217,-0.11
1716754,-0.013,-0.4,0.54644,-0.132
1716755,-0.085,-1.15,0.6217,-0.11
1716756,-0.027,-0.28,0.78398,-0.066
1716757,-0.009,-0.1,0.95628,-0.022
1716758,-0.012,-0.09,1,-0.011
1716759,-0.374,-1.92,0.66142,-0.099
1716760,-0.634,-2.26,0.66142,-0.099
1716761,-0.245,-0.61,0.82667,-0.055
1716762,0.695,1.33,0.91281,0.033
1716763,1.167,1.91,0.74256,0.077
1716764,0.088,0.11,1,0.011
1716765,-0.047,-0.05,0.82667,-0.055
1716766,0.806,0.71,0.82667,0.055
1716767,1.904,1.33,0.58407,0.121
1716768,2.696,1.57,0.58407,0.121
1716769,3.637,1.79,0.66142,0.099
1716770,3.166,1.35,0.58407,0.121
1716771,2.922,1.05,0.82667,0.055
1716772,2.265,0.77,0.91281,0.033
1716773,1.78,0.57,0.82667,0.055
1716774,3.37,1.23,0.82667,0.055
1716775,3.59,1.39,0.66142,0.099
1716776,8.334,2.7,0.66142,0.099
1716777,3.686,1.32,0.74256,0.077
1716778,5.123,2.35,0.66142,0.099
1716779,4.47,2.3,0.66142,0.099
1716780,4.286,2.49,0.82667,0.055
1716781,2.054,1.4,0.91281,0.033
1716782,3.645,2.82,0.58407,0.121
1716783,4.664,2.52,0.82667,0.055
1716784,4.44,2.26,0.82667,0.055
1716785,3.19,1.48,0.74256,0.077
1716786,3.594,1.78,0.82667,0.055
1716787,2.282,1.63,0.66142,0.099
1716788,2.69,1.52,0.82667,0.055
1716789,2.188,1.63,0.58407,0.121
1716790,1.801,1.59,0.66142,0.099
1716791,1.63,1.19,0.66142,0.099
1716792,1.504,1.01,0.82667,0.055
1716793,1.626,0.89,1,0.011
1716794,1.907,0.84,0.74256,0.077
1716795,1.788,0.71,0.82667,0.055
1716796,3.675,1.5,0.74256,0.077
1716797,2.348,1.06,0.66142,0.099
1716798,2.35,1.16,0.74256,0.077
