"nie_malla_modi_id","sen_slope_presu","sen_slope_per_presu","p_value_presu","tau_presu"
1642424,-0.29,-0.79,1,-0.011
1642425,-0.227,-0.62,1,-0.011
1642426,-0.162,-0.45,1,-0.011
1642427,-0.065,-0.18,0.91281,-0.033
1642428,-0.15,-0.42,1,-0.011
1644734,1.585,3.06,0.66142,0.099
1644735,1.555,2.97,0.66142,0.099
1644736,1.605,3.15,0.66142,0.099
1644737,1.585,3.11,0.66142,0.099
1644738,0.182,0.39,1,0.011
1644739,0.502,1.07,0.74256,0.077
1644740,0.579,1.22,0.58407,0.121
1644741,0.677,1.42,0.51122,0.143
1644742,1.163,2.4,0.58407,0.121
1644743,1.453,2.95,0.74256,0.077
1644744,1.71,3.37,0.74256,0.077
1644745,2.069,3.98,0.74256,0.077
1644746,2.31,4.47,0.74256,0.077
1644747,2.235,4.28,0.74256,0.077
1644748,2.14,4.04,0.74256,0.077
1644749,1.728,3.22,0.32442,0.209
1644750,1.667,3.24,0.27356,0.231
1644751,1.813,3.67,0.32442,0.209
1644752,1.945,4.16,0.38107,0.187
1644753,1.945,4.27,0.38107,0.187
1644754,2.11,4.75,0.38107,0.187
1644755,2.327,5.38,0.38107,0.187
1644756,2.567,6.12,0.32442,0.209
1644757,2.707,6.85,0.38107,0.187
1644758,2.543,6.5,0.38107,0.187
1644759,2.578,6.49,0.38107,0.187
1644760,2.03,5.43,0.38107,0.187
1644761,2.255,5.81,0.38107,0.187
1644762,2.59,6.35,0.38107,0.187
1644763,2.345,5.88,0.38107,0.187
1644764,2.085,5.37,0.38107,0.187
1644765,1.857,4.88,0.44342,0.165
1644766,2.052,5.22,0.44342,0.165
1644767,1.95,4.98,0.44342,0.165
1644768,2.039,5.26,0.44342,0.165
1644769,2.125,5.51,0.44342,0.165
1644770,2.065,5.31,0.44342,0.165
1644771,2.029,5.13,0.44342,0.165
1644772,2.174,5.23,0.44342,0.165
1644773,2.138,5.04,0.44342,0.165
1644774,1.938,4.61,0.51122,0.143
1644775,1.48,3.68,0.51122,0.143
1644776,1.197,3.03,0.51122,0.143
1644779,1.14,2.86,0.44342,0.165
1644782,1.149,2.86,0.44342,0.165
1644783,1.105,2.67,0.44342,0.165
1644784,1.393,3.23,0.38107,0.187
1644785,1.392,3.24,0.38107,0.187
1644786,1.26,3.04,0.38107,0.187
1644787,1.075,2.67,0.38107,0.187
1644789,1.155,2.88,0.51122,0.143
1644790,1.425,3.25,0.44342,0.165
1644791,1.63,3.85,0.51122,0.143
1644792,1.394,3.38,0.58407,0.121
1644793,1.08,2.75,0.58407,0.121
1644794,1.163,2.78,0.51122,0.143
1644795,1.094,2.5,0.58407,0.121
1644796,0.86,2,0.58407,0.121
1644797,0.572,1.36,0.58407,0.121
1644798,0.492,1.15,0.58407,0.121
1644803,0.508,1.26,0.82667,0.055
1644809,0.217,0.51,0.91281,0.033
1644810,0.374,0.91,0.82667,0.055
1644811,0.329,0.8,0.82667,0.055
1644812,0.348,0.86,0.91281,0.033
1644813,0.147,0.37,1,0.011
1644814,0.217,0.53,1,0.011
1644815,0.173,0.42,0.74256,0.077
1644816,0.203,0.48,0.91281,0.033
1644817,0.146,0.35,0.91281,0.033
1644818,0.217,0.52,0.91281,0.033
1644819,0.36,0.89,0.91281,0.033
1644820,0.263,0.64,0.91281,0.033
1644821,0.397,0.96,0.91281,0.033
1644822,-0.077,-0.19,1,-0.011
1644823,-0.03,-0.08,1,-0.011
1644824,-0.162,-0.43,1,-0.011
1644825,-0.315,-0.84,1,-0.011
1644826,-0.325,-0.88,1,-0.011
1644827,-0.252,-0.69,1,-0.011
1644828,-0.177,-0.49,1,-0.011
1644829,-0.08,-0.22,0.91281,-0.033
1644830,-0.205,-0.58,1,-0.011
1644831,0.11,0.32,0.91281,0.033
1644832,0.323,0.95,0.82667,0.055
1647136,1.555,2.93,0.66142,0.099
1647137,1.5,2.76,0.66142,0.099
1647138,1.54,2.91,0.66142,0.099
1647139,0.843,1.72,0.74256,0.077
1647140,0.673,1.38,0.82667,0.055
1647141,0.68,1.37,0.74256,0.077
1647142,1.093,2.19,0.74256,0.077
1647143,1.357,2.73,0.66142,0.099
1647144,1.293,2.7,0.51122,0.143
1647145,1.579,3.09,0.74256,0.077
1647146,1.93,3.68,0.74256,0.077
1647147,2.293,4.28,0.74256,0.077
1647148,2.26,4.18,0.74256,0.077
1647149,2.132,3.93,0.74256,0.077
1647150,1.687,2.97,0.32442,0.209
1647151,1.65,3.07,0.32442,0.209
1647152,1.697,3.29,0.27356,0.231
1647153,1.713,3.49,0.27356,0.231
1647154,2.007,4.25,0.32442,0.209
1647155,2.047,4.54,0.38107,0.187
1647156,2.077,4.74,0.38107,0.187
1647157,2.515,6.16,0.32442,0.209
1647158,2.725,6.85,0.32442,0.209
1647159,2.748,6.81,0.32442,0.209
1647160,2.753,6.7,0.38107,0.187
1647161,2.48,6.4,0.38107,0.187
1647162,2.537,6.44,0.38107,0.187
1647163,2.685,6.63,0.38107,0.187
1647164,2.867,6.67,0.38107,0.187
1647165,2.675,6.5,0.38107,0.187
1647166,2.133,5.49,0.38107,0.187
1647167,2.037,5.27,0.44342,0.165
1647168,2.253,5.62,0.44342,0.165
1647169,2.325,5.69,0.44342,0.165
1647170,2.081,5.26,0.44342,0.165
1647171,2.097,5.44,0.44342,0.165
1647172,2.391,5.77,0.44342,0.165
1647173,2.13,5.27,0.44342,0.165
1647174,2.064,5.04,0.44342,0.165
1647175,2.314,5.3,0.38107,0.187
1647176,1.956,4.64,0.44342,0.165
1647177,1.595,3.91,0.51122,0.143
1647178,1.228,3.14,0.51122,0.143
1647180,1.188,2.99,0.44342,0.165
1647186,1.197,2.84,0.38107,0.187
1647187,1.658,3.77,0.38107,0.187
1647188,1.53,3.49,0.38107,0.187
1647189,1.198,2.92,0.38107,0.187
1647190,1.05,2.63,0.51122,0.143
1647191,1.4,3.25,0.38107,0.187
1647192,1.42,3.24,0.44342,0.165
1647193,1.473,3.27,0.44342,0.165
1647194,1.398,3.33,0.58407,0.121
1647195,1.161,2.83,0.58407,0.121
1647196,1.226,2.82,0.58407,0.121
1647197,1.13,2.54,0.58407,0.121
1647198,1.098,2.43,0.51122,0.143
1647199,0.912,2.04,0.51122,0.143
1647200,0.897,1.97,0.44342,0.165
1647204,0.515,1.24,0.74256,0.077
1647205,0.537,1.31,0.74256,0.077
1647206,0.547,1.31,0.82667,0.055
1647207,0.49,1.15,0.82667,0.055
1647208,0.452,1.04,0.82667,0.055
1647210,0.213,0.48,1,0.011
1647211,0.2,0.46,1,0.011
1647212,0.338,0.82,0.82667,0.055
1647213,0.269,0.66,0.82667,0.055
1647214,0.214,0.54,0.91281,0.033
1647215,0.366,0.88,0.91281,0.033
1647216,0.315,0.74,0.91281,0.033
1647217,0.247,0.59,0.91281,0.033
1647218,0.113,0.26,0.91281,0.033
1647219,0.259,0.59,1,0.011
1647220,0.23,0.54,1,0.011
1647221,0.44,1.05,0.91281,0.033
1647222,0.362,0.85,0.91281,0.033
1647223,0.42,0.98,0.91281,0.033
1647224,0.091,0.22,0.91281,0.033
1647225,-0.069,-0.17,1,-0.011
1647226,-0.018,-0.05,1,-0.011
1647227,-0.145,-0.38,0.91281,-0.033
1647228,-0.272,-0.73,0.91281,-0.033
1647229,-0.275,-0.74,0.91281,-0.033
1647230,-0.19,-0.52,0.91281,-0.033
1647231,-0.21,-0.58,0.91281,-0.033
1647232,-0.31,-0.87,1,-0.011
1647233,0.161,0.47,0.91281,0.033
1647234,0.335,0.98,0.74256,0.077
1647235,0.652,1.96,0.66142,0.099
1647242,0.655,2.22,0.82667,0.055
1647243,0.636,2.13,0.74256,0.077
1649539,0.245,0.47,0.82667,0.055
1649540,0.645,1.27,0.82667,0.055
1649541,0.687,1.41,0.82667,0.055
1649542,0.688,1.37,0.82667,0.055
1649543,0.695,1.35,0.82667,0.055
1649544,1.47,2.84,0.66142,0.099
1649545,1.44,2.84,0.66142,0.099
1649546,1.71,3.46,0.38107,0.187
1649547,1.58,3.18,0.38107,0.187
1649548,1.644,3.1,0.44342,0.165
1649549,1.64,2.99,0.44342,0.165
1649550,1.6,2.83,0.38107,0.187
1649551,1.46,2.57,0.44342,0.165
1649552,1.17,2.13,0.44342,0.165
1649553,1.547,2.85,0.32442,0.209
1649554,1.64,3.12,0.32442,0.209
1649555,1.685,3.34,0.27356,0.231
1649556,1.937,4.04,0.27356,0.231
1649557,2.07,4.43,0.32442,0.209
1649558,2.127,4.84,0.32442,0.209
1649559,2.243,5.33,0.38107,0.187
1649560,2.27,5.32,0.38107,0.187
1649561,2.398,5.66,0.38107,0.187
1649562,2.653,6.47,0.32442,0.209
1649563,2.582,6.69,0.32442,0.209
1649564,2.797,6.76,0.38107,0.187
1649565,2.67,6.17,0.38107,0.187
1649566,2.83,6.63,0.38107,0.187
1649567,2.732,6.65,0.38107,0.187
1649568,2.413,6.06,0.38107,0.187
1649569,2.453,6.07,0.38107,0.187
1649570,2.653,6.34,0.44342,0.165
1649571,2.692,6.34,0.44342,0.165
1649572,2.297,5.6,0.44342,0.165
1649573,2.252,5.66,0.44342,0.165
1649574,2.382,5.61,0.44342,0.165
1649575,2.429,5.7,0.51122,0.143
1649576,2.425,5.58,0.44342,0.165
1649577,2.335,5.33,0.38107,0.187
1649578,1.911,4.58,0.51122,0.143
1649579,1.425,3.57,0.51122,0.143
1649581,1.143,2.82,0.38107,0.187
1649582,1.113,2.73,0.38107,0.187
1649583,1.185,2.96,0.44342,0.165
1649585,1.12,2.75,0.44342,0.165
1649586,1.057,2.54,0.44342,0.165
1649587,1.145,2.74,0.38107,0.187
1649588,1.47,3.4,0.38107,0.187
1649589,1.54,3.46,0.38107,0.187
1649590,1.566,3.59,0.38107,0.187
1649591,1.175,2.88,0.38107,0.187
1649592,1.078,2.71,0.51122,0.143
1649593,1.468,3.56,0.58407,0.121
1649594,1.532,3.39,0.44342,0.165
1649595,1.54,3.44,0.44342,0.165
1649596,1.348,3.19,0.58407,0.121
1649597,1.048,2.58,0.58407,0.121
1649598,1.237,2.76,0.58407,0.121
1649599,1.275,2.77,0.51122,0.143
1649600,1.376,2.91,0.51122,0.143
1649601,1.223,2.6,0.51122,0.143
1649602,1.168,2.47,0.44342,0.165
1649603,0.545,1.2,0.44342,0.165
1649606,0.532,1.26,0.74256,0.077
1649607,0.535,1.28,0.74256,0.077
1649608,0.538,1.27,0.74256,0.077
1649609,0.494,1.11,0.66142,0.099
1649610,0.386,0.83,0.58407,0.121
1649611,0.267,0.57,0.66142,0.099
1649612,0.264,0.57,0.74256,0.077
1649613,0.216,0.48,1,0.011
1649614,0.177,0.41,0.91281,0.033
1649615,0.184,0.45,0.82667,0.055
1649616,0.367,0.89,0.91281,0.033
1649617,0.414,0.98,0.91281,0.033
1649618,0.51,1.16,0.82667,0.055
1649619,0.31,0.7,1,0.011
1649620,0.134,0.3,1,0.011
1649621,0.199,0.44,0.91281,0.033
1649622,0.391,0.88,0.91281,0.033
1649623,0.27,0.62,1,0.011
1649624,0.293,0.67,1,0.011
1649625,0.313,0.71,1,0.011
1649626,0.418,0.98,0.91281,0.033
1649627,-0.031,-0.08,1,-0.011
1649628,-0.067,-0.17,1,-0.011
1649629,-0.032,-0.08,1,-0.011
1649630,-0.023,-0.06,0.91281,-0.033
1649631,-0.2,-0.53,0.82667,-0.055
1649632,-0.3,-0.81,0.91281,-0.033
1649633,-0.365,-1.01,0.91281,-0.033
1649634,-0.485,-1.36,1,-0.011
1649635,-0.44,-1.25,1,-0.011
1649636,0.527,1.55,0.66142,0.099
1649637,0.655,1.96,0.66142,0.099
1649638,0.623,1.86,0.66142,0.099
1649639,0.792,2.45,0.58407,0.121
1649640,0.395,1.25,0.51122,0.143
1649641,0.425,1.36,0.58407,0.121
1649642,0.514,1.68,0.74256,0.077
1649643,0.657,2.2,0.74256,0.077
1649644,0.668,2.19,0.74256,0.077
1649645,0.809,2.66,0.66142,0.099
1651907,0.359,0.8,0.82667,0.055
1651908,0.259,0.59,0.82667,0.055
1651909,0.5,1.11,0.82667,0.055
1651910,0.554,1.23,0.82667,0.055
1651912,0.29,0.6,0.82667,0.055
1651941,0.64,1.21,0.82667,0.055
1651942,0.676,1.32,0.82667,0.055
1651943,0.707,1.41,0.82667,0.055
1651944,0.706,1.36,0.82667,0.055
1651945,0.708,1.34,0.82667,0.055
1651946,1.829,3.48,0.38107,0.187
1651947,1.836,3.49,0.38107,0.187
1651948,1.604,3.15,0.38107,0.187
1651949,1.67,3.22,0.38107,0.187
1651950,1.772,3.33,0.44342,0.165
1651951,1.934,3.46,0.38107,0.187
1651952,1.94,3.36,0.32442,0.209
1651953,1.73,3.03,0.38107,0.187
1651954,1.41,2.57,0.44342,0.165
1651955,1.217,2.32,0.38107,0.187
1651956,1.53,2.96,0.32442,0.209
1651957,1.655,3.28,0.32442,0.209
1651958,1.655,3.41,0.27356,0.231
1651959,2.02,4.39,0.27356,0.231
1651960,2.215,5.07,0.32442,0.209
1651961,2.167,4.94,0.32442,0.209
1651962,2.088,4.69,0.38107,0.187
1651963,2.162,4.98,0.38107,0.187
1651964,2.507,6.08,0.32442,0.209
1651965,2.847,7.25,0.32442,0.209
1651966,2.547,5.97,0.32442,0.209
1651967,2.482,5.63,0.44342,0.165
1651968,2.545,5.73,0.44342,0.165
1651969,2.822,6.57,0.38107,0.187
1651970,2.595,6.44,0.38107,0.187
1651971,2.657,6.47,0.38107,0.187
1651972,2.882,6.76,0.44342,0.165
1651973,2.935,6.7,0.44342,0.165
1651974,2.333,5.7,0.44342,0.165
1651975,2.27,5.55,0.44342,0.165
1651976,2.523,5.86,0.44342,0.165
1651977,2.735,6.06,0.44342,0.165
1651978,2.708,5.95,0.38107,0.187
1651979,2.501,5.59,0.38107,0.187
1651980,2.065,4.85,0.38107,0.187
1651981,1.59,3.97,0.51122,0.143
1651982,1.302,3.17,0.44342,0.165
1651983,1.393,3.32,0.38107,0.187
1651984,1.2,2.89,0.38107,0.187
1651985,1.153,2.78,0.38107,0.187
1651986,1.223,3.14,0.51122,0.143
1651987,1.095,2.67,0.38107,0.187
1651988,1.507,3.47,0.38107,0.187
1651989,1.392,3.26,0.38107,0.187
1651990,1.58,3.54,0.38107,0.187
1651991,1.916,4.16,0.38107,0.187
1651992,1.569,3.57,0.38107,0.187
1651993,1.495,3.42,0.38107,0.187
1651994,1.5,3.6,0.44342,0.165
1651995,1.475,3.6,0.58407,0.121
1651996,1.49,3.33,0.44342,0.165
1651997,1.641,3.48,0.44342,0.165
1651998,1.452,3.26,0.51122,0.143
1651999,1.076,2.55,0.58407,0.121
1652000,1.072,2.43,0.58407,0.121
1652001,1.449,3.01,0.51122,0.143
1652002,1.495,3.05,0.51122,0.143
1652003,1.41,2.9,0.51122,0.143
1652004,0.76,1.62,0.44342,0.165
1652005,0.61,1.33,0.38107,0.187
1652006,0.538,1.21,0.51122,0.143
1652007,0.572,1.29,0.66142,0.099
1652008,0.505,1.2,0.66142,0.099
1652009,0.605,1.38,0.66142,0.099
1652010,0.663,1.48,0.66142,0.099
1652011,0.547,1.21,0.74256,0.077
1652012,0.67,1.41,0.58407,0.121
1652013,0.755,1.52,0.66142,0.099
1652014,0.5,1.03,0.58407,0.121
1652015,0.124,0.27,1,0.011
1652016,0.093,0.21,1,0.011
1652017,0.148,0.36,0.91281,0.033
1652018,0.242,0.56,0.82667,0.055
1652019,0.416,0.97,0.91281,0.033
1652020,0.543,1.21,0.82667,0.055
1652021,0.419,0.89,0.91281,0.033
1652022,0.046,0.1,0.91281,0.033
1652023,0.059,0.13,1,0.011
1652024,0.277,0.62,0.91281,0.033
1652025,0.418,0.94,0.91281,0.033
1652026,0.247,0.56,1,0.011
1652027,0.318,0.72,1,0.011
1652028,0.235,0.54,0.91281,0.033
1652029,0.427,1,0.91281,0.033
1652030,0.401,0.97,0.91281,0.033
1652031,-0.088,-0.22,1,-0.011
1652032,-0.057,-0.15,1,-0.011
1652033,-0.037,-0.1,0.95628,-0.022
1652034,-0.133,-0.35,0.91281,-0.033
1652035,-0.05,-0.14,0.82667,-0.055
1652036,-0.13,-0.36,0.91281,-0.033
1652037,-0.1,-0.28,0.95628,-0.022
1652038,0.752,2.21,0.74256,0.077
1652039,0.65,1.94,0.66142,0.099
1652040,0.66,1.97,0.66142,0.099
1652041,0.49,1.48,0.51122,0.143
1652042,0.473,1.48,0.66142,0.099
1652043,0.404,1.31,0.66142,0.099
1652044,0.662,2.17,0.74256,0.077
1652045,0.7,2.26,0.66142,0.099
1652046,0.734,2.41,0.74256,0.077
1652047,0.849,2.82,0.66142,0.099
1652048,0.833,2.82,0.58407,0.121
1654308,0.55,1.19,0.82667,0.055
1654309,0.548,1.2,0.82667,0.055
1654310,0.527,1.16,0.82667,0.055
1654311,0.675,1.47,0.82667,0.055
1654312,0.585,1.25,0.82667,0.055
1654313,0.39,0.81,0.82667,0.055
1654314,0.47,0.95,0.91281,0.033
1654315,0.35,0.71,0.91281,0.033
1654320,-0.238,-0.49,0.91281,-0.033
1654321,-0.197,-0.41,1,-0.011
1654337,0.355,0.72,0.82667,0.055
1654338,0.853,1.63,0.74256,0.077
1654339,0.824,1.51,0.74256,0.077
1654340,0.808,1.47,0.74256,0.077
1654343,0.663,1.23,0.82667,0.055
1654344,0.687,1.29,0.82667,0.055
1654345,0.708,1.33,0.82667,0.055
1654346,0.717,1.34,0.74256,0.077
1654347,0.719,1.31,0.74256,0.077
1654348,1.845,3.42,0.38107,0.187
1654349,1.85,3.46,0.38107,0.187
1654350,1.853,3.53,0.38107,0.187
1654351,1.876,3.52,0.38107,0.187
1654352,1.918,3.45,0.38107,0.187
1654353,2.2,3.86,0.38107,0.187
1654354,2.26,3.85,0.32442,0.209
1654355,1.981,3.44,0.32442,0.209
1654356,1.67,3.04,0.38107,0.187
1654357,1.34,2.55,0.38107,0.187
1654358,1.65,3.24,0.32442,0.209
1654359,1.55,3.15,0.32442,0.209
1654360,1.671,3.5,0.27356,0.231
1654361,1.87,4.14,0.27356,0.231
1654362,1.995,4.51,0.27356,0.231
1654363,2.03,4.46,0.27356,0.231
1654364,2.165,4.86,0.32442,0.209
1654365,2.183,5.03,0.32442,0.209
1654366,2.453,6.05,0.32442,0.209
1654367,2.635,6.62,0.32442,0.209
1654368,2.438,5.74,0.38107,0.187
1654369,2.238,4.95,0.38107,0.187
1654370,2.277,4.97,0.38107,0.187
1654371,2.618,5.96,0.44342,0.165
1654372,2.875,6.99,0.38107,0.187
1654373,2.87,6.84,0.38107,0.187
1654374,2.815,6.5,0.44342,0.165
1654375,2.765,6.22,0.44342,0.165
1654376,2.582,6.18,0.44342,0.165
1654377,2.478,5.91,0.44342,0.165
1654378,2.705,6.04,0.44342,0.165
1654379,2.58,5.52,0.38107,0.187
1654380,2.614,5.61,0.38107,0.187
1654381,2.441,5.53,0.38107,0.187
1654382,1.959,4.72,0.44342,0.165
1654383,1.836,4.43,0.51122,0.143
1654384,1.91,4.44,0.44342,0.165
1654385,1.78,4.09,0.38107,0.187
1654386,1.478,3.49,0.38107,0.187
1654387,1.318,3.15,0.38107,0.187
1654388,1.17,2.91,0.38107,0.187
1654389,1.135,2.78,0.38107,0.187
1654390,1.487,3.47,0.38107,0.187
1654391,1.797,3.99,0.38107,0.187
1654392,1.809,3.99,0.38107,0.187
1654393,2.036,4.32,0.38107,0.187
1654394,1.869,4.03,0.38107,0.187
1654395,1.515,3.43,0.38107,0.187
1654396,1.405,3.2,0.44342,0.165
1654397,1.62,3.8,0.51122,0.143
1654398,1.586,3.62,0.51122,0.143
1654399,1.555,3.31,0.44342,0.165
1654400,1.434,3.15,0.51122,0.143
1654401,1.078,2.48,0.58407,0.121
1654402,1.066,2.34,0.58407,0.121
1654403,1.454,2.98,0.51122,0.143
1654404,1.466,2.97,0.51122,0.143
1654405,1.28,2.65,0.44342,0.165
1654406,0.707,1.5,0.38107,0.187
1654407,0.558,1.22,0.38107,0.187
1654408,0.575,1.27,0.58407,0.121
1654409,0.54,1.23,0.66142,0.099
1654410,0.496,1.15,0.66142,0.099
1654411,0.627,1.44,0.66142,0.099
1654412,0.768,1.67,0.66142,0.099
1654413,0.733,1.55,0.66142,0.099
1654414,0.77,1.56,0.66142,0.099
1654415,0.792,1.56,0.66142,0.099
1654416,0.453,0.93,0.58407,0.121
1654417,0.21,0.46,0.82667,0.055
1654418,-0.044,-0.1,1,-0.011
1654419,0.008,0.02,0.91281,0.033
1654420,0.197,0.44,0.82667,0.055
1654421,0.403,0.89,0.82667,0.055
1654422,0.417,0.91,0.82667,0.055
1654423,0.317,0.67,0.82667,0.055
1654424,0.16,0.34,1,0.011
1654425,0.017,0.04,1,0.011
1654426,0.153,0.33,0.91281,0.033
1654427,0.206,0.45,0.91281,0.033
1654428,0.411,0.92,0.91281,0.033
1654429,0.27,0.61,1,0.011
1654430,0.215,0.5,0.91281,0.033
1654431,0.244,0.56,0.91281,0.033
1654432,0.362,0.85,0.91281,0.033
1654433,0.314,0.76,0.82667,0.055
1654434,0.43,1.07,0.91281,0.033
1654435,-0.049,-0.13,1,-0.011
1654436,-0.058,-0.15,1,-0.011
1654437,-0.04,-0.11,1,-0.011
1654438,-0.046,-0.12,1,-0.011
1654439,0.03,0.08,1,0.011
1654440,0.865,2.51,0.66142,0.099
1654441,0.61,1.81,0.66142,0.099
1654442,0.41,1.21,0.51122,0.143
1654443,0.602,1.89,0.51122,0.143
1654444,0.377,1.2,0.66142,0.099
1654445,0.6,1.88,0.74256,0.077
1654446,0.705,2.25,0.66142,0.099
1654447,0.798,2.54,0.66142,0.099
1654448,0.844,2.76,0.66142,0.099
1654449,0.869,2.9,0.58407,0.121
1654450,0.93,3.2,0.58407,0.121
1654451,0.856,3.08,0.58407,0.121
1656699,0.54,1.52,0.82667,0.055
1656710,0.638,1.39,0.82667,0.055
1656711,0.694,1.5,0.82667,0.055
1656712,0.665,1.44,0.82667,0.055
1656713,0.6,1.3,0.91281,0.033
1656714,0.36,0.76,0.91281,0.033
1656715,0.37,0.77,0.91281,0.033
1656716,0.61,1.2,0.91281,0.033
1656717,0.64,1.24,0.91281,0.033
1656718,0.396,0.78,0.91281,0.033
1656719,0.456,0.89,0.82667,0.055
1656720,0.489,0.94,0.74256,0.077
1656721,0.527,1,0.74256,0.077
1656722,0.534,0.99,0.74256,0.077
1656723,0.551,1.01,0.74256,0.077
1656724,-0.197,-0.4,1,-0.011
1656730,0.16,0.38,0.91281,0.033
1656731,0.212,0.49,1,0.011
1656732,0.426,1.01,0.91281,0.033
1656738,0.451,1.04,0.82667,0.055
1656739,0.405,0.87,0.82667,0.055
1656740,0.357,0.72,0.82667,0.055
1656741,0.328,0.64,0.74256,0.077
1656742,0.831,1.56,0.74256,0.077
1656743,0.684,1.32,0.82667,0.055
1656744,0.699,1.34,0.82667,0.055
1656745,0.725,1.41,0.82667,0.055
1656746,0.711,1.32,0.74256,0.077
1656747,0.72,1.32,0.74256,0.077
1656748,0.847,1.54,0.74256,0.077
1656749,2.226,3.99,0.44342,0.165
1656750,2.298,4.1,0.44342,0.165
1656751,2.216,4.04,0.38107,0.187
1656752,1.864,3.48,0.38107,0.187
1656753,2.272,4.07,0.38107,0.187
1656754,2.508,4.3,0.32442,0.209
1656755,2.636,4.41,0.32442,0.209
1656756,2.68,4.42,0.32442,0.209
1656757,2.292,3.98,0.32442,0.209
1656758,1.842,3.4,0.38107,0.187
1656759,1.484,2.88,0.38107,0.187
1656760,1.498,3.04,0.38107,0.187
1656761,1.577,3.28,0.32442,0.209
1656762,1.55,3.34,0.32442,0.209
1656763,1.595,3.38,0.27356,0.231
1656764,1.68,3.57,0.27356,0.231
1656765,1.815,3.95,0.27356,0.231
1656766,1.98,4.48,0.27356,0.231
1656767,2.185,5.26,0.32442,0.209
1656768,2.22,5.18,0.32442,0.209
1656769,2.363,5.75,0.27356,0.231
1656770,2.253,5.24,0.38107,0.187
1656771,1.953,4.19,0.38107,0.187
1656772,2.038,4.34,0.38107,0.187
1656773,2.43,5.44,0.38107,0.187
1656774,2.725,6.68,0.32442,0.209
1656775,2.66,6.21,0.35131,0.198
1656776,2.605,5.84,0.44342,0.165
1656777,2.58,5.68,0.51122,0.143
1656778,2.715,6.38,0.44342,0.165
1656779,2.695,6.3,0.44342,0.165
1656780,2.565,5.63,0.51122,0.143
1656781,2.44,5.11,0.44342,0.165
1656782,2.565,5.52,0.38107,0.187
1656783,2.531,5.7,0.38107,0.187
1656784,2.141,5.05,0.44342,0.165
1656785,2.101,4.91,0.38107,0.187
1656786,2.086,4.82,0.44342,0.165
1656787,2.135,4.79,0.38107,0.187
1656788,1.987,4.48,0.38107,0.187
1656789,1.513,3.58,0.38107,0.187
1656790,1.215,3.02,0.44342,0.165
1656791,1.478,3.49,0.38107,0.187
1656792,1.418,3.37,0.38107,0.187
1656793,1.746,3.89,0.38107,0.187
1656794,2.084,4.38,0.38107,0.187
1656795,2.223,4.55,0.38107,0.187
1656796,1.961,4.14,0.44342,0.165
1656797,1.49,3.35,0.44342,0.165
1656798,1.536,3.39,0.44342,0.165
1656799,1.485,3.27,0.44342,0.165
1656800,1.554,3.32,0.44342,0.165
1656801,1.585,3.3,0.44342,0.165
1656802,1.494,3.13,0.44342,0.165
1656803,1.128,2.46,0.58407,0.121
1656804,1.066,2.32,0.51122,0.143
1656805,1.489,2.98,0.58407,0.121
1656806,1.589,3.09,0.51122,0.143
1656807,1.361,2.73,0.44342,0.165
1656808,1.202,2.44,0.44342,0.165
1656809,0.687,1.47,0.38107,0.187
1656810,0.588,1.32,0.58407,0.121
1656811,0.57,1.3,0.66142,0.099
1656812,0.653,1.48,0.66142,0.099
1656813,0.713,1.54,0.66142,0.099
1656814,0.722,1.58,0.66142,0.099
1656815,0.764,1.6,0.66142,0.099
1656816,0.795,1.6,0.74256,0.077
1656817,0.795,1.6,0.82667,0.055
1656818,0.57,1.15,0.58407,0.121
1656819,0.187,0.4,0.91281,0.033
1656820,0.16,0.36,0.91281,0.033
1656821,-0.032,-0.08,1,-0.011
1656822,0.159,0.35,1,0.011
1656823,0.226,0.47,0.82667,0.055
1656824,0.162,0.33,0.91281,0.033
1656825,0.511,1.01,0.82667,0.055
1656826,0.293,0.62,0.91281,0.033
1656827,0.156,0.33,1,0.011
1656828,0.227,0.48,0.91281,0.033
1656829,-0.044,-0.09,1,-0.011
1656830,0.167,0.36,0.91281,0.033
1656831,0.357,0.79,0.91281,0.033
1656832,0.295,0.69,1,0.011
1656833,0.354,0.85,0.91281,0.033
1656834,0.212,0.5,0.91281,0.033
1656835,0.253,0.59,0.91281,0.033
1656836,0.376,0.9,0.91281,0.033
1656837,0.25,0.63,0.91281,0.033
1656838,0.223,0.59,0.91281,0.033
1656839,0.317,0.82,0.91281,0.033
1656840,0.268,0.71,0.82667,0.055
1656841,0.302,0.83,0.82667,0.055
1656842,0.557,1.58,0.58407,0.121
1656843,0.455,1.33,0.51122,0.143
1656844,0.365,1.12,0.44342,0.165
1656845,0.359,1.09,0.82667,0.055
1656846,0.577,1.75,0.82667,0.055
1656847,0.728,2.24,0.66142,0.099
1656848,0.924,2.82,0.58407,0.121
1656849,0.991,3.09,0.66142,0.099
1656850,0.97,3.13,0.66142,0.099
1656851,0.91,2.97,0.58407,0.121
1656852,0.831,2.91,0.58407,0.121
1656853,0.786,2.66,0.58407,0.121
1656854,0.774,2.75,0.66142,0.099
1656857,0.691,2.56,0.74256,0.077
1656858,0.668,2.5,0.66142,0.099
1656859,0.615,2.31,0.66142,0.099
1656860,0.623,2.34,0.66142,0.099
1659099,0.972,2.81,0.82667,0.055
1659101,0.935,2.59,0.82667,0.055
1659107,-0.104,-0.28,1,-0.011
1659108,0.298,0.73,0.82667,0.055
1659109,0.105,0.25,0.91281,0.033
