"nie_malla_modi_id","sen_slope_prewi","sen_slope_per_prewi","p_value_prewi","tau_prewi"
1719294,5.572,3.29,0.44342,0.165
1719295,5.254,3.27,0.44342,0.165
1719296,4.953,3.07,0.38107,0.187
1719297,4.71,3.08,0.58407,0.121
1719298,4.314,2.88,0.58407,0.121
1719299,3.869,2.71,0.58407,0.121
1719300,3.812,2.74,0.58407,0.121
1719301,3.656,2.83,0.58407,0.121
1719302,2.934,2.36,0.58407,0.121
1719303,2.673,2.27,0.58407,0.121
1719304,1.949,1.78,0.58407,0.121
1719305,1.651,1.56,0.58407,0.121
1719306,2.369,2.08,0.58407,0.121
1719307,2.462,2.16,0.58407,0.121
1719308,2.09,1.92,0.58407,0.121
1719309,1.607,1.57,0.58407,0.121
1719310,1.53,1.53,0.58407,0.121
1719311,1.585,1.62,0.66142,0.099
1719312,2.139,2.06,0.51122,0.143
1719313,2.355,2.32,0.44342,0.165
1719314,2.573,2.59,0.44342,0.165
1719315,3.407,3.36,0.44342,0.165
1719316,3.143,3.26,0.44342,0.165
1719317,2.759,2.94,0.44342,0.165
1719318,2.42,2.55,0.44342,0.165
1719319,2,2.11,0.38107,0.187
1719320,2.165,2.2,0.44342,0.165
1719321,1.928,2.12,0.38107,0.187
1719322,1.978,2.14,0.38107,0.187
1719323,1.995,2.14,0.38107,0.187
1719324,2.025,2.15,0.38107,0.187
1719325,1.883,2.12,0.32442,0.209
1719326,1.625,1.98,0.38107,0.187
1719327,1.715,2.01,0.38107,0.187
1719328,1.525,1.93,0.38107,0.187
1719329,1.207,1.72,0.58407,0.121
1721541,2.223,1.48,0.44342,0.165
1721549,0.54,0.31,1,0.011
1721550,0.635,0.35,1,0.011
1721551,-0.452,-0.27,1,-0.011
1721552,0.318,0.18,1,0.011
1721553,0.792,0.38,1,0.011
1721554,1.425,0.67,1,0.011
1721555,-0.034,-0.02,1,-0.011
1721556,0.763,0.34,0.91281,0.033
1721557,0.332,0.15,1,0.011
1721558,0.269,0.12,1,0.011
1721559,0.832,0.35,1,0.011
1721560,1.442,0.57,0.91281,0.033
1721561,1.167,0.46,0.91281,0.033
1721562,0.576,0.23,0.91281,0.033
1721563,1.032,0.39,1,0.011
1721564,1.017,0.37,0.91281,0.033
1721565,2.26,0.77,1,0.011
1721566,2.978,0.97,1,0.011
1721567,3.119,1,1,0.011
1721568,3.336,1.05,1,0.011
1721569,3.59,1.1,1,0.011
1721570,4.535,1.36,0.82667,0.055
1721571,4.981,1.46,0.82667,0.055
1721572,5.69,1.6,0.82667,0.055
1721573,7.37,2.02,0.74256,0.077
1721574,8.332,2.2,0.66142,0.099
1721575,8.534,2.3,0.66142,0.099
1721576,8.425,2.36,0.66142,0.099
1721577,9.358,2.55,0.58407,0.121
1721578,10.516,2.74,0.51122,0.143
1721579,11.777,2.92,0.51122,0.143
1721580,12.434,3.04,0.51122,0.143
1721581,11.897,3.06,0.51122,0.143
1721582,11.901,3.1,0.44342,0.165
1721583,11.724,3.13,0.44342,0.165
1721584,11.286,3.13,0.38107,0.187
1721585,10.558,3.1,0.44342,0.165
1721586,10.812,3.14,0.38107,0.187
1721587,11.618,3.21,0.38107,0.187
1721588,12.002,3.24,0.38107,0.187
1721589,12.543,3.29,0.38107,0.187
1721590,12.21,3.29,0.38107,0.187
1721591,10.914,3.25,0.32442,0.209
1721592,10.139,3.27,0.38107,0.187
1721593,9.775,3.34,0.38107,0.187
1721594,9.55,3.46,0.38107,0.187
1721595,9.793,3.49,0.38107,0.187
1721596,10.38,3.49,0.38107,0.187
1721597,10.792,3.5,0.38107,0.187
1721598,11.49,3.56,0.32442,0.209
1721599,12.284,3.66,0.32442,0.209
1721600,12.264,3.65,0.32442,0.209
1721601,11.206,3.48,0.32442,0.209
1721602,10.484,3.36,0.38107,0.187
1721603,10.17,3.36,0.38107,0.187
1721604,9.823,3.39,0.38107,0.187
1721605,9.572,3.43,0.38107,0.187
1721606,9.123,3.48,0.44342,0.165
1721607,5.765,2.41,0.51122,0.143
1721608,5.27,2.33,0.58407,0.121
1721609,4.362,2.1,0.66142,0.099
1721610,5.213,2.25,0.58407,0.121
1721611,5.657,2.32,0.58407,0.121
1721612,6.75,2.58,0.58407,0.121
1721613,8.344,2.89,0.51122,0.143
1721614,8.486,2.92,0.51122,0.143
1721615,7.534,2.66,0.44342,0.165
1721616,6.945,2.6,0.66142,0.099
1721617,6.472,2.54,0.66142,0.099
1721618,6.067,2.48,0.66142,0.099
1721619,6.131,2.49,0.66142,0.099
1721620,6.248,2.5,0.66142,0.099
1721621,5.77,2.43,0.66142,0.099
1721622,5.412,2.38,0.66142,0.099
1721623,6.348,2.52,0.58407,0.121
1721624,7.006,2.6,0.58407,0.121
1721625,7.062,2.62,0.58407,0.121
1721626,6.824,2.6,0.58407,0.121
1721627,6.498,2.57,0.58407,0.121
1721628,6.203,2.54,0.58407,0.121
1721629,5.908,2.59,0.51122,0.143
1721630,6.003,2.54,0.51122,0.143
1721631,6.756,2.65,0.58407,0.121
1721632,7.407,2.74,0.58407,0.121
1721633,7.405,2.75,0.58407,0.121
1721634,7.256,2.75,0.58407,0.121
1721635,7.141,2.75,0.58407,0.121
1721636,7,2.74,0.66142,0.099
1721637,6.654,2.71,0.58407,0.121
1721638,6.168,2.68,0.51122,0.143
1721639,5.717,2.64,0.51122,0.143
1721640,6.34,2.8,0.51122,0.143
1721641,6.32,2.73,0.51122,0.143
1721642,5.735,2.65,0.51122,0.143
1721643,5.185,2.55,0.58407,0.121
1721644,5.386,2.59,0.51122,0.143
1721645,5.244,2.34,0.58407,0.121
1721646,5.434,2.38,0.58407,0.121
1721647,5.345,2.35,0.58407,0.121
1721648,5.361,2.45,0.58407,0.121
1721649,5.512,2.5,0.66142,0.099
1721650,5.266,2.43,0.66142,0.099
1721651,4.96,2.34,0.66142,0.099
1721652,4.135,2.07,0.66142,0.099
1721653,3.25,1.81,0.66142,0.099
1721654,3.311,1.92,0.58407,0.121
1721655,3.522,1.98,0.58407,0.121
1721656,3.127,1.81,0.66142,0.099
1721660,3.746,2.01,0.58407,0.121
1721661,4.104,2.13,0.58407,0.121
1721662,4.073,2.11,0.58407,0.121
1721663,3.954,2.05,0.58407,0.121
1721664,3.817,2,0.58407,0.121
1721665,3.922,2.13,0.58407,0.121
1721669,3.198,1.8,0.58407,0.121
1721670,3.922,2.09,0.58407,0.121
1721671,4.351,2.25,0.58407,0.121
1721672,4.8,2.42,0.58407,0.121
1721673,4.553,2.35,0.58407,0.121
1721674,4.824,2.48,0.58407,0.121
1721675,5.73,2.8,0.51122,0.143
1721676,5.303,2.65,0.44342,0.165
1721677,5.083,2.64,0.44342,0.165
1721678,4.208,2.44,0.38107,0.187
1721679,4.9,2.81,0.32442,0.209
1721680,6.653,3.31,0.38107,0.187
1721681,7.103,3.25,0.38107,0.187
1721682,7.615,3.38,0.38107,0.187
1721683,6.979,3.25,0.38107,0.187
1721684,7.27,3.55,0.32442,0.209
1721685,6.924,3.48,0.32442,0.209
1721686,6.649,3.43,0.32442,0.209
1721687,6.973,3.52,0.32442,0.209
1721688,6.703,3.42,0.38107,0.187
1721689,6.462,3.21,0.32442,0.209
1721690,6.608,3.39,0.32442,0.209
1721691,6.002,3.43,0.27356,0.231
1721692,6.575,3.56,0.27356,0.231
1721693,6.122,3.6,0.38107,0.187
1721694,6.403,3.69,0.38107,0.187
1721695,6.216,3.68,0.38107,0.187
1721696,4.995,3.14,0.44342,0.165
1721697,4.693,3.2,0.51122,0.143
1721698,4.653,3.21,0.58407,0.121
1721699,4.39,2.98,0.58407,0.121
1721700,3.987,2.77,0.58407,0.121
1721701,4.162,3.04,0.58407,0.121
1721702,4.1,3.04,0.58407,0.121
1721703,3.484,2.75,0.51122,0.143
1721704,2.814,2.29,0.58407,0.121
1721705,2.032,1.85,0.51122,0.143
1721706,1.567,1.5,0.58407,0.121
1721707,1.612,1.6,0.66142,0.099
1721708,2.238,2.01,0.58407,0.121
1721709,1.532,1.51,0.66142,0.099
1721710,1.59,1.59,0.74256,0.077
1721711,1.303,1.39,0.74256,0.077
1721712,1.532,1.64,0.74256,0.077
1721713,1.863,2,0.74256,0.077
1721714,1.662,1.74,0.66142,0.099
1721715,1.67,1.72,0.44342,0.165
1721716,1.801,1.9,0.44342,0.165
1721717,1.831,1.99,0.44342,0.165
1721718,2.823,2.98,0.44342,0.165
1721719,2.001,2.26,0.38107,0.187
1721720,2.347,2.58,0.38107,0.187
1721721,2.26,2.42,0.38107,0.187
1721722,2.16,2.35,0.38107,0.187
1721723,2.137,2.37,0.38107,0.187
1721724,1.896,2.14,0.38107,0.187
1721725,1.728,2.03,0.38107,0.187
1721726,1.735,2.01,0.32442,0.209
1721727,1.715,2.02,0.38107,0.187
1721728,1.65,1.99,0.38107,0.187
1721729,1.5,1.92,0.38107,0.187
1721730,1.398,1.87,0.44342,0.165
1721731,1.201,1.65,0.58407,0.121
1721732,1.2,1.73,0.58407,0.121
1723943,2.144,1.43,0.51122,0.143
1723944,2.252,1.5,0.44342,0.165
1723952,0.47,0.28,1,0.011
1723953,-0.167,-0.11,1,-0.011
1723954,1.295,0.68,1,0.011
1723955,0.393,0.19,0.91281,0.033
1723956,0.108,0.05,1,0.011
1723957,-1.223,-0.62,1,-0.011
1723958,-0.726,-0.35,1,-0.011
1723959,-0.274,-0.13,0.91281,-0.033
1723960,1.143,0.48,1,0.011
1723961,1.374,0.56,0.91281,0.033
1723962,1.46,0.57,0.91281,0.033
1723963,0.91,0.35,0.91281,0.033
1723964,0.975,0.37,0.91281,0.033
1723965,1.264,0.47,0.91281,0.033
1723966,0.9,0.32,0.91281,0.033
1723967,2.223,0.75,1,0.011
1723968,2.96,0.96,1,0.011
1723969,2.977,0.97,1,0.011
1723970,3.306,1.04,1,0.011
1723971,4.612,1.38,0.82667,0.055
1723972,5.014,1.46,0.82667,0.055
1723973,5.612,1.58,0.82667,0.055
1723974,6.353,1.73,0.82667,0.055
1723975,7.98,2.13,0.66142,0.099
1723976,8.068,2.2,0.66142,0.099
1723977,8.516,2.32,0.66142,0.099
1723978,8.602,2.41,0.58407,0.121
1723979,9.918,2.63,0.51122,0.143
1723980,11.169,2.82,0.51122,0.143
1723981,12.255,2.97,0.51122,0.143
1723982,12.61,3.07,0.51122,0.143
1723983,12.225,3.09,0.51122,0.143
1723984,11.844,3.11,0.44342,0.165
1723985,11.667,3.14,0.38107,0.187
1723986,11.358,3.14,0.38107,0.187
1723987,10.96,3.13,0.38107,0.187
1723988,10.247,3.08,0.38107,0.187
1723989,10.905,3.14,0.38107,0.187
1723990,11.932,3.22,0.38107,0.187
1723991,12.331,3.25,0.38107,0.187
1723992,12.223,3.26,0.38107,0.187
1723993,11.388,3.23,0.38107,0.187
1723994,10.203,3.21,0.32442,0.209
1723995,9.503,3.27,0.38107,0.187
1723996,9.382,3.39,0.38107,0.187
1723997,9.8,3.41,0.38107,0.187
1723998,10.291,3.43,0.38107,0.187
1723999,10.723,3.46,0.38107,0.187
1724000,11.384,3.51,0.32442,0.209
1724001,12.066,3.61,0.32442,0.209
1724002,11.872,3.57,0.32442,0.209
1724003,10.51,3.36,0.32442,0.209
1724004,10.003,3.37,0.38107,0.187
1724005,9.855,3.38,0.38107,0.187
1724006,9.57,3.41,0.38107,0.187
1724007,9.272,3.45,0.44342,0.165
1724008,8.852,3.51,0.44342,0.165
1724009,5.535,2.39,0.51122,0.143
1724010,4.802,2.18,0.58407,0.121
1724011,4.617,2.14,0.66142,0.099
1724012,5.404,2.26,0.58407,0.121
1724013,6.631,2.55,0.58407,0.121
1724014,7.857,2.8,0.51122,0.143
1724015,9.332,3.03,0.51122,0.143
1724016,8.383,2.86,0.51122,0.143
1724017,7.635,2.67,0.51122,0.143
1724018,7.158,2.61,0.58407,0.121
1724019,6.696,2.55,0.66142,0.099
1724020,6.013,2.46,0.66142,0.099
1724021,5.946,2.44,0.66142,0.099
1724022,6.361,2.49,0.66142,0.099
1724023,5.96,2.43,0.66142,0.099
1724024,5.531,2.37,0.58407,0.121
1724025,6.482,2.51,0.58407,0.121
1724026,7.305,2.61,0.58407,0.121
1724027,7.084,2.6,0.58407,0.121
1724028,6.75,2.57,0.58407,0.121
1724029,6.465,2.55,0.58407,0.121
1724030,6.047,2.51,0.51122,0.143
1724031,5.57,2.49,0.51122,0.143
1724032,6.505,2.6,0.58407,0.121
1724033,7.079,2.69,0.58407,0.121
1724034,7.184,2.71,0.58407,0.121
1724035,7.162,2.73,0.58407,0.121
1724036,7.102,2.73,0.66142,0.099
1724037,6.908,2.72,0.58407,0.121
1724038,6.92,2.74,0.58407,0.121
1724039,6.714,2.72,0.58407,0.121
1724040,6.352,2.79,0.51122,0.143
1724041,5.409,2.56,0.51122,0.143
1724042,5.853,2.67,0.51122,0.143
1724043,6.46,2.8,0.51122,0.143
1724044,5.718,2.64,0.51122,0.143
1724045,5.192,2.55,0.58407,0.121
1724046,4.645,2.46,0.58407,0.121
1724047,4.876,2.28,0.58407,0.121
1724048,5.069,2.29,0.58407,0.121
1724049,4.95,2.23,0.58407,0.121
1724050,4.935,2.32,0.58407,0.121
1724051,4.874,2.31,0.58407,0.121
1724052,4.773,2.28,0.58407,0.121
1724053,4.539,2.21,0.66142,0.099
1724054,4.193,2.18,0.66142,0.099
1724055,3.567,2.01,0.66142,0.099
1724056,3.45,1.85,0.66142,0.099
1724057,3.831,2,0.66142,0.099
1724063,3.673,1.99,0.58407,0.121
1724064,3.833,2.04,0.58407,0.121
1724072,4.238,2.28,0.58407,0.121
1724073,4.62,2.43,0.51122,0.143
1724074,5.077,2.61,0.51122,0.143
1724075,5.028,2.58,0.44342,0.165
1724076,4.588,2.38,0.44342,0.165
1724077,6.102,2.98,0.38107,0.187
1724078,5.615,2.8,0.38107,0.187
1724079,6.579,3.3,0.32442,0.209
1724080,8.5,4.67,0.22844,0.253
1724081,9.737,5.37,0.22844,0.253
1724082,7.743,3.7,0.27356,0.231
1724083,7.937,3.67,0.32442,0.209
1724084,7.939,3.76,0.32442,0.209
1724085,7.52,3.67,0.27356,0.231
1724086,8.22,4.26,0.22844,0.253
1724087,8.615,4.63,0.27356,0.231
1724088,8.025,4.39,0.22844,0.253
1724089,7.46,3.97,0.27356,0.231
1724090,6.834,3.57,0.32442,0.209
1724091,6.617,3.35,0.38107,0.187
1724092,6.617,3.58,0.32442,0.209
1724093,5.97,3.43,0.27356,0.231
1724094,6.174,3.53,0.27356,0.231
1724095,6.276,3.62,0.38107,0.187
1724096,5.77,3.45,0.38107,0.187
1724097,5.634,3.48,0.44342,0.165
1724098,5.107,3.33,0.44342,0.165
1724099,4.82,3.41,0.51122,0.143
1724100,4.374,3.09,0.58407,0.121
1724101,4.157,3.05,0.58407,0.121
1724102,4.234,3.06,0.58407,0.121
1724103,4.001,2.96,0.58407,0.121
1724104,3.562,2.81,0.51122,0.143
1724105,2.733,2.28,0.58407,0.121
1724106,2.779,2.35,0.58407,0.121
1724107,1.793,1.69,0.51122,0.143
1724108,1.816,1.7,0.51122,0.143
1724109,0.674,0.72,0.66142,0.099
1724110,1.697,1.72,0.74256,0.077
1724111,1.357,1.42,0.74256,0.077
1724112,1.29,1.37,0.74256,0.077
1724113,0.633,0.71,0.74256,0.077
1724114,1.463,1.59,0.74256,0.077
1724115,1.135,1.29,0.74256,0.077
1724116,1.688,1.89,0.74256,0.077
1724117,1.981,2.23,0.58407,0.121
1724118,1.858,2.06,0.51122,0.143
1724119,1.854,2.13,0.44342,0.165
1724120,2.342,2.55,0.44342,0.165
1724121,1.877,2.15,0.38107,0.187
1724122,2.039,2.29,0.38107,0.187
1724123,2.241,2.48,0.38107,0.187
1724124,1.645,1.95,0.44342,0.165
1724125,1.85,2.1,0.38107,0.187
1724126,1.705,2.01,0.44342,0.165
1724127,1.693,2.01,0.38107,0.187
1724128,1.563,1.96,0.38107,0.187
1724129,1.655,2,0.38107,0.187
1724130,1.68,1.93,0.32442,0.209
1724131,1.682,2.01,0.38107,0.187
1724132,1.46,1.9,0.32442,0.209
1724133,1.319,1.79,0.51122,0.143
1724134,1.194,1.67,0.58407,0.121
1724135,1.19,1.75,0.58407,0.121
1726343,1.536,1.02,0.51122,0.143
1726344,1.709,1.14,0.51122,0.143
1726345,1.899,1.27,0.51122,0.143
1726354,0.511,0.34,1,0.011
1726355,0.1,0.06,1,0.011
1726356,-0.722,-0.41,1,-0.011
1726357,-0.295,-0.17,1,-0.011
1726358,0.498,0.26,1,0.011
1726359,-0.843,-0.41,1,-0.011
1726360,-0.652,-0.31,1,-0.011
1726361,0.09,0.04,1,0.011
1726362,1.112,0.47,0.91281,0.033
1726363,1.338,0.55,1,0.011
1726364,1.36,0.54,0.91281,0.033
1726365,0.933,0.35,1,0.011
1726366,1.175,0.44,1,0.011
1726367,1.057,0.38,1,0.011
1726368,0.923,0.32,0.91281,0.033
1726369,0.857,0.3,0.91281,0.033
1726370,1.543,0.53,0.91281,0.033
1726371,1.567,0.54,1,0.011
1726372,2.363,0.78,0.91281,0.033
1726373,3.87,1.2,0.82667,0.055
1726374,5.017,1.48,0.82667,0.055
1726375,5.814,1.63,0.82667,0.055
1726376,6.815,1.83,0.82667,0.055
1726377,7.573,1.97,0.74256,0.077
1726378,8.402,2.27,0.66142,0.099
1726379,7.803,2.26,0.66142,0.099
1726380,9.052,2.49,0.58407,0.121
1726381,10.552,2.72,0.51122,0.143
1726382,11.634,2.88,0.51122,0.143
1726383,12.228,2.99,0.51122,0.143
1726384,12.218,3.05,0.51122,0.143
1726385,12.259,3.11,0.44342,0.165
1726386,11.833,3.12,0.44342,0.165
1726387,11.575,3.14,0.38107,0.187
1726388,10.858,3.1,0.38107,0.187
1726389,10.582,3.1,0.38107,0.187
1726390,10.194,3.08,0.38107,0.187
1726391,10.922,3.14,0.38107,0.187
1726392,11.508,3.18,0.38107,0.187
1726393,11.905,3.21,0.38107,0.187
1726394,11.867,3.21,0.38107,0.187
1726395,11.132,3.18,0.38107,0.187
1726396,10.171,3.16,0.32442,0.209
1726397,9.335,3.19,0.38107,0.187
1726398,9.723,3.26,0.38107,0.187
1726399,9.913,3.32,0.38107,0.187
1726400,10.419,3.38,0.38107,0.187
1726401,10.949,3.43,0.32442,0.209
1726402,11.714,3.53,0.32442,0.209
1726403,12.21,3.6,0.32442,0.209
1726404,11.242,3.46,0.32442,0.209
1726405,10.252,3.34,0.38107,0.187
1726406,9.663,3.39,0.38107,0.187
1726407,9.302,3.44,0.38107,0.187
1726408,8.995,3.46,0.38107,0.187
1726409,8.892,3.5,0.44342,0.165
1726410,5.79,2.44,0.51122,0.143
1726411,5.394,2.39,0.58407,0.121
1726412,4.448,2.1,0.58407,0.121
1726413,4.781,2.15,0.66142,0.099
1726414,5.77,2.32,0.58407,0.121
1726415,7.873,2.8,0.51122,0.143
1726416,8.924,2.98,0.51122,0.143
1726417,9.532,3.06,0.51122,0.143
1726418,8.313,2.73,0.44342,0.165
1726419,7.766,2.67,0.51122,0.143
1726420,7.343,2.61,0.58407,0.121
1726421,6.853,2.55,0.58407,0.121
1726422,6.364,2.47,0.58407,0.121
1726423,5.818,2.38,0.66142,0.099
1726424,5.872,2.39,0.66142,0.099
1726425,5.632,2.35,0.58407,0.121
1726426,6.288,2.44,0.58407,0.121
1726427,7.235,2.57,0.58407,0.121
1726428,7.32,2.59,0.58407,0.121
1726429,7.014,2.57,0.58407,0.121
1726430,6.698,2.55,0.58407,0.121
1726431,6.299,2.51,0.58407,0.121
1726432,6.36,2.64,0.51122,0.143
1726433,5.828,2.61,0.51122,0.143
1726434,6.444,2.59,0.58407,0.121
1726435,7.003,2.68,0.66142,0.099
1726436,7.051,2.7,0.66142,0.099
1726437,6.839,2.69,0.58407,0.121
1726438,6.833,2.71,0.58407,0.121
1726439,6.695,2.7,0.58407,0.121
1726440,6.81,2.78,0.58407,0.121
1726441,6.515,2.73,0.51122,0.143
1726442,6.475,2.81,0.51122,0.143
1726443,5.43,2.57,0.51122,0.143
1726444,5.365,2.57,0.58407,0.121
1726445,6.107,2.74,0.51122,0.143
1726446,5.729,2.64,0.51122,0.143
1726447,5.442,2.6,0.51122,0.143
1726448,4.461,2.43,0.58407,0.121
1726449,4.767,2.27,0.51122,0.143
1726450,4.795,2.25,0.58407,0.121
1726451,4.626,2.19,0.58407,0.121
1726452,4.315,2.08,0.51122,0.143
1726453,4.367,2.15,0.58407,0.121
1726454,4.267,2.12,0.58407,0.121
1726455,4.088,2.06,0.58407,0.121
1726456,4.323,2.27,0.58407,0.121
1726475,4.007,2.18,0.44342,0.165
1726476,4.777,2.58,0.44342,0.165
1726477,4.995,2.61,0.38107,0.187
1726478,5.977,3.01,0.38107,0.187
1726479,6.758,3.36,0.32442,0.209
1726480,7.293,3.57,0.27356,0.231
1726481,8.43,4.21,0.27356,0.231
1726482,9.22,4.87,0.18889,0.275
1726483,8.82,4.76,0.18889,0.275
1726484,8.12,3.91,0.27356,0.231
1726485,9.065,4.53,0.27356,0.231
1726486,8.92,4.57,0.22844,0.253
1726487,8.89,4.53,0.27356,0.231
1726488,8.69,4.47,0.22844,0.253
1726489,8.105,4.45,0.22844,0.253
1726490,7.585,4.25,0.22844,0.253
1726491,7.125,3.91,0.22844,0.253
1726492,6.415,3.48,0.22844,0.253
1726493,6.657,3.57,0.27356,0.231
1726494,5.76,3.34,0.22844,0.253
1726495,7.14,4.26,0.22844,0.253
1726496,6.976,4.3,0.27356,0.231
1726497,6.69,4.29,0.32442,0.209
1726498,5.712,3.61,0.38107,0.187
1726499,4.801,3.18,0.44342,0.165
1726500,4.68,3.16,0.38107,0.187
1726501,4.347,3.21,0.44342,0.165
1726502,3.814,2.87,0.51122,0.143
1726503,3.645,2.85,0.51122,0.143
1726504,3.865,2.95,0.58407,0.121
1726505,3.393,2.68,0.58407,0.121
1726506,2.821,2.36,0.58407,0.121
1726507,2.392,2.13,0.51122,0.143
1726508,2.105,1.96,0.51122,0.143
1726509,1.752,1.72,0.66142,0.099
1726510,1.847,1.78,0.66142,0.099
1726511,1.258,1.32,0.66142,0.099
1726512,0.77,0.84,0.66142,0.099
1726513,0.385,0.44,0.66142,0.099
1726514,0.715,0.8,0.74256,0.077
1726515,0.582,0.66,0.74256,0.077
1726516,1.107,1.24,0.74256,0.077
1726517,0.882,1.03,0.66142,0.099
1726518,1.738,1.96,0.74256,0.077
1726519,1.785,2.05,0.51122,0.143
1726520,1.882,2.09,0.51122,0.143
1726521,1.561,1.84,0.44342,0.165
1726522,1.863,2.09,0.38107,0.187
1726523,1.186,1.43,0.44342,0.165
1726524,1.495,1.8,0.44342,0.165
1726525,1.622,1.9,0.38107,0.187
1726526,1.607,1.92,0.44342,0.165
1726527,1.462,1.85,0.44342,0.165
1726528,1.547,1.92,0.44342,0.165
1726529,1.495,1.91,0.38107,0.187
1726530,1.442,1.88,0.32442,0.209
1726531,1.647,2,0.38107,0.187
1726532,1.713,2.03,0.38107,0.187
1726533,1.573,1.96,0.38107,0.187
1726534,1.384,1.86,0.51122,0.143
1726535,1.183,1.67,0.58407,0.121
1726536,1.181,1.7,0.58407,0.121
1726537,1.181,1.7,0.58407,0.121
1728745,1.273,0.85,0.58407,0.121
1728746,1.408,0.94,0.51122,0.143
1728747,1.491,1,0.51122,0.143
1728758,-0.5,-0.29,1,-0.011
1728759,1.468,0.73,1,0.011
1728760,0.573,0.28,0.91281,0.033
1728761,1.368,0.62,0.91281,0.033
1728762,0.673,0.29,1,0.011
1728763,0.861,0.37,0.91281,0.033
1728764,1.53,0.62,0.91281,0.033
1728765,0.98,0.39,0.82667,0.055
1728766,0.619,0.24,1,0.011
1728767,0.734,0.28,1,0.011
1728768,1.669,0.65,0.91281,0.033
1728769,1.278,0.47,1,0.011
1728770,1.001,0.38,0.91281,0.033
1728771,1.109,0.42,0.91281,0.033
1728772,0.9,0.33,0.91281,0.033
1728773,0.627,0.23,0.91281,0.033
1728774,1.963,0.66,0.82667,0.055
1728775,3.21,1.02,0.82667,0.055
1728776,4.63,1.39,0.82667,0.055
1728777,5.916,1.68,0.82667,0.055
1728778,6.821,1.85,0.82667,0.055
1728779,7.033,1.91,0.82667,0.055
1728780,7.694,2.21,0.66142,0.099
1728781,8.308,2.35,0.66142,0.099
1728782,9.738,2.59,0.58407,0.121
1728783,11.052,2.78,0.51122,0.143
1728784,11.505,2.89,0.51122,0.143
1728785,11.422,2.94,0.51122,0.143
1728786,12.071,3.05,0.51122,0.143
1728787,12.105,3.1,0.44342,0.165
1728788,12.229,3.15,0.38107,0.187
1728789,11.911,3.16,0.38107,0.187
1728790,11.478,3.15,0.38107,0.187
1728791,11.17,3.15,0.38107,0.187
1728792,10.543,3.1,0.38107,0.187
1728793,10.067,3.06,0.38107,0.187
1728794,10.845,3.13,0.38107,0.187
1728795,11.374,3.16,0.38107,0.187
1728796,10.872,3.13,0.38107,0.187
1728797,10.719,3.14,0.38107,0.187
1728798,9.682,3.09,0.38107,0.187
1728799,9.832,3.16,0.38107,0.187
1728800,10.282,3.25,0.32442,0.209
1728801,10.478,3.31,0.32442,0.209
1728802,10.712,3.36,0.32442,0.209
1728803,11.22,3.41,0.32442,0.209
1728804,11.886,3.52,0.32442,0.209
1728805,11.966,3.54,0.32442,0.209
1728806,11.306,3.45,0.32442,0.209
1728807,10.285,3.31,0.38107,0.187
1728808,9.757,3.37,0.38107,0.187
1728809,8.952,3.46,0.38107,0.187
1728810,8.467,3.54,0.38107,0.187
1728811,8.433,3.55,0.44342,0.165
1728812,5.345,2.39,0.58407,0.121
1728813,4.594,2.12,0.58407,0.121
1728814,4.316,2.05,0.66142,0.099
1728815,5.059,2.18,0.58407,0.121
1728816,5.781,2.29,0.58407,0.121
1728817,7.898,2.76,0.51122,0.143
1728818,9.958,3.12,0.44342,0.165
1728819,8.911,2.78,0.44342,0.165
1728820,8.426,2.73,0.51122,0.143
1728821,7.961,2.67,0.51122,0.143
1728822,7.358,2.59,0.58407,0.121
1728823,6.917,2.52,0.58407,0.121
1728824,6.36,2.43,0.58407,0.121
1728825,5.818,2.34,0.58407,0.121
1728826,5.678,2.31,0.58407,0.121
1728827,5.777,2.32,0.58407,0.121
1728828,6.998,2.5,0.58407,0.121
1728829,7.801,2.6,0.58407,0.121
1728830,7.403,2.57,0.58407,0.121
1728831,7.006,2.55,0.58407,0.121
1728832,6.598,2.52,0.58407,0.121
1728833,6.233,2.49,0.51122,0.143
1728834,6,2.51,0.51122,0.143
1728835,5.933,2.64,0.51122,0.143
1728836,6.737,2.72,0.51122,0.143
1728837,7.026,2.68,0.58407,0.121
1728838,6.853,2.68,0.58407,0.121
1728839,6.953,2.8,0.58407,0.121
1728840,6.665,2.74,0.51122,0.143
1728841,6.442,2.69,0.51122,0.143
1728842,6.503,2.78,0.51122,0.143
1728843,6.454,2.81,0.51122,0.143
1728844,5.864,2.65,0.51122,0.143
1728845,5.451,2.58,0.58407,0.121
1728846,5.033,2.52,0.58407,0.121
1728847,5.583,2.62,0.51122,0.143
1728848,5.376,2.59,0.58407,0.121
1728849,5.068,2.55,0.58407,0.121
1728850,4.568,2.46,0.58407,0.121
1728851,4.333,2.2,0.44342,0.165
1728852,4.484,2.2,0.44342,0.165
1728853,4.459,2.17,0.51122,0.143
1728854,4.051,2.04,0.51122,0.143
1728855,3.633,1.88,0.58407,0.121
1728856,3.81,1.99,0.58407,0.121
1728857,4.303,2.3,0.58407,0.121
1728858,4.69,2.53,0.58407,0.121
1728876,4.177,2.36,0.51122,0.143
1728877,4.713,2.61,0.44342,0.165
1728878,5.078,2.8,0.32442,0.209
1728879,6.23,3.42,0.32442,0.209
1728880,6.877,3.45,0.27356,0.231
1728881,8.79,4.4,0.27356,0.231
1728882,9.265,4.65,0.27356,0.231
1728883,8.655,4.36,0.27356,0.231
