"nie_malla_modi_id","sen_slope_prewi","sen_slope_per_prewi","p_value_prewi","tau_prewi"
1664070,1.17,1.37,0.32442,0.209
1666300,1.69,1.11,0.82667,0.055
1666302,1.508,0.93,0.82667,0.055
1666303,1.506,0.89,0.82667,0.055
1666304,1.535,0.88,0.82667,0.055
1666305,1.846,1.02,0.82667,0.055
1666306,1.738,0.92,0.82667,0.055
1666307,1.762,0.91,0.82667,0.055
1666308,1.817,0.92,0.82667,0.055
1666311,1.893,0.93,0.82667,0.055
1666312,0.607,0.27,1,0.011
1666313,0.856,0.37,1,0.011
1666314,0.934,0.4,1,0.011
1666315,0.916,0.39,1,0.011
1666316,0.757,0.33,1,0.011
1666317,0.314,0.14,1,0.011
1666318,0.898,0.37,1,0.011
1666319,0.111,0.04,1,0.011
1666320,0.147,0.06,1,0.011
1666321,0.333,0.14,1,0.011
1666322,-0.014,-0.01,1,-0.011
1666323,0.235,0.1,1,0.011
1666324,1.277,0.5,0.91281,0.033
1666325,1.406,0.52,1,0.011
1666326,1.873,0.66,1,0.011
1666327,2.075,0.71,1,0.011
1666328,2.056,0.7,1,0.011
1666329,2.284,0.76,1,0.011
1666330,2.46,0.8,1,0.011
1666331,2.69,0.85,1,0.011
1666332,2.755,0.87,1,0.011
1666333,2.851,0.89,1,0.011
1666334,2.857,0.89,1,0.011
1666335,2.674,0.86,1,0.011
1666336,2.474,0.82,1,0.011
1666338,4.344,1.59,0.82667,0.055
1666339,3.866,1.52,0.82667,0.055
1666340,3.862,1.52,0.74256,0.077
1666341,5.942,2.02,0.44342,0.165
1666342,6.61,2.23,0.44342,0.165
1666343,6.74,2.31,0.44342,0.165
1666344,6.634,2.35,0.44342,0.165
1666345,5.802,2.2,0.51122,0.143
1666346,4.442,1.88,0.51122,0.143
1666347,6.128,2.39,0.51122,0.143
1666348,8.817,3.44,0.44342,0.165
1666349,9.325,3.39,0.38107,0.187
1666350,9.587,3.37,0.38107,0.187
1666351,9.73,3.35,0.44342,0.165
1666352,9.922,3.34,0.44342,0.165
1666353,10.007,3.33,0.44342,0.165
1666354,10.1,3.33,0.44342,0.165
1666355,9.862,3.35,0.44342,0.165
1666356,10.118,3.34,0.44342,0.165
1666357,11.442,3.53,0.38107,0.187
1666358,12.898,3.74,0.38107,0.187
1666359,13.5,3.83,0.38107,0.187
1666360,12.238,3.75,0.44342,0.165
1666361,11.693,3.63,0.44342,0.165
1666362,12.18,3.65,0.44342,0.165
1666363,12.023,3.59,0.44342,0.165
1666364,11.31,3.52,0.44342,0.165
1666365,11.17,3.53,0.44342,0.165
1666366,10.86,3.54,0.44342,0.165
1666367,10.348,3.46,0.44342,0.165
1666368,9.554,3.32,0.44342,0.165
1666369,8.662,3.15,0.44342,0.165
1666370,7.688,2.94,0.51122,0.143
1666371,6.734,2.86,0.51122,0.143
1666372,6.027,2.68,0.58407,0.121
1666373,5.367,2.6,0.58407,0.121
1666374,5.192,2.58,0.66142,0.099
1666375,5.394,2.63,0.58407,0.121
1666376,5.166,2.61,0.66142,0.099
1666377,5.282,2.65,0.58407,0.121
1666378,5.955,2.77,0.44342,0.165
1666379,6.106,2.81,0.44342,0.165
1666380,5.534,2.76,0.58407,0.121
1666381,5.331,2.76,0.66142,0.099
1666382,5.815,2.86,0.51122,0.143
1666383,6.114,2.94,0.51122,0.143
1666384,6.006,2.97,0.51122,0.143
1666385,5.583,2.95,0.58407,0.121
1666386,5.386,2.84,0.58407,0.121
1666387,4.701,2.6,0.58407,0.121
1666388,5.208,2.69,0.51122,0.143
1666389,5.868,2.92,0.44342,0.165
1666390,5.456,2.83,0.51122,0.143
1666391,5.496,2.87,0.51122,0.143
1666392,6.214,3.12,0.51122,0.143
1666393,5.676,2.98,0.51122,0.143
1666394,4.622,2.69,0.58407,0.121
1666395,4.165,2.58,0.66142,0.099
1666396,3.82,2.42,0.66142,0.099
1666397,4.04,2.46,0.66142,0.099
1666398,3.884,2.41,0.66142,0.099
1666399,3.225,2.14,0.66142,0.099
1666400,5.008,2.86,0.51122,0.143
1666401,5.607,2.98,0.51122,0.143
1666402,6.052,3.06,0.44342,0.165
1666403,6.37,3.11,0.44342,0.165
1666404,6.482,3.11,0.44342,0.165
1666405,5.897,2.97,0.44342,0.165
1666406,5.558,2.88,0.44342,0.165
1666407,5.838,2.9,0.44342,0.165
1666408,5.612,2.82,0.44342,0.165
1666409,6.19,2.93,0.44342,0.165
1666410,6.176,2.98,0.44342,0.165
1666411,5.048,2.57,0.51122,0.143
1666412,6.164,3.02,0.58407,0.121
1666413,6.073,2.89,0.51122,0.143
1666414,5.857,2.71,0.58407,0.121
1666415,5.075,2.45,0.58407,0.121
1666416,5.005,2.6,0.58407,0.121
1666417,4.53,2.44,0.58407,0.121
1666418,4.55,2.38,0.51122,0.143
1666419,4.505,2.33,0.44342,0.165
1666420,4.215,2.22,0.51122,0.143
1666421,4.312,2.2,0.44342,0.165
1666422,4.266,2.16,0.44342,0.165
1666423,4.503,2.19,0.44342,0.165
1666424,5.257,2.7,0.51122,0.143
1666425,4.512,2.5,0.51122,0.143
1666426,4.36,2.45,0.51122,0.143
1666427,5.908,3.08,0.44342,0.165
1666428,5.773,3.03,0.44342,0.165
1666429,5.304,2.8,0.44342,0.165
1666430,5.708,2.89,0.44342,0.165
1666431,5.398,2.87,0.44342,0.165
1666432,6.158,3.15,0.44342,0.165
1666433,6.588,3.23,0.44342,0.165
1666434,7.108,3.46,0.38107,0.187
1666435,6.796,3.39,0.44342,0.165
1666436,5.782,3.08,0.38107,0.187
1666437,6.293,3.23,0.38107,0.187
1666438,6.263,3.22,0.38107,0.187
1666439,5.581,3.08,0.38107,0.187
1666440,5.652,3.13,0.38107,0.187
1666441,5.17,3.04,0.44342,0.165
1666442,4.652,2.97,0.66142,0.099
1666443,4.037,2.79,0.58407,0.121
1666444,2.952,2.24,0.51122,0.143
1666445,3.21,2.5,0.51122,0.143
1666446,3.043,2.41,0.44342,0.165
1666447,2.738,2.24,0.51122,0.143
1666448,3.01,2.41,0.51122,0.143
1666449,3.769,2.86,0.51122,0.143
1666450,3.63,2.67,0.51122,0.143
1666451,3.647,2.69,0.58407,0.121
1666452,3.504,2.67,0.58407,0.121
1666453,3.952,2.89,0.58407,0.121
1666454,4.033,2.96,0.58407,0.121
1666455,4.643,3.26,0.51122,0.143
1666456,4.822,3.33,0.51122,0.143
1666457,4.995,3.48,0.38107,0.187
1666458,4.93,3.42,0.38107,0.187
1666459,5.113,3.52,0.32442,0.209
1666460,5.696,3.7,0.27356,0.231
1666461,4.511,3.23,0.27356,0.231
1666462,3.976,3.13,0.32442,0.209
1666463,3.474,3.04,0.58407,0.121
1666464,3.059,2.81,0.58407,0.121
1666465,4.078,3.32,0.38107,0.187
1666466,4.2,3.17,0.32442,0.209
1666467,4.351,3.39,0.38107,0.187
1666468,3.722,2.99,0.32442,0.209
1666469,2.913,2.54,0.44342,0.165
1666470,2.034,1.98,0.44342,0.165
1666471,1.741,1.83,0.38107,0.187
1666472,1.343,1.46,0.32442,0.209
1666473,1.07,1.23,0.38107,0.187
1666475,1.266,1.55,0.51122,0.143
1668702,1.664,1.06,0.82667,0.055
1668703,1.533,0.94,0.82667,0.055
1668704,1.473,0.88,0.82667,0.055
1668705,1.483,0.86,0.82667,0.055
1668706,1.602,0.9,0.82667,0.055
1668707,1.59,0.87,0.82667,0.055
1668708,1.631,0.86,0.82667,0.055
1668709,1.649,0.85,0.82667,0.055
1668710,1.758,0.89,0.82667,0.055
1668713,0.186,0.09,1,0.011
1668714,0.506,0.22,1,0.011
1668715,-0.295,-0.12,1,-0.011
1668716,-0.149,-0.06,1,-0.011
1668717,-0.029,-0.01,1,-0.011
1668718,0.701,0.29,1,0.011
1668719,0.545,0.23,1,0.011
1668720,0.114,0.04,1,0.011
1668721,0.351,0.13,1,0.011
1668722,-0.251,-0.1,1,-0.011
1668723,0.07,0.03,1,0.011
1668724,-0.096,-0.04,1,-0.011
1668725,-0.467,-0.21,1,-0.011
1668726,-0.073,-0.03,1,-0.011
1668727,-0.514,-0.2,1,-0.011
1668728,1.054,0.39,1,0.011
1668729,1.133,0.42,1,0.011
1668730,1.378,0.49,1,0.011
1668731,1.614,0.56,1,0.011
1668732,1.836,0.62,1,0.011
1668733,2.116,0.69,1,0.011
1668734,2.461,0.78,1,0.011
1668735,2.623,0.82,0.91281,0.033
1668736,2.779,0.85,0.91281,0.033
1668737,2.788,0.86,0.91281,0.033
1668738,2.692,0.84,0.91281,0.033
1668739,2.777,0.98,0.58407,0.121
1668741,2.158,0.83,0.74256,0.077
1668742,5.068,1.87,0.44342,0.165
1668743,7.322,2.46,0.44342,0.165
1668744,8.463,2.72,0.38107,0.187
1668745,8.443,2.75,0.38107,0.187
1668746,8.115,2.79,0.38107,0.187
1668747,7.432,2.73,0.38107,0.187
1668748,5.924,2.43,0.51122,0.143
1668749,7.897,3.46,0.44342,0.165
1668750,8.622,3.46,0.44342,0.165
1668751,9.163,3.41,0.38107,0.187
1668752,9.677,3.35,0.38107,0.187
1668753,10.158,3.31,0.38107,0.187
1668754,10.358,3.32,0.38107,0.187
1668755,10.68,3.38,0.32442,0.209
1668756,10.972,3.43,0.32442,0.209
1668757,10.682,3.39,0.38107,0.187
1668758,11.046,3.46,0.38107,0.187
1668759,10.862,3.43,0.38107,0.187
1668760,12.792,3.73,0.38107,0.187
1668761,14.466,3.95,0.44342,0.165
1668762,14.75,3.99,0.44342,0.165
1668763,11.75,3.63,0.44342,0.165
1668764,11.667,3.57,0.44342,0.165
1668765,12.213,3.61,0.44342,0.165
1668766,11.38,3.44,0.44342,0.165
1668767,11.105,3.45,0.44342,0.165
1668768,11.105,3.48,0.44342,0.165
1668769,10.675,3.46,0.44342,0.165
1668770,10.058,3.41,0.44342,0.165
1668771,9.178,3.25,0.44342,0.165
1668772,8.3,3.08,0.44342,0.165
1668773,7.37,2.87,0.51122,0.143
1668774,6.254,2.74,0.51122,0.143
1668775,5.731,2.64,0.58407,0.121
1668776,5.926,2.68,0.51122,0.143
1668777,5.712,2.67,0.51122,0.143
1668778,5.742,2.69,0.51122,0.143
1668779,6.039,2.75,0.51122,0.143
1668780,6.566,2.87,0.44342,0.165
1668781,6.788,2.94,0.44342,0.165
1668782,6.018,2.82,0.44342,0.165
1668783,5.949,2.84,0.51122,0.143
1668784,6.235,2.91,0.51122,0.143
1668785,6.496,2.98,0.51122,0.143
1668786,6.185,2.98,0.51122,0.143
1668787,6.027,3,0.58407,0.121
1668788,6.133,3.06,0.44342,0.165
1668789,5.212,2.77,0.51122,0.143
1668790,5.846,2.89,0.44342,0.165
1668791,6.92,3.21,0.44342,0.165
1668792,6.64,3.16,0.44342,0.165
1668793,6.268,3.09,0.44342,0.165
1668794,5.61,2.91,0.51122,0.143
1668795,5.226,2.81,0.51122,0.143
1668796,4.912,2.73,0.58407,0.121
1668797,4.945,2.76,0.58407,0.121
1668798,4.755,2.72,0.58407,0.121
1668799,5.119,2.84,0.58407,0.121
1668800,4.8,2.75,0.58407,0.121
1668801,3.795,2.38,0.66142,0.099
1668802,4.525,2.7,0.58407,0.121
1668803,4.864,2.78,0.51122,0.143
1668804,5.559,2.93,0.51122,0.143
1668805,6.437,3.08,0.44342,0.165
1668806,6.416,3.06,0.44342,0.165
1668807,6.014,2.96,0.44342,0.165
1668808,5.717,2.87,0.44342,0.165
1668809,5.615,2.82,0.44342,0.165
1668810,5.899,2.86,0.44342,0.165
1668811,6.776,3.12,0.44342,0.165
1668812,6.083,2.82,0.51122,0.143
1668813,5.395,2.6,0.58407,0.121
1668814,6.35,2.95,0.58407,0.121
1668815,6.423,2.85,0.58407,0.121
1668816,5.347,2.5,0.58407,0.121
1668817,4.949,2.37,0.58407,0.121
1668818,4.609,2.24,0.58407,0.121
1668819,5.055,2.46,0.51122,0.143
1668820,4.809,2.35,0.44342,0.165
1668821,4.784,2.3,0.44342,0.165
1668822,4.6,2.21,0.44342,0.165
1668823,4.468,2.15,0.44342,0.165
1668824,4.647,2.16,0.44342,0.165
1668825,4.568,2.12,0.44342,0.165
1668826,5.143,2.59,0.51122,0.143
1668827,5.123,2.66,0.58407,0.121
1668828,6.263,2.98,0.44342,0.165
1668829,5.72,2.84,0.44342,0.165
1668830,5.953,3.09,0.44342,0.165
1668831,5.829,2.91,0.44342,0.165
1668832,6.058,2.92,0.38107,0.187
1668833,5.823,2.9,0.44342,0.165
1668834,5.53,2.66,0.38107,0.187
1668835,5.81,2.75,0.38107,0.187
1668836,6.095,2.84,0.32442,0.209
1668837,6.785,3.33,0.38107,0.187
1668838,6.433,3.29,0.44342,0.165
1668839,7.148,3.48,0.38107,0.187
1668840,6.64,3.33,0.38107,0.187
1668841,5.62,3.02,0.38107,0.187
1668842,5.276,3.03,0.51122,0.143
1668843,5.072,3.05,0.51122,0.143
1668844,4.298,2.81,0.66142,0.099
1668845,3.468,2.46,0.58407,0.121
1668846,4.14,2.76,0.58407,0.121
1668847,3.605,2.49,0.58407,0.121
1668848,3.639,2.82,0.51122,0.143
1668849,3.2,2.37,0.51122,0.143
1668850,3.64,2.69,0.51122,0.143
1668851,3.195,2.19,0.58407,0.121
1668852,3.377,2.28,0.51122,0.143
1668853,3.05,2.01,0.44342,0.165
1668854,4.251,2.98,0.58407,0.121
1668855,4.808,3.32,0.51122,0.143
1668856,4.905,3.35,0.51122,0.143
1668857,4.768,3.31,0.51122,0.143
1668858,4.841,3.33,0.44342,0.165
1668859,4.803,3.33,0.44342,0.165
1668860,4.626,3.26,0.44342,0.165
1668861,5.329,3.59,0.27356,0.231
1668862,5.768,3.73,0.27356,0.231
1668863,4.08,2.93,0.32442,0.209
1668864,4.057,3.04,0.32442,0.209
1668865,3.746,3.08,0.32442,0.209
1668866,3.487,3.04,0.51122,0.143
1668867,3.339,2.86,0.38107,0.187
1668868,4.453,3.46,0.38107,0.187
1668869,5.094,3.62,0.38107,0.187
1668870,4.09,3.18,0.38107,0.187
1668871,3.119,2.66,0.38107,0.187
1668872,2.832,2.48,0.38107,0.187
1668873,2.477,2.27,0.44342,0.165
1668874,2.267,2.17,0.44342,0.165
1668875,1.959,2,0.38107,0.187
1668876,1.313,1.48,0.44342,0.165
1668877,1.264,1.52,0.44342,0.165
1668879,1.408,1.77,0.58407,0.121
1671104,1.641,1.02,0.82667,0.055
1671105,1.539,0.91,0.82667,0.055
1671106,1.366,0.8,0.82667,0.055
1671107,1.462,0.83,0.82667,0.055
1671108,1.503,0.82,0.91281,0.033
1671109,1.499,0.8,0.91281,0.033
1671110,1.57,0.82,0.91281,0.033
1671111,1.595,0.82,0.91281,0.033
1671112,1.688,0.84,0.82667,0.055
1671113,1.646,0.82,0.91281,0.033
1671115,-0.137,-0.06,1,-0.011
1671116,0.538,0.23,1,0.011
1671117,-0.299,-0.12,1,-0.011
1671118,-0.059,-0.02,1,-0.011
1671119,-0.097,-0.04,1,-0.011
1671120,-0.249,-0.1,1,-0.011
1671121,-0.301,-0.12,1,-0.011
1671122,-0.175,-0.07,1,-0.011
1671123,-0.031,-0.01,1,-0.011
1671124,-0.39,-0.16,1,-0.011
1671125,-0.458,-0.2,1,-0.011
1671126,-0.404,-0.17,1,-0.011
1671127,-0.676,-0.29,1,-0.011
1671128,-0.788,-0.34,1,-0.011
1671129,-0.586,-0.24,1,-0.011
1671130,-0.422,-0.17,1,-0.011
1671131,0.482,0.18,0.91281,0.033
1671132,0.545,0.2,1,0.011
1671133,0.81,0.29,1,0.011
1671134,1.397,0.48,1,0.011
1671135,1.661,0.56,1,0.011
1671136,1.878,0.62,1,0.011
1671137,2.032,0.66,1,0.011
1671138,2.201,0.7,0.91281,0.033
1671139,4.022,1.28,0.58407,0.121
1671140,4.557,1.45,0.58407,0.121
1671141,4.21,1.42,0.58407,0.121
1671142,7.812,2.54,0.58407,0.121
1671143,7.347,2.5,0.58407,0.121
1671144,6.682,2.44,0.58407,0.121
1671145,7.523,2.59,0.58407,0.121
1671146,8.511,2.74,0.51122,0.143
1671147,8.933,2.79,0.38107,0.187
1671148,8.395,2.84,0.38107,0.187
1671149,8.013,2.88,0.38107,0.187
1671150,8.422,3.49,0.44342,0.165
1671151,8.183,3.52,0.44342,0.165
1671152,8.203,3.52,0.44342,0.165
1671153,8.947,3.43,0.44342,0.165
1671154,9.5,3.37,0.38107,0.187
1671155,9.965,3.33,0.38107,0.187
1671156,10.526,3.34,0.32442,0.209
1671157,11.658,3.53,0.32442,0.209
1671158,12.396,3.65,0.32442,0.209
1671159,12.182,3.62,0.32442,0.209
1671160,12.554,3.68,0.38107,0.187
1671161,12.106,3.63,0.38107,0.187
1671162,12.77,3.73,0.38107,0.187
1671163,14.742,3.99,0.44342,0.165
1671164,13.886,3.89,0.44342,0.165
1671165,13.282,3.82,0.38107,0.187
1671166,10.873,3.44,0.44342,0.165
1671167,11.887,3.55,0.44342,0.165
1671168,11.41,3.43,0.44342,0.165
1671169,10.69,3.34,0.44342,0.165
1671170,10.495,3.33,0.44342,0.165
1671171,10.47,3.35,0.44342,0.165
1671172,10.125,3.36,0.44342,0.165
1671173,9.67,3.34,0.44342,0.165
1671174,8.952,3.22,0.44342,0.165
1671175,8.032,3.03,0.51122,0.143
1671176,7.05,2.94,0.51122,0.143
1671177,6.512,2.81,0.51122,0.143
1671178,6.734,2.87,0.51122,0.143
1671179,6.071,2.7,0.51122,0.143
1671180,7.1,2.98,0.44342,0.165
1671181,6.868,2.93,0.44342,0.165
1671182,7.462,3.09,0.44342,0.165
1671183,7.386,3.08,0.44342,0.165
1671184,6.604,2.9,0.44342,0.165
1671185,6.57,2.91,0.44342,0.165
1671186,6.948,3.02,0.44342,0.165
1671187,7.344,3.14,0.44342,0.165
1671188,6.618,3.02,0.51122,0.143
1671189,6.692,3.07,0.51122,0.143
1671190,6.612,3.1,0.44342,0.165
1671191,6.238,3.06,0.51122,0.143
1671192,5.981,2.95,0.51122,0.143
1671193,7.368,3.31,0.44342,0.165
1671194,7.386,3.34,0.44342,0.165
1671195,6.81,3.22,0.44342,0.165
1671196,6.358,3.12,0.44342,0.165
1671197,6.036,3.05,0.51122,0.143
1671198,5.882,3.03,0.51122,0.143
1671199,5.715,2.98,0.51122,0.143
1671200,5.575,2.92,0.51122,0.143
1671201,5.693,2.94,0.51122,0.143
1671202,5.061,2.81,0.58407,0.121
1671203,4.582,2.65,0.58407,0.121
1671204,5.352,2.87,0.51122,0.143
1671205,5.114,2.81,0.51122,0.143
1671206,5.196,2.81,0.51122,0.143
1671207,6.335,3.03,0.44342,0.165
1671208,6.467,3.03,0.44342,0.165
1671209,6.409,3,0.44342,0.165
1671210,6.103,2.91,0.44342,0.165
1671211,5.36,2.73,0.44342,0.165
1671212,6.277,3.01,0.44342,0.165
1671213,6.65,2.99,0.51122,0.143
1671214,6.462,2.82,0.58407,0.121
1671215,6.859,3.08,0.51122,0.143
1671216,6.257,2.79,0.58407,0.121
1671217,6.353,2.71,0.58407,0.121
1671218,5.887,2.57,0.58407,0.121
1671219,5.475,2.44,0.44342,0.165
1671220,5.076,2.31,0.44342,0.165
1671221,4.8,2.2,0.51122,0.143
1671222,5.115,2.33,0.44342,0.165
1671223,4.999,2.26,0.44342,0.165
1671224,4.698,2.15,0.44342,0.165
1671225,4.536,2.08,0.44342,0.165
1671226,4.884,2.12,0.38107,0.187
1671227,4.338,1.98,0.51122,0.143
1671228,5.017,2.48,0.51122,0.143
1671229,6.458,2.97,0.44342,0.165
1671230,6.757,3.04,0.44342,0.165
1671231,6.55,3.02,0.44342,0.165
1671232,5.863,2.85,0.44342,0.165
1671233,6.37,3,0.44342,0.165
1671234,6.475,2.92,0.44342,0.165
1671235,6.127,2.95,0.44342,0.165
1671236,6.198,2.87,0.44342,0.165
1671237,6.307,2.79,0.44342,0.165
1671238,6.127,2.73,0.32442,0.209
1671239,5.893,2.91,0.44342,0.165
1671240,6.102,2.8,0.32442,0.209
1671241,6.635,3.08,0.32442,0.209
1671242,7.017,3.44,0.38107,0.187
1671243,5.286,2.9,0.44342,0.165
1671244,4.967,2.91,0.51122,0.143
1671245,4.065,2.67,0.66142,0.099
1671246,4.122,2.69,0.58407,0.121
1671247,4.875,2.94,0.51122,0.143
1671248,4.15,2.72,0.58407,0.121
1671249,2.748,2.01,0.51122,0.143
1671250,2.85,2.1,0.51122,0.143
1671251,2.922,2.05,0.58407,0.121
1671252,3.312,2.22,0.51122,0.143
1671253,3.583,2.34,0.44342,0.165
1671254,3.981,2.5,0.44342,0.165
1671255,4.058,2.55,0.44342,0.165
1671256,5.43,3.43,0.38107,0.187
1671257,5.229,3.37,0.51122,0.143
1671258,5.585,3.59,0.44342,0.165
1671259,5.109,3.38,0.44342,0.165
1671260,4.57,3.04,0.38107,0.187
1671261,5.048,3.42,0.44342,0.165
1671262,4.835,3.34,0.38107,0.187
1671263,5.199,3.48,0.27356,0.231
1671264,4.513,3.12,0.32442,0.209
1671265,4.885,3.33,0.27356,0.231
1671266,4.485,3.22,0.32442,0.209
1671267,4.079,3.05,0.32442,0.209
1671268,3.306,2.7,0.32442,0.209
1671269,3.341,2.9,0.44342,0.165
1671270,4.398,3.34,0.38107,0.187
1671271,5.072,3.61,0.38107,0.187
1671272,5.001,3.57,0.32442,0.209
1671273,4.078,3.16,0.32442,0.209
1671274,3.021,2.6,0.38107,0.187
1671275,2.367,2.19,0.44342,0.165
1671276,2.021,2.03,0.38107,0.187
1671277,1.687,1.77,0.38107,0.187
1671278,1.92,1.98,0.38107,0.187
1671279,1.517,1.67,0.44342,0.165
1671280,1.817,1.94,0.44342,0.165
1671281,1.57,1.75,0.44342,0.165
1671282,1.454,1.86,0.66142,0.099
1673508,1.533,0.86,0.91281,0.033
1673509,1.329,0.75,0.91281,0.033
1673510,1.415,0.76,0.91281,0.033
1673511,1.45,0.76,0.91281,0.033
1673512,1.517,0.77,0.91281,0.033
1673513,1.574,0.79,1,0.011
1673514,1.65,0.81,1,0.011
1673515,-0.257,-0.12,1,-0.011
1673517,-0.117,-0.05,1,-0.011
1673518,0.3,0.13,1,0.011
1673519,-0.591,-0.24,1,-0.011
1673520,-0.156,-0.06,1,-0.011
1673521,-0.175,-0.07,1,-0.011
1673522,-0.268,-0.1,1,-0.011
1673523,-0.36,-0.14,1,-0.011
1673524,-0.57,-0.22,1,-0.011
1673525,-0.409,-0.15,1,-0.011
1673526,-0.885,-0.35,0.91281,-0.033
1673527,-0.735,-0.31,1,-0.011
1673528,-0.851,-0.36,1,-0.011
1673529,-0.886,-0.35,0.91281,-0.033
1673530,-0.932,-0.39,1,-0.011
1673531,-1.202,-0.51,1,-0.011
1673532,-1.237,-0.52,1,-0.011
1673533,-0.973,-0.4,1,-0.011
1673534,-0.831,-0.33,1,-0.011
1673535,-0.37,-0.14,1,-0.011
1673536,0.245,0.09,1,0.011
1673537,0.26,0.09,1,0.011
1673538,0.685,0.24,1,0.011
1673539,2.309,0.83,0.66142,0.099
1673540,3.152,1.07,0.58407,0.121
1673541,3.94,1.29,0.58407,0.121
1673542,4.673,1.49,0.58407,0.121
1673543,8.476,2.6,0.58407,0.121
1673544,8.379,2.62,0.51122,0.143
1673545,7.985,2.6,0.58407,0.121
1673546,7.37,2.55,0.58407,0.121
1673547,8.078,2.67,0.51122,0.143
1673548,8.745,2.78,0.51122,0.143
1673549,9.018,2.83,0.51122,0.143
1673550,8.152,2.76,0.51122,0.143
1673551,7.292,2.67,0.44342,0.165
1673552,8.205,3.51,0.44342,0.165
1673553,8.715,3.45,0.38107,0.187
1673554,8.398,3.5,0.44342,0.165
1673555,8.645,3.47,0.44342,0.165
1673556,9.03,3.43,0.38107,0.187
1673557,9.66,3.37,0.38107,0.187
1673558,10.288,3.31,0.38107,0.187
1673559,11.906,3.57,0.32442,0.209
1673560,13.146,3.75,0.32442,0.209
1673561,13.734,3.83,0.38107,0.187
1673562,14.596,3.95,0.38107,0.187
1673563,13.856,3.86,0.38107,0.187
1673564,13.292,3.8,0.38107,0.187
1673565,14.874,4,0.44342,0.165
1673566,13.85,3.89,0.44342,0.165
1673567,13.086,3.8,0.38107,0.187
1673568,12.886,3.78,0.38107,0.187
1673569,12.05,3.56,0.44342,0.165
1673570,12.023,3.51,0.44342,0.165
1673571,10.833,3.28,0.44342,0.165
1673572,10.005,3.21,0.44342,0.165
1673573,9.755,3.21,0.44342,0.165
1673574,9.93,3.24,0.44342,0.165
1673575,9.99,3.26,0.44342,0.165
1673576,9.315,3.22,0.44342,0.165
1673577,8.694,3.18,0.51122,0.143
1673578,8.212,3.07,0.51122,0.143
1673579,7.716,3.1,0.44342,0.165
1673580,7.384,3.03,0.51122,0.143
1673581,7.15,2.98,0.51122,0.143
1673582,7.858,3.15,0.44342,0.165
1673583,8.09,3.21,0.44342,0.165
1673584,8.334,3.28,0.44342,0.165
1673585,7.872,3.19,0.44342,0.165
1673586,7.252,3.06,0.44342,0.165
1673587,7.778,3.2,0.44342,0.165
1673588,8.02,3.27,0.44342,0.165
1673589,8.004,3.29,0.44342,0.165
1673590,7.438,3.18,0.44342,0.165
1673591,7.34,3.18,0.44342,0.165
1673592,7.186,3.17,0.44342,0.165
1673593,6.989,3.17,0.44342,0.165
1673594,6.683,3.15,0.44342,0.165
1673595,7.483,3.3,0.44342,0.165
1673596,7.903,3.38,0.44342,0.165
1673597,7.712,3.4,0.44342,0.165
1673598,7.625,3.39,0.44342,0.165
1673599,7.345,3.32,0.44342,0.165
1673600,6.835,3.22,0.44342,0.165
1673601,6.505,3.14,0.44342,0.165
1673602,6.375,3.09,0.44342,0.165
1673603,6.4,3.07,0.44342,0.165
1673604,5.655,2.92,0.51122,0.143
1673605,5.663,2.93,0.51122,0.143
1673606,5.912,2.96,0.44342,0.165
1673607,6.105,2.99,0.44342,0.165
1673608,5.958,2.94,0.44342,0.165
1673609,6.388,3.01,0.44342,0.165
1673610,7.001,3.09,0.38107,0.187
1673611,6.811,3.04,0.44342,0.165
1673612,6.267,2.96,0.44342,0.165
1673613,5.42,2.76,0.51122,0.143
1673614,5.544,2.68,0.51122,0.143
1673615,5.84,2.7,0.58407,0.121
1673616,6.404,2.76,0.58407,0.121
1673617,7.21,3.04,0.58407,0.121
1673618,6.596,2.75,0.58407,0.121
1673619,6.757,2.73,0.51122,0.143
1673620,6.411,2.63,0.51122,0.143
1673621,5.586,2.42,0.51122,0.143
1673622,5.59,2.37,0.51122,0.143
1673623,5.311,2.27,0.51122,0.143
1673624,5.186,2.21,0.44342,0.165
1673625,5.05,2.18,0.44342,0.165
1673626,4.862,2.1,0.38107,0.187
1673627,4.782,2.05,0.38107,0.187
1673628,4.755,2.01,0.38107,0.187
1673629,7.4,3.04,0.38107,0.187
1673630,7.163,3.07,0.38107,0.187
1673631,7.003,3.06,0.38107,0.187
1673632,7.05,3.01,0.38107,0.187
1673633,6.815,3.04,0.44342,0.165
1673634,6.171,2.89,0.44342,0.165
1673635,6.748,2.98,0.44342,0.165
1673636,6.738,2.94,0.44342,0.165
1673637,6.535,2.96,0.44342,0.165
1673638,6.46,2.93,0.44342,0.165
1673639,6.645,2.83,0.44342,0.165
1673640,6.457,2.84,0.44342,0.165
1673641,5.795,2.66,0.38107,0.187
1673642,6.267,2.76,0.32442,0.209
1673643,5.972,2.77,0.32442,0.209
1673644,6.507,3.29,0.44342,0.165
1673645,5.556,3.01,0.44342,0.165
1673646,4.567,2.77,0.51122,0.143
1673647,4.979,2.9,0.51122,0.143
1673648,5.314,3.02,0.44342,0.165
1673649,5.166,3.05,0.51122,0.143
1673650,3.925,2.57,0.58407,0.121
1673651,3.977,2.55,0.51122,0.143
1673652,3.263,2.17,0.58407,0.121
1673653,3.18,2.15,0.51122,0.143
1673654,4.059,2.48,0.51122,0.143
1673655,4.242,2.56,0.51122,0.143
