"nie_malla_modi_id","sen_slope_tempm06","sen_slope_per_tempm06","p_value_tempm06","tau_tempm06"
1632750,-0.194,-1.01,0.04874,-0.407
1632754,-0.18,-0.9,0.05499,-0.396
1632755,-0.19,-0.95,0.0627,-0.385
1632756,-0.175,-0.86,0.05499,-0.396
1632775,-0.113,-0.54,0.27356,-0.231
1635130,-0.186,-1.23,0.12531,-0.319
1635131,-0.185,-1.27,0.12531,-0.319
1635132,-0.186,-1.3,0.12531,-0.319
1635133,-0.184,-1.26,0.12531,-0.319
1635134,-0.186,-1.21,0.13878,-0.308
1635135,-0.163,-1.07,0.15463,-0.297
1635136,-0.162,-1.03,0.15463,-0.297
1635137,-0.159,-0.97,0.15463,-0.297
1635138,-0.158,-0.95,0.15463,-0.297
1635139,-0.16,-0.99,0.15463,-0.297
1635140,-0.185,-1.16,0.15463,-0.297
1635141,-0.185,-1.17,0.15463,-0.297
1635142,-0.189,-1.16,0.15463,-0.297
1635143,-0.191,-1.1,0.13878,-0.308
1635144,-0.195,-1.12,0.15463,-0.297
1635145,-0.196,-1.15,0.12531,-0.319
1635146,-0.185,-1.08,0.12531,-0.319
1635147,-0.193,-1.09,0.0892,-0.352
1635148,-0.19,-1.07,0.0798,-0.363
1635149,-0.21,-1.17,0.0798,-0.363
1635150,-0.195,-1.06,0.0798,-0.363
1635151,-0.198,-1.06,0.0627,-0.385
1635152,-0.19,-0.98,0.04874,-0.407
1635154,-0.194,-0.96,0.04874,-0.407
1635155,-0.195,-0.98,0.04874,-0.407
1635156,-0.191,-0.96,0.04874,-0.407
1635157,-0.19,-0.97,0.04874,-0.407
1635158,-0.185,-0.92,0.04874,-0.407
1635169,-0.117,-0.55,0.22844,-0.253
1635170,-0.123,-0.58,0.2073,-0.264
1635174,-0.114,-0.54,0.18889,-0.275
1635175,-0.116,-0.55,0.18889,-0.275
1635176,-0.116,-0.55,0.29754,-0.22
1635177,-0.119,-0.57,0.29754,-0.22
1635178,-0.11,-0.52,0.22844,-0.253
1635180,-0.105,-0.51,0.27356,-0.231
1635181,-0.109,-0.54,0.2073,-0.264
1635184,-0.121,-0.59,0.15463,-0.297
1635185,-0.124,-0.61,0.10052,-0.341
1635208,-0.196,-0.92,0.0798,-0.363
1635209,-0.198,-0.93,0.0798,-0.363
1635210,-0.199,-0.93,0.0798,-0.363
1635211,-0.199,-0.92,0.0798,-0.363
1635212,-0.198,-0.92,0.0798,-0.363
1635213,-0.198,-0.9,0.0627,-0.385
1637531,-0.183,-1.14,0.15463,-0.297
1637532,-0.183,-1.19,0.15463,-0.297
1637533,-0.185,-1.25,0.12531,-0.319
1637534,-0.185,-1.25,0.12531,-0.319
1637535,-0.17,-1.17,0.12531,-0.319
1637536,-0.169,-1.19,0.12531,-0.319
1637537,-0.165,-1.12,0.15463,-0.297
1637538,-0.159,-1.02,0.15463,-0.297
1637539,-0.159,-0.99,0.18889,-0.275
1637540,-0.157,-0.98,0.15463,-0.297
1637541,-0.163,-1.06,0.15463,-0.297
1637542,-0.167,-1.09,0.15463,-0.297
1637543,-0.167,-1.11,0.15463,-0.297
1637544,-0.187,-1.18,0.12531,-0.319
1637545,-0.189,-1.14,0.15463,-0.297
1637546,-0.192,-1.15,0.13878,-0.308
1637547,-0.195,-1.18,0.12531,-0.319
1637548,-0.195,-1.16,0.12531,-0.319
1637549,-0.197,-1.13,0.11184,-0.33
1637550,-0.19,-1.07,0.0798,-0.363
1637551,-0.19,-1.04,0.0798,-0.363
1637552,-0.193,-1.05,0.0798,-0.363
1637553,-0.196,-1.04,0.0627,-0.385
1637554,-0.193,-1,0.04874,-0.407
1637555,-0.19,-0.97,0.04874,-0.407
1637556,-0.195,-0.99,0.04874,-0.407
1637557,-0.175,-0.9,0.0627,-0.385
1637558,-0.17,-0.88,0.0627,-0.385
1637559,-0.171,-0.88,0.0627,-0.385
1637560,-0.173,-0.88,0.0627,-0.385
1637566,-0.148,-0.73,0.13878,-0.308
1637567,-0.154,-0.78,0.17048,-0.286
1637571,-0.128,-0.61,0.22844,-0.253
1637576,-0.11,-0.52,0.18889,-0.275
1637577,-0.118,-0.57,0.18889,-0.275
1637578,-0.119,-0.58,0.22844,-0.253
1637579,-0.118,-0.58,0.22844,-0.253
1637580,-0.12,-0.59,0.24958,-0.242
1637584,-0.112,-0.56,0.17048,-0.286
1637585,-0.115,-0.58,0.17048,-0.286
1637586,-0.122,-0.62,0.15463,-0.297
1637587,-0.126,-0.63,0.11184,-0.33
1637594,-0.156,-0.82,0.18889,-0.275
1637607,-0.18,-0.88,0.0798,-0.363
1637608,-0.186,-0.89,0.0798,-0.363
1637609,-0.188,-0.89,0.0798,-0.363
1637610,-0.194,-0.92,0.0798,-0.363
1637611,-0.2,-0.93,0.0798,-0.363
1637612,-0.202,-0.95,0.0798,-0.363
1637613,-0.2,-0.94,0.0798,-0.363
1637614,-0.199,-0.92,0.07041,-0.374
1637615,-0.202,-0.93,0.0627,-0.385
1637616,-0.205,-0.94,0.05499,-0.396
1637617,-0.21,-0.95,0.04874,-0.407
1637618,-0.21,-0.95,0.04874,-0.407
1639929,-0.161,-0.88,0.15463,-0.297
1639930,-0.184,-1.05,0.15463,-0.297
1639933,-0.17,-1.04,0.15463,-0.297
1639934,-0.185,-1.15,0.15463,-0.297
1639935,-0.17,-1.08,0.15463,-0.297
1639936,-0.166,-1.07,0.15463,-0.297
1639937,-0.169,-1.15,0.12531,-0.319
1639938,-0.169,-1.19,0.12531,-0.319
1639939,-0.163,-1.13,0.15463,-0.297
1639940,-0.16,-1.08,0.15463,-0.297
1639941,-0.159,-1.07,0.18889,-0.275
1639942,-0.161,-1.08,0.17048,-0.286
1639943,-0.163,-1.1,0.17048,-0.286
1639944,-0.168,-1.15,0.13878,-0.308
1639945,-0.169,-1.15,0.12531,-0.319
1639946,-0.167,-1.07,0.13878,-0.308
1639947,-0.188,-1.19,0.12531,-0.319
1639948,-0.189,-1.2,0.12531,-0.319
1639949,-0.195,-1.21,0.11184,-0.33
1639950,-0.19,-1.13,0.12531,-0.319
1639951,-0.19,-1.1,0.12531,-0.319
1639952,-0.2,-1.12,0.10052,-0.341
1639953,-0.184,-1,0.0798,-0.363
1639954,-0.188,-0.99,0.0798,-0.363
1639955,-0.192,-1.01,0.0627,-0.385
1639956,-0.197,-1,0.05499,-0.396
1639957,-0.187,-0.94,0.04874,-0.407
1639958,-0.192,-0.99,0.04874,-0.407
1639959,-0.181,-0.95,0.0627,-0.385
1639960,-0.183,-0.97,0.0627,-0.385
1639961,-0.172,-0.88,0.0627,-0.385
1639964,-0.178,-0.89,0.12531,-0.319
1639966,-0.16,-0.8,0.12531,-0.319
1639967,-0.15,-0.75,0.12531,-0.319
1639968,-0.142,-0.71,0.17048,-0.286
1639969,-0.13,-0.65,0.18889,-0.275
1639972,-0.117,-0.57,0.22844,-0.253
1639973,-0.121,-0.59,0.18889,-0.275
1639978,-0.11,-0.53,0.18889,-0.275
1639979,-0.118,-0.59,0.18889,-0.275
1639980,-0.122,-0.62,0.22844,-0.253
1639981,-0.12,-0.61,0.22844,-0.253
1639982,-0.121,-0.59,0.22844,-0.253
1639985,-0.108,-0.54,0.18889,-0.275
1639986,-0.112,-0.58,0.2073,-0.264
1639987,-0.118,-0.61,0.2073,-0.264
1639988,-0.122,-0.62,0.15463,-0.297
1639991,-0.139,-0.7,0.15463,-0.297
1639992,-0.138,-0.7,0.15463,-0.297
1639993,-0.144,-0.73,0.17048,-0.286
1639994,-0.149,-0.76,0.18889,-0.275
1639995,-0.154,-0.81,0.18889,-0.275
1640007,-0.17,-0.85,0.0627,-0.385
1640008,-0.176,-0.86,0.0798,-0.363
1640009,-0.178,-0.86,0.0798,-0.363
1640010,-0.186,-0.89,0.0798,-0.363
1640011,-0.188,-0.89,0.0798,-0.363
1640012,-0.192,-0.92,0.0798,-0.363
1640013,-0.2,-0.95,0.0798,-0.363
1640014,-0.202,-0.95,0.0798,-0.363
1640015,-0.202,-0.97,0.0627,-0.385
1640016,-0.202,-0.95,0.0627,-0.385
1640017,-0.202,-0.94,0.04874,-0.407
1640018,-0.21,-0.97,0.04874,-0.407
1640019,-0.212,-0.97,0.04874,-0.407
1640020,-0.215,-0.98,0.04874,-0.407
1640021,-0.215,-0.97,0.04874,-0.407
1640022,-0.213,-0.95,0.04874,-0.407
1640023,-0.21,-0.94,0.0627,-0.385
1642331,-0.17,-0.99,0.15463,-0.297
1642332,-0.18,-1.1,0.15463,-0.297
1642333,-0.18,-1.08,0.15463,-0.297
1642334,-0.16,-0.93,0.15463,-0.297
1642335,-0.16,-0.92,0.15463,-0.297
1642336,-0.17,-1.01,0.15463,-0.297
1642337,-0.156,-0.94,0.15463,-0.297
1642338,-0.164,-1.03,0.15463,-0.297
1642339,-0.164,-1.07,0.15463,-0.297
1642340,-0.168,-1.18,0.12531,-0.319
1642341,-0.167,-1.2,0.1372,-0.308
1642342,-0.167,-1.19,0.13878,-0.308
1642343,-0.165,-1.18,0.15463,-0.297
1642344,-0.163,-1.13,0.15463,-0.297
1642345,-0.164,-1.16,0.15463,-0.297
1642346,-0.169,-1.21,0.12531,-0.319
1642347,-0.17,-1.21,0.12531,-0.319
1642348,-0.172,-1.18,0.12531,-0.319
1642349,-0.18,-1.18,0.12531,-0.319
1642350,-0.172,-1.09,0.12531,-0.319
