"nie_malla_modi_id","sen_slope_prem08","sen_slope_per_prem08","p_value_prem08","tau_prem08"
1615936,0.903,11.66,0.44342,0.165
1615937,0.752,10.17,0.44342,0.165
1615938,0.72,9.95,0.44342,0.165
1615939,0.758,10.57,0.41085,0.176
1615940,0.795,11.16,0.41085,0.176
1618310,0,0,0.95551,0.022
1618311,0,0,0.95551,0.022
1618312,0,0,1,0
1618313,0,0,1,0
1618314,0,0,1,0
1618315,0,0,1,0
1618316,0,0,1,0
1618317,0.032,0.62,0.74256,0.077
1618318,0.046,0.86,0.74256,0.077
1618319,0.06,1.13,0.74256,0.077
1618320,0.079,1.5,0.74256,0.077
1618321,0.106,2.15,0.66142,0.099
1618322,0.125,2.67,0.58407,0.121
1618323,0.153,3.05,0.66142,0.099
1618324,0.183,3.88,0.66142,0.099
1618325,0.229,4.52,0.66142,0.099
1618326,0.646,8.96,0.51122,0.143
1618327,0.697,9.48,0.44342,0.165
1618328,0.64,8.66,0.44342,0.165
1618329,0.72,9.34,0.44342,0.165
1618330,0.703,9.15,0.44342,0.165
1618331,0.685,8.05,0.38107,0.187
1618332,0.778,9.12,0.38107,0.187
1618333,0.82,9.63,0.38107,0.187
1618334,1.077,12.6,0.38107,0.187
1618335,1.23,14.38,0.44342,0.165
1618336,1.323,15.64,0.32442,0.209
1618337,1.285,15.67,0.38107,0.187
1618338,1.052,13.47,0.44342,0.165
1618339,1.028,13.49,0.44342,0.165
1618340,0.936,12.56,0.41085,0.176
1620712,0,0,0.9557,0.022
1620713,0,0,1,0
1620714,0,0,1,0
1620715,0,0,1,0
1620716,0,0,1,0
1620717,0,0,1,0
1620718,0,0,1,0
1620719,0.034,0.68,0.74256,0.077
1620720,0.05,0.95,0.74256,0.077
1620721,0.068,1.26,0.74256,0.077
1620722,0.084,1.61,0.66142,0.099
1620723,0.117,2.29,0.66142,0.099
1620724,0.138,2.68,0.58407,0.121
1620725,0.161,3.27,0.66142,0.099
1620726,0.196,4,0.66142,0.099
1620727,0.241,4.7,0.66142,0.099
1620728,0.676,9.2,0.51122,0.143
1620729,0.693,9.15,0.44342,0.165
1620730,0.74,9.93,0.44342,0.165
1620731,0.783,9.93,0.44342,0.165
1620732,0.759,8.58,0.44342,0.165
1620733,0.797,9.22,0.38107,0.187
1620734,0.903,10.53,0.38107,0.187
1620735,1.007,11.71,0.38107,0.187
1620736,1.15,13.42,0.44342,0.165
1620737,1.182,14.11,0.32442,0.209
1620738,1.123,13.78,0.32442,0.209
1620739,0.987,12.58,0.44342,0.165
1620740,0.932,12.23,0.44342,0.165
1623115,0,0,0.9557,0.022
1623116,0,0,1,0
1623117,0,0,1,0
1623118,0,0,1,0
1623119,0,0,1,0
1623120,0,0,1,0
1623121,0.041,0.78,0.74256,0.077
1623122,0.058,1.07,0.74256,0.077
1623123,0.076,1.37,0.74256,0.077
1623124,0.098,1.75,0.74256,0.077
1623125,0.12,2.18,0.66142,0.099
1623126,0.149,2.82,0.58407,0.121
1623127,0.173,3.36,0.66142,0.099
1623128,0.204,4.12,0.66142,0.099
1623129,0.247,4.97,0.66142,0.099
1623130,0.682,9.41,0.51122,0.143
1623131,0.513,6.68,0.44342,0.165
1623132,0.66,8.49,0.44342,0.165
1623133,0.603,7.56,0.44342,0.165
1623134,0.779,8.6,0.44342,0.165
1623135,0.837,9.28,0.44342,0.165
1623136,0.947,10.73,0.44342,0.165
1623137,1.103,12.67,0.44342,0.165
1623138,1.147,13.56,0.32442,0.209
1623139,0.942,11.63,0.38107,0.187
1623140,0.888,11.34,0.44342,0.165
1623141,0.911,11.9,0.44342,0.165
1623142,0.85,11.41,0.44342,0.165
1625520,0,0,1,0
1625521,0,0,1,0
1625522,0,0,1,0
1625523,0.048,0.89,0.74256,0.077
1625524,0.064,1.16,0.74256,0.077
1625525,0.086,1.48,0.74256,0.077
1625526,0.107,1.86,0.74256,0.077
1625527,0.128,2.32,0.66142,0.099
1625528,0.156,2.89,0.6217,0.11
1625529,0.18,3.57,0.66142,0.099
1625530,0.222,4.16,0.66142,0.099
1625531,0.26,4.97,0.66142,0.099
1625532,0.314,5.72,0.58407,0.121
1625533,0.537,7.86,0.44342,0.165
1625534,0.593,8.29,0.51122,0.143
1625535,0.641,8.7,0.51122,0.143
1625536,0.823,8.95,0.44342,0.165
1625537,0.977,10.66,0.44342,0.165
1625538,1.13,12.47,0.44342,0.165
1625539,1.167,13.44,0.44342,0.165
1625540,1.028,12.35,0.32442,0.209
1625541,0.871,10.87,0.38107,0.187
1625542,0.883,11.54,0.44342,0.165
1625543,0.886,11.73,0.44342,0.165
1625544,0.75,10.22,0.44342,0.165
1627925,0.054,0.98,0.74256,0.077
1627926,0.071,1.26,0.74256,0.077
1627927,0.091,1.58,0.74256,0.077
1627928,0.113,1.99,0.74256,0.077
1627929,0.134,2.44,0.66142,0.099
1627930,0.16,3.02,0.66142,0.099
1627931,0.192,3.61,0.66142,0.099
1627932,0.228,4.36,0.66142,0.099
1627933,0.278,5.01,0.66142,0.099
1627934,0.476,7.88,0.58407,0.121
1627935,0.553,7.84,0.51122,0.143
1627936,0.607,8.2,0.51122,0.143
1627937,0.653,8.67,0.51122,0.143
1627938,0.691,9.16,0.44342,0.165
1627939,0.94,10.61,0.44342,0.165
1627940,1.033,11.93,0.44342,0.165
1627941,1,11.84,0.32442,0.209
1627942,0.848,10.44,0.38107,0.187
1627943,0.862,11,0.38107,0.187
1627944,0.887,11.4,0.44342,0.165
1627945,0.907,11.95,0.44342,0.165
1627946,0.848,11.38,0.44342,0.165
1627947,0.8,10.93,0.44342,0.165
1627948,0.856,11.67,0.44342,0.165
1630328,0.08,1.36,0.74256,0.077
1630329,0.101,1.71,0.74256,0.077
1630330,0.12,2.07,0.74256,0.077
1630331,0.143,2.59,0.66142,0.099
1630332,0.166,3.12,0.66142,0.099
1630333,0.201,3.71,0.66142,0.099
1630334,0.397,6.84,0.58407,0.121
1630335,0.446,7.21,0.58407,0.121
1630336,0.488,7.84,0.58407,0.121
1630337,0.546,8.08,0.54644,0.132
1630338,0.613,8.22,0.51122,0.143
1630339,0.79,9.8,0.51122,0.143
1630340,0.853,10.91,0.476,0.154
1630341,0.94,12.62,0.44342,0.165
1630342,0.985,13.25,0.44342,0.165
1630343,1.01,13.69,0.38107,0.187
1630344,0.838,10.56,0.38107,0.187
1630345,0.878,10.87,0.38107,0.187
1630346,1.013,12.57,0.32442,0.209
1630347,0.906,11.68,0.44342,0.165
1630348,0.898,11.95,0.44342,0.165
1630349,0.946,12.52,0.44342,0.165
1632730,0.089,1.48,0.74256,0.077
1632731,0.104,1.79,0.74256,0.077
1632732,0.126,2.22,0.74256,0.077
1632733,0.149,2.67,0.66142,0.099
1632734,0.18,3.17,0.74256,0.077
1632735,0.374,6.24,0.58407,0.121
1632736,0.409,6.79,0.58407,0.121
1632737,0.458,7.19,0.58407,0.121
1632738,0.5,7.65,0.58407,0.121
1632739,0.553,8.04,0.54644,0.132
1632740,0.585,8.32,0.54644,0.132
1632741,0.807,10.19,0.51122,0.143
1632742,0.813,10.52,0.44342,0.165
1632743,0.88,11.39,0.51122,0.143
1632744,0.93,12.18,0.51122,0.143
1632745,0.93,12.16,0.51122,0.143
1632746,0.965,12.8,0.44342,0.165
1632747,0.925,11.99,0.44342,0.165
1632748,0.965,12.73,0.38107,0.187
1632749,1.01,13.7,0.38107,0.187
1632750,0.918,11.83,0.44342,0.165
1632754,0.8,11.01,0.44342,0.165
1632755,0.883,12.06,0.44342,0.165
1632756,0.733,10.22,0.44342,0.165
1632775,0.178,2.17,0.82667,0.055
1635130,0.057,1.02,0.74256,0.077
1635131,0.076,1.3,0.74256,0.077
1635132,0.093,1.56,0.74256,0.077
1635133,0.114,1.91,0.74256,0.077
1635134,0.132,2.29,0.74256,0.077
1635135,0.162,2.74,0.78398,0.066
1635136,0.3,4.76,0.58407,0.121
1635137,0.383,6.22,0.58407,0.121
1635138,0.42,6.79,0.58407,0.121
1635139,0.467,7.11,0.58407,0.121
1635140,0.503,7.37,0.58407,0.121
1635141,0.53,7.53,0.54644,0.132
1635142,0.735,9.04,0.51122,0.143
1635143,0.787,10.11,0.51122,0.143
1635144,0.804,10.3,0.51122,0.143
1635145,0.82,10.31,0.51122,0.143
1635146,0.849,10.61,0.51122,0.143
1635147,0.885,11.35,0.51122,0.143
1635148,0.89,11.38,0.51122,0.143
1635149,0.905,11.62,0.51122,0.143
1635150,0.955,12.51,0.38107,0.187
1635151,1.042,13.9,0.38107,0.187
1635152,1.008,13.84,0.38107,0.187
1635154,0.77,11,0.38107,0.187
1635155,0.83,11.69,0.38107,0.187
1635156,0.878,11.83,0.44342,0.165
1635157,0.944,12.58,0.44342,0.165
1635158,0.895,12.16,0.44342,0.165
1635169,0.228,2.81,0.74256,0.077
1635170,0.202,2.48,0.82667,0.055
1635174,0.21,2.56,0.74256,0.077
1635175,0.233,2.83,0.74256,0.077
1635176,0.222,2.69,0.82667,0.055
1635177,0.209,2.51,0.82667,0.055
1635178,0.195,2.36,0.82667,0.055
1635180,0.212,2.55,0.58407,0.121
1635181,0.37,4.37,0.58407,0.121
1635184,0.324,4.06,0.58407,0.121
1635185,0.21,2.63,0.58407,0.121
1635208,-0.16,-1.9,0.66142,-0.099
1635209,-0.165,-1.96,0.58407,-0.121
1635210,-0.175,-2.09,0.58407,-0.121
1635211,-0.22,-2.63,0.51122,-0.143
1635212,-0.25,-2.99,0.51122,-0.143
1635213,-0.185,-2.25,0.44342,-0.165
1637531,0,0,1,0
1637532,0.061,1.12,0.74256,0.077
1637533,0.078,1.37,0.74256,0.077
1637534,0.097,1.66,0.74256,0.077
1637535,0.119,2,0.74256,0.077
1637536,0.147,2.38,0.74256,0.077
1637537,0.296,4.53,0.66142,0.099
1637538,0.302,4.81,0.58407,0.121
1637539,0.392,6.31,0.58407,0.121
1637540,0.426,6.71,0.58407,0.121
1637541,0.395,5.86,0.58407,0.121
1637542,0.42,6.03,0.54644,0.132
1637543,0.457,6.33,0.54644,0.132
1637544,0.715,8.75,0.51122,0.143
1637545,0.78,9.79,0.51122,0.143
1637546,0.785,9.8,0.51122,0.143
1637547,0.76,9.34,0.51122,0.143
1637548,0.803,9.96,0.51122,0.143
1637549,0.85,10.75,0.44342,0.165
1637550,0.895,11.52,0.51122,0.143
1637551,0.95,12.48,0.44342,0.165
1637552,0.965,12.72,0.44342,0.165
1637553,1.072,14.37,0.38107,0.187
1637554,1.005,13.88,0.44342,0.165
1637555,0.94,13.08,0.41085,0.176
1637556,0.909,12.63,0.38107,0.187
1637557,0.94,12.86,0.38107,0.187
1637558,0.97,13.15,0.41085,0.176
1637559,0.924,12.54,0.44342,0.165
1637560,0.913,12.49,0.44342,0.165
1637566,0.642,8.1,0.66142,0.099
1637567,0.538,6.54,0.66142,0.099
1637571,0.208,2.51,0.82667,0.055
1637576,0.255,3.06,0.74256,0.077
1637577,0.245,2.9,0.82667,0.055
1637578,0.233,2.76,0.82667,0.055
1637579,0.315,3.68,0.74256,0.077
1637580,0.204,2.41,0.74256,0.077
1637584,0.289,3.47,0.58407,0.121
1637585,0.279,3.36,0.51122,0.143
1637586,0.26,3.12,0.51122,0.143
1637587,0.23,2.84,0.51122,0.143
1637594,0.267,2.97,1,0.011
1637607,-0.028,-0.33,0.91281,-0.033
1637608,-0.093,-1.09,0.74256,-0.077
1637609,-0.15,-1.77,0.66142,-0.099
1637610,-0.16,-1.89,0.66142,-0.099
1637611,-0.165,-1.97,0.58407,-0.121
1637612,-0.17,-2.01,0.58407,-0.121
1637613,-0.195,-2.31,0.58407,-0.121
1637614,-0.22,-2.65,0.51122,-0.143
1637615,-0.27,-3.26,0.476,-0.154
1637616,-0.26,-3.15,0.38107,-0.187
1637617,-0.216,-2.63,0.38107,-0.187
1637618,-0.23,-2.8,0.35131,-0.198
1639929,0,0,0.9557,0.022
1639930,0,0,0.9557,0.022
1639933,0,0,1,0
1639934,0.06,1.16,0.74256,0.077
1639935,0.079,1.46,0.74256,0.077
1639936,0.098,1.76,0.74256,0.077
1639937,0.263,4.07,0.66142,0.099
1639938,0.291,4.34,0.66142,0.099
1639939,0.305,4.59,0.66142,0.099
1639940,0.319,4.86,0.58407,0.121
1639941,0.339,5.14,0.51122,0.143
1639942,0.365,5.44,0.51122,0.143
1639943,0.394,5.7,0.51122,0.143
1639944,0.43,5.99,0.476,0.154
1639945,0.666,7.87,0.51122,0.143
1639946,0.69,8.41,0.51122,0.143
1639947,0.7,8.52,0.51122,0.143
1639948,0.685,8.25,0.51122,0.143
1639949,0.735,8.98,0.51122,0.143
1639950,0.795,9.9,0.51122,0.143
1639951,0.82,10.45,0.51122,0.143
1639952,0.877,11.43,0.51122,0.143
1639953,0.95,12.61,0.44342,0.165
1639954,1.027,13.98,0.38107,0.187
1639955,1.047,14.31,0.38107,0.187
1639956,1.018,14.33,0.44342,0.165
1639957,0.914,12.97,0.44342,0.165
1639958,1.01,13.81,0.44342,0.165
1639959,1.03,13.81,0.38107,0.187
1639960,1.035,13.72,0.38107,0.187
1639961,0.935,12.81,0.44342,0.165
1639964,0.85,11.67,0.38107,0.187
1639966,0.653,8.78,0.51122,0.143
1639967,0.65,8.22,0.74256,0.077
1639968,0.599,7.48,0.66142,0.099
1639969,0.49,5.95,0.66142,0.099
1639972,0.345,4.13,0.66142,0.099
1639973,0.207,2.47,0.74256,0.077
1639978,0.262,3.08,0.82667,0.055
1639979,0.295,3.39,0.74256,0.077
1639980,0.239,2.71,0.66142,0.099
1639981,0.225,2.56,0.66142,0.099
1639982,0.209,2.47,0.74256,0.077
1639985,0.338,3.98,0.66142,0.099
1639986,0.31,3.55,0.58407,0.121
1639987,0.327,3.73,0.58407,0.121
1639988,0.248,2.99,0.44342,0.165
1639991,0.257,3.21,0.58407,0.121
1639992,0.23,2.86,0.51122,0.143
1639993,0.055,0.63,1,0.011
1639994,-0.008,-0.1,1,-0.011
1639995,-0.018,-0.2,1,-0.011
1640007,-0.153,-1.74,0.91281,-0.033
1640008,-0.028,-0.33,0.91281,-0.033
1640009,-0.028,-0.33,0.91281,-0.033
1640010,-0.083,-0.98,0.82667,-0.055
1640011,-0.15,-1.77,0.66142,-0.099
1640012,-0.224,-2.6,0.66142,-0.099
1640013,-0.193,-2.27,0.58407,-0.121
1640014,-0.182,-2.14,0.58407,-0.121
1640015,-0.298,-3.49,0.58407,-0.121
1640016,-0.247,-2.92,0.51122,-0.143
1640017,-0.237,-2.8,0.51122,-0.143
1640018,-0.27,-3.23,0.38107,-0.187
1640019,-0.27,-3.26,0.38107,-0.187
1640020,-0.236,-2.86,0.27356,-0.231
1640021,-0.244,-2.96,0.27356,-0.231
1640022,-0.249,-3.04,0.38107,-0.187
1640023,-0.242,-2.97,0.38107,-0.187
1642331,0,0,0.9557,0.022
1642332,0,0,0.9557,0.022
1642333,0,0,0.9557,0.022
1642334,0,0,0.9557,0.022
1642335,0,0,0.9557,0.022
1642336,0.081,1.64,0.66142,0.099
1642337,0.095,1.87,0.66142,0.099
1642338,0.229,3.85,0.58407,0.121
1642339,0.256,4.11,0.66142,0.099
1642340,0.294,4.4,0.66142,0.099
1642341,0.32,4.66,0.66142,0.099
1642342,0.335,4.9,0.66142,0.099
1642343,0.358,5.16,0.58407,0.121
1642344,0.373,5.41,0.51122,0.143
1642345,0.406,5.67,0.51122,0.143
1642346,0.425,5.76,0.476,0.154
1642347,0.667,7.74,0.51122,0.143
1642348,0.667,7.84,0.51122,0.143
1642349,0.665,7.96,0.51122,0.143
1642350,0.705,8.6,0.51122,0.143
1642351,0.765,9.54,0.51122,0.143
1642352,0.781,10.01,0.51122,0.143
1642353,0.786,10.33,0.44342,0.165
1642354,0.793,10.64,0.51122,0.143
1642355,0.83,11.16,0.44342,0.165
1642356,0.91,12.38,0.41085,0.176
1642357,1.055,14.45,0.38107,0.187
1642358,1,13.76,0.38107,0.187
1642359,1.04,14.39,0.38107,0.187
1642360,1.04,13.88,0.38107,0.187
1642361,1,13.03,0.38107,0.187
1642362,1.04,13.9,0.38107,0.187
1642363,0.997,13.6,0.44342,0.165
1642364,0.9,12.25,0.44342,0.165
1642365,0.806,10.95,0.38107,0.187
1642366,0.768,10.26,0.38107,0.187
1642367,0.653,8.8,0.476,0.154
1642368,0.646,8.51,0.58407,0.121
1642369,0.628,7.99,0.58407,0.121
1642370,0.551,6.91,0.66142,0.099
1642371,0.478,5.88,0.58407,0.121
1642372,0.476,5.62,0.51122,0.143
1642374,0.263,3.05,0.58407,0.121
1642375,0.212,2.52,0.74256,0.077
1642377,0.26,3.12,0.74256,0.077
1642381,0.254,2.95,0.74256,0.077
1642382,0.241,2.73,0.66142,0.099
1642383,0.227,2.57,0.66142,0.099
1642384,0.295,3.42,0.74256,0.077
1642385,0.213,2.53,0.74256,0.077
1642387,0.315,3.73,0.66142,0.099
1642388,0.227,2.6,0.58407,0.121
1642389,0.24,2.75,0.58407,0.121
1642390,0.21,2.44,0.58407,0.121
1642392,0.242,2.94,0.51122,0.143
1642393,0.312,3.75,0.51122,0.143
1642394,0.238,2.67,0.91281,0.033
1642395,0.018,0.21,1,0.011
1642396,0.036,0.4,1,0.011
1642406,-0.035,-0.38,1,-0.011
1642407,-0.101,-1.12,0.91281,-0.033
1642408,-0.128,-1.42,0.91281,-0.033
1642409,-0.153,-1.7,0.91281,-0.033
1642410,-0.155,-1.78,0.91281,-0.033
1642411,-0.028,-0.33,1,-0.011
1642412,-0.073,-0.86,0.91281,-0.033
1642413,-0.14,-1.6,0.74256,-0.077
1642414,-0.265,-3.04,0.74256,-0.077
1642415,-0.281,-3.23,0.66142,-0.099
1642416,-0.297,-3.43,0.58407,-0.121
1642417,-0.25,-2.89,0.58407,-0.121
1642418,-0.267,-3.14,0.51122,-0.143
1642419,-0.284,-3.33,0.51122,-0.143
1642420,-0.25,-2.95,0.51122,-0.143
1642421,-0.273,-3.27,0.38107,-0.187
1642422,-0.267,-3.21,0.27356,-0.231
1642423,-0.246,-2.98,0.27356,-0.231
1642424,-0.248,-3,0.32442,-0.209
1642425,-0.244,-2.98,0.38107,-0.187
1642426,-0.231,-2.84,0.44342,-0.165
1642427,-0.211,-2.61,0.44342,-0.165
1642428,-0.189,-2.35,0.476,-0.154
1644734,0,0,1,0
1644735,0,0,1,0
1644736,0,0,0.9557,0.022
1644737,0,0,1,0
1644738,0.071,1.36,0.74256,0.077
1644739,0.223,3.72,0.66142,0.099
1644740,0.242,3.94,0.66142,0.099
1644741,0.262,4.19,0.66142,0.099
1644742,0.285,4.42,0.66142,0.099
1644743,0.311,4.67,0.66142,0.099
1644744,0.343,4.93,0.66142,0.099
1644745,0.372,5.16,0.58407,0.121
1644746,0.391,5.39,0.58407,0.121
1644747,0.395,5.32,0.58407,0.121
1644748,0.365,4.79,0.54644,0.132
1644749,0.669,7.58,0.51122,0.143
1644750,0.66,7.69,0.51122,0.143
1644751,0.652,7.82,0.51122,0.143
1644752,0.735,9.17,0.51122,0.143
1644753,0.749,9.48,0.51122,0.143
1644754,0.759,9.73,0.51122,0.143
1644755,0.767,9.98,0.51122,0.143
1644756,0.774,10.25,0.44342,0.165
1644757,0.772,10.63,0.44342,0.165
1644758,0.897,12.34,0.44342,0.165
1644759,0.867,11.74,0.44342,0.165
1644760,0.85,11.96,0.38107,0.187
1644761,1.012,13.79,0.38107,0.187
1644762,0.873,11.43,0.38107,0.187
1644763,1.012,13.4,0.32442,0.209
1644764,0.837,11.24,0.32442,0.209
1644765,0.804,10.93,0.38107,0.187
