"nie_malla_modi_id","sen_slope_preau","sen_slope_per_preau","p_value_preau","tau_preau"
1644758,1.708,1.13,1,0.011
1644759,1.7,1.11,1,0.011
1644760,0.7,0.51,1,0.011
1644761,0.945,0.64,0.91281,0.033
1644762,1.755,1.11,1,0.011
1644763,0.45,0.3,0.91281,0.033
1644764,0.83,0.57,1,0.011
1644765,-0.15,-0.11,1,-0.011
1644766,0.225,0.15,1,0.011
1644767,-0.345,-0.24,1,-0.011
1644768,-0.77,-0.54,1,-0.011
1644769,-0.751,-0.53,0.82667,-0.055
1644770,-0.873,-0.62,0.82667,-0.055
1644771,-0.763,-0.53,0.91281,-0.033
1644772,-0.183,-0.12,1,-0.011
1644773,-0.373,-0.23,1,-0.011
1644774,-0.407,-0.26,1,-0.011
1644775,-0.335,-0.23,1,-0.011
1644776,-0.114,-0.08,1,-0.011
1644779,-0.357,-0.26,0.91281,-0.033
1644782,-0.343,-0.25,1,-0.011
1644783,0.105,0.07,1,0.011
1644784,0.85,0.54,1,0.011
1644785,0.55,0.35,1,0.011
1644786,0.21,0.14,1,0.011
1644787,0.604,0.43,1,0.011
1644789,0.721,0.51,1,0.011
1644790,0.243,0.15,1,0.011
1644791,0.24,0.15,1,0.011
1644792,0.277,0.18,1,0.011
1644793,0.267,0.19,0.91281,0.033
1644794,0.543,0.35,1,0.011
1644795,-0.276,-0.17,1,-0.011
1644796,-0.507,-0.31,0.91281,-0.033
1644797,-0.736,-0.47,0.91281,-0.033
1644798,-0.897,-0.56,0.82667,-0.055
1644803,-3.118,-2.14,0.66142,-0.099
1644809,-1.263,-0.82,0.74256,-0.077
1644810,-2.139,-1.49,0.66142,-0.099
1644811,-2.119,-1.47,0.58407,-0.121
1644812,-1.955,-1.41,0.58407,-0.121
1644813,-1.95,-1.49,0.58407,-0.121
1644814,-1.823,-1.33,0.66142,-0.099
1644815,-1.98,-1.44,0.66142,-0.099
1644816,-1.381,-0.94,0.66142,-0.099
1644817,-1.529,-1.07,0.66142,-0.099
1644818,-1.787,-1.28,0.74256,-0.077
1644819,-1.851,-1.4,0.66142,-0.099
1644820,-1.88,-1.37,0.66142,-0.099
1644821,-1.914,-1.41,0.66142,-0.099
1644822,-1.591,-1.27,0.66142,-0.099
1644823,-1.344,-1.15,0.58407,-0.121
1644824,-1.456,-1.33,0.66142,-0.099
1644825,-1.614,-1.52,0.66142,-0.099
1644826,-1.694,-1.62,0.66142,-0.099
1644827,-1.807,-1.76,0.66142,-0.099
1644828,-1.859,-1.83,0.66142,-0.099
1644829,-1.951,-1.95,0.66142,-0.099
1644830,-2.017,-2.05,0.66142,-0.099
1644831,-1.994,-2.07,0.58407,-0.121
1644832,-2.077,-2.19,0.58407,-0.121
1647136,3.85,1.3,0.82667,0.055
1647137,1.66,0.54,0.82667,0.055
1647138,3.75,1.27,0.82667,0.055
1647139,4.547,1.65,0.91281,0.033
1647140,1.72,0.63,0.82667,0.055
1647141,2.4,0.92,0.74256,0.077
1647142,1.67,0.63,0.82667,0.055
1647143,0.736,0.28,0.91281,0.033
1647144,0.9,0.36,0.91281,0.033
1647145,0.839,0.32,0.91281,0.033
1647146,0.867,0.32,1,0.011
1647147,0.933,0.33,1,0.011
1647148,1.037,0.37,1,0.011
1647149,1.179,0.42,0.91281,0.033
1647150,-0.232,-0.09,0.91281,-0.033
1647151,0.098,0.04,1,0.011
1647152,0.388,0.16,1,0.011
1647153,0.525,0.24,1,0.011
1647154,0.209,0.1,1,0.011
1647155,-0.147,-0.08,1,-0.011
1647156,-0.415,-0.23,1,-0.011
1647157,0.24,0.15,1,0.011
1647158,1.44,0.91,1,0.011
1647159,1.67,1.04,1,0.011
1647160,1.76,1.07,1,0.011
1647161,1.809,1.22,1,0.011
1647162,1.834,1.21,1,0.011
1647163,1.876,1.19,1,0.011
1647164,1.933,1.12,1,0.011
1647165,1.983,1.23,1,0.011
1647166,-0.285,-0.2,1,-0.011
1647167,-0.285,-0.2,1,-0.011
1647168,-0.943,-0.62,1,-0.011
1647169,-0.863,-0.55,1,-0.011
1647170,-0.897,-0.6,1,-0.011
1647171,-0.677,-0.48,0.82667,-0.055
1647172,-0.677,-0.43,1,-0.011
1647173,-0.44,-0.29,0.91281,-0.033
1647174,-0.587,-0.38,1,-0.011
1647175,0.318,0.19,1,0.011
1647176,-0.377,-0.24,1,-0.011
1647177,-0.07,-0.05,1,-0.011
1647178,-0.317,-0.23,1,-0.011
1647180,-0.351,-0.26,1,-0.011
1647186,-0.13,-0.09,1,-0.011
1647187,0.755,0.46,0.91281,0.033
1647188,0.033,0.02,1,0.011
1647189,0.47,0.32,1,0.011
1647190,0.429,0.31,1,0.011
1647191,0.147,0.09,1,0.011
1647192,0.28,0.17,1,0.011
1647193,0.44,0.25,1,0.011
1647194,0.363,0.23,1,0.011
1647195,0.427,0.29,1,0.011
1647196,0.697,0.42,0.91281,0.033
1647197,-0.33,-0.19,0.91281,-0.033
1647198,-0.353,-0.2,0.82667,-0.055
1647199,-0.45,-0.26,0.82667,-0.055
1647200,-0.673,-0.38,0.91281,-0.033
1647204,-2.367,-1.55,0.74256,-0.077
1647205,-2.564,-1.71,0.74256,-0.077
1647206,-1.929,-1.26,0.74256,-0.077
1647207,-1.977,-1.24,0.74256,-0.077
1647208,-2.019,-1.24,0.74256,-0.077
1647210,-0.908,-0.54,0.74256,-0.077
1647211,-0.692,-0.43,0.74256,-0.077
1647212,-2.114,-1.45,0.58407,-0.121
1647213,-2.211,-1.55,0.66142,-0.099
1647214,-2.075,-1.55,0.66142,-0.099
1647215,-1.877,-1.3,0.66142,-0.099
1647216,-1.605,-1.08,0.66142,-0.099
1647217,-1.313,-0.89,0.66142,-0.099
1647218,-1.383,-0.92,0.66142,-0.099
1647219,-1.766,-1.14,0.74256,-0.077
1647220,-1.814,-1.21,0.66142,-0.099
1647221,-1.786,-1.24,0.74256,-0.077
1647222,-1.683,-1.14,0.74256,-0.077
1647223,-1.631,-1.12,0.74256,-0.077
1647224,-1.866,-1.38,0.66142,-0.099
1647225,-1.578,-1.27,0.66142,-0.099
1647226,-1.709,-1.5,0.58407,-0.121
1647227,-1.71,-1.55,0.66142,-0.099
1647228,-1.561,-1.45,0.58407,-0.121
1647229,-1.641,-1.55,0.66142,-0.099
1647230,-1.723,-1.65,0.66142,-0.099
1647231,-1.844,-1.8,0.58407,-0.121
1647232,-1.963,-1.96,0.58407,-0.121
1647233,-2.001,-2.05,0.58407,-0.121
1647234,-2.063,-2.14,0.58407,-0.121
1647235,-2.161,-2.27,0.58407,-0.121
1647242,-2.17,-2.3,0.58407,-0.121
1647243,-2.057,-2.06,0.51122,-0.143
1649539,1.977,0.66,0.82667,0.055
1649540,1.4,0.48,0.91281,0.033
1649541,1.865,0.67,0.91281,0.033
1649542,1.497,0.52,0.91281,0.033
1649543,1.14,0.39,0.91281,0.033
1649544,2.85,1.04,0.91281,0.033
1649545,0.511,0.19,1,0.011
1649546,-1.031,-0.41,1,-0.011
1649547,-0.884,-0.35,1,-0.011
1649548,-0.852,-0.32,1,-0.011
1649549,-0.76,-0.27,0.91281,-0.033
1649550,-0.63,-0.22,0.91281,-0.033
1649551,-0.439,-0.15,0.91281,-0.033
1649552,-0.14,-0.05,0.91281,-0.033
1649553,-0.213,-0.08,0.91281,-0.033
1649554,0.04,0.02,1,0.011
1649555,0.326,0.14,1,0.011
1649556,0.467,0.22,1,0.011
1649557,0.231,0.11,1,0.011
1649558,-0.198,-0.11,1,-0.011
1649559,-0.524,-0.3,1,-0.011
1649560,-0.584,-0.33,1,-0.011
1649561,-0.5,-0.29,1,-0.011
1649562,0.93,0.56,1,0.011
1649563,1.909,1.28,1,0.011
1649564,1.74,1.05,1,0.011
1649565,1.04,0.59,1,0.011
1649566,1.84,1.07,1,0.011
1649567,2.151,1.33,1,0.011
1649568,0.365,0.24,1,0.011
1649569,0.225,0.14,1,0.011
1649570,1.38,0.84,1,0.011
1649571,1.025,0.61,1,0.011
1649572,-0.787,-0.5,1,-0.011
1649573,-0.68,-0.46,1,-0.011
1649574,-0.6,-0.36,1,-0.011
1649575,-0.423,-0.26,1,-0.011
1649576,-0.113,-0.07,1,-0.011
1649577,0.348,0.21,1,0.011
1649578,-0.413,-0.27,1,-0.011
1649579,-0.355,-0.25,1,-0.011
1649581,-0.15,-0.1,1,-0.011
1649582,-0.065,-0.05,1,-0.011
1649583,-0.134,-0.1,1,-0.011
1649585,0.09,0.06,1,0.011
1649586,-0.23,-0.15,1,-0.011
1649587,-0.015,-0.01,1,-0.011
1649588,0.84,0.53,1,0.011
1649589,0.053,0.03,1,0.011
1649590,0.043,0.03,1,0.011
1649591,0.655,0.45,1,0.011
1649592,0.429,0.31,1,0.011
1649593,0.73,0.49,0.91281,0.033
1649594,0.403,0.23,1,0.011
1649595,0.473,0.27,1,0.011
1649596,0.447,0.28,1,0.011
1649597,0.473,0.32,1,0.011
1649598,0.85,0.49,0.91281,0.033
1649599,-0.09,-0.05,0.91281,-0.033
1649600,-0.187,-0.1,1,-0.011
1649601,-0.253,-0.14,0.91281,-0.033
1649602,-0.47,-0.25,0.91281,-0.033
1649603,-0.91,-0.51,0.91281,-0.033
1649606,-1.783,-1.14,0.74256,-0.077
1649607,-2.038,-1.33,0.74256,-0.077
1649608,-2.007,-1.27,0.66142,-0.099
1649609,-2.011,-1.18,0.74256,-0.077
1649610,-1.437,-0.78,0.66142,-0.099
1649611,-1.408,-0.77,0.74256,-0.077
1649612,-1.315,-0.72,0.74256,-0.077
1649613,-1.015,-0.6,0.66142,-0.099
1649614,-0.705,-0.44,0.58407,-0.121
1649615,-2.108,-1.45,0.58407,-0.121
1649616,-1.973,-1.36,0.58407,-0.121
1649617,-1.316,-0.88,0.58407,-0.121
1649618,-1.413,-0.88,0.74256,-0.077
1649619,-1.648,-1.03,0.74256,-0.077
1649620,-1.819,-1.09,0.74256,-0.077
1649621,-1.753,-1.02,0.74256,-0.077
1649622,-1.744,-1.07,0.82667,-0.055
1649623,-1.709,-1.09,0.82667,-0.055
1649624,-1.659,-1.07,0.82667,-0.055
1649625,-1.584,-1.02,0.82667,-0.055
1649626,-1.61,-1.1,0.74256,-0.077
1649627,-1.71,-1.31,0.74256,-0.077
1649628,-1.518,-1.23,0.66142,-0.099
1649629,-1.462,-1.26,0.58407,-0.121
1649630,-1.813,-1.6,0.58407,-0.121
1649631,-1.86,-1.69,0.58407,-0.121
1649632,-1.59,-1.48,0.51122,-0.143
1649633,-1.743,-1.67,0.51122,-0.143
1649634,-1.847,-1.8,0.51122,-0.143
1649635,-1.96,-1.94,0.58407,-0.121
1649636,-2.017,-2.05,0.51122,-0.143
1649637,-2.079,-2.14,0.51122,-0.143
1649638,-2.169,-2.14,0.58407,-0.121
1649639,-2.297,-2.34,0.58407,-0.121
1649640,-2.397,-2.45,0.66142,-0.099
1649641,-2.259,-2.31,0.58407,-0.121
1649642,-2.017,-2.07,0.58407,-0.121
1649643,-2.113,-2.2,0.58407,-0.121
1649644,-2.102,-2.04,0.51122,-0.143
1649645,-2.38,-2.25,0.51122,-0.143
1651907,0.076,0.03,1,0.011
1651908,0.721,0.3,0.82667,0.055
1651909,0.89,0.36,0.91281,0.033
1651910,1.287,0.52,0.82667,0.055
1651912,1.093,0.43,0.91281,0.033
1651941,0.604,0.2,0.91281,0.033
1651942,0.857,0.29,0.91281,0.033
1651943,1.233,0.43,0.91281,0.033
1651944,0.65,0.22,0.91281,0.033
1651945,0.424,0.14,0.91281,0.033
1651946,-0.6,-0.22,1,-0.011
1651947,-1.01,-0.37,0.91281,-0.033
1651948,-1.347,-0.52,1,-0.011
1651949,-1.26,-0.47,1,-0.011
1651950,-1.165,-0.43,0.91281,-0.033
1651951,-1.097,-0.38,0.91281,-0.033
1651952,-1.007,-0.34,0.91281,-0.033
1651953,-0.777,-0.27,0.91281,-0.033
1651954,-0.477,-0.17,1,-0.011
1651955,-0.145,-0.06,0.91281,-0.033
1651956,-0.19,-0.08,1,-0.011
1651957,0.033,0.01,1,0.011
1651958,0.311,0.14,1,0.011
1651959,0.352,0.17,1,0.011
1651960,-0.019,-0.01,1,-0.011
1651961,-0.117,-0.06,1,-0.011
1651962,-0.163,-0.09,1,-0.011
1651963,-0.423,-0.23,1,-0.011
1651964,-0.17,-0.1,1,-0.011
1651965,1.65,1.07,1,0.011
1651966,0.09,0.05,1,0.011
1651967,-0.27,-0.15,1,-0.011
1651968,-0.03,-0.02,1,-0.011
1651969,1.34,0.77,1,0.011
1651970,1.74,1.11,1,0.011
1651971,1.78,1.11,1,0.011
1651972,2.217,1.3,1,0.011
1651973,2.094,1.19,1,0.011
1651974,-0.767,-0.49,1,-0.011
1651975,-0.723,-0.46,1,-0.011
1651976,-0.547,-0.32,1,-0.011
1651977,-0.373,-0.21,1,-0.011
1651978,-0.297,-0.16,1,-0.011
1651979,0.087,0.05,1,0.011
1651980,-0.363,-0.23,1,-0.011
1651981,-0.25,-0.17,1,-0.011
1651982,0.33,0.22,1,0.011
1651983,0.91,0.59,1,0.011
1651984,0.14,0.09,1,0.011
1651985,-0.02,-0.01,1,-0.011
1651986,-0.443,-0.33,0.91281,-0.033
1651987,-0.155,-0.11,1,-0.011
1651988,0.951,0.59,1,0.011
1651989,0.43,0.27,1,0.011
1651990,0.06,0.04,1,0.011
1651991,0.183,0.1,1,0.011
1651992,0.103,0.06,1,0.011
1651993,0.143,0.09,1,0.011
1651994,0.55,0.36,0.91281,0.033
1651995,0.945,0.64,0.91281,0.033
1651996,0.433,0.25,1,0.011
1651997,0.817,0.44,0.91281,0.033
1651998,0.64,0.37,0.91281,0.033
1651999,0.653,0.41,1,0.011
1652000,0.857,0.5,0.91281,0.033
1652001,-0.196,-0.1,1,-0.011
1652002,-0.33,-0.17,1,-0.011
1652003,-0.402,-0.2,1,-0.011
1652004,-0.95,-0.51,0.91281,-0.033
1652005,-1.075,-0.6,0.82667,-0.055
1652006,-1.511,-0.88,0.74256,-0.077
1652007,-1.684,-0.99,0.74256,-0.077
1652008,-1.926,-1.24,0.74256,-0.077
1652009,-1.974,-1.19,0.66142,-0.099
1652010,-2.041,-1.18,0.74256,-0.077
1652011,-2.104,-1.2,0.74256,-0.077
1652012,-2.08,-1.1,0.66142,-0.099
1652013,-1.922,-0.95,0.74256,-0.077
1652014,-1.702,-0.88,0.74256,-0.077
1652015,-2.249,-1.3,0.66142,-0.099
1652016,-2.313,-1.43,0.51122,-0.143
1652017,-2.537,-1.78,0.44342,-0.165
1652018,-0.727,-0.47,0.66142,-0.099
1652019,-1,-0.65,0.66142,-0.099
1652020,-1.238,-0.74,0.74256,-0.077
1652021,-1.889,-1.06,0.74256,-0.077
1652022,-2.056,-1.14,0.74256,-0.077
1652023,-1.75,-1.01,0.74256,-0.077
1652024,-1.804,-1.1,0.82667,-0.055
1652025,-1.713,-1.05,0.82667,-0.055
1652026,-1.671,-1.05,0.82667,-0.055
1652027,-1.634,-1.05,0.82667,-0.055
1652028,-1.62,-1.07,0.74256,-0.077
1652029,-1.621,-1.11,0.74256,-0.077
1652030,-1.939,-1.42,0.66142,-0.099
1652031,-1.589,-1.26,0.66142,-0.099
1652032,-1.333,-1.12,0.66142,-0.099
1652033,-1.835,-1.6,0.58407,-0.121
1652034,-1.923,-1.72,0.58407,-0.121
1652035,-2,-1.85,0.58407,-0.121
1652036,-2.074,-1.96,0.51122,-0.143
1652037,-1.857,-1.79,0.51122,-0.143
1652038,-2.079,-2.06,0.58407,-0.121
1652039,-2.146,-2.13,0.58407,-0.121
1652040,-2.157,-2.08,0.66142,-0.099
1652041,-1.679,-1.59,0.66142,-0.099
1652042,-1.874,-1.83,0.66142,-0.099
1652043,-2.316,-2.38,0.58407,-0.121
1652044,-1.909,-1.93,0.58407,-0.121
1652045,-2.106,-2,0.51122,-0.143
1652046,-2.278,-2.17,0.51122,-0.143
1652047,-2.382,-2.26,0.51122,-0.143
1652048,-2.453,-2.37,0.51122,-0.143
1654308,0.957,0.37,1,0.011
1654309,0.949,0.38,0.91281,0.033
1654310,0.939,0.38,0.91281,0.033
1654311,1.03,0.41,0.91281,0.033
1654312,1.161,0.45,1,0.011
1654313,0.701,0.27,0.91281,0.033
1654314,0.833,0.31,1,0.011
1654315,0.9,0.34,0.82667,0.055
1654320,3.577,1.34,0.82667,0.055
1654321,3.76,1.41,0.82667,0.055
1654337,-0.059,-0.02,1,-0.011
1654338,0.101,0.03,1,0.011
1654339,0.21,0.07,1,0.011
1654340,0.257,0.08,1,0.011
1654343,0.53,0.17,1,0.011
1654344,0.461,0.15,1,0.011
1654345,0.407,0.13,1,0.011
1654346,0.391,0.13,1,0.011
1654347,0.394,0.13,1,0.011
1654348,-1.243,-0.44,1,-0.011
1654349,-0.867,-0.31,1,-0.011
1654350,-1.19,-0.44,0.91281,-0.033
1654351,-1.3,-0.47,0.91281,-0.033
1654352,-1.18,-0.41,0.91281,-0.033
1654353,-1.293,-0.44,0.91281,-0.033
1654354,-1.23,-0.4,0.91281,-0.033
1654355,-1.05,-0.35,0.91281,-0.033
1654356,-0.813,-0.29,1,-0.011
1654357,-0.508,-0.19,1,-0.011
1654358,-0.449,-0.19,0.91281,-0.033
1654359,-0.206,-0.09,1,-0.011
1654360,0.044,0.02,1,0.011
1654361,0.33,0.17,1,0.011
1654362,0.292,0.15,1,0.011
1654363,0.305,0.15,1,0.011
1654364,0.081,0.04,1,0.011
1654365,-0.174,-0.09,1,-0.011
1654366,-0.62,-0.38,1,-0.011
1654367,0.22,0.14,1,0.011
1654368,-0.619,-0.35,1,-0.011
1654369,-0.431,-0.23,1,-0.011
1654370,-0.437,-0.23,1,-0.011
1654371,-0.13,-0.07,1,-0.011
1654372,1.999,1.22,1,0.011
1654373,1.977,1.18,1,0.011
1654374,1.61,0.92,1,0.011
1654375,1.37,0.76,1,0.011
1654376,-0.707,-0.43,1,-0.011
1654377,-0.65,-0.4,1,-0.011
1654378,0.06,0.03,1,0.011
1654379,1.085,0.57,1,0.011
1654380,-0.233,-0.12,1,-0.011
1654381,0.154,0.09,1,0.011
1654382,-0.443,-0.29,1,-0.011
1654383,0.065,0.04,1,0.011
1654384,-0.273,-0.17,1,-0.011
1654385,-0.22,-0.13,1,-0.011
1654386,1.092,0.7,1,0.011
1654387,0.67,0.44,1,0.011
1654388,-0.05,-0.04,1,-0.011
1654389,-0.27,-0.19,1,-0.011
1654390,0.993,0.63,1,0.011
1654391,0.097,0.06,1,0.011
1654392,0.137,0.08,1,0.011
1654393,0.666,0.36,0.91281,0.033
1654394,0.293,0.16,0.91281,0.033
1654395,0.217,0.13,1,0.011
1654396,0.27,0.16,1,0.011
1654397,0.28,0.18,1,0.011
1654398,0.447,0.27,0.91281,0.033
1654399,0.802,0.43,0.91281,0.033
1654400,0.787,0.44,0.82667,0.055
1654401,0.807,0.49,0.91281,0.033
1654402,0.59,0.33,0.82667,0.055
1654403,-0.279,-0.14,1,-0.011
1654404,-0.408,-0.2,1,-0.011
1654405,-0.43,-0.22,1,-0.011
1654406,-0.85,-0.45,0.91281,-0.033
1654407,-1.423,-0.8,0.82667,-0.055
1654408,-1.617,-0.92,0.82667,-0.055
1654409,-1.841,-1.1,0.74256,-0.077
1654410,-2.001,-1.22,0.66142,-0.099
1654411,-2.12,-1.28,0.66142,-0.099
1654412,-2.127,-1.18,0.74256,-0.077
1654413,-2.161,-1.15,0.74256,-0.077
1654414,-2.136,-1.07,0.66142,-0.099
1654415,-1.31,-0.62,0.66142,-0.099
1654416,-2.22,-1.13,0.66142,-0.099
1654417,-2.369,-1.35,0.66142,-0.099
1654418,-2.473,-1.58,0.66142,-0.099
1654419,-2.443,-1.57,0.58407,-0.121
1654420,-0.935,-0.56,0.66142,-0.099
1654421,-0.952,-0.56,0.66142,-0.099
1654422,-1.248,-0.72,0.74256,-0.077
1654423,-2.234,-1.18,0.66142,-0.099
1654424,-2.157,-1.19,0.66142,-0.099
1654425,-2.039,-1.14,0.74256,-0.077
1654426,-1.765,-0.99,0.74256,-0.077
1654427,-1.7,-0.98,0.74256,-0.077
1654428,-1.69,-1.02,0.82667,-0.055
1654429,-1.686,-1.06,0.82667,-0.055
1654430,-1.71,-1.15,0.74256,-0.077
1654431,-1.65,-1.09,0.74256,-0.077
1654432,-1.656,-1.12,0.74256,-0.077
1654433,-1.711,-1.23,0.66142,-0.099
1654434,-1.777,-1.35,0.66142,-0.099
1654435,-1.584,-1.28,0.66142,-0.099
1654436,-1.894,-1.64,0.66142,-0.099
1654437,-1.874,-1.61,0.66142,-0.099
1654438,-2.091,-1.86,0.66142,-0.099
1654439,-2.176,-1.98,0.66142,-0.099
1654440,-2.059,-1.94,0.58407,-0.121
1654441,-2.146,-2.06,0.58407,-0.121
1654442,-1.703,-1.57,0.66142,-0.099
1654443,-2.396,-2.42,0.66142,-0.099
1654444,-2.114,-2.11,0.58407,-0.121
1654445,-1.983,-1.86,0.51122,-0.143
1654446,-2.109,-1.97,0.51122,-0.143
1654447,-2.386,-2.15,0.58407,-0.121
1654448,-2.394,-2.22,0.51122,-0.143
1654449,-2.449,-2.32,0.51122,-0.143
1654450,-2.502,-2.46,0.51122,-0.143
1654451,-2.396,-2.52,0.44342,-0.165
1656699,0.638,0.36,0.82667,0.055
1656710,1.041,0.41,1,0.011
1656711,1.07,0.42,1,0.011
1656712,1.09,0.43,1,0.011
1656713,1.126,0.44,0.91281,0.033
1656714,0.733,0.29,0.91281,0.033
1656715,0.817,0.32,0.91281,0.033
1656716,2.657,0.98,0.91281,0.033
1656717,2.573,0.93,0.91281,0.033
1656718,2.373,0.89,0.82667,0.055
1656719,2.273,0.85,0.82667,0.055
1656720,2.2,0.81,0.82667,0.055
1656721,2.117,0.77,0.82667,0.055
1656722,2.077,0.73,0.82667,0.055
1656723,2.027,0.71,0.82667,0.055
1656724,3.643,1.33,0.82667,0.055
1656730,4.21,1.86,0.74256,0.077
1656731,4.471,1.9,0.82667,0.055
1656732,4.447,1.97,0.78398,0.066
1656738,5.868,2.49,1,0.011
1656739,2.24,0.87,1,0.011
1656740,-0.094,-0.03,1,-0.011
1656741,0.027,0.01,1,0.011
1656742,0.119,0.04,1,0.011
1656743,0.41,0.14,1,0.011
1656744,0.383,0.13,1,0.011
1656745,0.32,0.11,0.91281,0.033
1656746,0.38,0.12,1,0.011
1656747,0.37,0.12,1,0.011
1656748,0.349,0.11,1,0.011
1656749,-1.38,-0.47,1,-0.011
1656750,-1.35,-0.46,1,-0.011
1656751,-1.363,-0.47,1,-0.011
1656752,-0.883,-0.32,1,-0.011
1656753,-1.277,-0.44,1,-0.011
1656754,-1.183,-0.39,1,-0.011
1656755,-1.1,-0.35,1,-0.011
1656756,-1.053,-0.33,1,-0.011
1656757,-1.23,-0.41,0.91281,-0.033
1656758,-1.154,-0.42,1,-0.011
1656759,-0.848,-0.33,1,-0.011
1656760,-0.551,-0.23,1,-0.011
1656761,-0.481,-0.22,0.91281,-0.033
1656762,-0.243,-0.12,1,-0.011
1656763,-0.138,-0.06,1,-0.011
1656764,0.024,0.01,1,0.011
1656765,0.258,0.13,1,0.011
1656766,0.278,0.15,1,0.011
1656767,-0.141,-0.08,1,-0.011
1656768,-0.11,-0.06,1,-0.011
1656769,-0.444,-0.26,1,-0.011
1656770,-0.34,-0.19,1,-0.011
1656771,-0.041,-0.02,1,-0.011
1656772,-0.11,-0.05,1,-0.011
1656773,-0.466,-0.25,1,-0.011
1656774,1.49,0.92,1,0.011
1656775,0.73,0.42,1,0.011
1656776,0.15,0.08,1,0.011
1656777,0.09,0.05,1,0.011
1656778,0.91,0.54,1,0.011
1656779,-0.445,-0.26,1,-0.011
1656780,1.402,0.76,1,0.011
1656781,0.62,0.31,1,0.011
1656782,-0.237,-0.13,1,-0.011
1656783,-0.02,-0.01,1,-0.011
1656784,-0.159,-0.1,1,-0.011
1656785,-0.34,-0.21,1,-0.011
1656786,-0.28,-0.17,1,-0.011
1656787,0.161,0.09,1,0.011
1656788,-0.167,-0.1,1,-0.011
1656789,1.077,0.69,1,0.011
1656790,-0.275,-0.19,1,-0.011
1656791,1.04,0.67,1,0.011
1656792,1.05,0.68,1,0.011
1656793,0.127,0.07,1,0.011
1656794,0.793,0.42,0.91281,0.033
1656795,0.45,0.23,0.91281,0.033
1656796,0.853,0.46,0.91281,0.033
1656797,0.29,0.17,1,0.011
1656798,0.413,0.24,1,0.011
1656799,0.53,0.3,1,0.011
1656800,0.816,0.44,0.91281,0.033
1656801,0.718,0.37,0.91281,0.033
1656802,0.687,0.36,0.91281,0.033
1656803,0.588,0.33,0.82667,0.055
1656804,-0.31,-0.17,0.91281,-0.033
1656805,-0.409,-0.2,1,-0.011
1656806,-0.583,-0.27,0.91281,-0.033
1656807,-0.591,-0.29,1,-0.011
1656808,-0.642,-0.32,1,-0.011
1656809,-1.531,-0.82,0.82667,-0.055
1656810,-1.8,-1.04,0.74256,-0.077
1656811,-1.993,-1.19,0.66142,-0.099
1656812,-2.137,-1.26,0.66142,-0.099
1656813,-2.167,-1.19,0.74256,-0.077
1656814,-2.297,-1.28,0.74256,-0.077
1656815,-2.293,-1.19,0.74256,-0.077
1656816,-2.281,-1.12,0.66142,-0.099
1656817,-2.317,-1.14,0.66142,-0.099
1656818,-2.35,-1.17,0.66142,-0.099
1656819,-2.449,-1.32,0.66142,-0.099
1656820,-2.55,-1.51,0.74256,-0.077
1656821,-2.591,-1.66,0.66142,-0.099
1656822,-1.82,-1.05,0.58407,-0.121
1656823,-1.482,-0.77,0.66142,-0.099
1656824,-2.436,-1.22,0.74256,-0.077
1656825,-2.227,-1.06,0.66142,-0.099
1656826,-2.254,-1.21,0.66142,-0.099
1656827,-2.137,-1.17,0.66142,-0.099
1656828,-1.994,-1.08,0.74256,-0.077
1656829,-1.798,-0.98,0.74256,-0.077
1656830,-1.679,-0.95,0.74256,-0.077
1656831,-1.676,-1,0.82667,-0.055
1656832,-1.767,-1.16,0.66142,-0.099
1656833,-1.8,-1.25,0.70113,-0.088
1656834,-1.733,-1.17,0.74256,-0.077
1656835,-1.693,-1.13,0.74256,-0.077
1656836,-1.737,-1.2,0.74256,-0.077
1656837,-1.883,-1.44,0.66142,-0.099
1656838,-1.669,-1.38,0.66142,-0.099
1656839,-1.94,-1.54,0.66142,-0.099
1656840,-1.846,-1.52,0.66142,-0.099
1656841,-2.031,-1.73,0.58407,-0.121
1656842,-1.753,-1.54,0.66142,-0.099
1656843,-1.73,-1.57,0.66142,-0.099
1656844,-2.171,-2.12,0.66142,-0.099
1656845,-1.899,-1.74,0.51122,-0.143
1656846,-2.196,-1.92,0.51122,-0.143
1656847,-2.339,-2.05,0.58407,-0.121
1656848,-2.33,-1.96,0.58407,-0.121
1656849,-2.443,-2.08,0.51122,-0.143
1656850,-2.64,-2.34,0.51122,-0.143
1656851,-2.731,-2.44,0.58407,-0.121
1656852,-2.607,-2.6,0.51122,-0.143
1656853,-2.52,-2.32,0.44342,-0.165
1656854,-2.549,-2.55,0.66142,-0.099
1656857,-2.877,-3.06,0.51122,-0.143
1656858,-2.766,-3,0.51122,-0.143
1656859,-2.477,-2.71,0.51122,-0.143
1656860,-2.15,-2.37,0.58407,-0.121
1659099,0.684,0.4,0.82667,0.055
1659101,0.76,0.42,0.82667,0.055
1659107,0.564,0.29,0.82667,0.055
1659108,1.209,0.59,0.82667,0.055
1659109,2.803,1.28,0.82667,0.055
1659110,1.137,0.47,0.82667,0.055
1659111,1.199,0.47,1,0.011
1659112,1.283,0.49,1,0.011
1659113,1.391,0.52,1,0.011
1659114,1.321,0.5,1,0.011
1659115,1.21,0.48,0.91281,0.033
1659116,2.267,0.92,0.82667,0.055
1659117,1.38,0.54,0.91281,0.033
1659118,2.507,0.95,0.82667,0.055
1659119,2.49,0.9,0.91281,0.033
