"nie_malla_modi_id","sen_slope_prem09","sen_slope_per_prem09","p_value_prem09","tau_prem09"
1630336,0.718,2.15,0.91281,0.033
1630337,0.426,1.2,0.91281,0.033
1630338,0.128,0.37,1,0.011
1630339,0.659,1.94,0.82667,0.055
1630340,0.72,2.23,0.82667,0.055
1630341,0.686,2.3,0.58407,0.121
1630342,0.636,2.17,0.58407,0.121
1630343,0.588,2.05,0.58407,0.121
1630344,0.381,1.43,0.74256,0.077
1630345,0.49,1.76,0.74256,0.077
1630346,0.463,1.64,0.74256,0.077
1630347,0.357,1.33,0.74256,0.077
1630348,0.243,0.94,0.66142,0.099
1630349,0.286,1.08,0.66142,0.099
1632730,0.161,0.36,0.91281,0.033
1632731,0.096,0.22,1,0.011
1632732,0.024,0.06,1,0.011
1632733,-0.04,-0.1,1,-0.011
1632734,-0.066,-0.17,1,-0.011
1632735,0.059,0.17,1,0.011
1632736,0.118,0.35,1,0.011
1632737,0.72,2.04,0.91281,0.033
1632738,0.664,1.88,0.91281,0.033
1632739,0.212,0.59,0.91281,0.033
1632740,0.243,0.67,1,0.011
1632741,0.797,2.39,0.74256,0.077
1632742,0.759,2.38,0.74256,0.077
1632743,0.71,2.25,0.74256,0.077
1632744,0.666,2.16,0.82667,0.055
1632745,0.613,2.01,0.82667,0.055
1632746,0.567,1.92,0.74256,0.077
1632747,0.51,1.68,0.74256,0.077
1632748,0.464,1.59,0.74256,0.077
1632749,0.422,1.52,0.66142,0.099
1632750,0.383,1.41,0.74256,0.077
1632754,0.373,1.47,0.66142,0.099
1632755,0.3,1.17,0.66142,0.099
1632756,0.323,1.3,0.74256,0.077
1632775,0.482,1.85,0.38107,0.187
1635130,0.174,0.4,1,0.011
1635131,0.169,0.38,1,0.011
1635132,0.144,0.32,0.91281,0.033
1635133,0.096,0.22,0.91281,0.033
1635134,0.021,0.05,1,0.011
1635135,-0.024,-0.06,1,-0.011
1635136,0.007,0.02,1,0.011
1635137,0.086,0.24,1,0.011
1635138,0.146,0.41,0.91281,0.033
1635139,0.762,2.09,0.91281,0.033
1635140,0.402,1.09,0.91281,0.033
1635141,0.232,0.62,1,0.011
1635142,0.623,1.77,0.58407,0.121
1635143,0.839,2.55,0.74256,0.077
1635144,0.792,2.43,0.74256,0.077
1635145,0.742,2.24,0.82667,0.055
1635146,0.69,2.08,0.82667,0.055
1635147,0.649,2.05,0.82667,0.055
1635148,0.594,1.89,0.82667,0.055
1635149,0.548,1.77,0.82667,0.055
1635150,0.501,1.68,0.74256,0.077
1635151,0.459,1.6,0.66142,0.099
1635152,0.418,1.54,0.66142,0.099
1635154,0.367,1.45,0.66142,0.099
1635155,0.367,1.43,0.66142,0.099
1635156,0.234,0.9,0.66142,0.099
1635157,0.292,1.1,0.66142,0.099
1635158,0.297,1.16,0.66142,0.099
1635169,0.47,1.8,0.38107,0.187
1635170,0.488,1.86,0.38107,0.187
1635174,0.504,1.92,0.38107,0.187
1635175,0.502,1.89,0.38107,0.187
1635176,0.496,1.87,0.38107,0.187
1635177,0.491,1.82,0.51122,0.143
1635178,0.482,1.82,0.44342,0.165
1635180,0.41,1.54,0.51122,0.143
1635181,0.459,1.68,0.44342,0.165
1635184,0.321,1.21,0.66142,0.099
1635185,0.47,1.77,0.74256,0.077
1635208,0.78,2.88,0.51122,0.143
1635209,0.915,3.39,0.51122,0.143
1635210,0.98,3.66,0.58407,0.121
1635211,1.025,3.84,0.66142,0.099
1635212,0.91,3.41,0.66142,0.099
1635213,0.956,3.67,0.66142,0.099
1637531,0.251,0.55,0.91281,0.033
1637532,0.15,0.35,1,0.011
1637533,0.141,0.33,1,0.011
1637534,0.11,0.26,1,0.011
1637535,0.079,0.18,1,0.011
1637536,0.186,0.43,0.91281,0.033
1637537,-0.037,-0.09,1,-0.011
1637538,0.053,0.14,1,0.011
1637539,0.123,0.34,1,0.011
1637540,0.2,0.55,0.91281,0.033
1637541,0.62,1.65,0.91281,0.033
1637542,0.224,0.59,0.91281,0.033
1637543,0.254,0.66,1,0.011
1637544,0.487,1.36,0.51122,0.143
1637545,0.747,2.18,0.66142,0.099
1637546,0.713,2.09,0.74256,0.077
1637547,0.673,1.95,0.74256,0.077
1637548,0.736,2.17,0.78398,0.066
1637549,0.69,2.12,0.82667,0.055
1637550,0.646,2.05,0.82667,0.055
1637551,0.6,1.99,0.74256,0.077
1637552,0.553,1.86,0.74256,0.077
1637553,0.508,1.77,0.66142,0.099
1637554,0.47,1.73,0.6217,0.11
1637555,0.424,1.59,0.66142,0.099
1637556,0.393,1.48,0.66142,0.099
1637557,0.38,1.4,0.66142,0.099
1637558,0.38,1.39,0.66142,0.099
1637559,0.39,1.44,0.66142,0.099
1637560,0.377,1.41,0.66142,0.099
1637566,0.518,1.94,0.74256,0.077
1637567,0.503,1.8,0.66142,0.099
1637571,0.485,1.8,0.51122,0.143
1637576,0.511,1.89,0.44342,0.165
1637577,0.548,1.98,0.51122,0.143
1637578,0.548,1.98,0.51122,0.143
1637579,0.564,1.99,0.51122,0.143
1637580,0.526,1.9,0.51122,0.143
1637584,0.542,1.92,0.44342,0.165
1637585,0.491,1.74,0.51122,0.143
1637586,0.563,1.97,0.66142,0.099
1637587,0.577,2.11,0.74256,0.077
1637594,0.882,2.95,0.82667,0.055
1637607,0.639,2.26,0.66142,0.099
1637608,0.733,2.66,0.58407,0.121
1637609,0.791,2.91,0.51122,0.143
1637610,0.776,2.85,0.51122,0.143
1637611,0.945,3.52,0.58407,0.121
1637612,0.888,3.25,0.58407,0.121
1637613,0.92,3.37,0.58407,0.121
1637614,0.945,3.52,0.66142,0.099
1637615,1.035,3.89,0.66142,0.099
1637616,0.947,3.6,0.66142,0.099
1637617,0.755,2.91,0.66142,0.099
1637618,0.723,2.8,0.66142,0.099
1639929,0.277,0.67,0.91281,0.033
1639930,0.262,0.62,0.91281,0.033
1639933,0.231,0.52,0.91281,0.033
1639934,0.104,0.26,1,0.011
1639935,0.094,0.23,1,0.011
1639936,0.071,0.17,1,0.011
1639937,0.03,0.07,1,0.011
1639938,-0.071,-0.17,1,-0.011
1639939,0.002,0,1,0.011
1639940,0.076,0.19,1,0.011
1639941,0.132,0.34,1,0.011
1639942,0.51,1.33,0.91281,0.033
1639943,0.324,0.84,0.91281,0.033
1639944,0.248,0.63,1,0.011
1639945,0.964,2.52,0.66142,0.099
1639946,0.733,2.02,0.51122,0.143
1639947,0.543,1.51,0.51122,0.143
1639948,0.45,1.24,0.58407,0.121
1639949,0.675,1.92,0.66142,0.099
1639950,0.679,2,0.82667,0.055
1639951,0.743,2.29,0.82667,0.055
1639952,0.698,2.24,0.74256,0.077
1639953,0.654,2.18,0.66142,0.099
1639954,0.61,2.13,0.58407,0.121
1639955,0.566,2.01,0.58407,0.121
1639956,0.5,1.88,0.58407,0.121
1639957,0.463,1.78,0.58407,0.121
1639958,0.448,1.63,0.66142,0.099
1639959,0.418,1.49,0.66142,0.099
1639960,0.4,1.41,0.66142,0.099
1639961,0.426,1.59,0.66142,0.099
1639964,0.413,1.57,0.58407,0.121
1639966,0.504,1.89,0.58407,0.121
1639967,0.512,1.92,0.74256,0.077
1639968,0.531,1.97,0.74256,0.077
1639969,0.573,2.06,0.58407,0.121
1639972,0.474,1.72,0.51122,0.143
1639973,0.518,1.88,0.51122,0.143
1639978,0.62,2.2,0.51122,0.143
1639979,0.658,2.25,0.51122,0.143
1639980,0.62,2.07,0.51122,0.143
1639981,0.584,1.97,0.51122,0.143
1639982,0.54,1.95,0.51122,0.143
1639985,0.518,1.82,0.44342,0.165
1639986,0.587,1.96,0.44342,0.165
1639987,0.683,2.28,0.44342,0.165
1639988,0.565,2.01,0.66142,0.099
1639991,0.45,1.66,0.66142,0.099
1639992,0.61,2.22,0.66142,0.099
1639993,0.77,2.74,0.82667,0.055
1639994,0.81,2.85,0.82667,0.055
1639995,0.842,2.85,0.82667,0.055
1640007,0.47,1.64,0.74256,0.077
1640008,0.67,2.4,0.66142,0.099
1640009,0.728,2.65,0.66142,0.099
1640010,0.777,2.85,0.58407,0.121
1640011,0.789,2.89,0.51122,0.143
1640012,0.765,2.72,0.51122,0.143
1640013,0.805,2.91,0.51122,0.143
1640014,0.863,3.14,0.51122,0.143
1640015,0.64,2.26,0.51122,0.143
1640016,0.75,2.71,0.58407,0.121
1640017,0.875,3.18,0.66142,0.099
1640018,1.035,3.86,0.66142,0.099
1640019,0.718,2.74,0.66142,0.099
1640020,0.718,2.75,0.66142,0.099
1640021,0.718,2.77,0.66142,0.099
1640022,0.637,2.5,0.66142,0.099
1640023,0.642,2.53,0.66142,0.099
1642331,0.261,0.61,0.91281,0.033
1642332,0.233,0.52,0.91281,0.033
1642333,0.237,0.54,0.91281,0.033
1642334,0.253,0.59,0.91281,0.033
1642335,0.258,0.61,0.91281,0.033
1642336,0.064,0.17,0.91281,0.033
1642337,0.046,0.12,1,0.011
1642338,-0.046,-0.12,1,-0.011
1642339,-0.036,-0.09,1,-0.011
1642340,-0.015,-0.04,1,-0.011
1642341,0.028,0.07,1,0.011
1642342,0.091,0.22,1,0.011
1642343,0.146,0.36,0.91281,0.033
1642344,0.434,1.1,0.91281,0.033
1642345,0.236,0.59,1,0.011
1642346,0.266,0.65,1,0.011
1642347,0.996,2.52,0.66142,0.099
1642348,0.971,2.52,0.66142,0.099
1642349,0.805,2.16,0.54644,0.132
1642350,0.56,1.55,0.51122,0.143
1642351,0.715,2.06,0.58407,0.121
1642352,0.849,2.57,0.74256,0.077
1642353,0.808,2.56,0.74256,0.077
1642354,0.768,2.53,0.66142,0.099
1642355,0.718,2.41,0.58407,0.121
1642356,0.676,2.33,0.58407,0.121
1642357,0.629,2.22,0.58407,0.121
1642358,0.587,2.1,0.58407,0.121
1642359,0.548,2,0.58407,0.121
1642360,0.508,1.77,0.66142,0.099
1642361,0.476,1.61,0.74256,0.077
1642362,0.458,1.62,0.66142,0.099
1642363,0.474,1.74,0.66142,0.099
1642364,0.504,1.86,0.66142,0.099
1642365,0.5,1.85,0.58407,0.121
1642366,0.574,2.09,0.66142,0.099
1642367,0.53,1.97,0.58407,0.121
1642368,0.63,2.29,0.58407,0.121
1642369,0.755,2.64,0.58407,0.121
1642370,0.729,2.54,0.66142,0.099
1642371,0.858,2.96,0.44342,0.165
1642372,0.757,2.49,0.51122,0.143
1642374,0.492,1.69,0.51122,0.143
1642375,0.542,1.96,0.51122,0.143
1642377,0.514,1.89,0.44342,0.165
1642381,0.648,2.26,0.51122,0.143
1642382,0.626,2.09,0.51122,0.143
1642383,0.586,1.96,0.51122,0.143
1642384,0.526,1.81,0.51122,0.143
1642385,0.48,1.72,0.54644,0.132
1642387,0.46,1.63,0.44342,0.165
1642388,0.548,1.85,0.44342,0.165
1642389,0.644,2.17,0.44342,0.165
1642390,0.581,2.01,0.44342,0.165
1642392,0.593,2.1,0.66142,0.099
1642393,0.616,2.12,0.66142,0.099
1642394,0.837,2.83,0.66142,0.099
1642395,0.772,2.72,0.82667,0.055
1642396,0.82,2.79,0.82667,0.055
1642406,0.373,1.19,1,0.011
1642407,0.28,0.94,0.91281,0.033
1642408,0.243,0.81,0.82667,0.055
1642409,0.238,0.8,0.82667,0.055
1642410,0.542,1.92,0.66142,0.099
1642411,0.668,2.41,0.66142,0.099
1642412,0.708,2.57,0.58407,0.121
1642413,0.563,1.94,0.58407,0.121
1642414,0.579,2.01,0.58407,0.121
1642415,0.593,2.06,0.51122,0.143
1642416,0.732,2.56,0.51122,0.143
1642417,0.617,2.12,0.51122,0.143
1642418,0.725,2.59,0.58407,0.121
1642419,0.71,2.53,0.58407,0.121
1642420,0.898,3.25,0.66142,0.099
1642421,0.72,2.69,0.66142,0.099
1642422,0.712,2.7,0.66142,0.099
1642423,0.714,2.74,0.66142,0.099
1642424,0.695,2.69,0.66142,0.099
1642425,0.641,2.51,0.66142,0.099
1642426,0.649,2.56,0.66142,0.099
1642427,0.729,2.91,0.66142,0.099
1642428,0.702,2.84,0.66142,0.099
1644734,0.244,0.53,0.91281,0.033
1644735,0.253,0.55,0.91281,0.033
1644736,0.23,0.51,0.91281,0.033
1644737,0.233,0.52,0.91281,0.033
1644738,0.09,0.22,1,0.011
1644739,-0.034,-0.09,1,-0.011
1644740,-0.037,-0.09,1,-0.011
1644741,0.017,0.04,1,0.011
1644742,0.056,0.14,1,0.011
1644743,0.096,0.24,1,0.011
1644744,0.132,0.32,1,0.011
1644745,0.312,0.74,0.91281,0.033
1644746,0.218,0.52,1,0.011
1644747,0.252,0.6,1,0.011
1644748,0.286,0.68,0.82667,0.055
1644749,1.36,3.3,0.44342,0.165
1644750,1.011,2.56,0.58407,0.121
1644751,0.994,2.64,0.51122,0.143
1644752,0.7,1.97,0.58407,0.121
1644753,0.682,1.98,0.58407,0.121
1644754,0.772,2.31,0.58407,0.121
1644755,0.864,2.67,0.74256,0.077
1644756,0.823,2.63,0.74256,0.077
1644757,0.789,2.7,0.58407,0.121
1644758,0.74,2.57,0.58407,0.121
1644759,0.692,2.37,0.58407,0.121
1644760,0.605,2.22,0.58407,0.121
1644761,0.611,2.15,0.58407,0.121
1644762,0.569,1.9,0.74256,0.077
1644763,0.54,1.85,0.66142,0.099
1644764,0.519,1.83,0.58407,0.121
1644765,0.501,1.82,0.58407,0.121
1644766,0.497,1.74,0.66142,0.099
1644767,0.591,2.08,0.66142,0.099
1644768,0.676,2.41,0.58407,0.121
1644769,0.684,2.45,0.58407,0.121
1644770,0.736,2.61,0.476,0.154
1644771,0.715,2.49,0.51122,0.143
1644772,0.79,2.61,0.58407,0.121
