"nie_malla_modi_id","var"
1714500,"m01"
1716927,"m01"
1719329,"m01"
1721730,"m01"
1721731,"m01"
1721732,"m01"
1724132,"m01"
1724133,"m01"
1724134,"m01"
1724135,"m01"
1726534,"m01"
1726535,"m01"
1726536,"m01"
1726537,"m01"
1728936,"m01"
1728937,"m01"
1728938,"m01"
1728939,"m01"
1728940,"m01"
1731329,"m01"
1731333,"m01"
1731334,"m01"
1731335,"m01"
1731337,"m01"
1731338,"m01"
1731339,"m01"
1731340,"m01"
1731341,"m01"
1731342,"m01"
1733728,"m01"
1733730,"m01"
1733731,"m01"
1733732,"m01"
1733733,"m01"
1733734,"m01"
1733735,"m01"
1733736,"m01"
1733737,"m01"
1733738,"m01"
1733739,"m01"
1733740,"m01"
1733741,"m01"
1733742,"m01"
1733743,"m01"
1733744,"m01"
1736140,"m01"
1736141,"m01"
1736142,"m01"
1736143,"m01"
1736144,"m01"
1736145,"m01"
1736146,"m01"
1736147,"m01"
1738543,"m01"
1738544,"m01"
1738545,"m01"
1738546,"m01"
1738547,"m01"
1738548,"m01"
1738549,"m01"
1740945,"m01"
1740946,"m01"
1740947,"m01"
1740948,"m01"
1740949,"m01"
1740950,"m01"
1740951,"m01"
1743353,"m01"
