"nie_malla_modi_id","sen_slope_prem10","sen_slope_per_prem10","p_value_prem10","tau_prem10"
1601524,-0.707,-2.34,0.51122,-0.143
1601525,-0.703,-2.35,0.51122,-0.143
1603905,0.217,0.32,1,0.011
1603906,-1.23,-1.98,0.74256,-0.077
1603907,-1.179,-1.89,0.66142,-0.099
1603908,-1.325,-2.31,0.82667,-0.055
1603909,-1.59,-2.78,0.66142,-0.099
1603910,-1.5,-2.74,0.66142,-0.099
1603911,-1.11,-2.17,0.66142,-0.099
1603912,-0.247,-0.56,1,-0.011
1603918,-0.939,-2.54,0.66142,-0.099
1603919,-0.943,-2.53,0.66142,-0.099
1603920,-0.986,-2.56,0.66142,-0.099
1603921,-1.043,-2.89,0.44342,-0.165
1603922,-1.249,-3.2,0.44342,-0.165
1603923,-1.059,-2.91,0.44342,-0.165
1603924,-1.247,-3.59,0.51122,-0.143
1603925,-0.847,-2.62,0.51122,-0.143
1603926,-0.751,-2.41,0.51122,-0.143
1603927,-0.721,-2.4,0.44342,-0.165
1606307,-1.291,-2,0.74256,-0.077
1606308,-1.249,-1.92,0.66142,-0.099
1606309,-1.159,-1.86,0.66142,-0.099
1606310,-1.404,-2.35,0.66142,-0.099
1606311,-1.707,-2.88,0.66142,-0.099
1606312,-1.77,-3.18,0.58407,-0.121
1606313,-1.422,-2.73,0.66142,-0.099
1606314,-1.435,-2.86,0.66142,-0.099
1606315,-0.35,-0.8,0.91281,-0.033
1606320,-0.993,-2.58,0.66142,-0.099
1606321,-0.973,-2.57,0.66142,-0.099
1606322,-1.099,-2.82,0.66142,-0.099
1606323,-1.097,-2.97,0.44342,-0.165
1606324,-1.28,-3.23,0.44342,-0.165
1606325,-1.26,-3.16,0.44342,-0.165
1606326,-1.283,-3.63,0.51122,-0.143
1606327,-1.16,-3.38,0.51122,-0.143
1606328,-0.782,-2.51,0.51122,-0.143
1606329,-0.815,-2.66,0.44342,-0.165
1606330,-0.842,-2.81,0.44342,-0.165
1608708,-0.535,-0.73,0.82667,-0.055
1608709,-1.307,-1.95,0.66142,-0.099
1608710,-2.15,-3.19,0.66142,-0.099
1608711,-1.32,-2.09,0.66142,-0.099
1608712,-2.14,-3.42,0.66142,-0.099
1608713,-2.07,-3.41,0.58407,-0.121
1608714,-1.79,-3.21,0.58407,-0.121
1608715,-1.81,-3.34,0.58407,-0.121
1608716,-1.478,-2.91,0.58407,-0.121
1608717,-0.4,-0.91,0.91281,-0.033
1608718,-0.555,-1.33,0.91281,-0.033
1608719,-0.835,-1.99,0.91281,-0.033
1608720,-1.086,-2.66,0.74256,-0.077
1608721,-1.049,-2.63,0.66142,-0.099
1608723,-1.086,-2.85,0.66142,-0.099
1608724,-1.253,-3.59,0.51122,-0.143
1608725,-1.223,-3.18,0.44342,-0.165
1608726,-1.303,-3.3,0.44342,-0.165
1608727,-1.232,-3.2,0.44342,-0.165
1608728,-1.133,-3.31,0.51122,-0.143
1608729,-0.96,-2.89,0.51122,-0.143
1608730,-0.883,-2.77,0.51122,-0.143
1608731,-0.917,-2.97,0.44342,-0.165
1608732,-0.94,-3.11,0.44342,-0.165
1611108,-1.04,-1.37,0.82667,-0.055
1611110,-1.143,-1.48,0.82667,-0.055
1611111,-2.551,-3.6,0.66142,-0.099
1611112,-2.533,-3.59,0.66142,-0.099
1611113,-2.373,-3.59,0.66142,-0.099
1611114,-2.3,-3.51,0.58407,-0.121
1611115,-2.095,-3.36,0.58407,-0.121
1611116,-2.102,-3.5,0.58407,-0.121
1611117,-1.778,-3.15,0.58407,-0.121
1611118,-1.44,-2.76,0.58407,-0.121
1611119,-0.42,-0.96,0.91281,-0.033
1611120,-0.63,-1.47,0.91281,-0.033
1611121,-0.91,-2.14,0.74256,-0.077
1611122,-1.155,-2.62,0.66142,-0.099
1611123,-1.104,-2.67,0.66142,-0.099
1611124,-1.037,-2.64,0.66142,-0.099
1611125,-1.138,-2.98,0.66142,-0.099
1611126,-1.283,-3.65,0.51122,-0.143
1611127,-1.183,-3.12,0.44342,-0.165
1611128,-1.343,-3.36,0.44342,-0.165
1611129,-1.246,-3.22,0.44342,-0.165
1611130,-1.302,-3.56,0.44342,-0.165
1611131,-1.367,-3.77,0.51122,-0.143
1611132,-0.968,-3.01,0.51122,-0.143
1611133,-1.005,-3.22,0.44342,-0.165
1611134,-0.953,-3.13,0.44342,-0.165
1611135,-0.875,-2.93,0.44342,-0.165
1613509,-0.835,-1.11,0.82667,-0.055
1613510,-1.145,-1.49,0.82667,-0.055
1613511,-1.428,-1.82,0.82667,-0.055
1613512,-1.187,-1.53,0.82667,-0.055
1613513,-2.62,-3.59,0.66142,-0.099
1613514,-2.541,-3.58,0.58407,-0.121
1613515,-2.441,-3.57,0.58407,-0.121
1613516,-2.33,-3.46,0.58407,-0.121
1613517,-2.08,-3.31,0.58407,-0.121
1613518,-2.022,-3.39,0.58407,-0.121
1613519,-1.696,-3.05,0.58407,-0.121
1613520,-1.294,-2.63,0.58407,-0.121
1613521,-0.43,-1.01,0.91281,-0.033
1613522,-0.69,-1.58,0.91281,-0.033
1613523,-0.965,-2.17,0.74256,-0.077
1613524,-1.21,-2.67,0.66142,-0.099
1613525,-1.149,-2.69,0.66142,-0.099
1613526,-1.137,-2.72,0.66142,-0.099
1613527,-1.18,-3.01,0.66142,-0.099
1613528,-1.277,-3.52,0.44342,-0.165
1613529,-1.217,-3.18,0.44342,-0.165
1613530,-1.379,-3.41,0.44342,-0.165
1613531,-1.36,-3.3,0.44342,-0.165
1613532,-1.34,-3.37,0.44342,-0.165
1613533,-1.12,-3.27,0.51122,-0.143
1613534,-1.3,-3.69,0.51122,-0.143
1613535,-1.09,-3.45,0.44342,-0.165
1613536,-1,-3.25,0.44342,-0.165
1613537,-0.942,-3.1,0.44342,-0.165
1613538,-1.17,-3.65,0.51122,-0.143
1615910,-0.732,-0.98,0.82667,-0.055
1615911,-1.15,-1.49,0.82667,-0.055
1615912,-1.393,-1.77,0.82667,-0.055
1615913,-1.516,-1.89,0.82667,-0.055
1615914,-1.516,-1.88,0.82667,-0.055
1615915,-2.637,-3.58,0.66142,-0.099
1615916,-2.626,-3.56,0.58407,-0.121
1615917,-2.53,-3.55,0.58407,-0.121
1615918,-2.335,-3.42,0.58407,-0.121
1615919,-2.089,-3.26,0.58407,-0.121
1615920,-1.914,-3.31,0.58407,-0.121
1615921,-1.572,-2.93,0.58407,-0.121
1615922,-1.292,-2.48,0.58407,-0.121
1615923,-1.165,-2.36,0.58407,-0.121
1615924,-0.758,-1.64,0.74256,-0.077
1615925,-1.055,-2.41,0.74256,-0.077
1615926,-1.234,-2.73,0.66142,-0.099
1615927,-1.231,-2.72,0.66142,-0.099
1615928,-1.271,-2.99,0.66142,-0.099
1615929,-1.179,-3.11,0.44342,-0.165
1615930,-1.308,-3.59,0.44342,-0.165
1615931,-1.322,-3.34,0.44342,-0.165
1615932,-1.33,-3.23,0.44342,-0.165
1615933,-1.511,-3.53,0.44342,-0.165
1615934,-1.352,-3.39,0.44342,-0.165
1615935,-1.266,-3.27,0.44342,-0.165
1615936,-1.39,-3.89,0.51122,-0.143
1615937,-1.162,-3.57,0.51122,-0.143
1615938,-1.105,-3.5,0.44342,-0.165
1615939,-1.105,-3.5,0.44342,-0.165
1615940,-1.103,-3.5,0.44342,-0.165
1618310,-0.214,-0.3,1,-0.011
1618311,-0.225,-0.31,0.91281,-0.033
1618312,-0.273,-0.37,0.91281,-0.033
1618313,-0.582,-0.78,0.91281,-0.033
1618314,-1.005,-1.31,0.91281,-0.033
1618315,-1.5,-1.87,0.82667,-0.055
1618316,-1.526,-1.84,0.82667,-0.055
1618317,-2.68,-3.56,0.58407,-0.121
1618318,-2.649,-3.55,0.58407,-0.121
1618319,-2.56,-3.5,0.58407,-0.121
1618320,-2.34,-3.37,0.58407,-0.121
1618321,-2.164,-3.44,0.58407,-0.121
1618322,-1.81,-3.21,0.58407,-0.121
1618323,-1.612,-2.77,0.58407,-0.121
1618324,-1.188,-2.34,0.58407,-0.121
1618325,-1.205,-2.32,0.58407,-0.121
1618326,-0.937,-1.93,0.74256,-0.077
1618327,-1.065,-2.25,0.66142,-0.099
1618328,-1.251,-2.75,0.66142,-0.099
1618329,-1.297,-2.75,0.66142,-0.099
1618330,-1.366,-3.04,0.66142,-0.099
1618331,-1.267,-3.25,0.44342,-0.165
1618332,-1.337,-3.36,0.44342,-0.165
1618333,-1.406,-3.45,0.44342,-0.165
1618334,-1.501,-3.58,0.44342,-0.165
1618335,-1.534,-3.57,0.44342,-0.165
1618336,-1.549,-3.62,0.44342,-0.165
1618337,-1.232,-3.02,0.44342,-0.165
1618338,-1.42,-3.82,0.51122,-0.143
1618339,-1.413,-3.94,0.51122,-0.143
1618340,-1.312,-3.77,0.51122,-0.143
1620712,-0.165,-0.23,0.91281,-0.033
1620713,-0.802,-1.05,0.91281,-0.033
1620714,-0.898,-1.17,0.91281,-0.033
1620715,-1.32,-1.67,0.82667,-0.055
1620716,-1.49,-1.86,0.82667,-0.055
1620717,-1.493,-1.85,0.82667,-0.055
1620718,-1.489,-1.85,0.82667,-0.055
1620719,-2.6,-3.57,0.58407,-0.121
1620720,-2.62,-3.55,0.58407,-0.121
1620721,-2.525,-3.45,0.58407,-0.121
1620722,-2.295,-3.34,0.58407,-0.121
1620723,-2.158,-3.35,0.58407,-0.121
1620724,-1.876,-3.03,0.58407,-0.121
1620725,-1.492,-2.67,0.58407,-0.121
1620726,-1.305,-2.5,0.58407,-0.121
1620727,-1.185,-2.27,0.58407,-0.121
1620728,-1.066,-2.13,0.74256,-0.077
1620729,-1.191,-2.37,0.66142,-0.099
1620730,-1.279,-2.77,0.66142,-0.099
1620731,-1.374,-2.78,0.66142,-0.099
1620732,-1.459,-3.43,0.44342,-0.165
1620733,-1.427,-3.48,0.44342,-0.165
1620734,-1.439,-3.5,0.44342,-0.165
1620735,-1.503,-3.56,0.44342,-0.165
1620736,-1.529,-3.57,0.44342,-0.165
1620737,-1.28,-3.09,0.44342,-0.165
1620738,-1.344,-3.38,0.44342,-0.165
1620739,-1.42,-3.82,0.51122,-0.143
1620740,-1.343,-3.78,0.51122,-0.143
1623115,-0.44,-0.59,0.91281,-0.033
1623116,-0.983,-1.27,0.91281,-0.033
1623117,-1.486,-1.83,0.82667,-0.055
1623118,-1.52,-1.81,0.82667,-0.055
1623119,-1.536,-1.79,0.82667,-0.055
1623120,-1.529,-1.79,0.82667,-0.055
1623121,-2.659,-3.55,0.58407,-0.121
1623122,-2.643,-3.53,0.58407,-0.121
1623123,-2.525,-3.42,0.58407,-0.121
1623124,-2.385,-3.28,0.58407,-0.121
1623125,-2.198,-3.19,0.58407,-0.121
1623126,-1.826,-2.9,0.58407,-0.121
1623127,-1.557,-2.67,0.58407,-0.121
1623128,-1.29,-2.46,0.58407,-0.121
1623129,-1.065,-2.17,0.58407,-0.121
1623130,-0.994,-2.04,0.74256,-0.077
1623131,-1.303,-2.53,0.66142,-0.099
1623132,-1.4,-2.79,0.66142,-0.099
1623133,-1.457,-2.88,0.66142,-0.099
1623134,-1.51,-3.32,0.44342,-0.165
1623135,-1.531,-3.34,0.44342,-0.165
1623136,-1.529,-3.44,0.44342,-0.165
1623137,-1.539,-3.51,0.44342,-0.165
1623138,-1.43,-3.41,0.44342,-0.165
1623139,-1.261,-3.26,0.44342,-0.165
1623140,-1.453,-4,0.51122,-0.143
1623141,-1.287,-3.65,0.51122,-0.143
1623142,-1.205,-3.57,0.51122,-0.143
1625520,-1.477,-1.81,0.91281,-0.033
1625521,-1.52,-1.78,0.82667,-0.055
1625522,-1.517,-1.78,0.82667,-0.055
1625523,-2.691,-3.54,0.58407,-0.121
1625524,-2.68,-3.51,0.58407,-0.121
1625525,-2.59,-3.38,0.58407,-0.121
1625526,-2.4,-3.24,0.58407,-0.121
1625527,-2.11,-3.1,0.58407,-0.121
1625528,-1.794,-2.81,0.58407,-0.121
1625529,-1.451,-2.6,0.58407,-0.121
1625530,-1.395,-2.46,0.58407,-0.121
1625531,-1.13,-2.18,0.58407,-0.121
1625532,-1.005,-1.94,0.58407,-0.121
1625533,-1.674,-3.41,0.66142,-0.099
1625534,-1.684,-3.34,0.58407,-0.121
1625535,-1.661,-3.28,0.58407,-0.121
1625536,-1.551,-3.26,0.51122,-0.143
1625537,-1.569,-3.28,0.51122,-0.143
1625538,-1.58,-3.33,0.51122,-0.143
1625539,-1.55,-3.53,0.44342,-0.165
1625540,-1.409,-3.47,0.44342,-0.165
1625541,-1.357,-3.58,0.44342,-0.165
1625542,-1.153,-3.33,0.51122,-0.143
1625543,-1.155,-3.37,0.51122,-0.143
1625544,-1.188,-3.64,0.51122,-0.143
1627925,-2.736,-3.53,0.58407,-0.121
1627926,-2.655,-3.46,0.58407,-0.121
1627927,-2.55,-3.35,0.58407,-0.121
1627928,-2.31,-3.19,0.58407,-0.121
1627929,-2.044,-3.03,0.58407,-0.121
1627930,-1.68,-2.73,0.58407,-0.121
1627931,-1.555,-2.64,0.58407,-0.121
1627932,-1.3,-2.38,0.58407,-0.121
1627933,-1.21,-2.19,0.58407,-0.121
1627934,-1.23,-2.42,0.66142,-0.099
1627935,-1.723,-3.37,0.58407,-0.121
1627936,-1.742,-3.3,0.58407,-0.121
1627937,-1.696,-3.25,0.58407,-0.121
1627938,-1.62,-3.23,0.58407,-0.121
1627939,-1.54,-3.45,0.44342,-0.165
1627940,-1.536,-3.56,0.44342,-0.165
1627941,-1.464,-3.54,0.44342,-0.165
1627942,-1.303,-3.39,0.44342,-0.165
1627943,-1.353,-3.77,0.51122,-0.143
1627944,-1.383,-3.84,0.51122,-0.143
1627945,-1.163,-3.35,0.51122,-0.143
1627946,-1.195,-3.54,0.51122,-0.143
1627947,-1.242,-3.76,0.51122,-0.143
1627948,-1.31,-3.86,0.51122,-0.143
1630328,-2.7,-3.42,0.58407,-0.121
1630329,-2.555,-3.31,0.58407,-0.121
1630330,-2.316,-3.16,0.58407,-0.121
1630331,-1.972,-2.94,0.58407,-0.121
1630332,-1.669,-2.73,0.58407,-0.121
1630333,-1.555,-2.61,0.58407,-0.121
1630334,-0.957,-1.81,0.66142,-0.099
1630335,-1.51,-2.75,0.66142,-0.099
1630336,-1.457,-2.75,0.66142,-0.099
1630337,-1.88,-3.31,0.66142,-0.099
1630338,-1.743,-3.27,0.58407,-0.121
1630339,-1.597,-3.19,0.51122,-0.143
1630340,-1.497,-3.21,0.51122,-0.143
1630341,-1.3,-3.11,0.44342,-0.165
1630342,-1.39,-3.4,0.44342,-0.165
1630343,-1.403,-3.53,0.51122,-0.143
1630344,-1.39,-3.83,0.51122,-0.143
1630345,-1.32,-3.42,0.44342,-0.165
1630346,-1.308,-3.34,0.44342,-0.165
1630347,-1.45,-3.98,0.51122,-0.143
1630348,-1.185,-3.44,0.51122,-0.143
1630349,-1.307,-3.69,0.51122,-0.143
1632730,-2.715,-3.38,0.58407,-0.121
1632731,-2.46,-3.26,0.58407,-0.121
1632732,-2.214,-3.13,0.58407,-0.121
1632733,-1.93,-2.88,0.58407,-0.121
1632734,-1.835,-2.8,0.58407,-0.121
1632735,-1.297,-2.26,0.66142,-0.099
1632736,-1.223,-2.21,0.66142,-0.099
1632737,-1.723,-3.02,0.66142,-0.099
1632738,-1.84,-3.24,0.66142,-0.099
1632739,-1.848,-3.16,0.66142,-0.099
1632740,-1.81,-3.13,0.58407,-0.121
1632741,-1.567,-3.21,0.51122,-0.143
1632742,-1.464,-3.18,0.51122,-0.143
1632743,-1.48,-3.26,0.51122,-0.143
1632744,-1.359,-3.11,0.44342,-0.165
1632745,-1.329,-3.07,0.44342,-0.165
1632746,-1.3,-3.14,0.44342,-0.165
1632747,-1.287,-3.01,0.44342,-0.165
1632748,-1.41,-3.46,0.44342,-0.165
1632749,-1.383,-3.65,0.51122,-0.143
1632750,-1.536,-4.15,0.51122,-0.143
1632754,-1.275,-3.85,0.51122,-0.143
1632755,-1.302,-3.85,0.51122,-0.143
1632756,-1.172,-3.64,0.44342,-0.165
1632775,-0.996,-3.04,0.58407,-0.121
1635130,-2.723,-3.53,0.58407,-0.121
1635131,-2.73,-3.45,0.58407,-0.121
1635132,-2.645,-3.34,0.58407,-0.121
1635133,-2.475,-3.22,0.58407,-0.121
1635134,-2.182,-3.06,0.58407,-0.121
1635135,-2.075,-2.94,0.58407,-0.121
1635136,-1.325,-2.1,0.74256,-0.077
1635137,-1.417,-2.4,0.66142,-0.099
1635138,-1.37,-2.4,0.66142,-0.099
1635139,-1.862,-3.13,0.66142,-0.099
1635140,-1.845,-3.07,0.66142,-0.099
1635141,-1.825,-3.02,0.66142,-0.099
1635142,-1.716,-3.26,0.51122,-0.143
1635143,-1.549,-3.23,0.51122,-0.143
1635144,-1.521,-3.2,0.51122,-0.143
1635145,-1.543,-3.18,0.51122,-0.143
1635146,-1.531,-3.17,0.51122,-0.143
1635147,-1.531,-3.38,0.51122,-0.143
1635148,-1.53,-3.4,0.51122,-0.143
1635149,-1.339,-3.04,0.44342,-0.165
1635150,-1.337,-3.21,0.44342,-0.165
1635151,-1.525,-3.84,0.44342,-0.165
1635152,-1.183,-3.23,0.51122,-0.143
1635154,-1.115,-3.4,0.44342,-0.165
1635155,-1.167,-3.47,0.51122,-0.143
1635156,-1.223,-3.56,0.51122,-0.143
1635157,-1.263,-3.57,0.51122,-0.143
1635158,-1.2,-3.56,0.51122,-0.143
1635169,-1.026,-3.12,0.51122,-0.143
1635170,-1.003,-3.05,0.51122,-0.143
1635174,-1.028,-3.13,0.51122,-0.143
1635175,-1.032,-3.1,0.51122,-0.143
1635176,-1.022,-3.06,0.51122,-0.143
1635177,-1.037,-3.01,0.58407,-0.121
1635178,-1.017,-3.04,0.58407,-0.121
1635180,-1.05,-3.07,0.58407,-0.121
1635181,-1.094,-3.06,0.44342,-0.165
1635184,-1.005,-2.99,0.38107,-0.187
1635185,-1.085,-3.2,0.38107,-0.187
1635208,-1.595,-5.01,0.58407,-0.121
1635209,-1.562,-4.98,0.58407,-0.121
1635210,-1.658,-5.4,0.58407,-0.121
1635211,-1.758,-5.81,0.58407,-0.121
1635212,-1.835,-6.11,0.58407,-0.121
1635213,-1.925,-6.65,0.51122,-0.143
1637531,-1.429,-1.72,1,-0.011
1637532,-2.65,-3.52,0.58407,-0.121
1637533,-2.615,-3.41,0.58407,-0.121
1637534,-2.51,-3.3,0.58407,-0.121
1637535,-2.415,-3.19,0.58407,-0.121
1637536,-2.33,-3.07,0.58407,-0.121
1637537,-1.18,-1.74,0.66142,-0.099
1637538,-1.495,-2.4,0.66142,-0.099
1637539,-1.36,-2.29,0.66142,-0.099
1637540,-1.49,-2.53,0.66142,-0.099
1637541,-1.825,-2.97,0.66142,-0.099
1637542,-1.81,-2.92,0.66142,-0.099
1637543,-1.802,-2.87,0.66142,-0.099
1637544,-1.77,-3.29,0.51122,-0.143
1637545,-1.654,-3.26,0.51122,-0.143
1637546,-1.634,-3.23,0.51122,-0.143
1637547,-1.646,-3.21,0.51122,-0.143
1637548,-1.581,-3.18,0.51122,-0.143
1637549,-1.523,-3.22,0.51122,-0.143
1637550,-1.47,-3.26,0.51122,-0.143
1637551,-1.31,-3.08,0.44342,-0.165
1637552,-1.35,-3.24,0.44342,-0.165
1637553,-1.54,-3.87,0.44342,-0.165
1637554,-1.09,-2.97,0.51122,-0.143
1637555,-1.047,-2.94,0.51122,-0.143
1637556,-1.083,-3.07,0.51122,-0.143
1637557,-1.18,-3.25,0.51122,-0.143
1637558,-1.293,-3.51,0.51122,-0.143
1637559,-1.243,-3.4,0.51122,-0.143
1637560,-1.117,-3.13,0.51122,-0.143
1637566,-1.233,-3.48,0.44342,-0.165
1637567,-1.306,-3.47,0.44342,-0.165
1637571,-1.057,-3.06,0.58407,-0.121
1637576,-1.08,-3.15,0.51122,-0.143
1637577,-1.108,-3.11,0.58407,-0.121
1637578,-1.096,-3.07,0.58407,-0.121
1637579,-1.163,-3.15,0.44342,-0.165
1637580,-1.11,-3.08,0.58407,-0.121
1637584,-1.137,-3.09,0.38107,-0.187
1637585,-1.136,-3.08,0.38107,-0.187
1637586,-1.193,-3.17,0.38107,-0.187
1637587,-1.083,-3.07,0.44342,-0.165
1637594,-1.458,-3.57,0.44342,-0.165
1637607,-1.115,-3.18,0.58407,-0.121
1637608,-1.375,-4.11,0.58407,-0.121
1637609,-1.57,-4.88,0.58407,-0.121
1637610,-1.55,-4.83,0.58407,-0.121
1637611,-1.575,-5.08,0.58407,-0.121
1637612,-1.545,-4.87,0.58407,-0.121
1637613,-1.58,-5.03,0.58407,-0.121
1637614,-1.592,-5.19,0.58407,-0.121
1637615,-1.75,-5.86,0.58407,-0.121
1637616,-1.925,-6.62,0.51122,-0.143
1637617,-2.025,-7.14,0.51122,-0.143
1637618,-2.025,-7.23,0.51122,-0.143
1639929,0.242,0.33,1,0.011
1639930,-0.155,-0.21,1,-0.011
1639933,-1.3,-1.6,1,-0.011
1639934,-2.46,-3.49,0.58407,-0.121
1639935,-2.43,-3.39,0.58407,-0.121
1639936,-2.355,-3.28,0.58407,-0.121
1639937,-0.948,-1.35,0.66142,-0.099
1639938,-1.139,-1.6,0.66142,-0.099
1639939,-1.345,-1.96,0.74256,-0.077
1639940,-1.615,-2.47,0.66142,-0.099
1639941,-1.83,-2.86,0.66142,-0.099
1639942,-1.81,-2.86,0.66142,-0.099
1639943,-1.78,-2.8,0.66142,-0.099
1639944,-1.783,-2.75,0.66142,-0.099
1639945,-1.954,-3.33,0.58407,-0.121
1639946,-1.819,-3.31,0.51122,-0.143
1639947,-1.787,-3.29,0.51122,-0.143
1639948,-1.784,-3.26,0.51122,-0.143
1639949,-1.699,-3.23,0.51122,-0.143
1639950,-1.603,-3.2,0.51122,-0.143
1639951,-1.497,-3.17,0.51122,-0.143
1639952,-1.393,-3.13,0.51122,-0.143
1639953,-1.306,-3.09,0.44342,-0.165
1639954,-1.3,-3.3,0.51122,-0.143
1639955,-1.24,-3.21,0.51122,-0.143
1639956,-1.047,-2.95,0.51122,-0.143
1639957,-1.001,-2.91,0.51122,-0.143
1639958,-1.173,-3.16,0.51122,-0.143
1639959,-1.427,-3.71,0.51122,-0.143
1639960,-1.557,-3.99,0.51122,-0.143
1639961,-1.028,-2.86,0.51122,-0.143
1639964,-1.015,-2.92,0.44342,-0.165
1639966,-1.133,-3.22,0.44342,-0.165
1639967,-1.202,-3.39,0.44342,-0.165
1639968,-1.272,-3.57,0.44342,-0.165
1639969,-1.27,-3.41,0.44342,-0.165
1639972,-1.095,-3.07,0.44342,-0.165
1639973,-1.07,-3.02,0.58407,-0.121
1639978,-1.144,-3.15,0.58407,-0.121
1639979,-1.283,-3.34,0.44342,-0.165
1639980,-1.398,-3.5,0.44342,-0.165
1639981,-1.378,-3.47,0.44342,-0.165
1639982,-1.088,-3.03,0.58407,-0.121
1639985,-1.163,-3.09,0.38107,-0.187
1639986,-1.281,-3.15,0.38107,-0.187
1639987,-1.26,-3.08,0.38107,-0.187
1639988,-1.124,-3.05,0.44342,-0.165
1639991,-1.14,-3.27,0.38107,-0.187
1639992,-1.172,-3.29,0.38107,-0.187
1639993,-1.19,-3.19,0.38107,-0.187
1639994,-1.297,-3.42,0.38107,-0.187
1639995,-1.292,-3.22,0.44342,-0.165
1640007,-1.176,-3.22,0.51122,-0.143
1640008,-1.235,-3.56,0.51122,-0.143
1640009,-1.425,-4.27,0.58407,-0.121
1640010,-1.495,-4.56,0.58407,-0.121
1640011,-1.495,-4.6,0.58407,-0.121
1640012,-1.497,-4.43,0.58407,-0.121
1640013,-1.573,-4.83,0.58407,-0.121
1640014,-1.49,-4.66,0.58407,-0.121
1640015,-1.56,-4.61,0.51122,-0.143
1640016,-1.526,-4.74,0.51122,-0.143
1640017,-1.584,-4.99,0.51122,-0.143
1640018,-1.72,-5.71,0.51122,-0.143
1640019,-1.99,-6.9,0.44342,-0.165
1640020,-2.05,-7.23,0.51122,-0.143
1640021,-2.05,-7.33,0.51122,-0.143
1640022,-1.957,-7.17,0.51122,-0.143
1640023,-1.908,-7.04,0.51122,-0.143
1642331,-0.31,-0.4,1,-0.011
1642332,-1.103,-1.37,1,-0.011
1642333,-0.825,-1.04,1,-0.011
1642334,-0.415,-0.54,1,-0.011
1642335,-0.223,-0.29,1,-0.011
1642336,-2.295,-3.45,0.58407,-0.121
1642337,-2.225,-3.35,0.58407,-0.121
1642338,-0.967,-1.49,0.66142,-0.099
1642339,-1.16,-1.74,0.66142,-0.099
1642340,-1.295,-1.84,0.74256,-0.077
1642341,-1.48,-2.09,0.66142,-0.099
1642342,-1.71,-2.48,0.66142,-0.099
1642343,-1.86,-2.74,0.66142,-0.099
1642344,-1.76,-2.69,0.66142,-0.099
1642345,-1.76,-2.63,0.66142,-0.099
1642346,-1.752,-2.6,0.66142,-0.099
1642347,-2.053,-3.35,0.58407,-0.121
1642348,-1.979,-3.34,0.58407,-0.121
1642349,-1.884,-3.32,0.58407,-0.121
1642350,-1.787,-3.29,0.51122,-0.143
1642351,-1.681,-3.27,0.51122,-0.143
1642352,-1.566,-3.24,0.51122,-0.143
