"nie_malla_modi_id","sen_slope_pnm01","sen_slope_per_pnm01","p_value_pnm01","tau_pnm01"
1618328,1.537,10.49,0.0375,0.429
1618329,1.541,8.57,0.02854,0.451
1618330,1.423,9.21,0.02854,0.451
1618331,0.878,7.66,0.0627,0.385
1618332,0.875,7.15,0.0627,0.385
1618333,1.056,8.11,0.0798,0.363
1618334,1.073,7.22,0.10052,0.341
1618335,1.192,7.39,0.10052,0.341
1618336,1.141,7.01,0.15463,0.297
1618337,1.11,8.47,0.12531,0.319
1618338,0.963,10.02,0.04874,0.407
1618339,0.868,10.58,0.0627,0.385
1618340,0.581,8.26,0.04874,0.407
1620712,3.706,12.34,0.02149,0.473
1620713,4.508,11.55,0.04874,0.407
1620714,5.164,12.03,0.0798,0.363
1620715,5.693,11.45,0.0627,0.385
1620716,5.791,11.11,0.0627,0.385
1620717,5.793,11.04,0.0627,0.385
1620718,5.812,11.41,0.0627,0.385
1620719,5.425,11.2,0.04874,0.407
1620720,6.399,12.53,0.10052,0.341
1620721,6.266,12.48,0.10052,0.341
1620722,4.56,11.57,0.02854,0.451
1620723,3.976,12.44,0.02149,0.473
1620724,3.563,12.53,0.04874,0.407
1620725,2.765,13.45,0.01601,0.495
1620726,1.322,9.24,0.01324,0.505
1620727,1.399,8.6,0.00997,0.527
1620728,1.757,9.13,0.02149,0.473
1620729,1.713,8.74,0.02149,0.473
1620730,1.55,9.68,0.0375,0.429
1620731,2.032,9.96,0.10052,0.341
1620732,1.123,7.06,0.10052,0.341
1620733,1.154,8.29,0.0798,0.363
1620734,1.141,8.05,0.0798,0.363
1620735,1.217,7.96,0.10052,0.341
1620736,1.26,7.94,0.10052,0.341
1620737,1.033,7.41,0.10052,0.341
1620738,1.062,8.84,0.12531,0.319
1620739,0.763,8.28,0.0798,0.363
1620740,0.765,9.81,0.07041,0.374
1623115,4.755,13.4,0.02854,0.451
1623116,5.49,11.98,0.04874,0.407
1623117,6.06,11.41,0.0627,0.385
1623118,6.792,11.57,0.0627,0.385
1623119,6.968,11.23,0.04874,0.407
1623120,7.061,11.8,0.0627,0.385
1623121,6.444,12.22,0.0798,0.363
1623122,6.386,12.09,0.10052,0.341
1623123,6.24,12.02,0.10052,0.341
1623124,6.187,12.32,0.0798,0.363
1623125,4.775,11.2,0.0627,0.385
1623126,3.829,12.45,0.02854,0.451
1623127,2.6,10.81,0.0086,0.538
1623128,1.293,8.79,0.0184,0.484
1623129,0.899,8.88,0.01793,0.484
1623130,1.72,9.76,0.02854,0.451
1623131,2.166,9.79,0.04874,0.407
1623132,2.052,9.68,0.0627,0.385
1623133,2.305,10.35,0.02854,0.451
1623134,1.712,9.01,0.0798,0.363
1623135,1.772,9.05,0.10052,0.341
1623136,1.203,6.8,0.0798,0.363
1623137,1.16,6.68,0.0798,0.363
1623138,1.143,7.66,0.10052,0.341
1623139,1.03,9.61,0.0627,0.385
1623140,0.74,8.59,0.0892,0.352
1623141,0.685,9.16,0.0892,0.352
1623142,0.519,8.49,0.07041,0.374
1625520,6.489,11.77,0.04874,0.407
1625521,6.727,10.85,0.04874,0.407
1625522,7.024,11.6,0.04874,0.407
1625523,6.351,11.32,0.0627,0.385
1625524,5.657,9.89,0.0798,0.363
1625525,5.915,10.13,0.0798,0.363
1625526,6.322,11.83,0.0798,0.363
1625527,5.197,12.5,0.0627,0.385
1625528,3.564,10.93,0.02854,0.451
1625529,2.655,12.64,0.01179,0.516
1625530,2.25,9.78,0.01179,0.516
1625531,1.99,11.89,0.00997,0.527
1625532,1.878,10.28,0.01601,0.495
1625533,1.278,6.76,0.0375,0.429
1625534,2.19,10.16,0.0375,0.429
1625535,2.295,10.27,0.02854,0.451
1625536,1.979,8.76,0.0627,0.385
1625537,1.587,6.86,0.10052,0.341
1625538,1.508,6.57,0.10052,0.341
1625539,1.15,6.63,0.0798,0.363
1625540,1.072,8.24,0.0798,0.363
1625541,0.933,9.11,0.0627,0.385
1625542,0.668,9.7,0.07041,0.374
1625543,0.559,8.91,0.0892,0.352
1625544,0.411,8.48,0.11184,0.33
1627925,5.827,9.35,0.04874,0.407
1627926,5.814,9.63,0.0627,0.385
1627927,5.655,9.36,0.04874,0.407
1627928,5.929,11.54,0.0798,0.363
1627929,5.185,12.33,0.0375,0.429
1627930,3.47,12.01,0.02854,0.451
1627931,3.165,12.28,0.02149,0.473
1627932,2.555,12.26,0.0086,0.538
1627933,2.485,11.12,0.02149,0.473
1627934,1.987,10.66,0.01179,0.516
1627935,2.14,9.73,0.04874,0.407
1627936,2.531,9.84,0.0375,0.429
1627937,2.19,8.42,0.04874,0.407
1627938,2.16,9.45,0.04874,0.407
1627939,1.451,7.98,0.0798,0.363
1627940,1.249,7.38,0.10052,0.341
1627941,1.05,7.2,0.10052,0.341
1627942,0.899,8.47,0.0627,0.385
1627943,0.7,8.5,0.0798,0.363
1627944,0.713,8.63,0.0798,0.363
1627945,0.678,9.96,0.07041,0.374
1627946,0.515,8.59,0.0892,0.352
1627947,0.495,8.59,0.05499,0.396
1627948,0.566,8.87,0.07041,0.374
1630328,5.785,8.55,0.12531,0.319
1630329,5.703,8.87,0.10052,0.341
1630330,5.495,9.97,0.0627,0.385
1630331,4.753,11.04,0.0627,0.385
1630332,3.335,10.85,0.0375,0.429
1630333,3.425,11.96,0.02854,0.451
1630334,2.206,10.82,0.02854,0.451
1630335,2.558,10.66,0.04874,0.407
1630336,2.201,10.16,0.0375,0.429
1630337,2.75,8.87,0.04874,0.407
1630338,2.058,7.33,0.0627,0.385
1630339,1.863,7.46,0.0627,0.385
1630340,1.75,9.01,0.0627,0.385
1630341,0.995,7.65,0.04874,0.407
1630342,0.953,7.83,0.10052,0.341
1630343,0.979,8.86,0.0627,0.385
1630344,0.597,7.16,0.0627,0.385
1630345,1.02,9.47,0.0798,0.363
1630346,1.04,8.96,0.0798,0.363
1630347,0.882,10.02,0.10052,0.341
1630348,0.58,8.67,0.0892,0.352
1630349,0.713,9.1,0.0798,0.363
1632730,5.9,8.33,0.18889,0.275
1632731,5.448,8.69,0.10052,0.341
1632732,5.679,11.11,0.0798,0.363
1632733,5.371,11.85,0.10052,0.341
1632734,4.815,11.24,0.0798,0.363
1632735,3.768,12.7,0.04874,0.407
1632736,2.823,10.84,0.02854,0.451
1632737,3.043,9.59,0.0627,0.385
1632738,3.013,9.67,0.0798,0.363
1632739,3.829,11.08,0.0798,0.363
1632740,3.682,10.82,0.0798,0.363
1632741,1.658,7.05,0.0627,0.385
1632742,1.447,7.73,0.10052,0.341
1632743,1.378,7.64,0.10052,0.341
1632744,1.4,8.61,0.0798,0.363
1632745,1.487,9.68,0.10052,0.341
1632746,1.06,8.25,0.0798,0.363
1632747,1.26,8.21,0.10052,0.341
1632748,1.055,8.21,0.15463,0.297
1632749,0.947,9.77,0.0798,0.363
1632750,0.9,9.92,0.0798,0.363
1632754,0.47,8,0.05499,0.396
1632755,0.522,8.22,0.0425,0.418
1632756,0.423,8.26,0.07041,0.374
1632775,0.32,5.57,0.0892,0.352
1635130,5.518,8.65,0.10052,0.341
1635131,5.612,8.14,0.12531,0.319
1635132,5.842,8.37,0.18889,0.275
1635133,5.518,8.23,0.15463,0.297
1635134,6.052,10.68,0.0375,0.429
1635135,5.305,9.35,0.0627,0.385
1635136,3.79,8.69,0.04874,0.407
1635137,3.158,8.99,0.04874,0.407
1635138,2.915,8.99,0.12531,0.319
1635139,3.845,10.28,0.0798,0.363
1635140,4.04,10.21,0.04874,0.407
1635141,3.94,9.82,0.04874,0.407
1635142,2.389,8.09,0.12531,0.319
1635143,2.033,9.35,0.0425,0.418
1635144,2.015,9.17,0.0627,0.385
1635145,1.638,6.84,0.04874,0.407
1635146,1.582,6.72,0.0627,0.385
1635147,1.155,6.37,0.15463,0.297
1635148,1.142,6.26,0.15463,0.297
1635149,1.297,7.48,0.15463,0.297
1635150,1.118,8.23,0.12531,0.319
1635151,1.049,9.38,0.0627,0.385
1635152,0.727,8.34,0.0798,0.363
1635154,0.37,7.44,0.15463,0.297
1635155,0.511,8.43,0.0627,0.385
1635156,0.597,9.03,0.05499,0.396
1635157,0.58,7.74,0.0627,0.385
1635158,0.531,8.34,0.07041,0.374
1635169,0.326,5.94,0.11184,0.33
1635170,0.312,5.61,0.11184,0.33
1635174,0.3,5.46,0.11184,0.33
1635175,0.323,5.33,0.11184,0.33
1635176,0.313,5.15,0.10052,0.341
1635177,0.457,6.82,0.0425,0.418
1635178,0.329,5.34,0.11184,0.33
1635180,0.452,6.74,0.0425,0.418
1635181,0.505,6.52,0.0375,0.429
1635184,0.416,6.54,0.0627,0.385
1635185,0.421,6.37,0.0627,0.385
1635208,0.03,0.87,0.50564,0.143
1635209,0,0,0.91056,0.033
1635210,0,0,0.86,-0.044
1635211,0,0,0.86,-0.044
1635212,0,0,0.86,-0.044
1635213,0,0,0.90282,-0.033
1637531,6.406,11.06,0.0627,0.385
1637532,6.048,9.87,0.10052,0.341
1637533,6.03,9.32,0.12531,0.319
1637534,6.24,9.55,0.12531,0.319
1637535,6.25,9.48,0.15463,0.297
1637536,5.873,8.79,0.18889,0.275
1637537,3.435,6.37,0.18889,0.275
1637538,3.893,8.72,0.04874,0.407
1637539,3.973,10.49,0.0798,0.363
1637540,3.81,10.16,0.10052,0.341
1637541,3.539,7.8,0.0627,0.385
1637542,3.45,7.52,0.0798,0.363
1637543,3.009,6.27,0.15463,0.297
1637544,3.109,9.29,0.0798,0.363
1637545,1.96,7.31,0.04874,0.407
1637546,1.984,7.42,0.04874,0.407
1637547,2.359,8.45,0.10052,0.341
1637548,1.727,6.71,0.0627,0.385
1637549,1.466,6.62,0.0798,0.363
1637550,1.268,7.12,0.12531,0.319
1637551,1.127,7.63,0.10052,0.341
1637552,1.064,7.76,0.12531,0.319
1637553,1.025,9.11,0.0627,0.385
1637554,0.727,8.44,0.0798,0.363
1637555,0.718,9.4,0.10052,0.341
1637556,0.524,7.28,0.10052,0.341
1637557,0.807,9.26,0.10052,0.341
1637558,0.813,8.77,0.0798,0.363
1637559,0.763,8.32,0.0798,0.363
1637560,0.576,7.52,0.0798,0.363
1637566,0.504,5.6,0.10052,0.341
1637567,0.529,4.81,0.15463,0.297
1637571,0.368,5.62,0.0798,0.363
1637576,0.362,5.49,0.10052,0.341
1637577,0.434,5.92,0.0627,0.385
1637578,0.45,6,0.04874,0.407
1637579,0.474,5.55,0.10052,0.341
1637580,0.47,6.17,0.02149,0.473
1637584,0.588,6.74,0.0375,0.429
1637585,0.6,6.76,0.0627,0.385
1637586,0.657,6.85,0.0627,0.385
1637587,0.473,6.02,0.0375,0.429
1637594,1.1,6.58,0.0798,0.363
1637607,0.204,3.18,0.11184,0.33
1637608,0.057,1.05,0.24768,0.242
1637609,0.043,1.08,0.22234,0.253
1637610,0.03,0.85,0.50564,0.143
1637611,0,0,0.95436,0.022
1637612,0.017,0.49,0.65722,0.099
1637613,0,0,1,-0.011
1637614,0,0,1,0
1637615,0,0,0.86,-0.044
1637616,0,0,0.90282,-0.033
1637617,0,0,0.79694,-0.055
1637618,0,0,0.79694,-0.055
1639929,3.313,10.4,0.0892,0.352
1639930,4.008,10.07,0.0325,0.44
1639933,5.855,10.71,0.04874,0.407
1639934,5.539,11.18,0.0798,0.363
1639935,5.741,10.94,0.0798,0.363
1639936,6.25,10.89,0.04874,0.407
1639937,3.55,6.31,0.18889,0.275
1639938,3.833,6.38,0.15463,0.297
1639939,3.493,6.11,0.18889,0.275
1639940,3.257,6.31,0.18889,0.275
1639941,3.169,6.34,0.27356,0.231
1639942,3.101,6.26,0.22844,0.253
1639943,3.065,6.14,0.27356,0.231
1639944,3.391,6.36,0.18889,0.275
1639945,2.854,6.56,0.22844,0.253
1639946,2.887,7.97,0.0798,0.363
1639947,3.084,9.03,0.0798,0.363
1639948,3.159,9.04,0.0798,0.363
1639949,2.714,9.12,0.0798,0.363
1639950,1.75,6.77,0.0627,0.385
1639951,1.498,6.81,0.10052,0.341
1639952,1.291,7.44,0.12531,0.319
1639953,1.025,7.41,0.0798,0.363
1639954,0.983,8.93,0.0627,0.385
1639955,0.883,8.67,0.0627,0.385
1639956,0.587,8,0.07041,0.374
1639957,0.49,7.74,0.12531,0.319
1639958,0.734,8.21,0.0627,0.385
1639959,0.665,6,0.15463,0.297
1639960,0.652,5.49,0.27356,0.231
1639961,0.633,7.84,0.0627,0.385
1639964,0.453,6.26,0.10052,0.341
1639966,0.403,4.98,0.15463,0.297
1639967,0.563,6.06,0.12531,0.319
1639968,0.573,6.53,0.0798,0.363
1639969,0.521,5.19,0.10052,0.341
1639972,0.437,5.76,0.02854,0.451
1639973,0.449,6.23,0.0375,0.429
1639978,0.496,6.15,0.12531,0.319
1639979,0.607,6.48,0.0627,0.385
1639980,0.792,7.43,0.0627,0.385
1639981,0.809,7.5,0.0627,0.385
1639982,0.468,6.16,0.02149,0.473
1639985,0.683,7.29,0.04874,0.407
1639986,0.978,8.15,0.0627,0.385
1639987,0.965,7.63,0.0627,0.385
1639988,0.547,6.26,0.0375,0.429
1639991,0.431,5.77,0.0798,0.363
1639992,0.742,6.36,0.0627,0.385
1639993,0.841,6.96,0.0798,0.363
1639994,0.869,6.81,0.0627,0.385
1639995,1.101,6.79,0.10052,0.341
1640007,0.478,5.48,0.05499,0.396
1640008,0.178,2.84,0.0892,0.352
1640009,0.06,1.08,0.20547,0.264
1640010,0.049,1,0.20547,0.264
1640011,0.044,1.02,0.20547,0.264
1640012,0.047,0.83,0.24768,0.242
1640013,0.04,0.96,0.24768,0.242
1640014,0.017,0.48,0.65722,0.099
1640015,0.049,0.93,0.2956,0.22
1640016,0.022,0.55,0.5791,0.121
1640017,0.002,0.08,0.73927,0.077
1640018,0,0,0.90282,-0.033
1640019,0,0,0.90282,-0.033
1640020,0,0,0.90282,-0.033
1640021,0,0,0.79694,-0.055
1640022,0,0,0.79694,-0.055
1640023,0,0,0.79694,-0.055
1642331,4.468,10.2,0.07041,0.374
1642332,4.505,8.15,0.15463,0.297
1642333,4.55,8.83,0.12531,0.319
1642334,6.095,13.38,0.04874,0.407
1642335,5.592,13.1,0.02854,0.451
1642336,4.906,11.49,0.0798,0.363
1642337,4.834,11.26,0.0798,0.363
1642338,4.098,9.5,0.10052,0.341
1642339,3.389,6.75,0.0627,0.385
1642340,3.55,6.03,0.15463,0.297
1642341,4.13,6.74,0.22844,0.253
1642342,4.424,7.59,0.18889,0.275
1642343,4.101,7.15,0.18889,0.275
1642344,3.41,6.29,0.22844,0.253
1642345,3.129,5.63,0.18889,0.275
1642346,3.631,6.32,0.15463,0.297
1642347,2.82,5.79,0.18889,0.275
1642348,2.921,6.55,0.22844,0.253
1642349,2.725,6.88,0.12531,0.319
1642350,2.962,8.86,0.0798,0.363
1642351,2.107,7.63,0.04874,0.407
1642352,1.54,6.56,0.10052,0.341
1642353,1.33,7.49,0.10052,0.341
1642354,1.004,6.83,0.0798,0.363
1642355,0.95,6.97,0.0627,0.385
1642356,0.932,7.89,0.10052,0.341
1642357,0.931,8.67,0.0627,0.385
1642358,0.857,8.64,0.0798,0.363
1642359,0.736,8.21,0.0798,0.363
1642360,1.008,8.9,0.0798,0.363
1642361,0.729,5.25,0.32442,0.209
1642362,0.66,5.74,0.27356,0.231
1642363,0.691,7.58,0.0627,0.385
1642364,0.699,7.65,0.10052,0.341
1642365,0.636,7.2,0.0798,0.363
1642366,0.666,6.83,0.12531,0.319
1642367,0.598,6.7,0.0798,0.363
1642368,0.632,6.43,0.12531,0.319
1642369,0.603,5.28,0.22844,0.253
1642370,0.63,5.47,0.22844,0.253
1642371,0.585,4.96,0.18889,0.275
1642372,0.817,5.6,0.18889,0.275
1642374,0.639,6.52,0.0627,0.385
1642375,0.447,5.96,0.04874,0.407
1642377,0.46,6.82,0.0375,0.429
1642381,0.51,5.64,0.0798,0.363
1642382,0.829,7.56,0.0798,0.363
1642383,0.838,7.55,0.0798,0.363
1642384,0.659,6.91,0.0627,0.385
1642385,0.528,6.72,0.02854,0.451
1642387,0.681,7.6,0.0627,0.385
1642388,0.974,8.39,0.0627,0.385
1642389,0.93,7.9,0.0627,0.385
1642390,0.734,7.05,0.0627,0.385
1642392,0.62,6.61,0.0627,0.385
1642393,0.85,5.39,0.0798,0.363
1642394,0.892,5.32,0.0798,0.363
1642395,0.907,6.96,0.0798,0.363
1642396,1.18,7.46,0.0798,0.363
1642406,1.227,7.56,0.0375,0.429
1642407,0.877,7.24,0.0425,0.418
1642408,0.803,7.05,0.07041,0.374
1642409,0.724,6.73,0.07041,0.374
1642410,0.402,5.28,0.07041,0.374
1642411,0.063,1.09,0.20547,0.264
1642412,0.06,1.1,0.22517,0.253
1642413,0.51,6.47,0.07041,0.374
1642414,0.227,3.49,0.18578,0.275
1642415,0.101,1.66,0.16876,0.286
1642416,0.042,0.75,0.24768,0.242
1642417,0.335,4.53,0.16876,0.286
1642418,0.04,0.86,0.2956,0.22
1642419,0.042,0.99,0.2956,0.22
1642420,0.004,0.12,0.5791,0.121
1642421,0,0,0.90282,-0.033
1642422,0,0,0.90282,-0.033
1642423,0,0,0.90282,-0.033
1642424,0,0,0.79694,-0.055
1642425,0,0,0.79694,-0.055
1642426,0,0,0.84666,-0.044
1642427,0,0,0.72924,-0.066
1642428,0,0,0.89763,-0.033
1644734,5.125,8.21,0.15463,0.297
1644735,5.385,8.31,0.15463,0.297
1644736,4.657,7.95,0.15463,0.297
1644737,5.971,10.72,0.0627,0.385
1644738,5.908,11.82,0.10052,0.341
1644739,4.157,8.85,0.04874,0.407
1644740,3.496,7.04,0.04874,0.407
1644741,3.34,6.71,0.0627,0.385
1644742,3.285,6.23,0.15463,0.297
1644743,3.346,5.95,0.18889,0.275
1644744,3.988,6.65,0.18889,0.275
1644745,3.475,5.58,0.22844,0.253
1644746,3.26,5.35,0.18889,0.275
1644747,3.709,6.03,0.18889,0.275
1644748,3.95,6.33,0.18889,0.275
1644749,3.03,5.64,0.22844,0.253
1644750,2.828,5.85,0.18889,0.275
1644751,2.748,6.73,0.15463,0.297
1644752,2.7,8.9,0.0892,0.352
1644753,1.917,7.08,0.0627,0.385
1644754,1.647,6.59,0.10052,0.341
1644755,1.385,6.49,0.10052,0.341
1644756,1.286,7.39,0.10052,0.341
1644757,0.936,7.77,0.10052,0.341
1644758,0.92,8.2,0.0798,0.363
