"nie_malla_modi_id","sen_slope_tempm11","sen_slope_per_tempm11","p_value_tempm11","tau_tempm11"
1611118,0.08,1.01,0.66142,0.099
1611119,0.084,1.01,0.66142,0.099
1611120,0.086,1.03,0.66142,0.099
1611121,0.084,1.03,0.66142,0.099
1611122,0.09,1.17,0.66142,0.099
1611123,0.082,1.03,0.66142,0.099
1611124,0.085,1.04,0.66142,0.099
1611125,0.081,1,0.66142,0.099
1611126,0.081,1.03,0.66142,0.099
1611127,0.077,1.05,0.66142,0.099
1611128,0.071,1.04,0.66142,0.099
1611129,0.077,1.09,0.74256,0.077
1611130,0.07,0.95,0.74256,0.077
1611131,0.062,0.85,0.74256,0.077
1611132,0.059,0.73,0.74256,0.077
1611133,0.056,0.69,0.74256,0.077
1611134,0.06,0.72,0.74256,0.077
1611135,0.059,0.7,0.74256,0.077
1613509,0.079,1.29,0.66142,0.099
1613510,0.071,1.22,0.66142,0.099
1613511,0.063,1.12,0.74256,0.077
1613512,0.067,1.15,0.66142,0.099
1613513,0.047,0.89,0.74256,0.077
1613514,0.05,0.9,0.74256,0.077
1613515,0.057,0.97,0.74256,0.077
1613516,0.053,0.89,0.74256,0.077
1613517,0.067,1.02,0.74256,0.077
1613518,0.077,1.11,0.70113,0.088
1613519,0.087,1.16,0.66142,0.099
1613520,0.084,1,0.66142,0.099
1613521,0.089,1.03,0.66142,0.099
1613522,0.081,0.99,0.66142,0.099
1613523,0.082,1.04,0.66142,0.099
1613524,0.09,1.2,0.66142,0.099
1613525,0.09,1.16,0.66142,0.099
1613526,0.09,1.17,0.66142,0.099
1613527,0.083,1.04,0.66142,0.099
1613528,0.083,1.07,0.66142,0.099
1613529,0.076,1.05,0.66142,0.099
1613530,0.067,0.99,0.66142,0.099
1613531,0.061,0.94,0.78398,0.066
1613532,0.067,1,0.74256,0.077
1613533,0.059,0.76,0.74256,0.077
1613534,0.057,0.77,0.74256,0.077
1613535,0.059,0.73,0.74256,0.077
1613536,0.057,0.7,0.74256,0.077
1613537,0.059,0.71,0.74256,0.077
1613538,0.056,0.71,0.74256,0.077
1615910,0.079,1.28,0.66142,0.099
1615911,0.07,1.22,0.66142,0.099
1615912,0.064,1.16,0.66142,0.099
1615913,0.056,1.05,0.74256,0.077
1615914,0.053,1,0.74256,0.077
1615915,0.044,0.87,0.74256,0.077
1615916,0.037,0.74,0.74256,0.077
1615917,0.04,0.75,0.74256,0.077
1615918,0.049,0.85,0.74256,0.077
1615919,0.06,0.95,0.74256,0.077
1615920,0.079,1.08,0.66142,0.099
1615921,0.082,1.04,0.66142,0.099
1615922,0.08,1.01,0.66142,0.099
1615923,0.079,0.96,0.66142,0.099
1615924,0.082,1.06,0.66142,0.099
1615925,0.08,1,0.66142,0.099
1615926,0.09,1.2,0.66142,0.099
1615927,0.084,1.16,0.66142,0.099
1615928,0.094,1.25,0.66142,0.099
1615929,0.083,1.11,0.66142,0.099
1615930,0.081,1.06,0.66142,0.099
1615931,0.073,1.04,0.66142,0.099
1615932,0.067,1.01,0.66142,0.099
1615933,0.056,0.89,0.82667,0.055
1615934,0.064,0.96,0.74256,0.077
1615935,0.067,0.98,0.74256,0.077
1615936,0.057,0.78,0.74256,0.077
1615937,0.057,0.73,0.74256,0.077
1615938,0.056,0.7,0.74256,0.077
1615939,0.058,0.72,0.70113,0.088
1615940,0.057,0.72,0.70113,0.088
1618310,0.073,1.07,0.58407,0.121
1618311,0.078,1.2,0.66142,0.099
1618312,0.08,1.24,0.66142,0.099
1618313,0.084,1.36,0.66142,0.099
1618314,0.074,1.27,0.66142,0.099
1618315,0.057,1.07,0.74256,0.077
1618316,0.046,0.93,0.74256,0.077
1618317,0.033,0.69,0.66142,0.099
1618318,0.031,0.66,0.66142,0.099
1618319,0.033,0.66,0.74256,0.077
1618320,0.04,0.73,0.74256,0.077
1618321,0.064,0.99,0.74256,0.077
1618322,0.084,1.12,0.66142,0.099
1618323,0.07,0.99,0.74256,0.077
1618324,0.076,0.93,0.66142,0.099
1618325,0.082,1.06,0.66142,0.099
1618326,0.079,1.07,0.66142,0.099
1618327,0.08,1.09,0.66142,0.099
1618328,0.091,1.23,0.66142,0.099
1618329,0.077,1.12,0.66142,0.099
1618330,0.083,1.17,0.66142,0.099
1618331,0.087,1.19,0.66142,0.099
1618332,0.069,0.98,0.66142,0.099
1618333,0.07,1.03,0.66142,0.099
1618334,0.063,0.97,0.66142,0.099
1618335,0.053,0.86,0.82667,0.055
1618336,0.049,0.79,0.82667,0.055
1618337,0.054,0.84,0.78398,0.066
1618338,0.062,0.89,0.74256,0.077
1618339,0.054,0.74,0.74256,0.077
1618340,0.052,0.71,0.74256,0.077
1620712,0.076,1.18,0.58407,0.121
1620713,0.079,1.34,0.66142,0.099
1620714,0.079,1.35,0.66142,0.099
1620715,0.064,1.18,0.66142,0.099
1620716,0.06,1.14,0.70113,0.088
1620717,0.059,1.12,0.74256,0.077
1620718,0.054,1.03,0.74256,0.077
1620719,0.047,0.92,0.74256,0.077
1620720,0.033,0.68,0.66142,0.099
1620721,0.033,0.68,0.66142,0.099
1620722,0.044,0.8,0.74256,0.077
1620723,0.054,0.88,0.74256,0.077
1620724,0.054,0.83,0.74256,0.077
1620725,0.077,1.04,0.74256,0.077
1620726,0.08,1.01,0.66142,0.099
1620727,0.079,1.02,0.74256,0.077
1620728,0.07,0.99,0.74256,0.077
1620729,0.066,0.96,0.74256,0.077
1620730,0.087,1.2,0.66142,0.099
1620731,0.066,1.02,0.74256,0.077
1620732,0.073,1.09,0.66142,0.099
1620733,0.084,1.23,0.66142,0.099
1620734,0.069,1.01,0.66142,0.099
1620735,0.064,0.99,0.66142,0.099
1620736,0.061,0.98,0.66142,0.099
1620737,0.064,1,0.74256,0.077
1620738,0.064,0.96,0.74256,0.077
1620739,0.061,0.86,0.74256,0.077
1620740,0.056,0.77,0.74256,0.077
1623115,0.087,1.42,0.66142,0.099
1623116,0.073,1.29,0.66142,0.099
1623117,0.056,1.1,0.74256,0.077
1623118,0.04,0.87,0.66142,0.099
1623119,0.039,0.89,0.66046,0.099
1623120,0.034,0.77,0.6217,0.11
1623121,0.039,0.83,0.70113,0.088
1623122,0.03,0.66,0.6217,0.11
1623123,0.03,0.65,0.6217,0.11
1623124,0.04,0.84,0.66142,0.099
1623125,0.033,0.62,0.66142,0.099
1623126,0.049,0.77,0.74256,0.077
1623127,0.061,0.88,0.74256,0.077
1623128,0.084,1.07,0.70113,0.088
1623129,0.076,0.92,0.66142,0.099
1623130,0.076,1.04,0.74256,0.077
1623131,0.06,0.92,0.74256,0.077
1623132,0.067,1.03,0.74256,0.077
1623133,0.06,0.97,0.74256,0.077
1623134,0.063,1.03,0.74256,0.077
1623135,0.06,1.01,0.74256,0.077
1623136,0.063,1.02,0.74256,0.077
1623137,0.059,0.95,0.66142,0.099
1623138,0.066,1.02,0.66142,0.099
1623139,0.074,1.06,0.74256,0.077
1623140,0.064,0.87,0.74256,0.077
1623141,0.056,0.76,0.74256,0.077
1623142,0.056,0.74,0.74256,0.077
1625520,0.056,1.12,0.74256,0.077
1625521,0.039,0.89,0.66142,0.099
1625522,0.04,0.91,0.74256,0.077
1625523,0.031,0.73,0.66046,0.099
1625524,0.04,0.96,0.6217,0.11
1625525,0.07,1.75,0.58407,0.121
1625526,0.06,1.37,0.6217,0.11
1625527,0.039,0.72,0.74256,0.077
1625528,0.047,0.78,0.74256,0.077
1625529,0.079,1.07,0.74256,0.077
1625530,0.064,0.92,0.74256,0.077
1625531,0.081,1.07,0.70113,0.088
1625532,0.079,1.07,0.70113,0.088
1625533,0.071,1.06,0.74256,0.077
1625534,0.063,1.01,0.74256,0.077
1625535,0.057,0.96,0.74256,0.077
1625536,0.054,0.96,0.74256,0.077
1625537,0.054,0.98,0.74256,0.077
1625538,0.051,0.93,0.74256,0.077
1625539,0.054,0.89,0.66142,0.099
1625540,0.07,1.06,0.66142,0.099
1625541,0.07,0.99,0.74256,0.077
1625542,0.06,0.79,0.74256,0.077
1625543,0.055,0.72,0.74256,0.077
1625544,0.056,0.72,0.74256,0.077
1627925,0.026,0.66,0.6217,0.11
1627926,0.03,0.76,0.6217,0.11
1627927,0.04,1.03,0.58407,0.121
1627928,0.034,0.77,0.74256,0.077
1627929,0.047,0.9,0.74256,0.077
1627930,0.063,1.02,0.74256,0.077
1627931,0.067,1.02,0.74256,0.077
1627932,0.079,1.09,0.74256,0.077
1627933,0.07,1.03,0.74256,0.077
1627934,0.079,1.14,0.66142,0.099
1627935,0.066,1.06,0.74256,0.077
1627936,0.054,0.96,0.74256,0.077
1627937,0.054,0.97,0.74256,0.077
1627938,0.063,1.09,0.74256,0.077
1627939,0.067,1.11,0.66142,0.099
1627940,0.057,0.91,0.66142,0.099
1627941,0.064,0.99,0.66142,0.099
1627942,0.077,1.1,0.66142,0.099
1627943,0.068,0.91,0.74256,0.077
1627944,0.061,0.84,0.74256,0.077
1627945,0.056,0.75,0.74256,0.077
1627946,0.057,0.75,0.74256,0.077
1627947,0.054,0.7,0.74256,0.077
1627948,0.052,0.7,0.74256,0.077
1630328,0.03,0.89,0.74256,0.077
1630329,0.03,0.85,0.6217,0.11
1630330,0.037,0.91,0.74256,0.077
1630331,0.06,1.19,0.74256,0.077
1630332,0.077,1.29,0.66142,0.099
1630333,0.076,1.24,0.66142,0.099
1630334,0.087,1.31,0.66142,0.099
1630335,0.073,1.19,0.66142,0.099
1630336,0.079,1.25,0.66142,0.099
1630337,0.056,1.04,0.74256,0.077
1630338,0.06,1.11,0.74256,0.077
1630339,0.056,1.04,0.74256,0.077
1630340,0.069,1.17,0.66142,0.099
1630341,0.07,1.04,0.66142,0.099
1630342,0.066,0.97,0.66142,0.099
1630343,0.076,1.09,0.66142,0.099
1630344,0.071,0.97,0.70113,0.088
1630345,0.074,1.07,0.74256,0.077
1630346,0.069,1.02,0.74256,0.077
1630347,0.057,0.8,0.74256,0.077
1630348,0.055,0.73,0.74256,0.077
1630349,0.054,0.74,0.74256,0.077
1632730,0.03,1.02,0.74256,0.077
1632731,0.039,1.06,0.82667,0.055
1632732,0.056,1.3,0.66142,0.099
1632733,0.066,1.39,0.66142,0.099
1632734,0.069,1.43,0.66142,0.099
1632735,0.083,1.52,0.66142,0.099
1632736,0.083,1.45,0.66142,0.099
1632737,0.081,1.53,0.66142,0.099
1632738,0.073,1.38,0.66142,0.099
1632739,0.06,1.24,0.66142,0.099
1632740,0.057,1.19,0.70113,0.088
1632741,0.073,1.34,0.66142,0.099
1632742,0.07,1.19,0.66142,0.099
1632743,0.051,0.86,0.66142,0.099
1632744,0.057,0.92,0.66142,0.099
1632745,0.06,0.96,0.66142,0.099
1632746,0.073,1.11,0.66142,0.099
1632747,0.066,1.06,0.74256,0.077
1632748,0.069,1.05,0.74256,0.077
1632749,0.062,0.89,0.74256,0.077
1632750,0.06,0.85,0.74256,0.077
1632754,0.052,0.68,0.82667,0.055
1632755,0.054,0.71,0.82667,0.055
1632756,0.057,0.73,0.78398,0.066
1632775,0.075,0.96,0.51122,0.143
1635130,0.041,1.13,0.74256,0.077
1635131,0.03,0.95,0.91281,0.033
1635132,0.027,0.91,0.82667,0.055
1635133,0.037,1.17,0.86935,0.044
1635134,0.057,1.46,0.66142,0.099
1635135,0.043,1.15,0.70113,0.088
1635136,0.047,1.09,0.66142,0.099
1635137,0.043,0.9,0.66142,0.099
1635138,0.047,0.92,0.66142,0.099
1635139,0.05,1.1,0.66142,0.099
1635140,0.057,1.3,0.66142,0.099
1635141,0.057,1.34,0.66142,0.099
1635142,0.06,1.29,0.66142,0.099
1635143,0.067,1.21,0.66142,0.099
1635144,0.067,1.2,0.66142,0.099
1635145,0.05,0.93,0.66142,0.099
1635146,0.04,0.75,0.66142,0.099
1635147,0.057,0.98,0.66142,0.099
1635148,0.056,0.95,0.66142,0.099
1635149,0.06,1,0.74256,0.077
1635150,0.069,1.07,0.74256,0.077
1635151,0.068,1.01,0.74256,0.077
1635152,0.057,0.8,0.74256,0.077
1635154,0.06,0.76,0.74256,0.077
1635155,0.055,0.72,0.74256,0.077
1635156,0.055,0.73,0.82667,0.055
1635157,0.057,0.79,0.82667,0.055
1635158,0.055,0.72,0.82667,0.055
1635169,0.084,1.07,0.66142,0.099
1635170,0.08,1.02,0.51122,0.143
1635174,0.077,0.99,0.51122,0.143
1635175,0.08,1.03,0.51122,0.143
1635176,0.08,1.04,0.51122,0.143
1635177,0.08,1.06,0.51122,0.143
1635178,0.073,0.94,0.51122,0.143
1635180,0.083,1.11,0.51122,0.143
1635181,0.099,1.38,0.51122,0.143
1635184,0.113,1.52,0.51122,0.143
1635185,0.117,1.59,0.51122,0.143
1635208,0.044,0.47,0.6217,0.11
1635209,0.05,0.53,0.70113,0.088
1635210,0.06,0.62,0.70113,0.088
1635211,0.057,0.58,0.70113,0.088
1635212,0.06,0.61,0.66142,0.099
1635213,0.053,0.53,0.66142,0.099
1637531,0.073,1.65,0.66142,0.099
1637532,0.057,1.48,0.66142,0.099
1637533,0.044,1.28,0.82667,0.055
1637534,0.046,1.36,0.70113,0.088
1637535,0.04,1.25,0.74256,0.077
1637536,0.033,1.15,0.78398,0.066
1637537,0.031,0.91,0.74256,0.077
1637538,0.034,0.81,0.66142,0.099
1637539,0.041,0.92,0.66142,0.099
1637540,0.039,0.86,0.66142,0.099
1637541,0.035,0.88,0.66142,0.099
1637542,0.033,0.87,0.66142,0.099
1637543,0.04,1.1,0.70113,0.088
1637544,0.043,1,0.66142,0.099
1637545,0.053,1.08,0.66142,0.099
1637546,0.043,0.87,0.66142,0.099
1637547,0.037,0.76,0.66142,0.099
1637548,0.039,0.76,0.66142,0.099
1637549,0.049,0.88,0.66142,0.099
1637550,0.054,0.92,0.66142,0.099
1637551,0.069,1.09,0.74256,0.077
1637552,0.07,1.09,0.74256,0.077
1637553,0.068,1.01,0.74256,0.077
1637554,0.057,0.79,0.74256,0.077
1637555,0.055,0.74,0.74256,0.077
1637556,0.055,0.74,0.74256,0.077
1637557,0.054,0.76,0.82667,0.055
1637558,0.059,0.84,0.82667,0.055
1637559,0.057,0.82,0.82667,0.055
1637560,0.057,0.8,0.82667,0.055
1637566,0.073,0.99,0.74256,0.077
1637567,0.083,1.19,0.66142,0.099
1637571,0.08,1.06,0.6217,0.11
1637576,0.07,0.92,0.54644,0.132
1637577,0.065,0.88,0.58407,0.121
1637578,0.08,1.09,0.58407,0.121
1637579,0.075,1.06,0.58407,0.121
1637580,0.075,1.04,0.51122,0.143
1637584,0.101,1.46,0.51122,0.143
1637585,0.106,1.54,0.51122,0.143
1637586,0.109,1.63,0.54644,0.132
1637587,0.115,1.63,0.51122,0.143
1637594,0.087,1.34,0.58407,0.121
1637607,0.065,0.75,0.58407,0.121
1637608,0.07,0.78,0.58407,0.121
1637609,0.06,0.65,0.6217,0.11
1637610,0.045,0.48,0.6217,0.11
1637611,0.047,0.49,0.74256,0.077
1637612,0.057,0.6,0.66142,0.099
1637613,0.057,0.59,0.66142,0.099
1637614,0.057,0.58,0.66142,0.099
1637615,0.057,0.58,0.66142,0.099
1637616,0.063,0.63,0.66142,0.099
1637617,0.063,0.63,0.66142,0.099
1637618,0.057,0.56,0.66142,0.099
1639929,0.082,1.31,0.66142,0.099
1639930,0.067,1.17,0.66142,0.099
1639933,0.081,1.72,0.66142,0.099
1639934,0.082,1.79,0.66142,0.099
1639935,0.047,1.11,0.66142,0.099
1639936,0.04,1.01,0.66142,0.099
1639937,0.033,1,0.74256,0.077
1639938,0.026,0.91,0.82667,0.055
1639939,0.029,0.91,0.74256,0.077
1639940,0.032,0.94,0.74256,0.077
1639941,0.034,0.96,0.74256,0.077
1639942,0.036,1.02,0.70113,0.088
1639943,0.031,0.9,0.70113,0.088
1639944,0.03,0.93,0.74256,0.077
1639945,0.029,0.87,0.74256,0.077
1639946,0.034,0.83,0.66142,0.099
1639947,0.037,0.87,0.66142,0.099
1639948,0.04,0.96,0.70113,0.088
1639949,0.034,0.74,0.66142,0.099
1639950,0.038,0.75,0.66142,0.099
1639951,0.047,0.86,0.66142,0.099
1639952,0.059,0.98,0.70113,0.088
1639953,0.069,1.08,0.74256,0.077
1639954,0.069,1.01,0.74256,0.077
1639955,0.065,0.93,0.74256,0.077
1639956,0.055,0.74,0.74256,0.077
1639957,0.054,0.7,0.74256,0.077
1639958,0.057,0.81,0.70113,0.088
1639959,0.061,0.91,0.82667,0.055
1639960,0.054,0.82,0.78398,0.066
1639961,0.06,0.84,0.82667,0.055
1639964,0.061,0.83,0.82667,0.055
1639966,0.071,0.97,0.74256,0.077
1639967,0.069,0.94,0.74256,0.077
1639968,0.093,1.28,0.74256,0.077
1639969,0.087,1.25,0.66142,0.099
1639972,0.073,0.99,0.66142,0.099
1639973,0.07,0.95,0.58407,0.121
1639978,0.045,0.62,0.58407,0.121
1639979,0.044,0.64,0.58407,0.121
1639980,0.059,0.9,0.58407,0.121
1639981,0.064,0.98,0.66142,0.099
1639982,0.07,0.97,0.51122,0.143
1639985,0.091,1.33,0.51122,0.143
1639986,0.09,1.43,0.58407,0.121
1639987,0.09,1.45,0.58407,0.121
1639988,0.111,1.63,0.51122,0.143
1639991,0.125,1.77,0.44342,0.165
1639992,0.119,1.71,0.51122,0.143
1639993,0.11,1.57,0.58407,0.121
1639994,0.1,1.45,0.58407,0.121
1639995,0.087,1.33,0.54644,0.132
1640007,0.065,0.79,0.44342,0.165
1640008,0.062,0.73,0.51122,0.143
1640009,0.073,0.81,0.58407,0.121
1640010,0.078,0.85,0.58407,0.121
1640011,0.062,0.68,0.6217,0.11
1640012,0.047,0.52,0.74256,0.077
1640013,0.05,0.54,0.66142,0.099
1640014,0.053,0.57,0.66142,0.099
1640015,0.06,0.66,0.66142,0.099
1640016,0.053,0.57,0.66142,0.099
1640017,0.06,0.63,0.66142,0.099
1640018,0.053,0.55,0.66142,0.099
1640019,0.06,0.6,0.66142,0.099
1640020,0.063,0.63,0.66142,0.099
1640021,0.053,0.53,0.66142,0.099
1640022,0.06,0.58,0.66142,0.099
1640023,0.063,0.61,0.66142,0.099
1642331,0.067,1.22,0.66142,0.099
1642332,0.082,1.7,0.66142,0.099
1642333,0.078,1.54,0.66142,0.099
1642334,0.076,1.4,0.66142,0.099
1642335,0.076,1.36,0.66142,0.099
1642336,0.085,1.66,0.66142,0.099
1642337,0.083,1.67,0.66142,0.099
1642338,0.038,0.86,0.66142,0.099
1642339,0.035,0.91,0.66142,0.099
1642340,0.026,0.88,0.74256,0.077
1642341,0.025,0.94,0.74256,0.077
1642342,0.029,1.02,0.74256,0.077
1642343,0.029,1.02,0.78398,0.066
1642344,0.03,0.96,0.82667,0.055
1642345,0.03,1.05,0.74256,0.077
1642346,0.024,0.88,0.78398,0.066
1642347,0.03,1.06,0.78398,0.066
1642348,0.028,0.85,0.66142,0.099
1642349,0.033,0.89,0.66142,0.099
1642350,0.037,0.87,0.66142,0.099
1642351,0.036,0.75,0.66142,0.099
1642352,0.049,0.91,0.66142,0.099
1642353,0.056,0.95,0.66142,0.099
1642354,0.069,1.09,0.70113,0.088
1642355,0.071,1.11,0.74256,0.077
1642356,0.068,1,0.74256,0.077
1642357,0.066,0.96,0.74256,0.077
1642358,0.06,0.85,0.74256,0.077
1642359,0.056,0.78,0.74256,0.077
1642360,0.064,0.95,0.74256,0.077
1642361,0.051,0.83,0.82667,0.055
1642362,0.061,0.92,0.82667,0.055
1642363,0.064,0.9,0.82667,0.055
1642364,0.066,0.93,0.82667,0.055
1642365,0.069,0.96,0.82667,0.055
1642366,0.066,0.94,0.82667,0.055
1642367,0.07,0.96,0.78398,0.066
1642368,0.067,0.95,0.74256,0.077
1642369,0.063,0.94,0.74256,0.077
1642370,0.08,1.19,0.74256,0.077
1642371,0.086,1.29,0.66142,0.099
1642372,0.084,1.34,0.66142,0.099
1642374,0.066,0.98,0.66142,0.099
1642375,0.065,0.89,0.58407,0.121
1642377,0.065,0.86,0.58407,0.121
1642381,0.045,0.64,0.58407,0.121
1642382,0.058,0.89,0.58407,0.121
1642383,0.063,0.97,0.6217,0.11
1642384,0.068,1,0.58407,0.121
1642385,0.08,1.12,0.51122,0.143
1642387,0.097,1.4,0.51122,0.143
1642388,0.09,1.42,0.54644,0.132
1642389,0.096,1.52,0.58407,0.121
1642390,0.11,1.68,0.51122,0.143
1642392,0.119,1.79,0.476,0.154
1642393,0.13,2.04,0.44342,0.165
1642394,0.118,1.84,0.51122,0.143
1642395,0.11,1.6,0.58407,0.121
1642396,0.083,1.28,0.51122,0.143
1642406,0.068,1.01,0.38107,0.187
1642407,0.071,0.96,0.44342,0.165
1642408,0.064,0.85,0.44342,0.165
1642409,0.061,0.8,0.44342,0.165
1642410,0.062,0.74,0.51122,0.143
1642411,0.067,0.77,0.58407,0.121
1642412,0.073,0.81,0.58407,0.121
1642413,0.048,0.55,0.66046,0.099
1642414,0.047,0.54,0.66142,0.099
1642415,0.05,0.57,0.66142,0.099
1642416,0.06,0.67,0.66142,0.099
1642417,0.057,0.65,0.70113,0.088
1642418,0.057,0.61,0.66142,0.099
1642419,0.063,0.68,0.66142,0.099
1642420,0.057,0.6,0.66142,0.099
1642421,0.057,0.58,0.66142,0.099
1642422,0.05,0.5,0.66142,0.099
1642423,0.057,0.56,0.66142,0.099
1642424,0.053,0.53,0.66142,0.099
1642425,0.06,0.58,0.66142,0.099
1642426,0.07,0.66,0.66142,0.099
1642427,0.045,0.41,0.66142,0.099
1642428,0.08,0.71,0.58407,0.121
1644734,0.078,1.81,0.66142,0.099
1644735,0.074,1.8,0.66142,0.099
1644736,0.082,1.78,0.66142,0.099
1644737,0.078,1.73,0.66142,0.099
1644738,0.078,1.77,0.66142,0.099
1644739,0.063,1.53,0.66142,0.099
1644740,0.057,1.44,0.66142,0.099
1644741,0.036,0.94,0.70113,0.088
1644742,0.03,0.86,0.74256,0.077
1644743,0.03,0.95,0.74256,0.077
1644744,0.026,0.99,0.78398,0.066
1644745,0.024,1.05,0.82667,0.055
1644746,0.025,1.05,0.82667,0.055
1644747,0.024,1.05,0.82667,0.055
1644748,0.02,0.93,0.82667,0.055
1644749,0.024,1.06,0.86935,0.044
1644750,0.028,0.94,0.86935,0.044
1644751,0.03,0.83,0.66142,0.099
1644752,0.032,0.73,0.66142,0.099
1644753,0.036,0.75,0.66142,0.099
1644754,0.047,0.9,0.66142,0.099
