"nie_malla_modi_id","sen_slope_pnm03","sen_slope_per_pnm03","p_value_pnm03","tau_pnm03"
1620732,-0.048,-0.58,0.86935,-0.044
1620733,0.041,0.6,0.95628,0.022
1620734,-0.137,-1.81,0.78398,-0.066
1620735,-0.328,-3.39,0.476,-0.154
1620736,-0.456,-4.11,0.44342,-0.165
1620737,-0.454,-4.62,0.51122,-0.143
1620738,-0.37,-4.81,0.29754,-0.22
1620739,-0.231,-4.28,0.35131,-0.198
1620740,-0.032,-0.93,0.70113,-0.088
1623115,0,0,0.9561,0.022
1623116,0.062,0.28,0.86935,0.044
1623117,1.535,5.22,0.58407,0.121
1623118,1.125,3.27,0.58407,0.121
1623119,1.265,3.41,0.66142,0.099
1623120,1.65,4.51,0.58407,0.121
1623121,1.14,3.33,0.58407,0.121
1623122,1.3,3.7,0.66142,0.099
1623123,1.213,3.47,0.66142,0.099
1623124,0.993,2.88,0.74256,0.077
1623125,0.507,1.75,0.91281,0.033
1623126,0.546,2.99,0.78398,0.066
1623127,0.372,3.3,0.6217,0.11
1623128,0,0,0.52901,0.132
1623129,0,0,0.72383,0.077
1623130,0.024,0.35,0.5791,0.121
1623131,-0.211,-1.61,0.95628,-0.022
1623132,0,0,1,0
1623133,-0.286,-1.91,0.86935,-0.044
1623134,-0.261,-1.91,0.70113,-0.088
1623135,-0.344,-2.33,0.66046,-0.099
1623136,-0.307,-2.42,0.54644,-0.132
1623137,-0.48,-3.92,0.476,-0.154
1623138,-0.408,-4.14,0.476,-0.154
1623139,-0.22,-3.87,0.476,-0.154
1623140,0.003,0.08,0.78313,0.066
1623141,0.003,0.11,0.65722,0.099
1623142,0,0,0.68871,0.088
1625520,1.678,5.6,0.58407,0.121
1625521,1.607,4.33,0.66142,0.099
1625522,1.513,4.1,0.66142,0.099
1625523,1.24,3.2,0.66142,0.099
1625524,1.145,2.77,0.44342,0.165
1625525,1.281,2.92,0.51122,0.143
1625526,1.601,4.08,0.44342,0.165
1625527,0.523,1.83,0.91281,0.033
1625528,0.19,0.91,0.95628,0.022
1625529,0.004,0.05,0.73927,0.077
1625530,0.088,0.8,0.78398,0.066
1625531,0,0,0.45689,0.154
1625532,0.021,0.3,0.65722,0.099
1625533,0,0,1,0
1625534,-0.255,-1.8,0.78398,-0.066
1625535,-0.327,-1.96,0.86935,-0.044
1625536,-0.1,-0.56,1,-0.011
1625537,-0.509,-2.67,0.82667,-0.055
1625538,-0.778,-4.07,0.58407,-0.121
1625539,-0.369,-3,0.476,-0.154
1625540,-0.381,-4.93,0.35131,-0.198
1625541,-0.008,-0.18,0.86935,-0.044
1625542,0,0,0.60651,0.11
1625543,0,0,0.52901,0.132
1625544,0,0,0.68871,0.088
1627925,1.71,3.96,0.58407,0.121
1627926,1.486,3.45,0.51122,0.143
1627927,1.388,3.15,0.38107,0.187
1627928,1.72,4.66,0.51122,0.143
1627929,0.747,2.69,0.91281,0.033
1627930,0.188,1.09,0.86935,0.044
1627931,0.152,1.1,0.86935,0.044
1627932,0.023,0.31,0.69999,0.088
1627933,0.1,0.86,0.78398,0.066
1627934,0.072,0.77,0.91281,0.033
1627935,0,0,1,0
1627936,-0.016,-0.08,0.95628,-0.022
1627937,-0.115,-0.58,0.86935,-0.044
1627938,-0.136,-0.76,0.95628,-0.022
1627939,-0.36,-2.8,0.54644,-0.132
1627940,-0.349,-3.31,0.476,-0.154
1627941,-0.276,-3.27,0.476,-0.154
1627942,-0.01,-0.22,0.95628,-0.022
1627943,0,0,0.45689,0.154
1627944,0,0,0.52901,0.132
1627945,0.003,0.12,0.39066,0.176
1627946,0,0,0.68871,0.088
1627947,0,0,0.68871,0.088
1627948,-0.01,-0.4,0.78313,-0.066
1630328,2.026,3.96,0.22844,0.253
1630329,1.89,3.88,0.15463,0.297
1630330,0.872,2.18,0.58407,0.121
1630331,0.51,1.77,0.74256,0.077
1630332,0.477,2.82,0.86935,0.044
1630333,0.401,2.49,0.86935,0.044
1630334,0.017,0.17,0.91281,0.033
1630335,0.042,0.26,1,0.011
1630336,-0.212,-1.49,0.74256,-0.077
1630337,-0.003,-0.01,1,-0.011
1630338,-0.511,-2.42,0.86935,-0.044
1630339,-0.556,-2.55,0.91281,-0.033
1630340,-0.481,-3.12,0.66142,-0.099
1630341,-0.076,-1.09,1,-0.011
1630342,-0.038,-0.62,0.82667,-0.055
1630343,-0.012,-0.22,0.91281,-0.033
1630344,0,0,0.45689,0.154
1630345,-0.206,-3.7,0.50995,-0.143
1630346,-0.333,-4.93,0.29754,-0.22
1630347,0,0,0.9561,0.022
1630348,0,0,0.60651,0.11
1630349,-0.034,-0.98,0.70113,-0.088
1632730,2.315,4.21,0.18889,0.275
1632731,1.285,2.82,0.32442,0.209
1632732,0.906,2.62,0.74256,0.077
1632733,0.932,3.14,0.66142,0.099
1632734,1.008,3.47,0.70113,0.088
1632735,-0.042,-0.21,1,-0.011
1632736,-0.09,-0.55,0.91281,-0.033
1632737,-0.311,-1.4,0.91281,-0.033
1632738,-0.336,-1.44,0.91281,-0.033
1632739,0.095,0.33,1,0.011
1632740,0.088,0.31,1,0.011
1632741,-0.537,-2.84,0.66142,-0.099
1632742,-0.789,-5.81,0.58407,-0.121
1632743,-0.501,-3.87,0.44342,-0.165
1632744,-0.612,-5.67,0.27356,-0.231
1632745,-0.524,-5.05,0.38107,-0.187
1632746,-0.425,-5.36,0.32442,-0.209
1632747,-0.791,-7.26,0.38107,-0.187
1632748,-0.412,-4.89,0.32442,-0.209
1632749,-0.218,-4.38,0.44342,-0.165
1632750,-0.209,-4.41,0.54644,-0.132
1632754,0,0,0.91184,0.033
1632755,-0.024,-0.93,0.78313,-0.066
1632756,0,0,0.61265,0.11
1632775,0.01,0.81,0.5791,0.121
1635130,1.477,3.36,0.58407,0.121
1635131,1.828,3.47,0.22844,0.253
1635132,2.104,3.91,0.27356,0.231
1635133,1.543,3.01,0.32442,0.209
1635134,0.253,0.65,0.91281,0.033
1635135,0.193,0.49,0.91281,0.033
1635136,0.507,1.6,0.82667,0.055
1635137,-0.218,-0.85,1,-0.011
1635138,-0.227,-1,1,-0.011
1635139,0.115,0.4,1,0.011
1635140,0.112,0.36,1,0.011
1635141,0.357,1.09,0.91281,0.033
1635142,-0.37,-1.4,0.91281,-0.033
1635143,-0.415,-2.34,0.66142,-0.099
1635144,-0.499,-2.91,0.74256,-0.077
1635145,-0.467,-2.37,0.74256,-0.077
1635146,-0.559,-2.86,0.66142,-0.099
1635147,-0.682,-4.95,0.38107,-0.187
1635148,-0.85,-6.14,0.38107,-0.187
1635149,-0.835,-6.55,0.32442,-0.209
1635150,-0.5,-5.25,0.22844,-0.253
1635151,-0.377,-5.42,0.32442,-0.209
1635152,-0.04,-1.07,0.70113,-0.088
1635154,0,0,0.95514,0.022
1635155,0,0,0.95436,0.022
1635156,-0.024,-0.9,0.78313,-0.066
1635157,-0.2,-4.43,0.17048,-0.286
1635158,0,0,0.9122,-0.033
1635169,0.01,0.66,0.82546,0.055
1635170,0.01,0.69,0.65722,0.099
1635174,0.01,0.7,0.73927,0.077
1635175,0.013,0.77,0.73927,0.077
1635176,0.01,0.63,0.73927,0.077
1635177,0.13,4.68,0.47422,0.154
1635178,0.017,1.03,0.62029,0.11
1635180,0.031,1.58,0.78313,0.066
1635181,0,0,0.9561,0.022
1635184,0,0,0.82441,0.055
1635185,0,0,0.91166,0.033
1635208,0,0,0.70024,0.066
1635209,0,0,0.70024,0.066
1635210,0,0,0.70024,0.066
1635211,0,0,0.70024,0.066
1635212,0,0,0.70024,0.066
1635213,0,0,0.70024,0.066
1637531,1.542,4.63,0.58407,0.121
1637532,1.059,2.63,0.66142,0.099
1637533,1.586,3.41,0.38107,0.187
1637534,1.39,2.96,0.38107,0.187
1637535,1.675,3.35,0.38107,0.187
1637536,1.695,3.29,0.38107,0.187
1637537,-0.409,-0.98,0.82667,-0.055
1637538,0.51,1.63,0.91281,0.033
1637539,0.378,1.38,0.91281,0.033
1637540,0.125,0.45,1,0.011
1637541,-0.23,-0.68,1,-0.011
1637542,-1.095,-3.07,0.91281,-0.033
1637543,-0.773,-1.99,0.74256,-0.077
1637544,-0.153,-0.54,0.91281,-0.033
1637545,-0.665,-2.79,1,-0.011
1637546,-0.668,-2.84,1,-0.011
1637547,-0.25,-0.98,1,-0.011
1637548,-1.175,-5.16,0.82667,-0.055
1637549,-0.626,-3.7,0.51122,-0.143
1637550,-0.682,-5.01,0.32442,-0.209
1637551,-0.624,-6.29,0.38107,-0.187
1637552,-0.493,-5.24,0.22844,-0.253
1637553,-0.406,-5.69,0.32442,-0.209
1637554,0.001,0.03,0.91255,0.033
1637555,0.001,0.04,0.91255,0.033
1637556,0.002,0.07,0.82615,0.055
1637557,-0.253,-5.09,0.17048,-0.286
1637558,-0.333,-6.06,0.18889,-0.275
1637559,-0.251,-4.91,0.27356,-0.231
1637560,-0.257,-5.7,0.20547,-0.264
1637566,-0.117,-3.42,0.41085,-0.176
1637567,-0.19,-3.35,0.54644,-0.132
1637571,0.061,1.93,0.47422,0.154
1637576,0.113,4.02,0.40896,0.176
1637577,0.055,1.44,0.47422,0.154
1637578,0.048,1.25,0.47422,0.154
1637579,0.08,1.8,0.62029,0.11
1637580,0.083,2.04,0.50824,0.143
1637584,0.2,5.01,0.54644,0.132
1637585,-0.013,-0.37,0.95628,-0.022
1637586,-0.057,-1.12,0.95628,-0.022
1637587,-0.086,-3.52,0.70113,-0.088
1637594,-0.361,-5.56,0.51122,-0.143
1637607,0,0,0.72383,0.077
1637608,0,0,0.40204,0.154
1637609,0,0,0.70024,0.066
1637610,0,0,0.70024,0.066
1637611,0,0,0.70024,0.066
1637612,0,0,0.70024,0.066
1637613,0,0,0.70024,0.066
1637614,0,0,0.70024,0.066
1637615,0,0,0.70024,0.066
1637616,0,0,0.70024,0.066
1637617,0,0,1,-0.011
1637618,0,0,1,-0.011
1639929,0.07,0.62,0.54644,0.132
1639930,0.425,2.47,0.41085,0.176
1639933,1.675,5.68,0.58407,0.121
1639934,1.07,3.5,0.66142,0.099
1639935,1.393,4.08,0.66142,0.099
1639936,0.788,2.15,0.82667,0.055
1639937,-0.5,-1.1,0.91281,-0.033
1639938,0.483,0.95,0.82667,0.055
1639939,-0.576,-1.25,0.74256,-0.077
1639940,-0.711,-1.8,0.66142,-0.099
1639941,-0.937,-2.48,0.66142,-0.099
1639942,-0.964,-2.57,0.66142,-0.099
1639943,-0.871,-2.21,0.58407,-0.121
1639944,-1.283,-2.91,0.58407,-0.121
1639945,-0.954,-2.39,0.66142,-0.099
1639946,-1.234,-4.01,0.74256,-0.077
1639947,-0.234,-0.8,0.91281,-0.033
1639948,-1.125,-3.7,0.74256,-0.077
1639949,-0.911,-3.39,0.91281,-0.033
1639950,-1.055,-4.61,0.82667,-0.055
1639951,-0.522,-3.19,0.58407,-0.121
1639952,-0.746,-5.95,0.32442,-0.209
1639953,-0.575,-6.08,0.38107,-0.187
1639954,-0.235,-3.99,0.58407,-0.121
1639955,-0.131,-2.82,0.74256,-0.077
1639956,0.001,0.05,0.65787,0.099
1639957,0,0,0.82476,0.055
1639958,-0.087,-2.19,0.6217,-0.11
1639959,-0.497,-7.54,0.22844,-0.253
1639960,-0.743,-9.52,0.27356,-0.231
1639961,-0.25,-5.54,0.17048,-0.286
1639964,-0.076,-2.66,0.47422,-0.154
1639966,-0.062,-2.18,0.41085,-0.176
1639967,-0.127,-3.5,0.41085,-0.176
1639968,-0.156,-4.52,0.41085,-0.176
1639969,-0.136,-2.61,0.70113,-0.088
1639972,0.05,1.28,0.78313,0.066
1639973,0.05,1.31,0.47422,0.154
1639978,0.097,2.33,0.40896,0.176
1639979,0.075,1.39,0.78313,0.066
1639980,0.021,0.31,0.86935,0.044
1639981,0.021,0.31,0.95628,0.022
1639982,0.082,2.13,0.69999,0.088
1639985,0.001,0.02,1,0.011
1639986,0.002,0.03,1,0.011
1639987,-0.173,-2.18,0.82667,-0.055
1639988,-0.042,-1.22,0.86935,-0.044
1639991,-0.052,-2.63,0.6217,-0.11
1639992,-0.22,-5.53,0.54644,-0.132
1639993,-0.075,-2.05,0.54644,-0.132
1639994,-0.158,-3.78,0.58407,-0.121
1639995,-0.217,-3.69,0.44342,-0.165
1640007,0.001,0.05,0.46459,0.154
1640008,0,0,0.63755,0.099
1640009,0,0,0.44636,0.132
1640010,0,0,0.70024,0.066
1640011,0,0,0.70024,0.066
1640012,0,0,0.72924,0.066
1640013,0,0,0.72924,0.066
1640014,0,0,0.70024,0.066
1640015,0,0,0.72924,0.066
1640016,0,0,0.70024,0.066
1640017,0,0,0.70024,0.066
1640018,0,0,0.70024,0.066
1640019,0,0,1,-0.011
1640020,0,0,1,-0.011
1640021,0,0,1,-0.011
1640022,0,0,1,-0.011
1640023,0,0,1,-0.011
1642331,0.6,3.14,0.27356,0.231
1642332,0.551,2.07,0.51122,0.143
1642333,1.06,4.48,0.38107,0.187
1642334,0.016,0.08,0.78398,0.066
1642335,0.016,0.1,0.86883,0.044
1642336,0.199,0.85,0.86935,0.044
1642337,0.252,1,0.86935,0.044
1642338,0.77,2.44,0.74256,0.077
1642339,0.048,0.13,1,0.011
1642340,0.445,0.89,1,0.011
1642341,0.697,1.33,0.74256,0.077
1642342,0.548,1.1,1,0.011
1642343,0.33,0.67,1,0.011
1642344,-1.476,-3.37,0.66142,-0.099
1642345,-0.14,-0.29,1,-0.011
1642346,0.233,0.46,1,0.011
1642347,-0.629,-1.35,1,-0.011
1642348,-1.237,-2.98,0.58407,-0.121
1642349,-0.467,-1.34,0.91281,-0.033
1642350,-0.527,-1.81,0.91281,-0.033
1642351,-0.19,-0.75,1,-0.011
1642352,-0.606,-3.27,0.66142,-0.099
1642353,-0.648,-4.94,0.32442,-0.209
1642354,-0.472,-5.13,0.44342,-0.165
1642355,-0.377,-4.48,0.38107,-0.187
1642356,-0.33,-5.19,0.51122,-0.143
1642357,-0.102,-2.06,0.82667,-0.055
1642358,-0.045,-1.02,0.70113,-0.088
1642359,0,0,1,0
1642360,-0.402,-5.67,0.32442,-0.209
1642361,-0.655,-6.31,0.27356,-0.231
1642362,-0.468,-6.98,0.18889,-0.275
1642363,-0.314,-6.33,0.2073,-0.264
1642364,-0.26,-5.65,0.24958,-0.242
1642365,-0.259,-6.23,0.17048,-0.286
1642366,-0.248,-4.92,0.24958,-0.242
1642367,-0.23,-6.28,0.17048,-0.286
1642368,-0.24,-5.57,0.29754,-0.22
1642369,-0.255,-3.76,0.51122,-0.143
1642370,-0.238,-3.5,0.58407,-0.121
1642371,-0.133,-1.93,0.66142,-0.099
1642372,-0.33,-3.73,0.91281,-0.033
1642374,0,0,1,0
1642375,0.05,1.35,0.47422,0.154
1642377,0.11,3.9,0.40896,0.176
1642381,0.108,2.3,0.47422,0.154
1642382,0.05,0.73,0.78398,0.066
1642383,-0.038,-0.54,0.95628,-0.022
1642384,0,0,1,0
1642385,0.09,2.21,0.62029,0.11
1642387,0.11,2.73,0.476,0.154
1642388,0.029,0.41,0.91281,0.033
1642389,-0.077,-1.1,1,-0.011
1642390,-0.08,-1.51,0.91281,-0.033
1642392,-0.066,-1.92,0.78398,-0.066
1642393,-0.326,-4.95,0.51122,-0.143
1642394,-0.154,-2.44,0.44342,-0.165
1642395,-0.16,-3.9,0.51122,-0.143
1642396,-0.361,-6.47,0.44342,-0.165
1642406,-0.497,-6.23,0.38107,-0.187
1642407,-0.073,-1.9,0.6217,-0.11
1642408,-0.022,-0.63,0.78398,-0.066
1642409,-0.012,-0.34,0.78398,-0.066
1642410,0,0,0.60651,0.11
1642411,0,0,0.72259,0.077
1642412,0,0,0.72924,0.066
1642413,0,0,0.7309,0.077
1642414,0,0,0.72383,0.077
1642415,0,0,1,0.011
1642416,0,0,0.90282,0.033
1642417,0,0,0.86,0.044
1642418,0,0,0.72924,0.066
1642419,0,0,0.70024,0.066
1642420,0,0,0.70024,0.066
1642421,0,0,1,-0.011
1642422,0,0,1,-0.011
1642423,0,0,1,-0.011
1642424,0,0,1,-0.011
1642425,0,0,1,-0.011
1642426,0,0,0.6198,-0.055
1642427,0,0,0.6198,-0.055
1642428,0,0,0.6198,-0.055
1644734,0.84,2.64,0.27356,0.231
1644735,1.21,3.54,0.32442,0.209
1644736,0.505,1.78,0.38107,0.187
1644737,1.427,4.62,0.58407,0.121
1644738,1.274,4.07,0.66142,0.099
1644739,0.695,2.08,0.66142,0.099
1644740,0.184,0.52,1,0.011
1644741,-0.058,-0.16,1,-0.011
1644742,-0.857,-2.13,0.82667,-0.055
1644743,-0.87,-1.92,0.66142,-0.099
1644744,0.493,0.95,0.74256,0.077
1644745,0.645,1.14,0.82667,0.055
1644746,0.665,1.22,0.82667,0.055
1644747,0.45,0.79,0.82667,0.055
1644748,0.616,1.03,0.91281,0.033
1644749,0.45,0.82,1,0.011
1644750,-0.685,-1.49,1,-0.011
1644751,-0.874,-2.44,0.82667,-0.055
1644752,-0.137,-0.5,1,-0.011
1644753,-0.25,-1.04,1,-0.011
1644754,-0.759,-3.66,0.66142,-0.099
1644755,-0.593,-3.92,0.66142,-0.099
1644756,-0.642,-5.24,0.38107,-0.187
1644757,-0.054,-0.94,0.74256,-0.077
1644758,-0.121,-2.16,0.66142,-0.099
1644759,-0.41,-5.7,0.32442,-0.209
1644760,0.002,0.09,0.65787,0.099
1644761,-0.209,-3.78,0.44342,-0.165
1644762,-0.504,-5.01,0.38107,-0.187
1644763,-0.636,-7.28,0.32442,-0.209
1644764,-0.448,-6.94,0.18889,-0.275
1644765,-0.289,-5.61,0.29754,-0.22
1644766,-0.565,-7.94,0.22844,-0.253
1644767,-0.287,-4.17,0.51122,-0.143
1644768,-0.47,-7.61,0.32442,-0.209
1644769,-0.28,-5.01,0.27356,-0.231
1644770,-0.311,-5.48,0.32442,-0.209
1644771,-0.237,-3.5,0.44342,-0.165
1644772,-0.38,-3.92,0.66142,-0.099
1644773,-0.32,-3.09,0.82667,-0.055
1644774,-0.31,-3.44,0.91281,-0.033
1644775,-0.103,-1.74,0.86935,-0.044
