"nie_malla_modi_id","sen_slope_presp","sen_slope_per_presp","p_value_presp","tau_presp"
1695204,-4.478,-3.24,0.27356,-0.231
1695205,-4.652,-3.34,0.27356,-0.231
1695206,-4.556,-3.32,0.27356,-0.231
1695207,-4.4,-3.31,0.27356,-0.231
1695208,-4.188,-3.29,0.32442,-0.209
1695209,-3.072,-2.53,0.27356,-0.231
1695210,-2.902,-2.47,0.27356,-0.231
1695211,-3.162,-2.54,0.27356,-0.231
1695212,-4.032,-3.08,0.38107,-0.187
1695213,-4.083,-3.09,0.38107,-0.187
1695214,-3.64,-2.79,0.27356,-0.231
1695215,-3.12,-2.47,0.27356,-0.231
1695216,-3.091,-2.52,0.27356,-0.231
1695217,-3.117,-2.54,0.27356,-0.231
1695218,-2.748,-2.33,0.27356,-0.231
1695219,-2.74,-2.47,0.22844,-0.253
1695220,-2.675,-2.28,0.22844,-0.253
1695221,-3.168,-2.54,0.27356,-0.231
1695222,-2.94,-2.4,0.32442,-0.209
1695223,-3.25,-2.58,0.38107,-0.187
1695224,-2.67,-2.09,0.38107,-0.187
1695225,-1.858,-1.47,0.38107,-0.187
1695226,-1.593,-1.36,0.51122,-0.143
1695227,-1.886,-1.75,0.66142,-0.099
1695228,-1.593,-1.4,0.58407,-0.121
1695229,-1.419,-1.17,0.91281,-0.033
1695230,-1.317,-1.09,0.91281,-0.033
1695231,0.027,0.02,1,0.011
1695232,0.293,0.27,1,0.011
1695234,-0.483,-0.44,1,-0.011
1695235,-0.36,-0.32,1,-0.011
1695236,0.205,0.19,1,0.011
1695237,0.635,0.61,1,0.011
1695238,0.372,0.33,1,0.011
1695239,0.462,0.4,1,0.011
1695240,0.457,0.38,1,0.011
1695241,0.322,0.28,0.91281,0.033
1695242,0.426,0.39,1,0.011
1695243,0.602,0.56,1,0.011
1695244,1.035,1.04,0.91281,0.033
1695245,1.044,1.13,0.82667,0.055
1695246,1.015,1.03,0.82667,0.055
1695247,1.356,1.31,0.91281,0.033
1695248,1.488,1.39,0.82667,0.055
1695249,1.374,1.24,0.82667,0.055
1695250,1.254,1.09,0.82667,0.055
1695251,1.378,1.24,0.82667,0.055
1695252,1.47,1.37,0.82667,0.055
1695253,1.276,1.26,0.74256,0.077
1695254,1.464,1.4,0.82667,0.055
1695255,1.434,1.31,0.82667,0.055
1695256,1.454,1.33,0.91281,0.033
1695257,1.546,1.45,0.91281,0.033
1695258,1.427,1.36,0.91281,0.033
1695259,1.097,1.08,0.91281,0.033
1695260,0.884,0.89,0.91281,0.033
1695261,1.451,1.33,0.91281,0.033
1695262,1.408,1.22,0.91281,0.033
1695263,1.451,1.29,0.91281,0.033
1695264,1.137,0.99,0.82667,0.055
1695265,1.207,1.02,0.82667,0.055
1695266,1.035,0.87,0.82667,0.055
1695267,0.777,0.68,0.82667,0.055
1695268,0.498,0.44,0.74256,0.077
1695269,0.466,0.42,0.91281,0.033
1695270,0.466,0.43,1,0.011
1695271,0.516,0.49,1,0.011
1695272,1.517,1.56,0.91281,0.033
1695273,0.51,0.56,0.91281,0.033
1695274,0.574,0.63,1,0.011
1695275,-0.21,-0.22,1,-0.011
1695276,-1.268,-1.31,0.91281,-0.033
1695277,-0.887,-0.93,0.91281,-0.033
1695278,-0.832,-0.88,0.74256,-0.077
1695279,-1.399,-1.51,0.74256,-0.077
1695280,-1.413,-1.53,0.74256,-0.077
1695281,-1.412,-1.55,0.74256,-0.077
1695282,-1.448,-1.55,0.74256,-0.077
1695283,-1.354,-1.53,0.74256,-0.077
1695284,-1.268,-1.53,0.66142,-0.099
1695285,-1.192,-1.52,0.82667,-0.055
1695286,-1.21,-1.58,0.66142,-0.099
1695287,-1.72,-2.39,0.74256,-0.077
1695288,-1.14,-1.52,0.58407,-0.121
1695289,-1.804,-2.26,0.66142,-0.099
1695290,-1.605,-1.92,0.74256,-0.077
1695291,-1.377,-1.58,0.66142,-0.099
1695292,-1.155,-1.29,0.58407,-0.121
1695293,-1.021,-1.16,0.51122,-0.143
1695294,-0.9,-1.05,0.58407,-0.121
1695295,-0.744,-0.89,0.51122,-0.143
1695296,-0.687,-0.83,0.66142,-0.099
1695297,-0.622,-0.79,0.74256,-0.077
1695298,-0.562,-0.77,0.66142,-0.099
1695299,-0.867,-1.3,0.74256,-0.077
1695300,-0.918,-1.45,0.58407,-0.121
1695301,-1.08,-1.84,0.58407,-0.121
1695302,-1.06,-1.82,0.58407,-0.121
1695303,-0.89,-1.49,0.58407,-0.121
1695304,-1.17,-2.06,0.58407,-0.121
1695305,-1.711,-3.26,0.51122,-0.143
1697521,-0.37,-0.36,0.74256,-0.077
1697522,-0.429,-0.41,0.82667,-0.055
1697529,-2.119,-1.83,0.74256,-0.077
1697530,-1.951,-1.69,0.66142,-0.099
1697531,-2.059,-1.76,0.66142,-0.099
1697532,-2.244,-1.82,0.74256,-0.077
1697533,-2.208,-1.71,0.74256,-0.077
1697534,-2.17,-1.64,0.66142,-0.099
1697535,-2.121,-1.62,0.66142,-0.099
1697536,-2.235,-1.74,0.66142,-0.099
1697537,-1.859,-1.37,0.82667,-0.055
1697538,-1.933,-1.39,0.82667,-0.055
1697539,-1.899,-1.38,0.82667,-0.055
1697540,-1.429,-1.09,0.82667,-0.055
1697541,-0.601,-0.45,0.82667,-0.055
1697542,-0.36,-0.27,0.91281,-0.033
1697543,-0.63,-0.48,0.91281,-0.033
1697544,-1.33,-0.95,1,-0.011
1697545,-1.84,-1.25,0.91281,-0.033
1697546,-1.851,-1.28,0.91281,-0.033
1697547,-1.844,-1.24,0.91281,-0.033
1697548,-1.829,-1.19,0.91281,-0.033
1697549,-1.82,-1.17,0.91281,-0.033
1697550,-1.797,-1.12,0.91281,-0.033
1697551,-1.936,-1.18,0.74256,-0.077
1697552,-1.926,-1.15,0.74256,-0.077
1697553,-2.26,-1.32,0.66142,-0.099
1697554,-2.33,-1.35,0.66142,-0.099
1697555,-1.829,-1.07,0.58407,-0.121
1697556,-1.806,-1.05,0.44342,-0.165
1697557,-1.78,-1.03,0.44342,-0.165
1697558,-1.775,-1.05,0.58407,-0.121
1697559,-1.761,-1.07,0.58407,-0.121
1697560,-1.729,-1.04,0.44342,-0.165
1697561,-1.688,-1.01,0.38107,-0.187
1697562,-1.75,-1.03,0.38107,-0.187
1697563,-2.323,-1.34,0.38107,-0.187
1697564,-3.094,-1.73,0.32442,-0.209
1697565,-3.753,-2.06,0.32442,-0.209
1697566,-4.067,-2.2,0.32442,-0.209
1697567,-4.103,-2.19,0.32442,-0.209
1697568,-3.828,-2.13,0.32442,-0.209
1697569,-3.773,-2.12,0.32442,-0.209
1697570,-3.717,-2.09,0.32442,-0.209
1697571,-3.338,-2.01,0.32442,-0.209
1697572,-3.157,-1.93,0.32442,-0.209
1697573,-3.037,-1.9,0.32442,-0.209
1697574,-3.07,-1.9,0.32442,-0.209
1697575,-3.17,-1.92,0.32442,-0.209
1697576,-3.27,-1.94,0.32442,-0.209
1697577,-3.158,-1.91,0.32442,-0.209
1697578,-3.132,-1.91,0.32442,-0.209
1697579,-3.432,-1.98,0.32442,-0.209
1697580,-3.638,-2.02,0.32442,-0.209
1697581,-3.512,-2,0.32442,-0.209
1697582,-3.368,-1.97,0.32442,-0.209
1697583,-3.058,-1.91,0.32442,-0.209
1697584,-3.032,-1.91,0.32442,-0.209
1697585,-3.04,-1.92,0.32442,-0.209
1697586,-3.25,-2.12,0.32442,-0.209
1697587,-3.438,-2.33,0.27356,-0.231
1697588,-3.337,-2.35,0.27356,-0.231
1697589,-3.098,-2.35,0.27356,-0.231
1697590,-2.523,-2.09,0.27356,-0.231
1697591,-2.535,-2.26,0.27356,-0.231
1697592,-2.703,-2.22,0.27356,-0.231
1697593,-2.88,-2.22,0.22844,-0.253
1697594,-3.412,-2.53,0.22844,-0.253
1697595,-3.992,-2.83,0.22844,-0.253
1697596,-4.483,-3.05,0.22844,-0.253
1697597,-4.06,-2.87,0.22844,-0.253
1697598,-3.512,-2.6,0.22844,-0.253
1697599,-3.677,-2.66,0.22844,-0.253
1697600,-3.257,-2.43,0.22844,-0.253
1697601,-3.05,-2.31,0.27356,-0.231
1697602,-2.845,-2.24,0.27356,-0.231
1697603,-3.588,-2.91,0.22844,-0.253
1697604,-3.638,-2.85,0.22844,-0.253
1697605,-3.658,-2.74,0.22844,-0.253
1697606,-3.775,-2.76,0.22844,-0.253
1697607,-4.018,-2.94,0.22844,-0.253
1697608,-4.424,-3.28,0.22844,-0.253
1697609,-4.264,-3.25,0.27356,-0.231
1697610,-4.132,-3.24,0.32442,-0.209
1697611,-3.205,-2.62,0.27356,-0.231
1697612,-2.92,-2.51,0.27356,-0.231
1697613,-2.975,-2.45,0.27356,-0.231
1697614,-3.403,-2.67,0.27356,-0.231
1697615,-3.758,-2.88,0.32442,-0.209
1697616,-3.082,-2.47,0.27356,-0.231
1697617,-3.076,-2.5,0.27356,-0.231
1697618,-3.065,-2.55,0.27356,-0.231
1697619,-3.08,-2.57,0.27356,-0.231
1697620,-2.6,-2.26,0.27356,-0.231
1697621,-2.982,-2.72,0.22844,-0.253
1697622,-2.293,-1.99,0.27356,-0.231
1697623,-2.675,-2.22,0.27356,-0.231
1697624,-2.01,-1.72,0.38107,-0.187
1697625,-1.54,-1.31,0.38107,-0.187
1697626,-1.815,-1.48,0.44342,-0.165
1697627,-1.658,-1.32,0.44342,-0.165
1697628,-1.408,-1.16,0.58407,-0.121
1697629,-1.737,-1.59,0.58407,-0.121
1697630,-1.686,-1.52,1,-0.011
1697631,-1.46,-1.27,0.91281,-0.033
1697632,-1.223,-1.02,0.91281,-0.033
1697633,-0.733,-0.65,1,-0.011
1697634,0.082,0.08,1,0.011
1697636,-0.065,-0.06,1,-0.011
1697637,0.045,0.04,1,0.011
1697638,0.625,0.61,1,0.011
1697639,0.58,0.55,1,0.011
1697640,0.63,0.57,1,0.011
1697641,0.623,0.54,1,0.011
1697642,0.637,0.54,1,0.011
1697643,0.268,0.24,0.91281,0.033
1697644,0.612,0.58,1,0.011
1697645,0.806,0.78,1,0.011
1697646,1.02,1.02,0.91281,0.033
1697647,1.249,1.35,0.82667,0.055
1697648,0.814,0.85,0.82667,0.055
1697649,1.195,1.18,0.82667,0.055
1697650,1.482,1.42,0.82667,0.055
1697651,1.41,1.29,0.82667,0.055
1697652,1.274,1.11,0.82667,0.055
1697653,1.368,1.23,0.82667,0.055
1697654,1.476,1.38,0.82667,0.055
1697655,1.23,1.22,0.74256,0.077
1697656,1.237,1.22,0.74256,0.077
1697657,1.506,1.42,0.82667,0.055
1697658,1.514,1.43,0.82667,0.055
1697659,1.318,1.28,0.91281,0.033
1697660,1.194,1.17,0.91281,0.033
1697661,0.831,0.85,0.91281,0.033
1697662,0.971,0.96,0.91281,0.033
1697663,1.289,1.2,0.91281,0.033
1697664,1.35,1.19,0.82667,0.055
1697665,1.066,0.96,0.82667,0.055
1697666,0.91,0.82,0.82667,0.055
1697667,1.02,0.89,0.82667,0.055
1697668,0.85,0.74,0.82667,0.055
1697669,0.758,0.66,0.82667,0.055
1697670,0.518,0.46,0.74256,0.077
1697671,0.562,0.52,1,0.011
1697672,0.538,0.51,1,0.011
1697673,0.598,0.59,1,0.011
1697674,0.235,0.23,1,0.011
1697675,-0.73,-0.73,1,-0.011
1697676,-1.31,-1.41,1,-0.011
1697677,0.29,0.32,0.91281,0.033
1697678,-0.361,-0.39,1,-0.011
1697679,-0.749,-0.82,0.82667,-0.055
1697680,-0.715,-0.8,0.82667,-0.055
1697681,-1.329,-1.5,0.74256,-0.077
1697682,-1.382,-1.58,0.74256,-0.077
1697683,-1.38,-1.6,0.82667,-0.055
1697684,-1.292,-1.44,0.74256,-0.077
1697685,-1.291,-1.44,0.74256,-0.077
1697686,-1.33,-1.58,0.82667,-0.055
1697687,-1.243,-1.57,0.82667,-0.055
1697688,-1.56,-2.08,0.74256,-0.077
1697689,-1.86,-2.58,0.74256,-0.077
1697690,-1.58,-2.16,0.74256,-0.077
1697691,-1.152,-1.46,0.66142,-0.099
1697692,-1.747,-2.12,0.74256,-0.077
1697693,-1.541,-1.83,0.66142,-0.099
1697694,-1.335,-1.55,0.66142,-0.099
1697695,-1.178,-1.38,0.66142,-0.099
1697696,-1.029,-1.23,0.58407,-0.121
1697697,-0.753,-0.93,0.58407,-0.121
1697698,-0.682,-0.86,0.51122,-0.143
1697699,-0.799,-1.05,0.66142,-0.099
1697700,-0.765,-1.05,0.66142,-0.099
1697701,-0.522,-0.72,0.66142,-0.099
1697702,-0.749,-1.1,0.74256,-0.077
1697703,-0.776,-1.19,0.66142,-0.099
1697704,-0.765,-1.19,0.66142,-0.099
1697705,-1.005,-1.6,0.66142,-0.099
1697706,-1.357,-2.34,0.51122,-0.143
1697707,-1.53,-2.9,0.44342,-0.165
1699921,-1.35,-1.29,0.74256,-0.077
1699925,-0.435,-0.41,0.82667,-0.055
1699929,-1.918,-1.7,0.74256,-0.077
1699930,-1.966,-1.67,0.66142,-0.099
1699931,-2.071,-1.75,0.74256,-0.077
1699932,-2.159,-1.83,0.74256,-0.077
1699933,-2.207,-1.84,0.74256,-0.077
1699934,-2.216,-1.81,0.74256,-0.077
1699935,-2.178,-1.66,0.66142,-0.099
1699936,-2.877,-2.05,0.66142,-0.099
1699937,-2.528,-1.81,0.66142,-0.099
1699938,-2.136,-1.58,0.74256,-0.077
1699939,-1.666,-1.24,0.91281,-0.033
1699940,-1.894,-1.34,0.82667,-0.055
1699941,-1.636,-1.16,0.78398,-0.066
1699942,-0.951,-0.7,0.82667,-0.055
1699943,-1.82,-1.28,0.74256,-0.077
1699944,-1.218,-0.86,0.82667,-0.055
1699945,-1.678,-1.18,1,-0.011
1699946,-0.285,-0.21,0.91281,-0.033
1699947,-0.64,-0.47,0.91281,-0.033
1699948,-1.755,-1.24,0.82667,-0.055
1699949,-1.853,-1.23,0.91281,-0.033
1699950,-1.835,-1.17,0.91281,-0.033
1699951,-1.82,-1.13,0.91281,-0.033
1699952,-1.8,-1.09,0.82667,-0.055
1699953,-1.909,-1.13,0.74256,-0.077
1699954,-2.04,-1.19,0.74256,-0.077
1699955,-2.247,-1.29,0.66142,-0.099
1699956,-2.267,-1.28,0.66142,-0.099
1699957,-1.818,-1.04,0.44342,-0.165
1699958,-1.797,-1.03,0.44342,-0.165
1699959,-1.766,-1,0.51122,-0.143
1699960,-1.75,-1,0.58407,-0.121
1699961,-1.735,-1.02,0.51122,-0.143
1699962,-1.705,-1,0.44342,-0.165
1699963,-1.664,-0.97,0.38107,-0.187
1699964,-1.936,-1.12,0.38107,-0.187
1699965,-2.342,-1.36,0.38107,-0.187
1699966,-3.196,-1.8,0.32442,-0.209
1699967,-3.653,-2.03,0.32442,-0.209
1699968,-4.172,-2.22,0.32442,-0.209
1699969,-4.332,-2.22,0.32442,-0.209
1699970,-4.087,-2.17,0.32442,-0.209
1699971,-4.187,-2.18,0.32442,-0.209
1699972,-3.722,-2.09,0.32442,-0.209
1699973,-3.475,-2.03,0.32442,-0.209
1699974,-3.385,-1.98,0.32442,-0.209
1699975,-3.26,-1.94,0.32442,-0.209
1699976,-3.35,-1.96,0.32442,-0.209
1699977,-3.487,-1.98,0.32442,-0.209
1699978,-3.338,-1.95,0.32442,-0.209
1699979,-3.155,-1.9,0.32442,-0.209
1699980,-3.372,-1.96,0.32442,-0.209
1699981,-3.388,-1.96,0.32442,-0.209
1699982,-3.28,-1.94,0.32442,-0.209
1699983,-3.308,-1.95,0.32442,-0.209
1699984,-3.257,-1.95,0.32442,-0.209
1699985,-3.112,-1.92,0.32442,-0.209
1699986,-2.987,-1.89,0.32442,-0.209
1699987,-2.857,-1.86,0.32442,-0.209
1699988,-3.056,-2.05,0.32442,-0.209
1699989,-3.36,-2.31,0.27356,-0.231
1699990,-3.567,-2.55,0.27356,-0.231
1699991,-2.703,-2.13,0.27356,-0.231
1699992,-2.533,-2.11,0.27356,-0.231
1699993,-2.557,-2.28,0.27356,-0.231
1699994,-2.702,-2.27,0.22844,-0.253
1699995,-2.96,-2.28,0.22844,-0.253
1699996,-3.277,-2.46,0.22844,-0.253
1699997,-3.825,-2.78,0.22844,-0.253
1699998,-4.18,-2.95,0.22844,-0.253
1699999,-3.913,-2.83,0.22844,-0.253
1700000,-3.473,-2.59,0.22844,-0.253
1700001,-3.227,-2.43,0.22844,-0.253
1700002,-2.891,-2.26,0.22844,-0.253
1700003,-2.859,-2.27,0.22844,-0.253
1700004,-2.81,-2.29,0.22844,-0.253
1700005,-3.785,-3.17,0.22844,-0.253
1700006,-3.747,-2.97,0.22844,-0.253
1700007,-3.8,-2.89,0.22844,-0.253
1700008,-3.983,-2.96,0.22844,-0.253
1700009,-3.86,-2.9,0.27356,-0.231
1700010,-3.776,-2.81,0.27356,-0.231
1700011,-3.52,-2.71,0.27356,-0.231
1700012,-3.5,-2.85,0.32442,-0.209
1700013,-2.944,-2.43,0.27356,-0.231
1700014,-3.145,-2.7,0.32442,-0.209
1700015,-2.95,-2.5,0.32442,-0.209
1700016,-3.048,-2.43,0.27356,-0.231
1700017,-3.24,-2.54,0.27356,-0.231
1700018,-3.085,-2.47,0.27356,-0.231
1700019,-3.042,-2.54,0.22844,-0.253
1700020,-3.024,-2.59,0.27356,-0.231
1700021,-3.03,-2.61,0.27356,-0.231
1700022,-2.995,-2.68,0.32442,-0.209
1700023,-2.921,-2.78,0.18889,-0.275
1700024,-2.991,-2.74,0.27356,-0.231
1700025,-2.575,-2.24,0.27356,-0.231
1700026,-1.838,-1.7,0.51122,-0.143
1700027,-1.755,-1.54,0.44342,-0.165
1700028,-1.632,-1.37,0.51122,-0.143
1700029,-1.463,-1.19,0.51122,-0.143
1700030,-1.247,-1.04,0.58407,-0.121
1700031,-1.55,-1.42,0.66142,-0.099
1700032,0.03,0.03,1,0.011
1700033,-0.008,-0.01,1,-0.011
1700034,-0.995,-0.87,1,-0.011
1700035,-0.973,-0.87,1,-0.011
1700036,-0.388,-0.37,1,-0.011
1700039,0.457,0.44,1,0.011
1700041,0.394,0.38,1,0.011
1700042,0.544,0.5,1,0.011
1700043,0.558,0.49,0.91281,0.033
1700044,0.518,0.44,0.91281,0.033
1700045,0.362,0.32,0.91281,0.033
1700046,0.672,0.64,1,0.011
1700047,0.948,0.95,1,0.011
1700048,0.716,0.75,0.82667,0.055
1700049,0.575,0.65,0.91281,0.033
1700050,0.682,0.74,0.91281,0.033
1700051,0.979,1.01,0.74256,0.077
1700052,1.297,1.27,0.74256,0.077
1700053,1.478,1.39,0.82667,0.055
1700054,1.342,1.2,0.82667,0.055
1700055,1.374,1.25,0.82667,0.055
1700056,1.476,1.41,0.74256,0.077
1700057,1.149,1.16,0.74256,0.077
1700058,0.939,0.97,0.74256,0.077
1700059,1.293,1.27,0.74256,0.077
1700060,1.315,1.28,0.82667,0.055
1700061,1.045,1.05,0.82667,0.055
1700062,0.88,0.9,0.82667,0.055
1700063,0.621,0.65,0.82667,0.055
1700064,0.747,0.77,0.91281,0.033
1700065,1.083,1.03,0.91281,0.033
1700066,1.082,0.99,0.82667,0.055
1700067,0.936,0.87,0.82667,0.055
1700068,0.89,0.83,0.82667,0.055
1700069,1.257,1.13,0.82667,0.055
1700070,1.16,1.05,0.82667,0.055
1700071,1.012,0.92,0.82667,0.055
1700072,0.576,0.53,0.82667,0.055
1700073,0.536,0.49,1,0.011
1700074,0.482,0.44,1,0.011
1700075,0.45,0.42,1,0.011
1700076,0.14,0.13,0.91281,0.033
1700077,-0.3,-0.29,1,-0.011
1700078,-1,-1.05,1,-0.011
1700079,-0.157,-0.17,0.91281,-0.033
1700080,-0.513,-0.59,0.91281,-0.033
1700081,-0.549,-0.63,0.82667,-0.055
1700082,-0.64,-0.74,0.74256,-0.077
1700083,-1.341,-1.6,0.82667,-0.055
1700084,-1.327,-1.62,0.74256,-0.077
1700085,-1.345,-1.62,0.82667,-0.055
1700086,-1.408,-1.63,0.82667,-0.055
1700087,-1.422,-1.63,0.74256,-0.077
1700088,-1.405,-1.62,0.82667,-0.055
1700089,-1.312,-1.62,0.82667,-0.055
1700090,-1.32,-1.69,0.74256,-0.077
1700091,-2.004,-2.72,0.74256,-0.077
1700092,-1.93,-2.68,0.74256,-0.077
1700093,-1.2,-1.58,0.66142,-0.099
1700094,-1.269,-1.6,0.66142,-0.099
1700095,-1.729,-2.16,0.66142,-0.099
1700096,-1.49,-1.78,0.66142,-0.099
1700097,-1.31,-1.58,0.74256,-0.077
1700098,-1.187,-1.48,0.66142,-0.099
1700099,-1.057,-1.35,0.66142,-0.099
1700100,-0.683,-0.88,0.58407,-0.121
1700101,-0.603,-0.83,0.74256,-0.077
1700102,-0.868,-1.24,0.74256,-0.077
1700103,-1.013,-1.49,0.66142,-0.099
1700104,-1.054,-1.57,0.66142,-0.099
1700105,-0.59,-0.84,0.66142,-0.099
1700106,-0.87,-1.29,0.74256,-0.077
1700107,-1.042,-1.67,0.58407,-0.121
1700108,-1.103,-1.89,0.44342,-0.165
1700109,-1.27,-2.3,0.44342,-0.165
1700110,-1.66,-3.38,0.44342,-0.165
1702321,-1.411,-1.36,0.74256,-0.077
1702322,-1.419,-1.34,0.74256,-0.077
1702323,-1.428,-1.34,0.74256,-0.077
1702324,-1.435,-1.32,0.74256,-0.077
1702325,-1.45,-1.3,0.66142,-0.099
1702326,-1.476,-1.35,0.74256,-0.077
1702327,-1.14,-1.02,0.74256,-0.077
1702328,-0.478,-0.43,0.74256,-0.077
1702329,-0.569,-0.5,0.82667,-0.055
1702330,-0.977,-0.85,0.82667,-0.055
1702331,-1.452,-1.24,0.82667,-0.055
1702332,-1.983,-1.69,0.66142,-0.099
1702333,-1.985,-1.64,0.66142,-0.099
1702334,-2.065,-1.69,0.66142,-0.099
1702335,-2.12,-1.74,0.74256,-0.077
1702336,-2.134,-1.72,0.74256,-0.077
1702337,-2.103,-1.64,0.66142,-0.099
1702338,-2.631,-1.94,0.66142,-0.099
1702339,-2.13,-1.5,0.74256,-0.077
1702340,-1.712,-1.22,0.82667,-0.055
1702341,-1.891,-1.33,0.74256,-0.077
1702342,-1.849,-1.3,0.66142,-0.099
1702343,-1.81,-1.22,0.58407,-0.121
1702344,-1.804,-1.23,0.66142,-0.099
1702345,-1.73,-1.14,0.74256,-0.077
1702346,-1.81,-1.19,0.91281,-0.033
1702347,-1.839,-1.25,0.91281,-0.033
1702348,-1.279,-0.9,0.82667,-0.055
1702349,-1.867,-1.26,0.91281,-0.033
1702350,-1.864,-1.23,0.91281,-0.033
1702351,-1.855,-1.19,0.91281,-0.033
1702352,-1.839,-1.14,0.82667,-0.055
1702353,-1.82,-1.1,0.82667,-0.055
1702354,-1.8,-1.07,0.82667,-0.055
1702355,-1.899,-1.11,0.74256,-0.077
1702356,-2.15,-1.26,0.74256,-0.077
1702357,-2.207,-1.28,0.66142,-0.099
1702358,-2.25,-1.3,0.66142,-0.099
1702359,-1.834,-1.06,0.58407,-0.121
1702360,-1.801,-1.03,0.44342,-0.165
1702361,-1.754,-0.97,0.58407,-0.121
1702362,-1.735,-0.98,0.58407,-0.121
1702363,-1.717,-0.99,0.44342,-0.165
1702364,-1.678,-0.96,0.38107,-0.187
1702365,-1.839,-1.05,0.38107,-0.187
1702366,-2.288,-1.3,0.38107,-0.187
1702367,-2.84,-1.6,0.32442,-0.209
1702368,-3.41,-1.9,0.32442,-0.209
1702369,-4.032,-2.2,0.32442,-0.209
1702370,-4.182,-2.21,0.32442,-0.209
1702371,-4.318,-2.22,0.32442,-0.209
1702372,-4.07,-2.17,0.32442,-0.209
1702373,-3.888,-2.13,0.32442,-0.209
1702374,-3.737,-2.09,0.32442,-0.209
1702375,-3.672,-2.07,0.32442,-0.209
1702376,-3.427,-1.99,0.32442,-0.209
1702377,-3.37,-1.96,0.32442,-0.209
1702378,-3.498,-1.98,0.32442,-0.209
1702379,-3.262,-1.93,0.32442,-0.209
1702380,-3.307,-1.93,0.32442,-0.209
1702381,-3.552,-1.99,0.32442,-0.209
1702382,-3.795,-2.04,0.32442,-0.209
1702383,-3.538,-1.99,0.32442,-0.209
1702384,-3.198,-1.92,0.32442,-0.209
1702385,-3.158,-1.91,0.32442,-0.209
1702386,-3.2,-1.93,0.32442,-0.209
1702387,-3.015,-1.89,0.32442,-0.209
1702388,-2.797,-1.83,0.32442,-0.209
1702389,-2.687,-1.81,0.32442,-0.209
1702390,-2.908,-2,0.32442,-0.209
1702391,-3.2,-2.26,0.27356,-0.231
1702392,-3.032,-2.28,0.27356,-0.231
1702393,-2.461,-1.97,0.27356,-0.231
1702394,-2.537,-2.13,0.27356,-0.231
1702395,-2.618,-2.37,0.27356,-0.231
1702396,-2.675,-2.33,0.18889,-0.275
1702397,-2.814,-2.29,0.18889,-0.275
1702398,-2.915,-2.26,0.22844,-0.253
1702399,-3.822,-2.79,0.22844,-0.253
1702400,-3.905,-2.85,0.22844,-0.253
1702401,-3.323,-2.49,0.22844,-0.253
1702402,-2.954,-2.27,0.22844,-0.253
1702403,-2.899,-2.3,0.18889,-0.275
1702404,-2.867,-2.31,0.18889,-0.275
1702405,-2.812,-2.33,0.22844,-0.253
1702406,-3.532,-2.99,0.22844,-0.253
1702407,-3.81,-3.27,0.22844,-0.253
1702408,-3.86,-3.16,0.22844,-0.253
1702409,-3.916,-3.05,0.22844,-0.253
1702410,-3.892,-2.96,0.22844,-0.253
1702411,-3.724,-2.85,0.27356,-0.231
1702412,-3.65,-2.76,0.27356,-0.231
1702413,-3.44,-2.66,0.27356,-0.231
1702414,-3.184,-2.54,0.32442,-0.209
1702415,-2.963,-2.48,0.32442,-0.209
1702416,-3.514,-3.05,0.32442,-0.209
1702417,-3.536,-3.06,0.32442,-0.209
1702418,-3.018,-2.47,0.32442,-0.209
1702419,-3.073,-2.46,0.32442,-0.209
1702420,-3.037,-2.52,0.27356,-0.231
1702421,-3.265,-2.81,0.27356,-0.231
1702422,-3.555,-3.14,0.27356,-0.231
1702423,-3.36,-2.95,0.22844,-0.253
1702424,-2.968,-2.71,0.27356,-0.231
1702425,-2.492,-2.42,0.18889,-0.275
1702426,-2.945,-2.79,0.22844,-0.253
1702427,-2.994,-2.77,0.22844,-0.253
1702428,-3.038,-2.75,0.27356,-0.231
1702429,-1.587,-1.43,0.51122,-0.143
1702430,-1.458,-1.26,0.58407,-0.121
1702431,-1.288,-1.08,0.58407,-0.121
1702432,-1.088,-0.92,0.58407,-0.121
1702433,-0.985,-0.9,0.66142,-0.099
1702434,0.454,0.44,1,0.011
1702435,0.355,0.33,1,0.011
1702436,-0.852,-0.77,1,-0.011
1702437,-0.732,-0.66,1,-0.011
1702438,-0.1,-0.1,1,-0.011
1702443,0.372,0.36,0.91281,0.033
1702444,0.334,0.31,0.91281,0.033
1702445,0.322,0.29,0.91281,0.033
1702446,0.284,0.25,0.91281,0.033
1702447,0.392,0.35,0.91281,0.033
1702448,0.622,0.57,0.91281,0.033
1702449,0.86,0.82,0.91281,0.033
1702450,1.001,1.01,0.91281,0.033
1702451,0.93,1.01,0.82667,0.055
1702452,0.664,0.74,0.91281,0.033
1702453,0.795,0.84,0.74256,0.077
1702454,1.018,1.04,0.74256,0.077
1702455,1.465,1.4,0.82667,0.055
1702456,1.404,1.29,0.82667,0.055
1702457,1.426,1.32,0.82667,0.055
1702458,1.405,1.36,0.74256,0.077
1702459,1.083,1.09,0.74256,0.077
1702460,0.9,0.97,0.82667,0.055
1702461,1.171,1.19,0.74256,0.077
1702462,0.971,0.99,0.74256,0.077
1702463,0.946,0.99,0.82667,0.055
1702464,1.061,1.14,0.82667,0.055
1702465,1.153,1.26,0.82667,0.055
1702466,0.693,0.71,0.91281,0.033
1702467,0.936,0.92,0.91281,0.033
1702468,1.052,1,0.91281,0.033
1702469,1.012,0.97,0.82667,0.055
